mon_azon,mon_name,mon_group,mon_lvl,mon_hp,mon_ai,mon_range,mon_sight1,mon_sight2,mon_exp,mon_str,mon_hea,mon_int,mon_wis,mon_agi,mon_mp,mon_attspd,mon_otp,mon_eva,mon_minatt,mon_maxatt,mon_mag1,mon_mag2,mon_def1,mon_def2,mon_absorb,mon_move1,mon_move2,mon_res1,mon_res2,mon_res3,mon_res4,mon_res5,mon_pic,mon_3d
159,"Gigantic Species Shock Trooper 2",11,65,,2,28,200,320,1640,148,118,90,50,74,300,1600,94,69,382,488,0,0,170,136,22,1600,600,34,34,34,46,46,70,"M129_B1.gb#57$Tex\M129.GTX$0$-1$0 M129_B2.gb#57$Tex\M129.GTX$0$-1$0 M129_B3.gb#57$Tex\M129.GTX$0$-1$0 M129_B4.gb#57$Tex\M129.GTX$0$-1$0 M129_B5.gb#57$Tex\M129.GTX$0$-1$0 M129_H1.gb#57$Tex\M129.GTX$0$-1$0"
160,"Hook of Shadow Troop 1",12,65,6025,2,40,300,320,1640,148,118,90,50,73,300,1400,94,69,382,488,0,0,170,136,24,1500,500,34,34,34,46,46,76,"M161_B1.gb#57$Tex\M161.GTX$0$-1$0 M161_B2.gb#57$Tex\M161.GTX$0$-1$0 M161_B3.gb#57$Tex\M161.GTX$0$-1$0 M161_H1.gb#57$Tex\M161.GTX$0$-1$0"
161,"High Class Doggebi with a Mask of Black Crow 3",13,65,6421,2,28,190,320,1700,148,120,10,10,74,70,1600,96,67,378,510,0,0,141,103,24,1600,500,29,29,29,43,44,52,"M047_B1.gb#75$Tex\M047.GTX$0#0$-1$0 M047_B2.gb#57$Tex\M047.GTX$0$-1$0 M047_B3.gb#57$Tex\M047.GTX$0$-1$0"
162,"Chief of Demon Crack Troop 2",14,65,,2,44,210,320,1640,148,118,90,50,74,300,1400,94,69,382,480,0,0,170,136,24,1500,500,34,34,34,46,46,81,"M248_B1.gb#130$Tex\M216.GTX#Tex\M216_1.GTX$0#0#1$-1$0 M248_B2.gb#112$Tex\M216.GTX#Tex\M216_2.GTX$0#1$-1$0 M248_H1.gb#112$Tex\M216_1.GTX$0#0$-1$0"
163,"Trained Traitor Archer 3",10,66,,2,32,200,320,1700,150,120,90,50,75,300,1400,95,69,384,496,0,0,185,148,25,1600,600,29,29,29,41,41,63,"M122_B1.gb#75$Tex\M122.GTX$0#0$-1$0 M122_B2.gb#75$Tex\M122.GTX#Tex\M122_1.GTX$0#1$-1$0"
164,"Trained Traitor Warrior 3",10,66,,2,180,200,320,1700,140,120,90,50,77,300,1600,95,69,364,486,0,0,185,148,25,1600,600,29,29,29,41,41,62,"M121_B1.gb#75$Tex\M121.GTX$0#0$-1$0 M121_B2.gb#75$Tex\M121.GTX#Tex\M121_1.GTX$0#1$-1$0"
165,"Gigantic Species Archer 3",11,66,,2,180,200,320,1700,140,120,90,50,77,300,1400,95,69,364,486,0,0,175,140,22,1600,600,34,34,34,46,46,69,"M128_B1.gb#57$Tex\M127.GTX$0$-1$0 M128_B2.gb#57$Tex\M127.GTX$0$-1$0 M128_B3.gb#57$Tex\M127.GTX$0$-1$0 M128_B4.gb#57$Tex\M127.GTX$0$-1$0 M128_B5.gb#57$Tex\M127.GTX$0$-1$0 M128_B6.gb#57$Tex\M127_2.GTX$0$-1$0 M128_H1.gb#57$Tex\M127.GTX$0$-1$0"
166,"Gigantic Species Shock Trooper 3",11,66,,2,28,200,320,1700,150,120,90,50,75,300,1600,95,69,384,496,0,0,175,140,22,1600,600,34,34,34,46,46,70,"M129_B1.gb#57$Tex\M129.GTX$0$-1$0 M129_B2.gb#57$Tex\M129.GTX$0$-1$0 M129_B3.gb#57$Tex\M129.GTX$0$-1$0 M129_B4.gb#57$Tex\M129.GTX$0$-1$0 M129_B5.gb#57$Tex\M129.GTX$0$-1$0 M129_H1.gb#57$Tex\M129.GTX$0$-1$0"
167,"Hook of Shadow Troop 2",12,66,6139,2,40,300,320,1700,150,120,90,50,75,300,1400,95,69,384,496,0,0,175,140,24,1500,500,34,34,34,46,46,76,"M161_B1.gb#57$Tex\M161.GTX$0$-1$0 M161_B2.gb#57$Tex\M161.GTX$0$-1$0 M161_B3.gb#57$Tex\M161.GTX$0$-1$0 M161_H1.gb#57$Tex\M161.GTX$0$-1$0"
168,"Chief of Demon Crack Troop 3",14,66,,2,44,210,320,1700,150,120,90,50,75,300,1400,95,69,385,490,0,0,175,140,24,1500,500,34,34,34,46,46,81,"M248_B1.gb#130$Tex\M216.GTX#Tex\M216_1.GTX$0#0#1$-1$0 M248_B2.gb#112$Tex\M216.GTX#Tex\M216_2.GTX$0#1$-1$0 M248_H1.gb#112$Tex\M216_1.GTX$0#0$-1$0"
169,"Guard of the Traitors Hangout 1",10,67,,2,28,200,320,1760,152,122,90,50,76,300,1400,96,70,390,520,0,0,190,152,25,1600,600,30,30,30,42,42,64,"M123_B1.gb#75$Tex\M123.GTX$0#0$-1$0 M123_B2.gb#75$Tex\M123.GTX#Tex\M123_1.GTX$0#1$-1$0"
170,"Archer of the Traitors Hangout 1",10,67,,2,180,200,320,1760,142,122,90,50,78,300,1600,96,70,370,510,0,0,190,152,25,1600,600,30,30,30,42,42,65,"M124_B1.gb#75$Tex\M124.GTX$0#0$-1$0 M124_B2.gb#75$Tex\M124.GTX#Tex\M124_1.GTX$0#1$-1$0"
171,"Gigantic Species Ignoramus 1",11,67,,2,28,200,320,1760,152,122,90,50,76,300,1400,96,70,390,520,0,0,180,144,22,1600,600,35,35,35,47,47,71,"M130_B1.gb#57$Tex\M130.GTX$0$-1$0 M130_B2.gb#57$Tex\M130.GTX$0$-1$0 M130_B3.gb#57$Tex\M130.GTX$0$-1$0 M130_B4.gb#57$Tex\M130.GTX$0$-1$0 M130_B5.gb#57$Tex\M130.GTX$0$-1$0 M130_B6.gb#57$Tex\M130_2.GTX$0$-1$0 M130_H1.gb#57$Tex\M130.GTX$0$-1$0"
172,"Gigantic Species Berserk 1",11,67,,2,28,200,320,1760,152,122,90,50,76,300,1600,96,70,390,520,0,0,180,144,22,1600,600,35,35,35,47,47,72,"M131_B1.gb#57$Tex\M131.GTX$0$-1$0 M131_B2.gb#57$Tex\M131.GTX$0$-1$0 M131_B3.gb#57$Tex\M131.GTX$0$-1$0 M131_B4.gb#57$Tex\M131.GTX$0$-1$0 M131_B5.gb#57$Tex\M131.GTX$0$-1$0 M131_B6.gb#57$Tex\M131_2.GTX$0$-1$0 M131_H1.gb#57$Tex\M131.GTX$0$-1$0"
173,"Watcher of Shadow Troop 1",12,67,6252,2,44,300,320,1760,152,122,90,50,76,300,1400,96,70,390,510,0,0,180,144,25,1500,500,35,35,35,47,47,77,"M162_B1.gb#57$Tex\M162.GTX$0$-1$0 M162_B2.gb#57$Tex\M162.GTX$0$-1$0 M162_B3.gb#57$Tex\M162_1.GTX$0$-1$0 M162_H1.gb#57$Tex\M162.GTX$0$-1$0"
174,"Monster of Demon Crack Troop 1",14,67,,2,44,210,320,1760,152,122,90,50,76,300,1400,96,70,388,500,0,0,180,144,25,1500,500,35,35,35,47,47,82,"M251_B1.gb#130$Tex\M217.GTX#Tex\M217_1.GTX$0#0#1$-1$0 M251_B2.gb#112$Tex\M217.GTX#Tex\M217_2.GTX$0#1$-1$0 M251_H1.gb#112$Tex\M217_1.GTX$0#0$-1$0"
175,"Guard of the Traitors Hangout 2",10,68,,2,28,200,320,1820,154,124,90,50,77,300,1400,97,70,392,528,0,0,195,156,26,1600,600,30,30,30,42,42,64,"M123_B1.gb#75$Tex\M123.GTX$0#0$-1$0 M123_B2.gb#75$Tex\M123.GTX#Tex\M123_1.GTX$0#1$-1$0"
176,"Archer of the Traitors Hangout 2",10,68,,2,180,200,320,1820,144,124,90,50,79,300,1600,97,70,372,518,0,0,195,156,26,1600,600,30,30,30,42,42,65,"M124_B1.gb#75$Tex\M124.GTX$0#0$-1$0 M124_B2.gb#75$Tex\M124.GTX#Tex\M124_1.GTX$0#1$-1$0"
177,"Gigantic Species Ignoramus 2",11,68,,2,28,200,320,1820,154,124,90,50,77,300,1400,97,70,392,528,0,0,185,148,23,1600,600,35,35,35,47,47,71,"M130_B1.gb#57$Tex\M130.GTX$0$-1$0 M130_B2.gb#57$Tex\M130.GTX$0$-1$0 M130_B3.gb#57$Tex\M130.GTX$0$-1$0 M130_B4.gb#57$Tex\M130.GTX$0$-1$0 M130_B5.gb#57$Tex\M130.GTX$0$-1$0 M130_B6.gb#57$Tex\M130_2.GTX$0$-1$0 M130_H1.gb#57$Tex\M130.GTX$0$-1$0"
178,"Gigantic Species Berserk 2",11,68,,2,28,200,320,1820,154,124,90,50,77,300,1600,97,70,392,528,0,0,185,148,23,1600,600,35,35,35,47,47,72,"M131_B1.gb#57$Tex\M131.GTX$0$-1$0 M131_B2.gb#57$Tex\M131.GTX$0$-1$0 M131_B3.gb#57$Tex\M131.GTX$0$-1$0 M131_B4.gb#57$Tex\M131.GTX$0$-1$0 M131_B5.gb#57$Tex\M131.GTX$0$-1$0 M131_B6.gb#57$Tex\M131_2.GTX$0$-1$0 M131_H1.gb#57$Tex\M131.GTX$0$-1$0"
179,"Watcher of Shadow Troop 2",12,68,6268,2,44,300,320,1820,154,124,90,50,77,300,1400,97,70,392,518,0,0,185,148,25,1500,500,35,35,35,47,47,77,"M162_B1.gb#57$Tex\M162.GTX$0$-1$0 M162_B2.gb#57$Tex\M162.GTX$0$-1$0 M162_B3.gb#57$Tex\M162_1.GTX$0$-1$0 M162_H1.gb#57$Tex\M162.GTX$0$-1$0"
180,"Monster of Demon Crack Troop 2",14,68,,2,44,210,320,1820,154,124,90,50,77,300,1400,97,70,391,510,0,0,185,148,25,1500,500,35,35,35,47,47,82,"M251_B1.gb#130$Tex\M217.GTX#Tex\M217_1.GTX$0#0#1$-1$0 M251_B2.gb#112$Tex\M217.GTX#Tex\M217_2.GTX$0#1$-1$0 M251_H1.gb#112$Tex\M217_1.GTX$0#0$-1$0"
181,"White Beast of Demon Crack Troop 1",14,68,,2,44,210,320,1820,154,124,90,50,77,300,1400,97,70,391,510,0,0,185,148,25,1500,500,35,35,35,47,47,83,"M254_B1.gb#112$Tex\M218.GTX$0#0$-1$0 M254_B2.gb#112$Tex\M218.GTX#Tex\M218_2.GTX$0#1$-1$0 M254_H1.gb#112$Tex\M218_1.GTX$0#0$-1$0"
182,"Guard of the Traitors Hangout 3",10,69,,2,28,200,320,1880,156,126,90,50,78,300,1400,98,70,394,536,0,0,200,160,26,1600,600,30,30,30,42,42,64,"M123_B1.gb#75$Tex\M123.GTX$0#0$-1$0 M123_B2.gb#75$Tex\M123.GTX#Tex\M123_1.GTX$0#1$-1$0"
183,"Archer of the Traitors Hangout 3",10,69,,2,180,200,320,1880,146,126,90,50,80,300,1600,98,70,374,526,0,0,200,160,26,1600,600,30,30,30,42,42,65,"M124_B1.gb#75$Tex\M124.GTX$0#0$-1$0 M124_B2.gb#75$Tex\M124.GTX#Tex\M124_1.GTX$0#1$-1$0"
184,"Gigantic Species Ignoramus 3",11,69,,2,28,200,320,1880,156,126,90,50,78,300,1400,98,70,394,536,0,0,190,152,23,1600,600,35,35,35,47,47,71,"M130_B1.gb#57$Tex\M130.GTX$0$-1$0 M130_B2.gb#57$Tex\M130.GTX$0$-1$0 M130_B3.gb#57$Tex\M130.GTX$0$-1$0 M130_B4.gb#57$Tex\M130.GTX$0$-1$0 M130_B5.gb#57$Tex\M130.GTX$0$-1$0 M130_B6.gb#57$Tex\M130_2.GTX$0$-1$0 M130_H1.gb#57$Tex\M130.GTX$0$-1$0"
185,"Gigantic Species Berserk 3",11,69,,2,28,200,320,1880,156,126,90,50,78,300,1600,98,70,394,536,0,0,190,152,23,1600,600,35,35,35,47,47,72,"M131_B1.gb#57$Tex\M131.GTX$0$-1$0 M131_B2.gb#57$Tex\M131.GTX$0$-1$0 M131_B3.gb#57$Tex\M131.GTX$0$-1$0 M131_B4.gb#57$Tex\M131.GTX$0$-1$0 M131_B5.gb#57$Tex\M131.GTX$0$-1$0 M131_B6.gb#57$Tex\M131_2.GTX$0$-1$0 M131_H1.gb#57$Tex\M131.GTX$0$-1$0"
186,"Chief Warrior of Shadow Troop 1",12,69,,2,44,300,320,1880,156,126,90,50,78,300,1400,98,70,394,526,0,0,190,152,26,1500,500,35,35,35,47,47,78,"M163_B1.gb#57$Tex\M163.GTX$0$-1$0 M163_B2.gb#57$Tex\M163.GTX$0$-1$0 M163_B3.gb#57$Tex\M163_1.GTX$0$-1$0 M163_H1.gb#57$Tex\M163.GTX$0$-1$0"
187,"Monster of Demon Crack Troop 3",14,69,,2,44,210,320,1880,156,126,90,50,78,300,1400,98,70,394,520,0,0,190,152,25,1500,500,35,35,35,47,47,82,"M251_B1.gb#130$Tex\M217.GTX#Tex\M217_1.GTX$0#0#1$-1$0 M251_B2.gb#112$Tex\M217.GTX#Tex\M217_2.GTX$0#1$-1$0 M251_H1.gb#112$Tex\M217_1.GTX$0#0$-1$0"
188,"White Beast of Demon Crack Troop 2",14,69,,2,44,210,320,1880,156,126,90,50,78,300,1400,98,70,394,520,0,0,190,152,25,1500,500,35,35,35,47,47,83,"M254_B1.gb#112$Tex\M218.GTX$0#0$-1$0 M254_B2.gb#112$Tex\M218.GTX#Tex\M218_2.GTX$0#1$-1$0 M254_H1.gb#112$Tex\M218_1.GTX$0#0$-1$0"
189,"Hermit of White Beard 1",15,69,,2,44,220,320,1600,146,105,90,50,79,120,1600,98,70,350,600,0,0,160,140,20,1400,600,42,42,42,55,55,86,"M166_B1.gb#94$Tex\M166.GTX$0$-1$0 M166_B2.gb#94$Tex\M166.GTX$0$-1$0 M166_B3.gb#94$Tex\M166.GTX$0$-1$0 M166_B4.gb#94$Tex\M166_1.GTX$0$-1$0"
190,"Knight of the Traitors Hangout 1",10,70,,2,32,200,320,1940,158,128,90,50,79,300,1400,99,71,400,560,0,0,205,164,27,1600,600,30,30,30,42,42,66,"M125_B1.gb#93$Tex\M125.GTX#Tex\M125_2.GTX$0#1#1$-1$0 M125_B2.gb#75$Tex\M125.GTX#Tex\M125_1.GTX$0#1$-1$0"
191,"Gigantic Species Murderer",11,70,,2,28,200,320,1940,158,128,90,50,79,300,1400,99,71,400,560,0,0,195,156,24,1600,600,36,36,36,48,48,73,"M132_B1.gb#57$Tex\M132.GTX$0$-1$0 M132_B2.gb#57$Tex\M132.GTX$0$-1$0 M132_B3.gb#57$Tex\M132.GTX$0$-1$0 M132_B4.gb#57$Tex\M132.GTX$0$-1$0 M132_B5.gb#57$Tex\M132.GTX$0$-1$0 M132_B6.gb#57$Tex\M132_2.GTX$0$-1$0 M132_H1.gb#57$Tex\M132.GTX$0$-1$0"
192,"Chief Warrior of Shadow Troop 2",12,70,,2,44,300,320,1940,158,128,90,50,79,300,1400,99,71,400,560,0,0,195,156,26,1500,500,36,36,36,48,48,78,"M163_B1.gb#57$Tex\M163.GTX$0$-1$0 M163_B2.gb#57$Tex\M163.GTX$0$-1$0 M163_B3.gb#57$Tex\M163_1.GTX$0$-1$0 M163_H1.gb#57$Tex\M163.GTX$0$-1$0"
193,"White Beast of Demon Crack Troop 3",14,70,,2,44,210,320,1940,158,128,90,50,79,300,1400,99,70,397,530,0,0,195,156,25,1500,500,35,35,35,47,47,83,"M254_B1.gb#112$Tex\M218.GTX$0#0$-1$0 M254_B2.gb#112$Tex\M218.GTX#Tex\M218_2.GTX$0#1$-1$0 M254_H1.gb#112$Tex\M218_1.GTX$0#0$-1$0"
194,"Blue Beast of Demon Crack Troop 1",14,70,,2,44,210,320,1940,158,128,90,50,79,300,1400,99,71,397,530,0,0,195,156,26,1500,500,35,35,35,47,47,84,"M257_B1.gb#112$Tex\M219.GTX$0#0$-1$0 M257_B2.gb#112$Tex\M219.GTX#Tex\M219_2.GTX$0#1$-1$0 M257_H1.gb#112$Tex\M219_1.GTX$0#0$-1$0"
195,"Hermit of White Beard 2",15,70,6117,2,44,220,320,1660,147,107,90,50,80,120,1600,99,70,350,600,0,1,161,141,20,1400,600,42,42,42,55,55,86,"M166_B1.gb#94$Tex\M166.GTX$0$-1$0 M166_B2.gb#94$Tex\M166.GTX$0$-1$0 M166_B3.gb#94$Tex\M166.GTX$0$-1$0 M166_B4.gb#94$Tex\M166_1.GTX$0$-1$0"
196,"Knight of the Traitors Hangout 2",10,71,,2,32,200,320,2000,160,130,90,50,80,300,1400,100,71,402,568,0,0,210,168,27,1600,600,30,30,30,42,42,66,"M125_B1.gb#93$Tex\M125.GTX#Tex\M125_2.GTX$0#1#1$-1$0 M125_B2.gb#75$Tex\M125.GTX#Tex\M125_1.GTX$0#1$-1$0"
197,"Gigantic Species Killer 1",11,71,,2,28,200,320,2000,160,130,90,50,80,300,1400,100,71,402,568,0,0,200,160,24,1600,600,36,36,36,48,48,73,"M132_B1.gb#57$Tex\M132.GTX$0$-1$0 M132_B2.gb#57$Tex\M132.GTX$0$-1$0 M132_B3.gb#57$Tex\M132.GTX$0$-1$0 M132_B4.gb#57$Tex\M132.GTX$0$-1$0 M132_B5.gb#57$Tex\M132.GTX$0$-1$0 M132_B6.gb#57$Tex\M132_2.GTX$0$-1$0 M132_H1.gb#57$Tex\M132.GTX$0$-1$0"
198,"Spear Hand of Shadow Troop 1",12,71,,2,40,300,320,2000,160,130,90,50,80,300,1400,100,71,402,568,0,0,200,160,26,1500,500,36,36,36,48,48,79,"M164_B1.gb#57$Tex\M164.GTX$0$-1$0 M164_B2.gb#57$Tex\M164.GTX$0$-1$0 M164_B3.gb#57$Tex\M164.GTX$0$-1$0 M164_H1.gb#57$Tex\M164.GTX$0$-1$0"
199,"Blue Beast of Demon Crack Troop 2",14,71,,2,44,210,320,2000,160,130,90,50,80,300,1400,100,71,400,540,0,0,200,160,26,1500,500,35,35,35,47,47,84,"M257_B1.gb#112$Tex\M219.GTX$0#0$-1$0 M257_B2.gb#112$Tex\M219.GTX#Tex\M219_2.GTX$0#1$-1$0 M257_H1.gb#112$Tex\M219_1.GTX$0#0$-1$0"
200,"Hermit of White Beard 3",15,71,6221,2,44,220,320,1720,148,109,90,50,81,120,1600,100,70,350,600,0,1,162,142,20,1400,600,42,42,42,55,55,86,"M166_B1.gb#94$Tex\M166.GTX$0$-1$0 M166_B2.gb#94$Tex\M166.GTX$0$-1$0 M166_B3.gb#94$Tex\M166.GTX$0$-1$0 M166_B4.gb#94$Tex\M166_1.GTX$0$-1$0"
201,"Elder Doggebi",18,72,,2,28,200,320,996,150,129,10,10,85,70,1500,121,78,400,520,0,0,164,139,23,1600,500,38,38,38,40,40,55,"M051_B1.gb#75$Tex\M051.GTX$0#0$-1$0 M051_B2.gb#57$Tex\M051.GTX$0$-1$0 M051_B3.gb#57$Tex\M051.GTX$0$-1$0"
202,"Knight of the Traitors Hangout 3",10,72,,2,32,200,320,2060,162,132,90,50,81,300,1400,101,71,404,576,0,0,215,172,27,1600,600,30,30,30,42,42,66,"M125_B1.gb#93$Tex\M125.GTX#Tex\M125_2.GTX$0#1#1$-1$0 M125_B2.gb#75$Tex\M125.GTX#Tex\M125_1.GTX$0#1$-1$0"
203,"Gigantic Species Killer 2",11,72,,2,28,200,320,2060,162,132,90,50,81,300,1400,101,71,404,576,0,0,205,164,24,1600,600,36,36,36,48,48,73,"M132_B1.gb#57$Tex\M132.GTX$0$-1$0 M132_B2.gb#57$Tex\M132.GTX$0$-1$0 M132_B3.gb#57$Tex\M132.GTX$0$-1$0 M132_B4.gb#57$Tex\M132.GTX$0$-1$0 M132_B5.gb#57$Tex\M132.GTX$0$-1$0 M132_B6.gb#57$Tex\M132_2.GTX$0$-1$0 M132_H1.gb#57$Tex\M132.GTX$0$-1$0"
204,"Spear Hand of Shadow Troop 2",12,72,,2,40,300,320,2060,162,132,90,50,81,300,1400,101,71,404,576,0,0,205,164,26,1500,500,36,36,36,48,48,79,"M164_B1.gb#57$Tex\M164.GTX$0$-1$0 M164_B2.gb#57$Tex\M164.GTX$0$-1$0 M164_B3.gb#57$Tex\M164.GTX$0$-1$0 M164_H1.gb#57$Tex\M164.GTX$0$-1$0"
205,"Blue Beast of Demon Crack Troop 3",14,72,,2,44,210,320,2060,162,132,90,50,81,300,1400,101,71,403,550,0,0,205,164,26,1500,500,35,35,35,47,47,84,"M257_B1.gb#112$Tex\M219.GTX$0#0$-1$0 M257_B2.gb#112$Tex\M219.GTX#Tex\M219_2.GTX$0#1$-1$0 M257_H1.gb#112$Tex\M219_1.GTX$0#0$-1$0"
206,"Hermit of Long Beard 1",15,72,,2,44,220,320,1780,149,111,90,50,82,120,1600,101,71,355,615,0,1,163,143,20,1400,600,42,42,42,55,55,87,"M167_B1.gb#94$Tex\M167.GTX$0$-1$0 M167_B2.gb#94$Tex\M167.GTX$0$-1$0 M167_B3.gb#94$Tex\M167.GTX$0$-1$0 M167_B4.gb#94$Tex\M167_1.GTX$0$-1$0"
207,"Punitive Force of Demon Crack Troop 1",14,73,,2,44,210,320,2120,164,134,90,50,82,300,1400,102,71,406,560,0,0,210,168,26,1500,500,36,36,36,48,48,85,"M260_B1.gb#130$Tex\M220.GTX#Tex\M220_1.GTX$0#0#1$-1$0 M260_B2.gb#112$Tex\M220.GTX#Tex\M220_2.GTX$0#1$-1$0 M260_H1.gb#112$Tex\M220_1.GTX$0#0$-1$0"
208,"Hermit of Long Beard 2",15,73,,2,44,220,320,1840,150,113,90,50,83,120,1600,102,71,355,615,0,1,164,144,20,1400,600,42,42,42,55,55,87,"M167_B1.gb#94$Tex\M167.GTX$0$-1$0 M167_B2.gb#94$Tex\M167.GTX$0$-1$0 M167_B3.gb#94$Tex\M167.GTX$0$-1$0 M167_B4.gb#94$Tex\M167_1.GTX$0$-1$0"
209,"Hermit of Red Face 1",15,73,,2,44,220,320,1840,152,117,90,50,83,120,1600,102,71,360,630,0,1,164,144,20,1400,600,43,43,43,56,56,88,"M168_B1.gb#94$Tex\M168.GTX$0$-1$0 M168_B2.gb#94$Tex\M168.GTX$0$-1$0 M168_B3.gb#94$Tex\M168.GTX$0$-1$0 M168_B4.gb#94$Tex\M168_1.GTX$0$-1$0"
210,"Punitive Force of Demon Crack Troop 2",14,74,,2,44,210,320,2180,166,136,90,50,83,300,1400,103,71,409,570,0,0,215,172,26,1500,500,36,36,36,48,48,85,"M260_B1.gb#130$Tex\M220.GTX#Tex\M220_1.GTX$0#0#1$-1$0 M260_B2.gb#112$Tex\M220.GTX#Tex\M220_2.GTX$0#1$-1$0 M260_H1.gb#112$Tex\M220_1.GTX$0#0$-1$0"
211,"Hermit of Long Beard 3",15,74,,2,44,220,320,1900,151,115,90,50,84,120,1600,103,71,355,615,0,1,165,145,20,1400,600,42,42,42,55,55,87,"M167_B1.gb#94$Tex\M167.GTX$0$-1$0 M167_B2.gb#94$Tex\M167.GTX$0$-1$0 M167_B3.gb#94$Tex\M167.GTX$0$-1$0 M167_B4.gb#94$Tex\M167_1.GTX$0$-1$0"
212,"Hermit of Red Face 2",15,74,,2,44,220,320,1900,153,119,90,50,84,120,1600,103,71,360,630,0,1,165,145,20,1400,600,43,43,43,56,56,88,"M168_B1.gb#94$Tex\M168.GTX$0$-1$0 M168_B2.gb#94$Tex\M168.GTX$0$-1$0 M168_B3.gb#94$Tex\M168.GTX$0$-1$0 M168_B4.gb#94$Tex\M168_1.GTX$0$-1$0"
213,"Hermit of Mask 1",15,74,,2,44,220,320,1900,155,123,90,50,84,120,1600,103,71,365,645,0,1,165,145,21,1400,600,43,43,43,56,56,89,"M169_B1.gb#112$Tex\M169.GTX$0#0$-1$0 M169_B2.gb#112$Tex\M169.GTX$0#0$-1$0 M169_B3.gb#94$Tex\M169.GTX$0$-1$0 M169_B4.gb#94$Tex\M169_1.GTX$0$-1$0"
214,"Punitive Force of Demon Crack Troop 3",14,75,,2,44,210,320,2240,168,138,90,50,84,300,1400,104,71,412,580,0,0,220,176,26,1500,500,36,36,36,48,48,85,"M260_B1.gb#130$Tex\M220.GTX#Tex\M220_1.GTX$0#0#1$-1$0 M260_B2.gb#112$Tex\M220.GTX#Tex\M220_2.GTX$0#1$-1$0 M260_H1.gb#112$Tex\M220_1.GTX$0#0$-1$0"
215,"Hermit of Red Face 3",15,75,,2,44,220,320,1960,154,121,90,50,85,120,1600,104,71,360,630,0,1,166,146,20,1400,600,43,43,43,56,56,88,"M168_B1.gb#94$Tex\M168.GTX$0$-1$0 M168_B2.gb#94$Tex\M168.GTX$0$-1$0 M168_B3.gb#94$Tex\M168.GTX$0$-1$0 M168_B4.gb#94$Tex\M168_1.GTX$0$-1$0"
216,"Hermit of Mask 2",15,75,,2,44,220,320,1960,156,125,90,50,85,120,1600,104,71,365,645,0,1,166,146,21,1400,600,43,43,43,56,56,89,"M169_B1.gb#112$Tex\M169.GTX$0#0$-1$0 M169_B2.gb#112$Tex\M169.GTX$0#0$-1$0 M169_B3.gb#94$Tex\M169.GTX$0$-1$0 M169_B4.gb#94$Tex\M169_1.GTX$0$-1$0"
217,"Tough Hermit 1",15,75,,2,44,220,320,1960,156,129,90,50,85,120,1600,104,72,370,660,0,1,166,146,21,1400,600,43,43,43,56,56,90,"M170_B1.gb#94$Tex\M170.GTX$0$-1$0 M170_B2.gb#94$Tex\M170.GTX$0$-1$0 M170_B3.gb#94$Tex\M170.GTX$0$-1$0 M170_B4.gb#94$Tex\M170_1.GTX$0$-1$0"
218,"Hermit of Mask 3",15,76,,2,44,220,320,2020,157,127,90,50,86,120,1600,105,71,365,645,0,1,167,147,21,1400,600,43,43,43,56,56,89,"M169_B1.gb#112$Tex\M169.GTX$0#0$-1$0 M169_B2.gb#112$Tex\M169.GTX$0#0$-1$0 M169_B3.gb#94$Tex\M169.GTX$0$-1$0 M169_B4.gb#94$Tex\M169_1.GTX$0$-1$0"
219,"Tough Hermit 2",15,76,,2,44,220,320,2020,157,131,90,50,86,120,1600,105,72,370,660,0,1,167,147,21,1400,600,43,43,43,56,56,90,"M170_B1.gb#94$Tex\M170.GTX$0$-1$0 M170_B2.gb#94$Tex\M170.GTX$0$-1$0 M170_B3.gb#94$Tex\M170.GTX$0$-1$0 M170_B4.gb#94$Tex\M170_1.GTX$0$-1$0"
220,"High Class Doggebi with a Mask of Black Panther 1",13,76,8530,2,28,190,320,2448,170,142,10,10,85,70,1600,107,74,444,600,0,0,163,114,29,1600,500,38,38,38,47,47,53,"M048_B1.gb#75$Tex\M048.GTX$0#0$-1$0 M048_B2.gb#57$Tex\M048.GTX$0$-1$0 M048_B3.gb#57$Tex\M048.GTX$0$-1$0"
221,"Tough Hermit 3",15,77,,2,44,220,320,2080,158,133,90,50,87,120,1600,106,72,370,660,0,1,168,148,21,1400,600,43,43,43,56,56,90,"M170_B1.gb#94$Tex\M170.GTX$0$-1$0 M170_B2.gb#94$Tex\M170.GTX$0$-1$0 M170_B3.gb#94$Tex\M170.GTX$0$-1$0 M170_B4.gb#94$Tex\M170_1.GTX$0$-1$0"
222,"High Class Doggebi with a Mask of Black Panther 2",13,77,,2,28,190,320,2516,172,144,10,10,86,70,1600,108,74,450,605,0,0,165,115,29,1600,500,38,38,38,47,47,53,"M048_B1.gb#75$Tex\M048.GTX$0#0$-1$0 M048_B2.gb#57$Tex\M048.GTX$0$-1$0 M048_B3.gb#57$Tex\M048.GTX$0$-1$0"
223,"High Class Giant Doggebi 1",13,77,,2,28,190,320,2516,172,144,10,10,86,70,1600,108,74,450,605,0,0,165,115,30,1600,500,38,38,38,47,47,54,"M049_B1.gb#75$Tex\M049.GTX$0#0$-1$0 M049_B2.gb#57$Tex\M049.GTX$0$-1$0 M049_B3.gb#57$Tex\M049.GTX$0$-1$0"
