drp_azon,drp_group1,drp_group2,drp_chance1,drp_chance2,drp_item,drp_monst,drp_rev
6433,107,3,0.60000002,0.1,371,136,
6434,107,3,0.60000002,0.1,342,136,
6435,107,3,0.60000002,0.1,343,136,
6436,107,3,0.60000002,0.1,344,136,
6437,107,3,0.60000002,0.1,345,136,
6438,107,3,0.60000002,0.1,346,136,
6439,107,3,0.60000002,0.1,348,136,
6440,107,3,0.60000002,8,379,136,
6441,107,4,0.1,0.1,380,136,
6442,107,4,0.1,0.1,201,136,
6443,107,4,0.1,0.1,207,136,
6444,108,1,80,75,276,152,"214"
6445,108,1,80,5,279,152,
6446,108,2,0.2,1.2,98,152,
6447,108,2,0.2,1.2,99,152,
6448,108,2,0.2,1.2,100,152,
6449,108,2,0.2,1.2,101,152,
6450,108,2,0.2,1.2,102,152,
6451,108,2,0.2,0.2,116,152,
6452,108,2,0.2,0.2,119,152,
6453,108,2,0.2,0.2,118,152,
6454,108,2,0.2,0.2,117,152,
6455,108,2,0.2,0.2,120,152,
6456,108,2,0.2,7,187,152,
6457,108,2,0.2,13.5,188,152,
6458,108,2,0.2,2,187,152,"Expert Knights"
6459,108,2,0.2,3.5,188,152,"Expert Knights"
6460,108,2,0.2,0.40000001,195,152,
6461,108,2,0.2,0.30000001,196,152,
6462,108,2,0.2,0.30000001,197,152,
6463,108,3,0.60000002,0.2,350,152,
6464,108,3,0.60000002,0.1,351,152,
6465,108,3,0.60000002,0.2,356,152,
6466,108,3,0.60000002,0.1,357,152,
6467,108,3,0.60000002,0.2,353,152,
6468,108,3,0.60000002,0.1,354,152,
6469,108,3,0.60000002,0.2,359,152,
6470,108,3,0.60000002,0.1,360,152,
6471,108,3,0.60000002,0.2,362,152,
6472,108,3,0.60000002,0.1,363,152,
6473,108,3,0.60000002,0.30000001,330,152,
6474,108,3,0.60000002,0.30000001,331,152,
6475,108,3,0.60000002,0.30000001,337,152,
6476,108,3,0.60000002,0.30000001,338,152,
6477,108,3,0.60000002,0.30000001,339,152,
6478,108,3,0.60000002,0.30000001,340,152,
6479,108,3,0.60000002,0.30000001,341,152,
6480,108,3,0.60000002,0.1,367,152,
6481,108,3,0.60000002,0.1,368,152,
6482,108,3,0.60000002,0.1,369,152,
6483,108,3,0.60000002,0.1,370,152,
6484,108,3,0.60000002,0.1,371,152,
6485,108,3,0.60000002,0.1,342,152,
6486,108,3,0.60000002,0.1,343,152,
6487,108,3,0.60000002,0.1,344,152,
6488,108,3,0.60000002,0.1,345,152,
6489,108,3,0.60000002,0.1,346,152,
6490,108,3,0.60000002,0.1,348,152,
6491,108,3,0.60000002,8,379,152,
6492,108,4,0.1,0.1,380,152,
6493,108,4,0.1,0.1,201,152,
6494,108,4,0.1,0.1,207,152,
6495,109,1,80,65,276,100,"156"
6496,109,1,80,7,279,100,
6497,109,2,2.0999999,0.1,104,100,
6498,109,2,2.0999999,0.1,107,100,
6499,109,2,2.0999999,0.1,106,100,
6500,109,2,2.0999999,0.1,105,100,
6501,109,2,2.0999999,0.1,108,100,
6502,109,2,2.0999999,0.1,259,100,"Veteran Scholars"
6503,109,2,2.0999999,0.2,260,100,"Veteran Scholars"
6504,109,2,2.0999999,0.5,259,100,
6505,109,2,2.0999999,0.80000001,260,100,
6506,109,2,2.0999999,0.1,264,100,
6507,109,3,0.60000002,0.30000001,350,100,
6508,109,3,0.60000002,0.30000001,356,100,
6509,109,3,0.60000002,0.30000001,353,100,
6510,109,3,0.60000002,0.30000001,359,100,
6511,109,3,0.60000002,0.30000001,362,100,
6512,109,3,0.60000002,0.30000001,330,100,
6513,109,3,0.60000002,0.30000001,331,100,
6514,109,3,0.60000002,0.30000001,337,100,
6515,109,3,0.60000002,0.30000001,338,100,
6516,109,3,0.60000002,0.30000001,339,100,
6517,109,3,0.60000002,0.30000001,340,100,
6518,109,3,0.60000002,0.30000001,341,100,
6519,109,3,0.60000002,0.1,367,100,
6520,109,3,0.60000002,0.1,368,100,
6521,109,3,0.60000002,0.1,369,100,
6522,109,3,0.60000002,0.1,370,100,
6523,109,3,0.60000002,0.1,371,100,
6524,109,3,0.60000002,0.1,342,100,
6525,109,3,0.60000002,0.1,343,100,
6526,109,3,0.60000002,0.1,344,100,
6527,109,3,0.60000002,0.1,345,100,
6528,109,3,0.60000002,0.1,346,100,
6529,109,3,0.60000002,0.1,347,100,
6530,109,3,0.60000002,4.8000002,378,100,
6531,109,3,0.60000002,4.8000002,377,100,
6532,109,3,0.60000002,8,379,100,
6533,109,4,0.1,0.1,380,100,
6534,109,4,0.1,0.1,265,100,
6535,109,4,0.1,0.1,266,100,
6536,110,1,80,65,276,118,"160"
6537,110,1,80,7,279,118,
6538,110,2,2.3,0.1,104,118,
6539,110,2,2.3,0.1,107,118,
6540,110,2,2.3,0.1,106,118,
6541,110,2,2.3,0.1,105,118,
6542,110,2,2.3,0.1,108,118,
6543,110,2,2.3,0.1,259,118,"Skillful Scholars"
6544,110,2,2.3,0.2,260,118,"Skillful Scholars"
6545,110,2,2.3,0.1,259,118,"Expert Scholars"
6546,110,2,2.3,0.2,260,118,"Expert Scholars"
6547,110,2,2.3,0.30000001,259,118,
6548,110,2,2.3,0.69999999,260,118,
6549,110,2,2.3,0.1,264,118,
6550,110,3,0.60000002,0.30000001,350,118,
6551,110,3,0.60000002,0.30000001,356,118,
6552,110,3,0.60000002,0.30000001,353,118,
6553,110,3,0.60000002,0.30000001,359,118,
6554,110,3,0.60000002,0.30000001,362,118,
6555,110,3,0.60000002,0.30000001,330,118,
6556,110,3,0.60000002,0.30000001,331,118,
6557,110,3,0.60000002,0.30000001,337,118,
6558,110,3,0.60000002,0.30000001,338,118,
6559,110,3,0.60000002,0.30000001,339,118,
6560,110,3,0.60000002,0.30000001,340,118,
6561,110,3,0.60000002,0.30000001,341,118,
6562,110,3,0.60000002,0.1,367,118,
6563,110,3,0.60000002,0.1,368,118,
6564,110,3,0.60000002,0.1,369,118,
6565,110,3,0.60000002,0.1,370,118,
6566,110,3,0.60000002,0.1,371,118,
6567,110,3,0.60000002,0.1,342,118,
6568,110,3,0.60000002,0.1,343,118,
6569,110,3,0.60000002,0.1,344,118,
6570,110,3,0.60000002,0.1,345,118,
6571,110,3,0.60000002,0.1,346,118,
6572,110,3,0.60000002,0.1,347,118,
6573,110,3,0.60000002,4.8000002,378,118,
6574,110,3,0.60000002,4.8000002,377,118,
6575,110,3,0.60000002,8,379,118,
6576,110,4,0.1,0.1,380,118,
6577,110,4,0.1,0.1,265,118,
6578,110,4,0.1,0.1,266,118,
6579,111,1,80,75,276,135,"196"
6580,111,1,80,5,279,135,
6581,111,2,0.2,0.80000001,104,135,
6582,111,2,0.2,0.80000001,107,135,
6583,111,2,0.2,0.80000001,106,135,
6584,111,2,0.2,0.80000001,105,135,
6585,111,2,0.2,0.80000001,108,135,
6586,111,2,0.2,0.1,122,135,
6587,111,2,0.2,0.1,125,135,
6588,111,2,0.2,0.1,124,135,
6589,111,2,0.2,0.1,123,135,
6590,111,2,0.2,0.1,126,135,
6591,111,2,0.2,7,259,135,
6592,111,2,0.2,13,260,135,
6593,111,2,0.2,2,259,135,"Expert Scholars"
6594,111,2,0.2,3,260,135,"Expert Scholars"
6595,111,2,0.2,0.30000001,264,135,
6596,111,2,0.2,0.30000001,265,135,
6597,111,2,0.2,0.30000001,266,135,
6598,111,3,0.60000002,0.2,350,135,
6599,111,3,0.60000002,0.1,351,135,
6600,111,3,0.60000002,0.2,356,135,
6601,111,3,0.60000002,0.1,357,135,
6602,111,3,0.60000002,0.2,353,135,
6603,111,3,0.60000002,0.1,354,135,
6604,111,3,0.60000002,0.2,359,135,
6605,111,3,0.60000002,0.1,360,135,
6606,111,3,0.60000002,0.2,362,135,
6607,111,3,0.60000002,0.1,363,135,
6608,111,3,0.60000002,0.30000001,330,135,
6609,111,3,0.60000002,0.30000001,331,135,
6610,111,3,0.60000002,0.30000001,337,135,
6611,111,3,0.60000002,0.30000001,338,135,
6612,111,3,0.60000002,0.30000001,339,135,
6613,111,3,0.60000002,0.30000001,340,135,
6614,111,3,0.60000002,0.30000001,341,135,
6615,111,3,0.60000002,0.1,367,135,
6616,111,3,0.60000002,0.1,368,135,
6617,111,3,0.60000002,0.1,369,135,
6618,111,3,0.60000002,0.1,370,135,
6619,111,3,0.60000002,0.1,371,135,
6620,111,3,0.60000002,0.1,342,135,
6621,111,3,0.60000002,0.1,343,135,
6622,111,3,0.60000002,0.1,344,135,
6623,111,3,0.60000002,0.1,345,135,
6624,111,3,0.60000002,0.1,346,135,
6625,111,3,0.60000002,0.1,348,135,
6626,111,3,0.60000002,8,379,135,
6627,111,4,0.1,0.1,380,135,
6628,111,4,0.1,0.1,267,135,
6629,111,4,0.1,0.1,270,135,
6630,112,1,80,75,276,151,"214"
6631,112,1,80,5,279,151,
6632,112,2,0.2,1.2,104,151,
6633,112,2,0.2,1.2,107,151,
6634,112,2,0.2,1.2,106,151,
6635,112,2,0.2,1.2,105,151,
6636,112,2,0.2,1.2,108,151,
6637,112,2,0.2,0.2,122,151,
6638,112,2,0.2,0.2,125,151,
6639,112,2,0.2,0.2,124,151,
6640,112,2,0.2,0.2,123,151,
6641,112,2,0.2,0.2,126,151,
6642,112,2,0.2,7,259,151,
6643,112,2,0.2,13.5,260,151,
6644,112,2,0.2,2,259,151,"Expert Scholars"
6645,112,2,0.2,3.5,260,151,"Expert Scholars"
6646,112,2,0.2,0.40000001,264,151,
6647,112,2,0.2,0.30000001,265,151,
6648,112,2,0.2,0.30000001,266,151,
6649,112,3,0.60000002,0.2,350,151,
6650,112,3,0.60000002,0.1,351,151,
6651,112,3,0.60000002,0.2,356,151,
6652,112,3,0.60000002,0.1,357,151,
6653,112,3,0.60000002,0.2,353,151,
6654,112,3,0.60000002,0.1,354,151,
6655,112,3,0.60000002,0.2,359,151,
6656,112,3,0.60000002,0.1,360,151,
6657,112,3,0.60000002,0.2,362,151,
6658,112,3,0.60000002,0.1,363,151,
6659,112,3,0.60000002,0.30000001,330,151,
6660,112,3,0.60000002,0.30000001,331,151,
6661,112,3,0.60000002,0.30000001,337,151,
6662,112,3,0.60000002,0.30000001,338,151,
6663,112,3,0.60000002,0.30000001,339,151,
6664,112,3,0.60000002,0.30000001,340,151,
6665,112,3,0.60000002,0.30000001,341,151,
6666,112,3,0.60000002,0.1,367,151,
6667,112,3,0.60000002,0.1,368,151,
6668,112,3,0.60000002,0.1,369,151,
6669,112,3,0.60000002,0.1,370,151,
6670,112,3,0.60000002,0.1,371,151,
6671,112,3,0.60000002,0.1,342,151,
6672,112,3,0.60000002,0.1,343,151,
6673,112,3,0.60000002,0.1,344,151,
6674,112,3,0.60000002,0.1,345,151,
6675,112,3,0.60000002,0.1,346,151,
6676,112,3,0.60000002,0.1,348,151,
6677,112,3,0.60000002,8,379,151,
6678,112,4,0.1,0.1,380,151,
6679,112,4,0.1,0.1,267,151,
6680,112,4,0.1,0.1,270,151,
6681,100,1,80,75,276,128,"214"
6682,100,1,80,5,279,128,
6683,100,2,0.2,1.2,92,128,
6684,100,2,0.2,1.2,95,128,
6685,100,2,0.2,1.2,94,128,
6686,100,2,0.2,1.2,93,128,
6687,100,2,0.2,1.2,96,128,
6688,100,2,0.2,0.2,110,128,
6689,100,2,0.2,0.2,113,128,
6690,100,2,0.2,0.2,112,128,
6691,100,2,0.2,0.2,111,128,
6692,100,2,0.2,0.2,114,128,
6693,100,2,0.2,7,229,128,
6694,100,2,0.2,13.5,230,128,
6695,100,2,0.2,2,229,128,"Expert Archers"
6696,100,2,0.2,3.5,230,128,"Expert Archers"
6697,100,2,0.2,0.40000001,234,128,
6698,100,2,0.2,0.30000001,235,128,
6699,100,2,0.2,0.30000001,236,128,
6700,100,3,0.60000002,0.2,350,128,
6701,100,3,0.60000002,0.1,351,128,
6702,100,3,0.60000002,0.2,356,128,
6703,100,3,0.60000002,0.1,357,128,
6704,100,3,0.60000002,0.2,353,128,
6705,100,3,0.60000002,0.1,354,128,
6706,100,3,0.60000002,0.2,359,128,
6707,100,3,0.60000002,0.1,360,128,
6708,100,3,0.60000002,0.2,362,128,
6709,100,3,0.60000002,0.1,363,128,
6710,100,3,0.60000002,0.30000001,330,128,
6711,100,3,0.60000002,0.30000001,331,128,
6712,100,3,0.60000002,0.30000001,337,128,
6713,100,3,0.60000002,0.30000001,338,128,
6714,100,3,0.60000002,0.30000001,339,128,
6715,100,3,0.60000002,0.30000001,340,128,
6716,100,3,0.60000002,0.30000001,341,128,
6717,100,3,0.60000002,0.1,367,128,
6718,100,3,0.60000002,0.1,368,128,
6719,100,3,0.60000002,0.1,369,128,
6720,100,3,0.60000002,0.1,370,128,
6721,100,3,0.60000002,0.1,371,128,
6722,100,3,0.60000002,0.1,342,128,
6723,100,3,0.60000002,0.1,343,128,
6724,100,3,0.60000002,0.1,344,128,
6725,100,3,0.60000002,0.1,345,128,
6726,100,3,0.60000002,0.1,346,128,
6727,100,3,0.60000002,0.1,348,128,
6728,100,3,0.60000002,8,379,128,
6729,100,4,0.1,0.1,380,128,
6730,100,4,0.1,0.1,237,128,
6731,100,4,0.1,0.1,240,128,
6732,112,1,80,75,276,137,"214"
6733,112,1,80,5,279,137,
6734,112,2,0.2,1.2,104,137,
6735,112,2,0.2,1.2,107,137,
6736,112,2,0.2,1.2,106,137,
6737,112,2,0.2,1.2,105,137,
6738,112,2,0.2,1.2,108,137,
6739,112,2,0.2,0.2,122,137,
6740,112,2,0.2,0.2,125,137,
6741,112,2,0.2,0.2,124,137,
6742,112,2,0.2,0.2,123,137,
6743,112,2,0.2,0.2,126,137,
6744,112,2,0.2,7,259,137,
6745,112,2,0.2,13.5,260,137,
6746,112,2,0.2,2,259,137,"Expert Scholars"
6747,112,2,0.2,3.5,260,137,"Expert Scholars"
6748,112,2,0.2,0.40000001,264,137,
6749,112,2,0.2,0.30000001,265,137,
6750,112,2,0.2,0.30000001,266,137,
6751,112,3,0.60000002,0.2,350,137,
6752,112,3,0.60000002,0.1,351,137,
6753,112,3,0.60000002,0.2,356,137,
6754,112,3,0.60000002,0.1,357,137,
6755,112,3,0.60000002,0.2,353,137,
6756,112,3,0.60000002,0.1,354,137,
6757,112,3,0.60000002,0.2,359,137,
6758,112,3,0.60000002,0.1,360,137,
6759,112,3,0.60000002,0.2,362,137,
6760,112,3,0.60000002,0.1,363,137,
6761,112,3,0.60000002,0.30000001,330,137,
6762,112,3,0.60000002,0.30000001,331,137,
6763,112,3,0.60000002,0.30000001,337,137,
6764,112,3,0.60000002,0.30000001,338,137,
6765,112,3,0.60000002,0.30000001,339,137,
6766,112,3,0.60000002,0.30000001,340,137,
6767,112,3,0.60000002,0.30000001,341,137,
6768,112,3,0.60000002,0.1,367,137,
6769,112,3,0.60000002,0.1,368,137,
6770,112,3,0.60000002,0.1,369,137,
6771,112,3,0.60000002,0.1,370,137,
6772,112,3,0.60000002,0.1,371,137,
6773,112,3,0.60000002,0.1,342,137,
6774,112,3,0.60000002,0.1,343,137,
6775,112,3,0.60000002,0.1,344,137,
6776,112,3,0.60000002,0.1,345,137,
6777,112,3,0.60000002,0.1,346,137,
6778,112,3,0.60000002,0.1,348,137,
6779,112,3,0.60000002,8,379,137,
6780,112,4,0.1,0.1,380,137,
6781,112,4,0.1,0.1,267,137,
6782,112,4,0.1,0.1,270,137,
6783,104,1,80,75,276,142,"214"
6784,104,1,80,5,279,142,
6785,104,2,0.2,1.2,98,142,
6786,104,2,0.2,1.2,99,142,
6787,104,2,0.2,1.2,100,142,
6788,104,2,0.2,1.2,101,142,
6789,104,2,0.2,1.2,102,142,
6790,104,2,0.2,0.2,116,142,
6791,104,2,0.2,0.2,119,142,
6792,104,2,0.2,0.2,118,142,
6793,104,2,0.2,0.2,117,142,
6794,104,2,0.2,0.2,120,142,
6795,104,2,0.2,7,187,142,
6796,104,2,0.2,13.5,188,142,
6797,104,2,0.2,2,187,142,"Expert Knights"
6798,104,2,0.2,3.5,188,142,"Expert Knights"
6799,104,2,0.2,0.40000001,192,142,
6800,104,2,0.2,0.30000001,193,142,
6801,104,2,0.2,0.30000001,194,142,
6802,104,3,0.60000002,0.2,350,142,
6803,104,3,0.60000002,0.1,351,142,
6804,104,3,0.60000002,0.2,356,142,
6805,104,3,0.60000002,0.1,357,142,
6806,104,3,0.60000002,0.2,353,142,
6807,104,3,0.60000002,0.1,354,142,
6808,104,3,0.60000002,0.2,359,142,
6809,104,3,0.60000002,0.1,360,142,
6810,104,3,0.60000002,0.2,362,142,
6811,104,3,0.60000002,0.1,363,142,
6812,104,3,0.60000002,0.30000001,330,142,
6813,104,3,0.60000002,0.30000001,331,142,
6814,104,3,0.60000002,0.30000001,337,142,
6815,104,3,0.60000002,0.30000001,338,142,
6816,104,3,0.60000002,0.30000001,339,142,
6817,104,3,0.60000002,0.30000001,340,142,
6818,104,3,0.60000002,0.30000001,341,142,
6819,104,3,0.60000002,0.1,367,142,
6820,104,3,0.60000002,0.1,368,142,
6821,104,3,0.60000002,0.1,369,142,
6822,104,3,0.60000002,0.1,370,142,
6823,104,3,0.60000002,0.1,371,142,
6824,104,3,0.60000002,0.1,342,142,
6825,104,3,0.60000002,0.1,343,142,
6826,104,3,0.60000002,0.1,344,142,
6827,104,3,0.60000002,0.1,345,142,
6828,104,3,0.60000002,0.1,346,142,
6829,104,3,0.60000002,0.1,348,142,
6830,104,3,0.60000002,8,379,142,
6831,104,4,0.1,0.1,380,142,
6832,104,4,0.1,0.1,198,142,
6833,104,4,0.1,0.1,204,142,
6834,108,1,80,75,276,153,"214"
6835,108,1,80,5,279,153,
6836,108,2,0.2,1.2,98,153,
6837,108,2,0.2,1.2,99,153,
6838,108,2,0.2,1.2,100,153,
6839,108,2,0.2,1.2,101,153,
6840,108,2,0.2,1.2,102,153,
6841,108,2,0.2,0.2,116,153,
6842,108,2,0.2,0.2,119,153,
6843,108,2,0.2,0.2,118,153,
6844,108,2,0.2,0.2,117,153,
6845,108,2,0.2,0.2,120,153,
6846,108,2,0.2,7,187,153,
6847,108,2,0.2,13.5,188,153,
6848,108,2,0.2,2,187,153,"Expert Knights"
6849,108,2,0.2,3.5,188,153,"Expert Knights"
6850,108,2,0.2,0.40000001,195,153,
6851,108,2,0.2,0.30000001,196,153,
6852,108,2,0.2,0.30000001,197,153,
6853,108,3,0.60000002,0.2,350,153,
6854,108,3,0.60000002,0.1,351,153,
6855,108,3,0.60000002,0.2,356,153,
6856,108,3,0.60000002,0.1,357,153,
6857,108,3,0.60000002,0.2,353,153,
6858,108,3,0.60000002,0.1,354,153,
6859,108,3,0.60000002,0.2,359,153,
6860,108,3,0.60000002,0.1,360,153,
6861,108,3,0.60000002,0.2,362,153,
6862,108,3,0.60000002,0.1,363,153,
6863,108,3,0.60000002,0.30000001,330,153,
6864,108,3,0.60000002,0.30000001,331,153,
6865,108,3,0.60000002,0.30000001,337,153,
6866,108,3,0.60000002,0.30000001,338,153,
6867,108,3,0.60000002,0.30000001,339,153,
6868,108,3,0.60000002,0.30000001,340,153,
6869,108,3,0.60000002,0.30000001,341,153,
6870,108,3,0.60000002,0.1,367,153,
6871,108,3,0.60000002,0.1,368,153,
6872,108,3,0.60000002,0.1,369,153,
6873,108,3,0.60000002,0.1,370,153,
6874,108,3,0.60000002,0.1,371,153,
6875,108,3,0.60000002,0.1,342,153,
6876,108,3,0.60000002,0.1,343,153,
6877,108,3,0.60000002,0.1,344,153,
6878,108,3,0.60000002,0.1,345,153,
6879,108,3,0.60000002,0.1,346,153,
6880,108,3,0.60000002,0.1,348,153,
6881,108,3,0.60000002,8,379,153,
6882,108,4,0.1,0.1,380,153,
6883,108,4,0.1,0.1,201,153,
6884,108,4,0.1,0.1,207,153,
6885,113,1,80,75,276,160,"214"
6886,113,1,80,5,279,160,
6887,113,2,0.2,0.40000001,104,160,
6888,113,2,0.2,0.40000001,107,160,
6889,113,2,0.2,0.40000001,106,160,
6890,113,2,0.2,0.40000001,105,160,
6891,113,2,0.2,0.40000001,108,160,
6892,113,2,0.2,0.80000001,92,160,
6893,113,2,0.2,0.80000001,95,160,
6894,113,2,0.2,0.80000001,94,160,
6895,113,2,0.2,0.80000001,93,160,
6896,113,2,0.2,0.80000001,96,160,
6897,113,2,0.2,0.1,122,160,
6898,113,2,0.2,0.1,125,160,
6899,113,2,0.2,0.1,124,160,
6900,113,2,0.2,0.1,123,160,
6901,113,2,0.2,0.1,126,160,
6902,113,2,0.2,0.1,110,160,
6903,113,2,0.2,0.1,113,160,
6904,113,2,0.2,0.1,112,160,
6905,113,2,0.2,0.1,111,160,
6906,113,2,0.2,0.1,114,160,
6907,113,2,0.2,2.4000001,259,160,
6908,113,2,0.2,4.5,260,160,
6909,113,2,0.2,4.5999999,229,160,
6910,113,2,0.2,9,230,160,
6911,113,2,0.2,0.69999999,259,160,"Expert Scholars"
6912,113,2,0.2,1.2,260,160,"Expert Scholars"
6913,113,2,0.2,1.3,229,160,"Expert Archers"
6914,113,2,0.2,2.3,230,160,"Expert Archers"
6915,113,2,0.2,0.1,264,160,
6916,113,2,0.2,0.1,265,160,
6917,113,2,0.2,0.1,266,160,
6918,113,2,0.2,0.30000001,234,160,
6919,113,2,0.2,0.2,235,160,
6920,113,2,0.2,0.2,236,160,
6921,113,3,0.60000002,0.2,350,160,
6922,113,3,0.60000002,0.1,351,160,
6923,113,3,0.60000002,0.2,356,160,
6924,113,3,0.60000002,0.1,357,160,
6925,113,3,0.60000002,0.2,353,160,
6926,113,3,0.60000002,0.1,354,160,
6927,113,3,0.60000002,0.2,359,160,
6928,113,3,0.60000002,0.1,360,160,
6929,113,3,0.60000002,0.2,362,160,
6930,113,3,0.60000002,0.1,363,160,
6931,113,3,0.60000002,0.30000001,330,160,
6932,113,3,0.60000002,0.30000001,331,160,
6933,113,3,0.60000002,0.30000001,337,160,
6934,113,3,0.60000002,0.30000001,338,160,
6935,113,3,0.60000002,0.30000001,339,160,
6936,113,3,0.60000002,0.30000001,340,160,
6937,113,3,0.60000002,0.30000001,341,160,
6938,113,3,0.60000002,0.1,367,160,
6939,113,3,0.60000002,0.1,368,160,
6940,113,3,0.60000002,0.1,369,160,
6941,113,3,0.60000002,0.1,370,160,
6942,113,3,0.60000002,0.1,371,160,
6943,113,3,0.60000002,0.1,342,160,
6944,113,3,0.60000002,0.1,343,160,
6945,113,3,0.60000002,0.1,344,160,
6946,113,3,0.60000002,0.1,345,160,
6947,113,3,0.60000002,0.1,346,160,
6948,113,3,0.60000002,0.1,348,160,
6949,113,3,0.60000002,8,379,160,
6950,113,4,0.1,0.1,380,160,
6951,113,4,0.1,0.1,267,160,
6952,113,4,0.1,0.1,237,160,
6953,113,4,0.1,0.1,241,160,
6954,113,4,0.1,0.1,271,160,
6955,114,1,80,75,276,167,"220"
6956,114,1,80,5,279,167,
6957,114,2,0.2,0.40000001,104,167,
6958,114,2,0.2,0.40000001,107,167,
6959,114,2,0.2,0.40000001,106,167,
6960,114,2,0.2,0.40000001,105,167,
6961,114,2,0.2,0.40000001,108,167,
6962,114,2,0.2,0.80000001,98,167,
6963,114,2,0.2,0.80000001,99,167,
6964,114,2,0.2,0.80000001,100,167,
6965,114,2,0.2,0.80000001,101,167,
6966,114,2,0.2,0.80000001,102,167,
6967,114,2,0.2,0.1,122,167,
6968,114,2,0.2,0.1,125,167,
6969,114,2,0.2,0.1,124,167,
6970,114,2,0.2,0.1,123,167,
6971,114,2,0.2,0.1,126,167,
6972,114,2,0.2,0.1,116,167,
6973,114,2,0.2,0.1,119,167,
6974,114,2,0.2,0.1,118,167,
6975,114,2,0.2,0.1,117,167,
6976,114,2,0.2,0.1,120,167,
6977,114,2,0.2,2.4000001,259,167,
6978,114,2,0.2,4.5,260,167,
6979,114,2,0.2,4.5999999,187,167,
6980,114,2,0.2,9,188,167,
6981,114,2,0.2,0.69999999,259,167,"Expert Scholars"
6982,114,2,0.2,1.2,260,167,"Expert Scholars"
6983,114,2,0.2,1.3,187,167,"Expert Knights"
6984,114,2,0.2,2.3,188,167,"Expert Knights"
6985,114,2,0.2,0.1,264,167,
6986,114,2,0.2,0.1,265,167,
6987,114,2,0.2,0.1,266,167,
6988,114,2,0.2,0.2,192,167,
6989,114,2,0.2,0.1,193,167,
6990,114,2,0.2,0.1,194,167,
6991,114,2,0.2,0.1,195,167,
6992,114,2,0.2,0.1,196,167,
6993,114,2,0.2,10.1,197,167,
6994,114,3,0.60000002,0.2,350,167,
6995,114,3,0.60000002,0.1,351,167,
6996,114,3,0.60000002,0.2,356,167,
6997,114,3,0.60000002,0.1,357,167,
6998,114,3,0.60000002,0.2,353,167,
6999,114,3,0.60000002,0.1,354,167,
7000,114,3,0.60000002,0.2,359,167,
7001,114,3,0.60000002,0.1,360,167,
7002,114,3,0.60000002,0.2,362,167,
7003,114,3,0.60000002,0.1,363,167,
7004,114,3,0.60000002,0.30000001,330,167,
7005,114,3,0.60000002,0.30000001,331,167,
7006,114,3,0.60000002,0.30000001,337,167,
7007,114,3,0.60000002,0.30000001,338,167,
7008,114,3,0.60000002,0.30000001,339,167,
7009,114,3,0.60000002,0.30000001,340,167,
7010,114,3,0.60000002,0.30000001,341,167,
7011,114,3,0.60000002,0.1,367,167,
7012,114,3,0.60000002,0.1,368,167,
7013,114,3,0.60000002,0.1,369,167,
7014,114,3,0.60000002,0.1,370,167,
7015,114,3,0.60000002,0.1,371,167,
7016,114,3,0.60000002,0.1,342,167,
7017,114,3,0.60000002,0.1,343,167,
7018,114,3,0.60000002,0.1,344,167,
7019,114,3,0.60000002,0.1,345,167,
7020,114,3,0.60000002,0.1,346,167,
7021,114,3,0.60000002,0.1,348,167,
7022,114,3,0.60000002,8,379,167,
7023,114,4,0.1,0.1,380,167,
7024,114,4,0.1,0.1,267,167,
7025,114,4,0.1,0.1,198,167,
7026,114,4,0.1,0.1,201,167,
7027,114,4,0.1,0.1,205,167,
7028,114,4,0.1,0.1,208,167,
7029,115,1,80,75,276,173,"226"
7030,115,1,80,5,279,173,
7031,115,2,0.2,0.5,92,173,
7032,115,2,0.2,0.5,95,173,
7033,115,2,0.2,0.5,94,173,
7034,115,2,0.2,0.5,93,173,
7035,115,2,0.2,0.5,96,173,
7036,115,2,0.2,0.89999998,98,173,
7037,115,2,0.2,0.89999998,99,173,
7038,115,2,0.2,0.89999998,100,173,
7039,115,2,0.2,0.89999998,101,173,
7040,115,2,0.2,0.89999998,102,173,
7041,115,2,0.2,0.1,110,173,
7042,115,2,0.2,0.1,113,173,
7043,115,2,0.2,0.1,112,173,
7044,115,2,0.2,0.1,111,173,
7045,115,2,0.2,0.1,114,173,
7046,115,2,0.2,0.2,116,173,
7047,115,2,0.2,0.1,119,173,
7048,115,2,0.2,0.1,118,173,
7049,115,2,0.2,0.1,117,173,
7050,115,2,0.2,0.2,120,173,
7051,115,2,0.2,2.3,229,173,
7052,115,2,0.2,3.7,230,173,
7053,115,2,0.2,4.6999998,187,173,
7054,115,2,0.2,7.3000002,188,173,
7055,115,2,0.2,1,229,173,"Expert Archers"
7056,115,2,0.2,2,230,173,"Expert Archers"
7057,115,2,0.2,2,187,173,"Expert Knights"
7058,115,2,0.2,4,188,173,"Expert Knights"
7059,115,2,0.2,0.2,234,173,
7060,115,2,0.2,0.2,235,173,
7061,115,2,0.2,0.2,236,173,
7062,115,2,0.2,0.1,192,173,
7063,115,2,0.2,0.1,193,173,
7064,115,2,0.2,0.1,194,173,
7065,115,2,0.2,0.1,195,173,
7066,115,2,0.2,0.1,196,173,
7067,115,2,0.2,0.1,197,173,
7068,115,3,0.60000002,0.2,350,173,
7069,115,3,0.60000002,0.1,351,173,
7070,115,3,0.60000002,0.2,356,173,
7071,115,3,0.60000002,0.1,357,173,
7072,115,3,0.60000002,0.2,353,173,
7073,115,3,0.60000002,0.1,354,173,
