ita_azon,ita_itype,ita_grade,ita_class,ita_type,ita_name,ita_lvllim,ita_rev,ita_price,ita_pic,ita_pic2,ita_3d
309,5,"G52",,"Water","Best Refining Water",0,"It recovers 1170 of your energy after 30 seconds.",,,,"$0"
310,5,"G56",,"Water","Small Boiling Water",0,"It recovers 1350 of your energy after 30 seconds.",,,,"$0"
312,5,"G64",,"Water","Best Boiling Water",0,"It recovers 1770 of your energy after 30 seconds.",,,,"$0"
313,255,,,,,0,,,,,"$0"
314,6,,,"ToI P.Attack","""Heavy Blows"" / ""Extreme""",0,"51|56|58|14",,"5",,"$0"
315,6,,,"ToI M.Attack","""Fundamental"" / ""High Class""",0,"60|56|66|14",,"5",,"$0"
316,6,,,"ToI Strength","""Melees"" / ""Unlawful""",0,"6|24|2|37",,"5",,"$0"
317,6,,,"ToI Strength","""Bloody Fights"" / ""Unlawful""",0,"7|20|2|38",,"5",,"$0"
318,6,,,"ToI Intelligence","""Mystic"" / ""Sharp""",0,"26|24|22|37",,"5",,"$0"
320,6,,,"ToI Health","""Iron legs"" / ""Vigorous""",0,"16|24|12|37",,"5",,"$0"
321,6,,,"ToI Health","""Steels"" / ""Vigorous""",0,"17|20|12|38",,"5",,"$0"
322,6,,,"ToI Wisdom","""Predictive"" / ""Confirmatory""",0,"36|24|32|37",,"5",,"$0"
323,6,,,"ToI Wisdom","""Foreseeable"" / ""Confirmatory""",0,"37|20|32|38",,"5",,"$0"
324,6,,,"ToI Agility","""Rush"" / ""Reflective""",0,"46|24|42|37",,"5",,"$0"
325,6,,,"ToI Agility","""Fierce"" / ""Reflective""",0,"47|20|42|38",,"5",,"$0"
327,6,,,"ToI Health","""Limitable"" / ""Vigorous""",0,"18|16|12|39",,"5",,"$0"
328,6,,,"ToI Wisdom","""War Leaders"" / ""Confirmatory""",0,"38|16|32|39",,"5",,"$0"
329,6,,,"ToI Agility","""Flashy"" / ""Reflective""",0,"48|16|42|39",,"5",,"$0"
330,6,,,"ToI P.Attack","""Explosive"" / ""Destructive""",0,"53|46|59|17",,"5",,"$0"
331,6,,,"ToI M.Attack","""Mighty"" / ""Absoluteness""",0,"62|46|67|17",,"5",,"$0"
333,6,,,"ToI Intelligence","""Pure"" / ""Keen""",0,"29|12|23|35",,"5",,"$0"
334,6,,,"ToI Health","""Infinitely"" / ""Heroic""",0,"19|12|13|35",,"5",,"$0"
335,6,,,"ToI Wisdom","""Reverent"" / ""Celebrated""",0,"39|12|33|35",,"5",,"$0"
336,6,,,"ToI Agility","""Unlimited"" / ""Instant""",0,"49|12|43|35",,"5",,"$0"
338,6,,,"ToI Intelligence","""Absolute"" / ""Keen""",0,"30|8|23|36",,"5",,"$0"
339,6,,,"ToI Health","""Diamond"" / ""Heroic""",0,"20|8|13|36",,"5",,"$0"
340,6,,,"ToI Wisdom","""Paradoxical"" / ""Celebrated""",0,"40|8|33|36",,"5",,"$0"
341,6,,,"ToI Agility","""Gliding"" / ""Instant""",0,"50|8|43|36",,"5",,"$0"
342,6,,,"ToI","""Distinct"" / ""Merciful""",0,"80|24|35|38",,"5",,"$0"
344,6,,,"ToI","""Breakthroughs"" / ""Strongest Mans""",0,"82|24|5|38",,"5",,"$0"
345,6,,,"ToI","""Decisional"" / ""Dashy""",0,"88|24|45|38",,"5",,"$0"
346,6,,,"ToI","""Magical Powers"" / ""Wise""",0,"89|24|25|38",,"5",,"$0"
347,6,,,"ToI","""Legendary"" / ""Rash""",0,"90|29|91|56",,"5",,"$0"
348,6,,,"ToI","""The King, GuhBalHans"" / ""Rash""",0,"92|15|91|45",,"5",,"$0"
349,6,,,"ToW Strength","""Harsh"" / ""Forced""",0,"3|34|1|46",,"5",,"$0"
350,6,,,"ToW Strength","""Strong Mans"" / ""Forced""",0,"4|32|1|47",,"5",,"$0"
352,6,,,"ToW Health","""Heroic"" / ""Healthy""",0,"13|34|11|46",,"5",,"$0"
353,6,,,"ToW Health","""Vital"" / ""Healthy""",0,"14|32|11|47",,"5",,"$0"
354,6,,,"ToW Health","""Ablaze"" / ""Healthy""",0,"15|30|11|48",,"5",,"$0"
355,6,,,"ToW Intelligence","""Keen"" / ""Fictional""",0,"23|34|21|46",,"5",,"$0"
356,6,,,"ToW Intelligence","""Ordinary"" / ""Fictional""",0,"24|32|21|47",,"5",,"$0"
358,6,,,"ToW Wisdom","""Celebrated"" / ""Fixed""",0,"33|34|31|46",,"5",,"$0"
359,6,,,"ToW Wisdom","""Dignified"" / ""Fixed""",0,"34|32|31|47",,"5",,"$0"
360,6,,,"ToW Wisdom","""Merciful"" / ""Fixed""",0,"35|30|31|48",,"5",,"$0"
361,6,,,"ToW Agility","""Instant"" / ""Agile""",0,"43|34|41|46",,"5",,"$0"
362,6,,,"ToW Agility","""Flexible"" / ""Agile""",0,"44|32|41|47",,"5",,"$0"
364,6,,,"ToP","""Feathery"" / ""Healthy""",0,"56|36|11|42",,"5",,"$0"
365,6,,,"ToP","""Mans"" / ""Healthy""",0,"57|36|11|42",,"5",,"$0"
366,6,,,"ToP","""Wisdoms"" / ""Fixed""",0,"65|36|31|42",,"5",,"$0"
367,6,,,"ToP","""Despotic"" / ""Forced""",0,"83|17|1|59",,"5",,"$0"
368,6,,,"ToP","""Revenges"" / ""Agile""",0,"84|17|41|59",,"5",,"$0"
370,6,,,"ToP","""Ruinous"" / ""Fictional""",0,"86|17|21|59",,"5",,"$0"
371,6,,,"ToP","""Glorious"" / ""Fixed""",0,"87|17|31|59",,"5",,"$0"
372,6,,,"TaoA","Talisman of Attack",0,"Min. / Max. Physical Attack Point Up
[1,2,4,6,9,12,16,20,25,30,35,41,47,54,61,69]",,"0",,"$0"
373,6,,,"TaoM","Talisman of Magic",0,"Min. / Max. Magic Point Up
[1,2,4,6,9,12,16,20,25,30,35,41,47,54,61,69]",,"1",,"$0"
375,6,,,"ToD","Talisman of Defense",0,"Defense +1",,"3",,"$0"
376,7,"G0",,"Belt","Protection Talisman",0,,,,1,"$0"
377,7,"G0",,"Ring","Ring",0,,,,2,"$0"
378,7,"G0",,"Trinket","Trinket",0,"||||||",,,3,"$0"
379,4,,,"SBwB","Sea Bream with Blood",0,,,,,"$0"
381,4,,,"Mirror","First Piece of Bronze Mirror",0,,,,,"$0"
382,4,,,"Mirror","Second Piece of Bronze Mirror",0,,,,,"$0"
383,4,,,"Mirror","Third Piece of Bronze Mirror",0,,,,,"$0"
385,4,,,"Mirror","Fifth Piece of Bronze Mirror",0,,,,,"$0"
386,4,,,"Mirror","Six Piece of Bronze Mirror",0,,,,,"$0"
387,4,,,"Mirror","Seventh Piece of Bronze Mirror",0,,,,,"$0"
388,4,,,"Mirror","Eighth Piece of Bronze Mirror",0,,,,,"$0"
390,4,,,"Blood","Blood of Water Dragon",0,,,,,"$0"
391,7,"G0",,"Trinket","Apprentice Archers Trinket",0,"||||1|180|140",,,3,"$0"
392,7,"G0",,"Trinket","Apprentice Knight Trinket",0,"1|||||280|40",,,3,"$0"
394,3,"G40","Knight","Sw.1H","HwanDoo SaeHyung Big Sword (Imperial)",1,"|||||||114|150|||60","0","113",107,"PS_S6_04.gb#200$Tex\PS_S6_04.GTX$0#0$0$0"
395,3,"G40","Archer","Bow","ChulTae Bow (Imperial)",1,"|||||||95|134|||54","0","114",108,"PB_S6_04.gb#200$Tex\PB_S6_04.GTX$0#0$0$0"
396,3,"G40","Magician","Stick","JoongBang Chairpersons Stick (Imperial)",1,"|||||||85|93|128|160|50","0","115",109,"PG_S6_04.gb#218$Tex\PG_S6_04.GTX$0#0#0$0$0"
397,3,"G45","Knight","Sw.1H","Hwandoo Saehyung Big Sword with PoL (Imperial)",40,"||||1|100|50|88|224|||68","0","116",110,"PS_S6_05.gb#182$Tex\PS_S6_05.GTX$0$0$0"
398,3,"G45","Archer","Bow","Yeon Lin Steel Bow (Imperial)",40,"||||1|100|50|79|200|||65","0","117",111,"PB_S6_05.gb#218$Tex\PB_S6_05.GTX$0#0#0$0$0"
399,3,"G45","Magician","Stick","Joong Bang Chairpersons WhiteStick (Imperial)",40,"|2||||150||85|97|138|181|57","0","118",112,"PG_S6_05.gb#254$Tex\PG_S6_05.GTX$0#0#0#0#0$0$0"
400,3,"G48","Knight","Sw.1H","Savage Tribes Tiger Teeth Sword (Imperial)",45,"2|||||150||133|223|||64","0","119",113,"PS_S15_04.gb#182$Tex\PS_S15_04.GTX$0$0$0"
401,3,"G48","Archer","Bow","Savage Tribes Blue ChulTae Bow (Imperial)",45,"||||2|100|50|117|216|||66","0","120",114,"PB_S11_04.gb#200$Tex\PB_S11_04_1.GTX#Tex\PB_S11_04_2.GTX$0#1$0$0"
402,3,"G48","Magician","Stick","Savage Tribes Grand Stick (Imperial)",45,"||2||||150|89|112|116|264|57","0","121",115,"PG_S11_04.gb#218$Tex\PG_S11_04.GTX$0#0#0$0$0"
403,3,"G50","Knight","Sw.1H","Black Golden Tresure Sword (Imperial)",50,"1|2|||1|100|50|145|189|||76","0","122",116,"PS_S7_04.gb#182$Tex\PS_S7_04.GTX$0$0$0"
404,3,"G50","Knight","Sw.2H","Butterfly-Shaped Giant Sword (Imperial)",50,"2|||||100||363|454|||74","0","123",117,"PS_S8_04.gb#200$Tex\PS_S8_04.GTX$0#0$0$0"
405,3,"G50","Archer","Bow","Steel Bow with Crow Feather (Imperial)",50,"||||3|100|50|139|216|||68","0","124",118,"PB_S7_04.gb#200$Tex\PB_S7_04.GTX$0#0$0$0"
406,3,"G50","Magician","Stick","Stick with Blue Crows Feather (Imperial)",50,"||3||||150|96|123|132|264|60","0","125",119,"PG_S7_04.gb#218$Tex\PG_S7_04.GTX$0#0#0$0$0"
407,3,"G53","Knight","Sw.1H","Diamond Sword of Pain (Imperial)",53,"4|||||150||200|244|||70","0","126",120,"PS_S9_04.gb#200$Tex\PS_S9_04.GTX$0#0$0$0"
408,3,"G53","Knight","Sw.2H","Diamond Giant Sword of Pain (Imperial)",53,"5|||||100||484|575|||68","0","127",121,"PS_S10_04.gb#200$Tex\PS_S10_04.GTX$0#0$0$0"
409,3,"G53","Archer","Bow","Diamond Bow of Phantom (Imperial)",53,"2||||3|100||128|205|||74","0","128",122,"PB_S8_04.gb#200$Tex\PB_S8_04.GTX$0#0$0$0"
410,3,"G53","Magician","Stick","Diamond Stick of Pain (Imperial)",53,"||4||||200|144|155|187|286|62","0","129",123,"PG_S8_04.gb#218$Tex\PG_S8_04.GTX$0#0#0$0$0"
411,3,"G56","Knight","Sw.1H","Generals Treasure Sword (Imperial)",56,"4|1||||200||222|266|||73","0","130",124,"PS_S13_04.gb#200$Tex\PS_S13_04.GTX$0#0$0$0"
412,3,"G56","Knight","Sw.2H","Generals Giant Sword (Imperial)",56,"6|||||150||517|585|||71","0","131",125,"PS_S14_04.gb#200$Tex\PS_S14_04.GTX$0#0$0$0"
413,3,"G56","Archer","Bow","General of Ancient Tribal Macs Bow (Imperial)",56,"1||||4|150|50|189|255|||72","0","132",126,"PB_S10_04.gb#200$Tex\PB_S10_04.GTX$0#0$0$0"
414,3,"G56","Magician","Stick","Generals Stick (Imperial)",56,"||5||||250|165|176|242|330|64","0","133",127,"PG_S10_04.gb#218$Tex\PG_S10_04.GTX$0#0#0$0$0"
415,3,"G59","Knight","Sw.1H","Treasure Sword of High Class Doggebi (Imperial)",59,"6|2||||300||269|330|||76","0","134",128,"PS_S11_04.gb#182$Tex\PS_S11_04.GTX$0$0$0"
416,3,"G59","Knight","Sw.2H","Giant Sword of High Class Doggebi (Imperial)",59,"8|||||250||539|627|||74","0","135",129,"PS_S12_04.gb#182$Tex\PS_S12_04.GTX$0$0$0"
417,3,"G59","Archer","Bow","Bow of High Class Doggebi (Imperial)",59,"4||||4|250||247|302|||75","0","136",130,"PB_S9_04.gb#200$Tex\PB_S9_04.GTX$0#0$0$0"
418,3,"G59","Magician","Stick","Stick of High Class Doggebi (Imperial)",59,"||8||||300|185|196|319|418|67","0","137",131,"PG_S9_04.gb#200$Tex\PG_S9_04.GTX$0#0$0$0"
419,3,"G62","Knight","Sw.1H","Golden Sword (Imperial)",60,"5|4|||1|450||330|407|||83","0","138",140,"PS_S17_03.gb#200$Tex\PS_S17_03.GTX$0$0$0"
420,3,"G62","Knight","Sw.2H","Golden Giant Sword (Imperial)",60,"7|3||||400||615|686|||82","0","139",141,"PS_S18_03.gb#200$Tex\PS_S18_03.GTX$0$0$0"
421,3,"G62","Archer","Bow","Golden Bow (Imperial)",60,"1|2|||7|400||308|396|||81","0","140",142,"PB_S12_03.gb#200$Tex\PB_S12_03.GTX$0#0$0$0"
422,3,"G62","Magician","Stick","Golden Stick (Imperial)",60,"||7|3||250|150|207|218|385|462|72","0","141",143,"PG_S12_03.gb#200$Tex\PG_S12_03.GTX$0#0$0$0"
423,9,,,"Stone","Stone of Shadow",0,"2||2||2|20||||||||||||||,3||3||3|50||||||||||||||",,"0",0,"$0"
424,9,,,"Stone","Stone of Holy",0,"|2||2|||20|||||||||||||,|5||5|||50|||||||||||||",,"1",0,"$0"
425,9,,,"Stone","Stone of Flame",0,"||||||||||||||||||||5|||||||,||||||||||||||||||||10|||||||",,"2",0,"$0"
427,9,,,"Stone","Stone of Lightening",0,"||||||||||||||||||||||5|||-10||,||||||||||||||||||||||10|||-10||",,"4",0,"$0"
428,9,,,"Stone","Stone of Poison",0,"|||||||||||||||||||||||5||||,|||||||||||||||||||||||10||||",,"5",0,"$0"
429,9,,,"Stone","Stone of Paralyzis",0,"||||||||||||||||||||||||5|||,||||||||||||||||||||||||10|||",,"6",0,"$0"
430,9,,,"Stone","Stone of Strength",0,"||||||||||||||||||||||||||10|-5,||||||||||||||||||||||||||20|-10",,"7",0,"$0"
431,9,,,"Stone","Stone of Skill",0,"||||||||||||||||||||||||||-5|10,||||||||||||||||||||||||||-10|20",,"8",0,"$0"
432,9,,,"Stone","Stone of Mystery",0,"||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,|||||||50|50|50|50|||||||||",,"9",0,"$0"
433,9,,,"Stone","Stone of Demons Blood",0,"||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,6|10|6|10|6|50|50|||||||||||||",,"10",0,"$0"
434,2,"G55","Knight","Shield","Ghost Shaped Steel Shield",55,"||||||||||||9|27|1","0","147",143,"PS_B4_04.gb#182$Tex\PS_B4_04.GTX$0$0$0"
435,10,"G00","Archer","All","Leather Armor",1,,,"-",,"CM_0_f01.gb#182$Tex\CM_0_f01.GTX$0$0$0"
436,11,"G00","Archer","Armor","Leather Armor",1,,,"-",46,"CM_0_a01.gb#182$Tex\CM_0_a01.GTX$0$0$0"
437,11,"G00","Archer","Boots","Leather Armor Boots",1,,,"-",49,"CM_0_s01.gb#182$Tex\CM_0_s01.GTX$0$0$0"
438,11,"G00","Archer","Gloves","Leather Armor Gloves",1,,,"-",48,"CM_0_g01.gb#182$Tex\CM_0_g01.GTX$0$0$0"
439,11,"G00","Archer","Helmet","Leather Armor Hood",1,,,"-",47,"CM_0_h01.gb#182$Tex\CM_0_h01_1.GTX$0$0$0"
440,11,"G00","Archer","Shorts","Leather Armor Shorts",1,,,"-",50,"CM_0_p01.gb#200$Tex\CM_0_p01.GTX#Tex\CM_0_p01_1.GTX$0#1$0$0"
441,10,"G00","Knight","All","SaSaEul Armor",1,,,"-",,"CW_0_f01.gb#182$Tex\CW_0_f01.GTX$0$0$0"
442,11,"G00","Knight","Armor","SaSaEul Armor",1,,,"-",1,"CW_0_a01.gb#218$Tex\CW_0_a01.GTX#Tex\CW_0_a02.GTX$1#0#0$0$0"
443,11,"G00","Knight","Boots","SaSaEul Boots",1,,,"-",4,"CW_0_s01.gb#182$Tex\CW_0_s01.GTX$0$0$0"
444,11,"G00","Knight","Gloves","SaSaEul Gloves",1,,,"-",3,"CW_0_g01.gb#182$Tex\CW_0_g01.GTX$0$0$0"
445,11,"G00","Knight","Helmet","SaSaEul Helmet",1,,,"-",2,"CW_0_h01.gb#182$Tex\CW_0_h01.GTX$0$0$0"
446,11,"G00","Knight","Shorts","SaSaEul Shorts",1,,,"-",5,"CW_0_p01.gb#182$Tex\CW_0_p01.GTX$0$0$0"
447,10,"G00","Magician","All","MyungJoo HakChangEau",1,,,"-",,"CR_0_f01.gb#182$Tex\CR_0_f01.GTX$0$0$0"
448,11,"G00","Magician","Armor","MyungJoo HakChangEau Clothes",1,,,"-",91,"CR_0_a01.gb#182$Tex\CR_0_a01.GTX$0$0$0"
449,11,"G00","Magician","Boots","MyungJoo HakChangEau Boots",1,,,"-",94,"CR_0_s01.gb#182$Tex\CR_0_s01.GTX$0$0$0"
450,11,"G00","Magician","Gloves","MyungJoo HakChangEau Gloves",1,,,"-",93,"CR_0_g01.gb#182$Tex\CR_0_g01.GTX$0$0$0"
451,11,"G00","Magician","Helmet","MyungJoo HakChangEau Hair Decoration",1,,,"-",92,"CR_0_h01.gb#182$Tex\CR_0_h01.GTX$0$0$0"
452,11,"G00","Magician","Shorts","MyungJoo HakChangEau Shorts",1,,,"-",95,"CR_0_p01.gb#182$Tex\CR_0_p01.GTX$0$0$0"
453,12,"G11","Magician","Animal","Bird",11,,,,0,"GB06_B01.gb#57$Tex\GB06.GTX$0$-1$0 GB06_B02.gb#57$Tex\GB06.GTX$0$-1$0 GB06_B03.gb#57$Tex\GB06.GTX$0$-1$0 GB06_B04.gb#57$Tex\GB06.GTX$0$-1$0 GB06_B05.gb#57$Tex\GB06.GTX$0$-1$0 GB06_B06.gb#57$Tex\GB06.GTX$0$-1$0 GB06_B07.gb#57$Tex\GB06.GTX$0$-1$0"
454,12,"G21","Magician","Animal","Bird",21,,,,0,"GB06_B01.gb#57$Tex\GB06.GTX$0$-1$0 GB06_B02.gb#57$Tex\GB06.GTX$0$-1$0 GB06_B03.gb#57$Tex\GB06.GTX$0$-1$0 GB06_B04.gb#57$Tex\GB06.GTX$0$-1$0 GB06_B05.gb#57$Tex\GB06.GTX$0$-1$0 GB06_B06.gb#57$Tex\GB06.GTX$0$-1$0 GB06_B07.gb#57$Tex\GB06.GTX$0$-1$0"
455,12,"G31","Magician","Animal","Bird",31,,,,0,"GD06_B01.gb#154$Tex\GD06_1.GTX#Tex\GD06_2.GTX#Tex\GD06_3.GTX$0#1#2$0$0 GD06_B02.gb#136$Tex\GD06_4.GTX#Tex\GD06_6.GTX$0#1$0$0 GD06_B03.gb#118$Tex\GD06_7.GTX$0$0$0 GD06_B04.gb#118$Tex\GD06_5.GTX$0$0$0 GD06_B05.gb#118$Tex\GD06_5.GTX$0$0$0"
456,12,"G41","Magician","Animal","Bird",41,,,,0,"GD14_B01.gb#182$Tex\GD14_b1.GTX$0$0$1 GD14_B02.gb#182$Tex\GD14_b2.GTX$0$0$1 GD14_B03.gb#182$Tex\GD14_b3.GTX$0$0$1 GD14_B04.gb#182$Tex\GD14_b4.GTX$0$0$1"
457,12,"G11","Magician","Animal","Panther",11,,,,0,"GB04_B01.gb#75$Tex\GB04.GTX$0#0$-1$0 GB04_B02.gb#75$Tex\GB04.GTX$0#0$-1$0 GB04_B03.gb#75$Tex\GB04.GTX$0#0$-1$0 GB04_B04.gb#57$Tex\GB04.GTX$0$-1$0"
458,12,"G21","Magician","Animal","Panther",21,,,,0,"GB04_B01.gb#75$Tex\GB04.GTX$0#0$-1$0 GB04_B02.gb#75$Tex\GB04.GTX$0#0$-1$0 GB04_B03.gb#75$Tex\GB04.GTX$0#0$-1$0 GB04_B04.gb#57$Tex\GB04.GTX$0$-1$0"
459,12,"G31","Magician","Animal","Panther",31,,,,0,"GD04_B01.gb#136$Tex\GD04_1.GTX$0#0$0$0 GD04_B02.gb#136$Tex\GD04_1.GTX#Tex\GD04_2.GTX$0#1$0$0 GD04_B03.gb#190$Tex\GD04_1.GTX#Tex\GD04_2.GTX#Tex\GD04_3.GTX$0#1#1#2#2$0$0 GD04_B04.gb#118$Tex\GD04_3.GTX$0$0$0 GD04_B05.gb#136$Tex\GD04_2.GTX$0#0$0$0 GD04_B06.gb#136$Tex\GD04_2.GTX$0#0$0$0"
460,12,"G41","Magician","Animal","Panther",41,,,,0,"GD12_B01.gb#182$Tex\GD12_b1.GTX$0$0$1 GD12_B02.gb#182$Tex\GD12_b2.GTX$0$0$1 GD12_B03.gb#182$Tex\GD12_b3.GTX$0$0$1"
461,12,"G11","Magician","Animal","Tiger",11,,,,0,"GB00_B01.gb#75$Tex\GB00.GTX$0#0$-1$0 GB00_B02.gb#75$Tex\GB00.GTX$0#0$-1$0 GB00_B03.gb#75$Tex\GB00.GTX$0#0$-1$0 GB00_B04.gb#75$Tex\GB00.GTX$0#0$-1$0"
462,12,"G21","Magician","Animal","Tiger",21,,,,0,"GB00_B01.gb#75$Tex\GB00.GTX$0#0$-1$0 GB00_B02.gb#75$Tex\GB00.GTX$0#0$-1$0 GB00_B03.gb#75$Tex\GB00.GTX$0#0$-1$0 GB00_B04.gb#75$Tex\GB00.GTX$0#0$-1$0"
463,12,"G31","Magician","Animal","Tiger",31,,,,0,"GD00_B01.gb#182$Tex\GD00_1.GTX$0$0$0 GD00_B02.gb#182$Tex\GD00_1.GTX$0$0$0 GD00_B03.gb#236$Tex\GD00_2.GTX#Tex\GD00_3.GTX$0#0#1#1$0$0 GD00_B04.gb#182$Tex\GD00_4.GTX$0$0$0 GD00_B05.gb#182$Tex\GD00_4.GTX$0$0$0 GD00_B06.gb#182$Tex\GD00_4.GTX$0$0$0 GD00_B07.gb#200$Tex\GD00_3.GTX$0#0$0$0 GD00_B08.gb#200$Tex\GD00_3.GTX$0#0$0$0 GD00_B09.gb#200$Tex\GD00_5.GTX$0#0$0$0"
464,12,"G41","Magician","Animal","Tiger",41,,,,0,"GD10_B01.gb#182$Tex\GD10_b1.GTX$0$0$1 GD10_B02.gb#182$Tex\GD10_b2.GTX$0$0$1 GD10_B03.gb#182$Tex\GD10_b3.GTX$0$0$1 GD10_B04.gb#200$Tex\GD10_b4.GTX$0#0$0$1 GD10_B05.gb#200$Tex\GD10_b5.GTX$0#0$0$1 GD10_B06.gb#182$Tex\GD10_b3.GTX$0$0$1 GD10_B07.gb#182$Tex\GD10_b1.GTX$0$0$1"
466,4,,,"Stone","Piece of Lucky Stone",0,,,,0,"$0"
467,0,"G60","Archer","All","Golden Armor",56,"7|8|||6||||||||137|201|16","0","ita_a09",,"CM_0_f01.gb#182$Tex\CM_0_f01.GTX$0$0$0"
468,1,"G60","Archer","Armor","Golden Armor",60,"2|3|||4||||||||22|62|5","0","-",149,"CM_10_a01.gb#200$Tex\CM_10_a01.GTX$0#0$0$1"
469,1,"G60","Archer","Boots","Golden Boots",57,"|1|||2||||||||42|36|2","0","-",152,"CM_10_s01.gb#182$Tex\CM_10_S01.GTX$0$0$1"
470,1,"G60","Archer","Gloves","Golden Gloves",56,"3||||||||||||13|38|3","0","-",151,"CM_10_g01.gb#200$Tex\CM_10_g01.GTX$0#0$0$1"
471,1,"G60","Archer","Helmet","Golden Helmet",58,"1|2|||||||||||14|40|3","0","-",150,"CM_10_h01.gb#200$Tex\CM_10_h01.GTX$0#0$0$1"
472,1,"G60","Archer","Shorts","Golden Shorts",59,"1|2|||||||||||46|25|3","0","-",153,"CM_10_p01.gb#200$Tex\CM_10_p01.GTX$0#0$0$1"
473,0,"G60","Knight","All","Golden Scaled Armor",56,"12|7|||2||||||||89|262|22","0","ita_k09",,"CW_0_f01.gb#182$Tex\CW_0_f01.GTX$0$0$0"
474,1,"G60","Knight","Armor","Golden Scaled Armor",60,"6|3|||||||||||21|60|7","0","-",144,"CW_10_a01.gb#218$Tex\CW_10_a01.GTX#Tex\CW_10_a02.GTX$0#0#1$0$0"
475,1,"G60","Knight","Boots","Golden Scaled Armor Boots",57,"|1|||2||||||||23|45|3","0","-",147,"CW_10_s01.gb#182$Tex\CW_10_s01.GTX$0$0$0"
476,1,"G60","Knight","Gloves","Golden Scaled Armor Gloves",56,"3||||||||||||10|59|3","0","-",146,"CW_10_g01.gb#200$Tex\CW_10_g01.GTX$0#0$0$0"
477,1,"G60","Knight","Helmet","Golden Scaled Armor Helmet",58,"1|2|||||||||||13|58|4","0","-",145,"CW_10_h01.gb#182$Tex\CW_10_h01.GTX$0$0$0"
478,1,"G60","Knight","Shorts","Golden Scaled Armor Shorts",59,"1|2|||||||||||23|40|5","0","-",148,"CW_10_p01.gb#182$Tex\CW_10_p01.GTX$0$0$0"
479,0,"G60","Magician","All","Golden DaeChangEau",56,"|7|10|4|||||||||123|169|0|29|29|29|22|22","0","ita_m09",,"CR_0_f01.gb#182$Tex\CR_0_f01.GTX$0$0$0"
480,1,"G60","Magician","Armor","Golden DaeChangEau Clothes",60,"|3|6||||||||||31|41|0|8|8|8|5|5","0","-",154,"CR_10_a01.gb#200$Tex\CR_10_a01.GTX$0#0$0$1"
481,1,"G60","Magician","Boots","Golden DaeChangEau Boots",57,"||1|2|||||||||27|38|0|4|4|4|5|5","0","-",157,"CR_10_s01.gb#182$Tex\CR_10_s01.GTX$0$0$0"
482,1,"G60","Magician","Gloves","Golden DaeChangEau Gloves",56,"||1|2|||||||||14|33|0|6|6|6|4|4","0","-",156,"CR_10_g01.gb#200$Tex\CR_10_g01.GTX$0#0$0$0"
483,1,"G60","Magician","Helmet","Golden DaeChangEau Hair Decoration",58,"|2|1||||||||||16|33|0|7|7|7|4|4","0","-",155,"CR_10_h01.gb#200$Tex\CR_10_h01.GTX$0#0$0$0"
484,1,"G60","Magician","Shorts","Golden DaeChangEau Shorts",59,"|2|1||||||||||35|29|0|4|4|4|4|4","0","-",158,"CR_10_p01.gb#200$Tex\CR_10_p01.GTX$0#0$0$0"
485,3,"G65","Knight","Sw.1H","Dragon Sword of Sky",65,"6|4|||2|550||360|430|||86","0","148",144,"PS_S17_02.gb#182$Tex\PS_S17_04.GTX$0$0$0"
486,3,"G65","Knight","Sw.2H","Dragon Giant Sword of Sky",65,"9|3||||500||600|670|||85","0","149",145,"PS_S18_02.gb#182$Tex\PS_S18_02.GTX$0$0$0"
487,3,"G65","Archer","Bow","Dragon Bow of Sky",65,"1|2|||9|450|50|345|415|||84","0","150",146,"PB_S12_02.gb#182$Tex\PB_S12_04.GTX$0$0$0"
488,3,"G65","Magician","Stick","Dragon Stick of Sky",65,"|1|8|3||350|200|210|220|420|490|75","0","151",147,"PG_S12_02.gb#182$Tex\PG_S12_04.GTX$0$0$0"
489,3,"G65","Knight","Sw.1H","Dragon Sword of Sky (Imperial)",65,"6|4|||2|550||393|470|||86","0","152",148,"PS_S17_04.gb#182$Tex\PS_S17_04.GTX$0$0$0"
490,3,"G65","Knight","Sw.2H","Dragon Giant Sword of Sky (Imperial)",65,"9|3||||500||660|736|||85","0","153",149,"PS_S18_04.gb#182$Tex\PS_S18_04.GTX$0$0$0"
491,3,"G65","Archer","Bow","Dragon Bow of Sky (Imperial)",65,"1|2|||9|450|50|379|456|||84","0","154",150,"PB_S12_04.gb#182$Tex\PB_S12_04.GTX$0$0$0"
492,3,"G65","Magician","Stick","Imperial Dragon Stick of Sky",65,"|1|8|3||350|200|232|242|462|539|75","0","155",151,"PG_S12_04.gb#182$Tex\PG_S12_04.GTX$0$0$0"
493,3,"G59","Magician","Stick","Guardian Stick with a Blue Gem",59,"|6||6||210|140|144|153|257|342|69","0","156",152,"PG_S9_05.gb#236$Tex\PG_S9_05.GTX$0#0#0#0$0$0"
494,3,"G62","Magician","Stick","Guardian Stick with a Lotus Flower",62,"|3||7||350|210|180|189|333|399|72","0","158",154,"PG_S12_05.gb#200$Tex\PG_S12_05.GTX$0#0$0$0"
495,3,"G59","Magician","Stick","Guardian Stick with a Blue Gem (Imperial)",59,"|||8|||390|174|186|304|398|69","0","157",153,"PG_S9_06.gb#236$Tex\PG_S9_05.GTX$0#0#0#0$0$0"
