normalized_name,status,legacy_ids,bango_ids,legacy_names,bango_names,legacy_grades,bango_grades,grade_equal,legacy_levels,bango_levels,level_equal,legacy_buy_prices,bango_buy_prices,price_equal
generalstreasureswordimperial,legacy-only-name,411,,Generals Treasure Sword (Imperial),,G56,,,56,,,0,,
geons,legacy-only-name,276,,Geons,,,,,0,,,1,,
germany,bango-only-name,,909,,Germany,,,,,,,,0,
geumohsfixingtool,bango-only-name,,224,,Geum-Oh's Fixing Tool,,,,,,,,800,
ghana,bango-only-name,,926,,Ghana,,,,,,,,0,
ghostclothwithbolts,bango-only-name,,1001|1016,,Ghost Cloth with Bolts,,G01,,,1,,,30000,
ghostclothwithstraw,bango-only-name,,1002|1017,,Ghost Cloth with Straw,,G01,,,1,,,30000,
ghostofblacksmithsbead,bango-only-name,,211,,Ghost of Blacksmith's Bead,,,,,,,,0,
ghostoffellowtravelersbead,bango-only-name,,213,,Ghost of Fellow Traveler's Bead,,,,,,,,0,
ghostofguardsbead,bango-only-name,,212,,Ghost of Guard's Bead,,,,,,,,0,
ghostsbead,bango-only-name,,210,,Ghost's Bead,,,,,,,,0,
ghostshapedironshield,matched-name,167,430,Ghost Shaped Iron Shield,Ghost Shaped Iron Shield,G48,G48,True,45,45,True,0,0,True
ghostshapedsteelshield,matched-name,434,1088,Ghost Shaped Steel Shield,Ghost Shaped Steel Shield,G55,G55,True,55,55,True,0,0,True
giantdoggebifire,bango-only-name,,1378,,Giant Doggebi Fire,,,,,,,,0,
giantdoggebisbroom,bango-only-name,,394,,Giant Doggebi's Broom,,,,,,,,0,
giantsword,matched-name,195,440,Giant Sword,Giant Sword,G50,G50,True,50,50,True,0,0,True
giantswordofdarkness,bango-only-name,,2615,,Giant Sword of Darkness,,G62,,,60,,,0,
giantswordofdoggebi,matched-name,213,587|748|859|1221,Giant Sword of Doggebi,Giant Sword of Doggebi,G59,G59,True,59,59,True,0,0,True
giantswordofdoggebilord,matched-name,215,589|750|861|1223,Giant Sword of Doggebi Lord,Giant Sword of Doggebi Lord,G59,G59,True,59,59,True,0,0,True
giantswordofhighclassdoggebi,matched-name,214,588|749|860|1222,Giant Sword of High Class Doggebi,Giant Sword of High Class Doggebi,G59,G59,True,59,59,True,0,0,True
giantswordofhighclassdoggebiimperial,legacy-only-name,416,,Giant Sword of High Class Doggebi (Imperial),,G59,,,59,,,0,,
glassbottle,bango-only-name,,2056,,Glass bottle,,,,,,,,1200,
glidinginstant,legacy-only-name,341,,"""Gliding"" / ""Instant""",,,,,0,,,,,
gloriousfixed,legacy-only-name,371,,"""Glorious"" / ""Fixed""",,,,,0,,,,,
glovesofdarkness,matched-name,500|506|512,680,Gloves of Darkness,Gloves of Darkness,G90,G60,False,90,56,False,0,0,True
glovesofdoggebi,matched-name,130,628|737|848|1206|1511,Gloves of Doggebi,Gloves of Doggebi,G55,G55,True,51,51,True,0,0,True
goblinconjuratorhead,bango-only-name,,1738,,Goblin Conjurator Head,,,,,,,,0,
goblinhead,bango-only-name,,1792,,Goblin Head,,,,,,,,0,
goblinofstrategicbook,bango-only-name,,1732,,Goblin of Strategic Book,,,,,,,,0,
goblinsdecoder,bango-only-name,,1772,,Goblin's Decoder,,,,,,,,0,
goblinspocket,bango-only-name,,1795,,Goblin's pocket,,,,,,,,0,
goby,bango-only-name,,237,,Goby,,,,,,,,0,
goldenarmor,matched-name,467|468,184|1129|1189|1247|1524,Golden Armor,Golden Armor,G60,G60,True,56|60,60,False,0,0,True
goldenarmorgloves,bango-only-name,,1131|1191|1249|1297|1526,,Golden Armor Gloves,,G60,,,56,,,0,
goldenarmorhelmet,bango-only-name,,1130|1190|1248|1525,,Golden Armor Helmet,,G60,,,58,,,0,
goldenarmorshoes,bango-only-name,,1132|1192|1250|1527,,Golden Armor Shoes,,G60,,,57,,,0,
goldenarmorskirts,bango-only-name,,1133|1193|1251|1528,,Golden Armor Skirts,,G60,,,59,,,0,
goldenbell,bango-only-name,,1023,,Golden Bell,,,,,,,,0,
goldenboots,legacy-only-name,469,,Golden Boots,,G60,,,57,,,0,,
goldenbootsofthief,bango-only-name,,1593,,Golden Boots of thief,,G60,,,57,,,0,
goldenbow,matched-name,170,667|1216|1259,Golden Bow,Golden Bow,G62,G62,True,60,60,True,0,0,True
goldenbowimperial,legacy-only-name,421,,Golden Bow (Imperial),,G62,,,60,,,0,,
goldencoin,bango-only-name,,649,,Golden Coin,,,,,,,,0,
goldendaechangeau,matched-name,479,1134|1194|1252|1529,Golden DaeChangEau,Golden DaeChangEau,G60,G60,True,56,60,False,0,0,True
goldendaechangeauboots,legacy-only-name,481,,Golden DaeChangEau Boots,,G60,,,57,,,0,,
goldendaechangeauclothes,legacy-only-name,480,,Golden DaeChangEau Clothes,,G60,,,60,,,0,,
goldendaechangeaugloves,matched-name,482,1136|1196|1254|1298|1531,Golden DaeChangEau Gloves,Golden DaeChangEau Gloves,G60,G60,True,56,56,True,0,0,True
goldendaechangeauhairdecoration,matched-name,483,1135|1195|1253|1530,Golden DaeChangEau Hair Decoration,Golden DaeChangEau Hair Decoration,G60,G60,True,58,58,True,0,0,True
goldendaechangeaushoes,bango-only-name,,1137|1197|1255|1532,,Golden DaeChangEau Shoes,,G60,,,57,,,0,
goldendaechangeaushorts,matched-name,484,1138|1198|1256|1533,Golden DaeChangEau Shorts,Golden DaeChangEau Shorts,G60,G60,True,59,59,True,0,0,True
goldendagger,matched-name,601,1431,Golden dagger,Golden dagger,G62,G62,True,62,60,False,,0,False
goldendaggerimperial,legacy-only-name,610,,Golden dagger (Imperial),,G62,,,62,,,,,
goldengiantsword,matched-name,173,666|1215|1258,Golden Giant Sword,Golden Giant Sword|Golden Giant sword,G62,G62,True,60,60,True,0,0,True
goldengiantswordimperial,legacy-only-name,420,,Golden Giant Sword (Imperial),,G62,,,60,,,0,,
goldengloves,legacy-only-name,470,,Golden Gloves,,G60,,,56,,,0,,
goldenglovesofthief,bango-only-name,,1592,,Golden Gloves of thief,,G60,,,56,,,0,
goldenhelmet,legacy-only-name,471,,Golden Helmet,,G60,,,58,,,0,,
goldenhoodofthief,bango-only-name,,1591,,Golden Hood of thief,,G60,,,58,,,0,
goldenscaledarmor,matched-name,473|474,1124|1184|1242|1519,Golden Scaled Armor,Golden Scaled Armor,G60,G60,True,56|60,60,False,0,0,True
goldenscaledarmorboots,legacy-only-name,475,,Golden Scaled Armor Boots,,G60,,,57,,,0,,
goldenscaledarmorgloves,matched-name,476,1126|1186|1244|1296|1521,Golden Scaled Armor Gloves,Golden Scaled Armor Gloves,G60,G60,True,56,56,True,0,0,True
goldenscaledarmorhelmet,matched-name,477,1125|1185|1243|1520,Golden Scaled Armor Helmet,Golden Scaled Armor Helmet,G60,G60,True,58,58,True,0,0,True
goldenscaledarmorshoes,bango-only-name,,1127|1187|1245|1522,,Golden Scaled Armor Shoes,,G60,,,57,,,0,
goldenscaledarmorshorts,matched-name,478,1128|1188|1246|1523,Golden Scaled Armor Shorts,Golden Scaled Armor Shorts,G60,G60,True,59,59,True,0,0,True
goldenshield,matched-name,169,1320,Golden Shield,Golden Shield,G60,G60,True,60,60,True,0,0,True
goldenshorts,legacy-only-name,472,,Golden Shorts,,G60,,,59,,,0,,
goldenstar,bango-only-name,,1024,,Golden Star,,,,,,,,0,
goldenstick,matched-name,171,668|1217|1260,Golden Stick,Golden Stick,G62,G62,True,60,60,True,0,0,True
goldenstickimperial,legacy-only-name,422,,Golden Stick (Imperial),,G62,,,60,,,0,,
goldenstickofdistress,matched-name,631,1675,Golden Stick of Distress,Golden Stick of Distress,G62,G62,True,62,60,False,0,0,True
goldenstickofsabbath,matched-name,632,1676,Golden Stick of Sabbath,Golden Stick of Sabbath,G62,G62,True,62,60,False,0,0,True
goldensuitoft,legacy-only-name,569|570,,Golden suit of T,,G60,,,60,,,,,
goldensuitoftboots,legacy-only-name,571,,Golden suit of T Boots,,G60,,,57,,,,,
goldensuitoftgloves,legacy-only-name,572,,Golden suit of T Gloves,,G60,,,56,,,,,
goldensuitofthelmet,legacy-only-name,573,,Golden suit of T Helmet,,G60,,,58,,,,,
goldensuitofthief,bango-only-name,,1590,,Golden suit of thief,,G60,,,60,,,0,
goldensuitoftshorts,legacy-only-name,574,,Golden suit of T Shorts,,G60,,,59,,,,,
goldensuitshortsofthief,bango-only-name,,1594,,Golden suit Shorts of thief,,G60,,,59,,,0,
goldensword,matched-name,172,665|1214|1257,Golden Sword,Golden Sword,G62,G62,True,60,60,True,0,0,True
goldenswordimperial,legacy-only-name,419,,Golden Sword (Imperial),,G62,,,60,,,0,,
goldentreasuredagger,matched-name,590,1420,Golden Treasure Dagger,Golden Treasure dagger,G50,G50,True,50,50,True,,0,False
goldentreasuredaggerimperial,legacy-only-name,606,,Golden Treasure Dagger (Imperial),,G50,,,50,,,,,
goldentreasuresword,matched-name,192,242,Golden Treasure Sword,Golden Treasure Sword,G50,G50,True,50,50,True,0,0,True
goldkalcash,bango-only-name,,2607,,Gold KalCash,,,,,,,,0,
goldmarble,bango-only-name,,2179,,Gold Marble,,,,,,,,0,
goldpot,bango-only-name,,689,,Gold Pot,,,,,,,,0,
grape,bango-only-name,,369,,Grape,,G40,,,40,,,0,
greencrystalofdoggebiforest,bango-only-name,,448,,Green Crystal of Doggebi Forest,,,,,,,,0,
greenpeppercake,bango-only-name,,871|2371,,green pepper cake,,,,,,,,0,
greenwitchhat,bango-only-name,,998|1013,,Green Witch Hat,,G01,,,1,,,30000,
guardianbowwithalotusflower,matched-name,517,1450,Guardian Bow with a Lotus Flower,Guardian Bow with a Lotus Flower,G62,G62,True,62,62,True,0,0,True
guardianbowwithalotusflowerimperial,legacy-only-name,520,,Guardian Bow with a Lotus Flower (Imperial),,G62,,,62,,,0,,
guardiandaggerwithalotusflower,bango-only-name,,1668,,Guardian Dagger with a Lotus Flower,,G62,,,62,,,0,
guardiangiantswordwithalotusflower,matched-name,516,1449,Guardian Giant Sword with a Lotus Flower,Guardian Giant sword with a Lotus Flower,G62,G62,True,62,62,True,0,0,True
guardiangiantswordwithalotusflowerimperial,legacy-only-name,519,,Guardian Giant Sword with a Lotus Flower (Imperial,,G62,,,62,,,0,,
guardianofdoggebisstone,bango-only-name,,395,,Guardian of Doggebi's Stone,,,,,,,,0,
guardianstickwithabluegem,matched-name,493,1442,Guardian Stick with a Blue Gem,Guardian Stick with a Blue Gem,G59,G59,True,59,59,True,0,0,True
guardianstickwithabluegemimperial,legacy-only-name,495,,Guardian Stick with a Blue Gem (Imperial),,G59,,,59,,,0,,
guardianstickwithalotusflower,matched-name,494,1444,Guardian Stick with a Lotus Flower,Guardian Stick with a Lotus Flower,G62,G62,True,62,62,True,0,0,True
guardianstickwithalotusflowerimperial,legacy-only-name,496,,Guardian Stick with a Lotus Flower (Imperial),,G62,,,62,,,0,,
guardianswordwithalotusflower,matched-name,515,1448,Guardian Sword with a Lotus Flower,Guardian Sword with a Lotus Flower,G62,G62,True,62,62,True,0,0,True
guardianswordwithalotusflowerimperial,legacy-only-name,518,,Guardian Sword with a Lotus Flower (Imperial),,G62,,,62,,,0,,
guardofdevahhead,bango-only-name,,1793,,Guard of D'evah Head,,,,,,,,0,
guardofdevahscommanderhead,bango-only-name,,1789,,Guard of D'evah's Commander Head,,,,,,,,0,
guardofthetraitorshangoutstalisman,bango-only-name,,1392,,Guard of the Traitors Hangout's Talisman,,,,,,,,0,
guildtimereset,bango-only-name,,2643,,Guild Time Reset,,,,,,,,0,
gujulpancake,bango-only-name,,875,,gu-jul pan cake,,,,,,,,0,
gwangchunsletter,bango-only-name,,132,,Gwang-Chun's Letter,,,,,,,,0,
gyungbungaparmor,matched-name,25|26,11,GyungBunGap Armor,GyungBunGap Armor,G16,G16,True,1,1,True,2.126|5.419,2126,False
gyungbungapboots,matched-name,27,14,GyungBunGap Boots,GyungBunGap Boots,G16,G16,True,1,1,True,1.169,1169,False
gyungbungapgloves,matched-name,28,13,GyungBunGap Gloves,GyungBunGap Gloves,G16,G16,True,1,1,True,531,531,True
gyungbungaphelmet,matched-name,29,12,GyungBunGap Helmet,GyungBunGap Helmet,G16,G16,True,1,1,True,956,956,True
gyungbungapshorts,matched-name,30,15,GyungBunGap Shorts,GyungBunGap Shorts,G16,G16,True,1,1,True,637,637,True
h,bango-only-name,,947|1101,,[ H ],,,,,,,,0,
hairdecorationofdarkness,bango-only-name,,684,,Hair Decoration of Darkness,,G60,,,58,,,0,
hairdecorationofdoggebi,bango-only-name,,632|741|852|1210|1515,,Hair Decoration of Doggebi,,G55,,,53,,,0,
hairyfish,bango-only-name,,1272|1275|1278|1281,,Hairy Fish,,,,,,,,0,
hallowenticket,bango-only-name,,1814,,Hallowen Ticket,,,,,,,,0,
hammerencampmentbuildingscroll,bango-only-name,,1327,,Hammer(Encampment Building Scroll),,,,,,,,10000,
handleofcannonbarrel,bango-only-name,,761,,Handle of Cannon Barrel,,,,,,,,0,
hardboiledmackerel,bango-only-name,,268,,Hard-boiled Mackerel,,,,,,,,0,
hardboiledsalmonwithbeanpaste,bango-only-name,,270,,Hard-boiled Salmon with Bean Paste,,,,,,,,0,
harmoniousnecklace,bango-only-name,,2450,,Harmonious Necklace,,G75,,,,,,0,
harshforced,legacy-only-name,349,,"""Harsh"" / ""Forced""",,,,,0,,,,,
head,legacy-only-name,280,,Head,,,,,0,,,,,
headofdaeill,bango-only-name,,342,,Head of Dae-Ill,,,,,,,,0,
headofgoonsangji,bango-only-name,,343,,Head of Goon-Sangji,,,,,,,,0,
headofheukyong,bango-only-name,,341,,Head of Heuk-Yong,,,,,,,,0,
headofhuhnwoongsenemy,bango-only-name,,335,,Head of Huhn-Woong's Enemy,,,,,,,,0,
headofknoll,bango-only-name,,2085,,Head of Knoll,,,,,,,,0,
headofmagwang,bango-only-name,,345,,Head of Ma-Gwang,,,,,,,,0,
headofmasterwraith,bango-only-name,,2088,,Head of Master Wraith,,,,,,,,0,
headoftwisteddemonwarrior,bango-only-name,,2082,,Head of Twisted Demon warrior,,,,,,,,0,
headofyoo,bango-only-name,,344,,Head of Yoo,,,,,,,,0,
headskinofyongchun,bango-only-name,,357,,Head Skin of Yong-Chun,,,,,,,,0,
healthnecklace,bango-only-name,,2461,,Health Necklace,,G60,,,,,,0,
heartchocolate,bango-only-name,,1008,,Heart Chocolate,,,,,,,,0,
heavenlyexecutionerarmor,matched-name,671|672|677|678|683|684|689|690|692|693|695|696,1887|1888|1889,Heavenly Executioner Armor,Heavenly Executioner Armor,G70|G70b,G70,False,70,70,True,0,0,True
heavenlyexecutionerarmorgloves,bango-only-name,,1891,,Heavenly Executioner Armor Gloves,,G70,,,66,,,0,
heavenlyexecutionerarmorhelmet,bango-only-name,,1890,,Heavenly Executioner Armor Helmet,,G70,,,68,,,0,
heavenlyexecutionerarmorshoes,bango-only-name,,1892,,Heavenly Executioner Armor Shoes,,G70,,,67,,,0,
heavenlyexecutionerarmorskirts,bango-only-name,,1893|1894|1895,,Heavenly Executioner Armor Skirts,,G70,,,69,,,0,
heavenlyexecutionerboots,legacy-only-name,673|679|685,,Heavenly Executioner Boots,,G70,,,70,,,0,,
heavenlyexecutionerbootsofthief,bango-only-name,,1910,,Heavenly Executioner Boots of thief,,G70,,,67,,,0,
heavenlyexecutionerbow,matched-name,659,1916,Heavenly Executioner Bow,Heavenly Executioner Bow,G75,G75,True,75,75,True,0,0,True
heavenlyexecutionerbowimperial,legacy-only-name,666,,Heavenly Executioner Bow (Imperial),,G75,,,75,,,0,,
heavenlyexecutionerdaechangeau,bango-only-name,,1896|1897|1898,,Heavenly Executioner DaeChangEau,,G70,,,70,,,0,
heavenlyexecutionerdaechangeaugloves,bango-only-name,,1900,,Heavenly Executioner DaeChangEau Gloves,,G70,,,66,,,0,
heavenlyexecutionerdaechangeauhairdecoration,bango-only-name,,1899,,Heavenly Executioner DaeChangEau Hair Decoration,,G70,,,68,,,0,
heavenlyexecutionerdaechangeaushoes,bango-only-name,,1901,,Heavenly Executioner DaeChangEau Shoes,,G70,,,67,,,0,
heavenlyexecutionerdaechangeaushorts,bango-only-name,,1902|1903|1904,,Heavenly Executioner DaeChangEau Shorts,,G70,,,69,,,0,
heavenlyexecutionerdagger,matched-name,660,1920,Heavenly Executioner Dagger,Heavenly Executioner Dagger,G75,G75,True,75,75,True,0,0,True
heavenlyexecutionerdaggerimperial,legacy-only-name,667,,Heavenly Executioner Dagger (Imperial),,G75,,,75,,,0,,
heavenlyexecutionergiantsword,matched-name,658,1915,Heavenly Executioner Giant Sword,Heavenly Executioner Giant Sword,G75,G75,True,75,75,True,0,0,True
heavenlyexecutionergiantswordimperial,legacy-only-name,665,,Heavenly Executioner Giant Sword (Imperial),,G75,,,75,,,0,,
heavenlyexecutionergloves,legacy-only-name,674|680|686,,Heavenly Executioner Gloves,,G70,,,70,,,0,,
heavenlyexecutionerglovesofthief,bango-only-name,,1909,,Heavenly Executioner Gloves of thief,,G70,,,66,,,0,
heavenlyexecutionerhelmet,legacy-only-name,675|681|687,,Heavenly Executioner Helmet,,G70,,,70,,,0,,
heavenlyexecutionerhoodofthief,bango-only-name,,1908,,Heavenly Executioner Hood of thief,,G70,,,68,,,0,
heavenlyexecutionerscaledarmor,bango-only-name,,1878|1879|1880,,Heavenly Executioner Scaled Armor,,G70,,,70,,,0,
heavenlyexecutionerscaledarmorgloves,bango-only-name,,1882,,Heavenly Executioner Scaled Armor Gloves,,G70,,,66,,,0,
heavenlyexecutionerscaledarmorhelmet,bango-only-name,,1881,,Heavenly Executioner Scaled Armor Helmet,,G70,,,68,,,0,
heavenlyexecutionerscaledarmorshoes,bango-only-name,,1883,,Heavenly Executioner Scaled Armor Shoes,,G70,,,67,,,0,
heavenlyexecutionerscaledarmorshorts,bango-only-name,,1884|1885|1886,,Heavenly Executioner Scaled Armor Shorts,,G70,,,69,,,0,
heavenlyexecutionershield,matched-name,656,1928,Heavenly Executioner Shield,Heavenly Executioner shield,G70,G70,True,70,70,True,0,0,True
heavenlyexecutionershorts,legacy-only-name,676|682|688|691|694|697,,Heavenly Executioner Shorts,,G70|G70b,,,70,,,0,,
heavenlyexecutionerstick,matched-name,661,1917,Heavenly Executioner Stick,Heavenly Executioner Stick,G75,G75,True,75,75,True,0,0,True
heavenlyexecutionerstickimperial,legacy-only-name,668,,Heavenly Executioner Stick (Imperial),,G75,,,75,,,0,,
heavenlyexecutionerstickofhell,matched-name,663,1919,Heavenly Executioner Stick of Hell,Heavenly Executioner Stick of Hell,G75,G75,True,75,75,True,0,0,True
heavenlyexecutionerstickofhellimperial,legacy-only-name,670,,Heavenly Executioner Stick of Hell (Imperial),,G75,,,75,,,0,,
heavenlyexecutionerstickofruin,matched-name,662,1918,Heavenly Executioner Stick of Ruin,Heavenly Executioner Stick of Ruin,G75,G75,True,75,75,True,0,0,True
heavenlyexecutionerstickofruinimperial,legacy-only-name,669,,Heavenly Executioner Stick of Ruin (Imperial),,G75,,,75,,,0,,
heavenlyexecutionersuitoft,legacy-only-name,699|705,,Heavenly Executioner Suit of T,,G70|G70b,,,70,,,0,,
heavenlyexecutionersuitoftboots,legacy-only-name,700,,Heavenly Executioner Suit of T Boots,,G70,,,70,,,0,,
heavenlyexecutionersuitoftgloves,legacy-only-name,701,,Heavenly Executioner Suit of T Gloves,,G70,,,70,,,0,,
heavenlyexecutionersuitofthelmet,legacy-only-name,702,,Heavenly Executioner Suit of T Helmet,,G70,,,70,,,0,,
heavenlyexecutionersuitofthief,matched-name,698|704,1905|1906|1907,Heavenly Executioner Suit of Thief,Heavenly Executioner Suit of thief,G70|G70b,G70,False,70,70,True,0,0,True
heavenlyexecutionersuitoftshorts,legacy-only-name,703|706,,Heavenly Executioner Suit of T Shorts,,G70|G70b,,,70,,,0,,
heavenlyexecutionersuitshortsofthief,bango-only-name,,1911|1912|1913,,Heavenly Executioner Suit Shorts of thief,,G70,,,69,,,0,
heavenlyexecutionersword,matched-name,657,1914,Heavenly Executioner Sword,Heavenly Executioner Sword,G75,G75,True,75,75,True,0,0,True
heavenlyexecutionerswordimperial,legacy-only-name,664,,Heavenly Executioner Sword (Imperial),,G75,,,75,,,0,,
heavyblowsextreme,legacy-only-name,314,,"""Heavy Blows"" / ""Extreme""",,,,,0,,,,,
helmetofdarkness,matched-name,501|507|513,679,Helmet of Darkness,Helmet of Darkness,G90,G60,False,90,58,False,0,0,True
helmetofdoggebi,bango-only-name,,627|736|847|1205|1510,,Helmet of Doggebi,,G55,,,53,,,0,
hempcloth,bango-only-name,,1021,,Hemp Cloth,,,,,,,,0,
hermitsnecklace,bango-only-name,,1058,,Hermit's Necklace,,,,,,,,0,
hermitsring,bango-only-name,,1057,,Hermit's Ring,,,,,,,,0,
hermitswater,bango-only-name,,1062|1172,,Hermit's Water,,,,,,,,0,
heroichealthy,legacy-only-name,352,,"""Heroic"" / ""Healthy""",,,,,0,,,,,
herring,bango-only-name,,1271|1274|1277|1280,,Herring,,,,,,,,0,
highclassdoggebiwithagongfire,bango-only-name,,1379,,High Class Doggebi with a Gong Fire,,,,,,,,0,
highclassdoggebiwithamaskofblackcrowfire,bango-only-name,,1383,,High Class Doggebi with a Mask of Black Crow Fire,,,,,,,,0,
highclassdrunkendoggebifire,bango-only-name,,1381,,High Class Drunken Doggebi  Fire,,,,,,,,0,
highgradescrollofrebirth,bango-only-name,,482|1147|1665,,High-Grade Scroll of Rebirth,,,,,,,,0,
highgradestoneofchance,bango-only-name,,661,,High-Grade Stone of Chance,,,,,,,,0,
highrewardpack,bango-only-name,,2092,,High Reward pack,,,,,,,,0,
highskillbookattackpowerup,bango-only-name,,1683,,High Skill Book [Attack Power Up],,,,,60,,,0,
highskillbookbowmastery,bango-only-name,,1071,,High Skill Book [Bow Mastery],,,,,60,,,0,
highskillbookconcentration,bango-only-name,,1075,,High Skill Book [Concentration],,,,,60,,,0,
highskillbookcriticalhit,bango-only-name,,1066,,High Skill Book [Critical Hit],,,,,60,,,0,
highskillbookdefense,bango-only-name,,1069,,High Skill Book [Defense],,,,,60,,,0,
highskillbookfatalblow,bango-only-name,,1073,,High Skill Book [Fatal Blow],,,,,60,,,0,
highskillbookincreasecriticaldamage,bango-only-name,,1689,,High Skill Book [Increase Critical Damage],,,,,60,,,0,
highskillbookincreasecriticalrate,bango-only-name,,1687,,High Skill Book [Increase Critical Rate],,,,,60,,,0,
highskillbookincreasetargetrate,bango-only-name,,1685,,High Skill Book [Increase Target Rate],,,,,60,,,0,
highskillbookmagicmasteryfire,bango-only-name,,1083,,High Skill Book [Magic Mastery  : Fire],,,,,60,,,0,
highskillbookmagicmasteryice,bango-only-name,,1081,,High Skill Book [Magic Mastery : Ice],,,,,60,,,0,
highskillbookmagicmasterylightning,bango-only-name,,1079,,High Skill Book [Magic Mastery : Lightning],,,,,60,,,0,
highskillbookmeditation,bango-only-name,,1085,,High Skill Book [Meditation],,,,,60,,,0,
highskillbookperfectevasion,bango-only-name,,1077,,High Skill Book [Perfect Evasion],,,,,60,,,0,
highskillbookweaponmastery,bango-only-name,,1064,,High Skill Book [Weapon Mastery],,,,,60,,,0,
highspiritwater,bango-only-name,,2096,,High Spirit water,,,,,,,,0,
holland,bango-only-name,,920,,Holland,,,,,,,,0,
homeegakbow,matched-name,225,105,HoMeeGak Bow,HoMee Gak Bow,G37,G37,True,1,1,True,51.320,51320,False
honeyricecake,bango-only-name,,869|2369,,honey rice cake,,,,,,,,0,
honortalismanagility,bango-only-name,,1060,,Honor Talisman [Agility],,,,,,,,7500,
honortalismanhealth,bango-only-name,,1095,,Honor Talisman [Health],,,,,,,,7500,
honortalismanintelegence,bango-only-name,,1061,,Honor Talisman [Intelegence],,,,,,,,7500,
honortalismanstrength,bango-only-name,,1059,,Honor Talisman  [Strength],,,,,,,,7500,
honortalismanwisdom,bango-only-name,,1094,,Honor Talisman [Wisdom],,,,,,,,7500,
hoodofdoggebi,legacy-only-name,131,,Hood of Doggebi,,G55,,,53,,,0,,
horn,bango-only-name,,513,,Horn,,,,,,,,0,
hornofdoggebilord,bango-only-name,,1498,,Horn of Doggebi Lord,,,,,,,,0,
hornofspirit,bango-only-name,,515|1160|1292,,Horn of Spirit,,,,,,,,0,
hwandoobigsword,matched-name,183,99,HwanDoo Big Sword,HwanDoo Big Sword,G37,G37,True,1,1,True,51.320,51320,False
hwandoodagger,matched-name,583,1413,HwanDoo Dagger,HwanDoo dagger,G37,G37,True,1,1,True,,51320,False
hwandoosaehyungbigsword,matched-name,186,102,HwanDoo SaeHyung Big Sword,HwanDoo SaeHyung Big Sword,G40,G40,True,1,1,True,159.092,159092,False
hwandoosaehyungbigswordimperial,legacy-only-name,394,,HwanDoo SaeHyung Big Sword (Imperial),,G40,,,1,,,0,,
hwandoosaehyungbigswordwithpatternofleaf,bango-only-name,,104,,Hwandoo Saehyung Big Sword with Pattern of Leaf,,G45,,,40,,,0,
hwandoosaehyungbigswordwithpol,legacy-only-name,188,,Hwandoo Saehyung Big Sword with PoL,,G45,,,40,,,0,,
hwandoosaehyungbigswordwithpolimperial,legacy-only-name,397,,Hwandoo Saehyung Big Sword with PoL (Imperial),,G45,,,40,,,0,,
hwandoosaehyungdagger,matched-name,585,1415,HwanDoo SaeHyung Dagger,HwanDoo SaeHyung dagger,G40,G40,True,1,1,True,,0,False
hwandoosaehyungdaggerimperial,legacy-only-name,603,,HwanDoo SaeHyung Dagger (Imperial),,G40,,,1,,,,,
hwandoosaehyungdaggerwithpatternofleaf,bango-only-name,,1417,,Hwandoo Saehyung dagger with Pattern of Leaf,,G45,,,40,,,0,
hwandoosaehyungdaggerwithpol,legacy-only-name,587,,Hwandoo Saehyung Dagger with PoL,,G45,,,40,,,,,
hwandoosaehyungdaggerwithpolimperial,legacy-only-name,604,,Hwandoo Saehyung Dagger with PoL (Imperial),,G45,,,45,,,,,
hwandoostick,matched-name,252,96,HwanDoo Stick,HwanDoo Stick,G25,G25,True,1,1,True,14.680,14680,False
hwanraehwandoostick,matched-name,254,98,HwanRaeHwanDoo Stick,HwanRaeHwanDoo Stick,G33,G33,True,1,1,True,39.560,39560,False
i,bango-only-name,,948|1102,,[ I ],,,,,,,,0,
ignitiontube,bango-only-name,,763,,Ignition Tube,,,,,,,,0,
ilryersnecklace,bango-only-name,,1618,,I'Lryer's necklace,,,,,,,,0,
ilryersring,bango-only-name,,1619,,I'Lryer's ring,,,,,,,,0,
impblooddragonsgiantsword,legacy-only-name,647,,Imp. Blood Dragons Giant Sword,,G70,,,70,,,0,,
imperfectelementoffire,bango-only-name,,1499,,Imperfect element of fire,,,,,,,,0,
imperfectelementofground,bango-only-name,,1503,,Imperfect element of ground,,,,,,,,0,
imperfectelementofiron,bango-only-name,,1502,,Imperfect element of iron,,,,,,,,0,
imperfectelementofwater,bango-only-name,,1500,,Imperfect element of water,,,,,,,,0,
imperfectelementofwood,bango-only-name,,1501,,Imperfect element of wood,,,,,,,,0,
imperialblackgoldendagger,bango-only-name,,1436,,Imperial Black Golden dagger,,G50,,,50,,,0,
imperialblackgoldentreasuresword,bango-only-name,,778,,Imperial Black Golden Treasure Sword,,G50,,,50,,,0,
imperialblooddragonsbow,matched-name,648,1702,Imperial Blood Dragons Bow,Imperial Blood Dragon's Bow,G70,G70,True,70,70,True,0,0,True
imperialblooddragonsdagger,matched-name,652,1704,Imperial Blood Dragons Dagger,Imperial Blood Dragon's Dagger,G70,G70,True,70,70,True,0,0,True
imperialblooddragonsgiantsword,bango-only-name,,1701,,Imperial Blood Dragon's Giant Sword,,G70,,,70,,,0,
imperialblooddragonsstick,matched-name,654,1703,Imperial Blood Dragons Stick,Imperial Blood Dragon's Stick,G70,G70,True,70,70,True,0,0,True
