status,monster_name,item_name,normalized_monster,normalized_item
legacy-only-name-pair,highclassguardianofdoggebi3,butterflyshapedtreasuresword,highclassguardianofdoggebi3,butterflyshapedtreasuresword
legacy-only-name-pair,highclassguardianofdoggebi3,dashyagile,highclassguardianofdoggebi3,dashyagile
legacy-only-name-pair,highclassguardianofdoggebi3,decisionaldashy,highclassguardianofdoggebi3,decisionaldashy
legacy-only-name-pair,highclassguardianofdoggebi3,despoticforced,highclassguardianofdoggebi3,despoticforced
legacy-only-name-pair,highclassguardianofdoggebi3,diamondheroic,highclassguardianofdoggebi3,diamondheroic
legacy-only-name-pair,highclassguardianofdoggebi3,diamondscaledarmor,highclassguardianofdoggebi3,diamondscaledarmor
legacy-only-name-pair,highclassguardianofdoggebi3,diamondscaledboots,highclassguardianofdoggebi3,diamondscaledboots
legacy-only-name-pair,highclassguardianofdoggebi3,diamondscaledgloves,highclassguardianofdoggebi3,diamondscaledgloves
legacy-only-name-pair,highclassguardianofdoggebi3,diamondscaledhelmet,highclassguardianofdoggebi3,diamondscaledhelmet
legacy-only-name-pair,highclassguardianofdoggebi3,diamondscaledshorts,highclassguardianofdoggebi3,diamondscaledshorts
legacy-only-name-pair,highclassguardianofdoggebi3,dignifiedfixed,highclassguardianofdoggebi3,dignifiedfixed
legacy-only-name-pair,highclassguardianofdoggebi3,distinctmerciful,highclassguardianofdoggebi3,distinctmerciful
legacy-only-name-pair,highclassguardianofdoggebi3,eighthpieceofbronzemirror,highclassguardianofdoggebi3,eighthpieceofbronzemirror
legacy-only-name-pair,highclassguardianofdoggebi3,explosivedestructive,highclassguardianofdoggebi3,explosivedestructive
legacy-only-name-pair,highclassguardianofdoggebi3,flexibleagile,highclassguardianofdoggebi3,flexibleagile
legacy-only-name-pair,highclassguardianofdoggebi3,geons,highclassguardianofdoggebi3,geons
legacy-only-name-pair,highclassguardianofdoggebi3,giantsword,highclassguardianofdoggebi3,giantsword
legacy-only-name-pair,highclassguardianofdoggebi3,glidinginstant,highclassguardianofdoggebi3,glidinginstant
legacy-only-name-pair,highclassguardianofdoggebi3,gloriousfixed,highclassguardianofdoggebi3,gloriousfixed
legacy-only-name-pair,highclassguardianofdoggebi3,goldentreasuresword,highclassguardianofdoggebi3,goldentreasuresword
legacy-only-name-pair,highclassguardianofdoggebi3,invincibleharsh,highclassguardianofdoggebi3,invincibleharsh
legacy-only-name-pair,highclassguardianofdoggebi3,magicalpowerswise,highclassguardianofdoggebi3,magicalpowerswise
legacy-only-name-pair,highclassguardianofdoggebi3,mercifulfixed,highclassguardianofdoggebi3,mercifulfixed
legacy-only-name-pair,highclassguardianofdoggebi3,mightyabsoluteness,highclassguardianofdoggebi3,mightyabsoluteness
legacy-only-name-pair,highclassguardianofdoggebi3,ordinaryfictional,highclassguardianofdoggebi3,ordinaryfictional
legacy-only-name-pair,highclassguardianofdoggebi3,paradoxicalcelebrated,highclassguardianofdoggebi3,paradoxicalcelebrated
legacy-only-name-pair,highclassguardianofdoggebi3,pridefulhealthy,highclassguardianofdoggebi3,pridefulhealthy
legacy-only-name-pair,highclassguardianofdoggebi3,revengefulsword,highclassguardianofdoggebi3,revengefulsword
legacy-only-name-pair,highclassguardianofdoggebi3,revengesagile,highclassguardianofdoggebi3,revengesagile
legacy-only-name-pair,highclassguardianofdoggebi3,ruinousfictional,highclassguardianofdoggebi3,ruinousfictional
legacy-only-name-pair,highclassguardianofdoggebi3,seabreamwithblood,highclassguardianofdoggebi3,seabreamwithblood
legacy-only-name-pair,highclassguardianofdoggebi3,seventhpieceofbronzemirror,highclassguardianofdoggebi3,seventhpieceofbronzemirror
legacy-only-name-pair,highclassguardianofdoggebi3,steelyablaze,highclassguardianofdoggebi3,steelyablaze
legacy-only-name-pair,highclassguardianofdoggebi3,strongestmansforced,highclassguardianofdoggebi3,strongestmansforced
legacy-only-name-pair,highclassguardianofdoggebi3,strongmansforced,highclassguardianofdoggebi3,strongmansforced
legacy-only-name-pair,highclassguardianofdoggebi3,thekingguhbalhansrash,highclassguardianofdoggebi3,thekingguhbalhansrash
legacy-only-name-pair,highclassguardianofdoggebi3,vitalhealthy,highclassguardianofdoggebi3,vitalhealthy
legacy-only-name-pair,highclassguardianofdoggebi3,wisefictional,highclassguardianofdoggebi3,wisefictional
bango-only-name-pair,High Class Iron element,Armor of Doggebi,highclassironelement,armorofdoggebi
bango-only-name-pair,High Class Iron element,Baked Carp with silver scales of Geum-Oh Valley,highclassironelement,bakedcarpwithsilverscalesofgeumohvalley
bango-only-name-pair,High Class Iron element,DaeChangEau Gloves of Doggebi,highclassironelement,daechangeauglovesofdoggebi
bango-only-name-pair,High Class Iron element,DaeChangEau of Doggebi,highclassironelement,daechangeauofdoggebi
bango-only-name-pair,High Class Iron element,DaeChangEau Shoes of Doggebi,highclassironelement,daechangeaushoesofdoggebi
bango-only-name-pair,High Class Iron element,DaeChangEau Shorts of Doggebi,highclassironelement,daechangeaushortsofdoggebi
bango-only-name-pair,High Class Iron element,Doggebi Boots of thief,highclassironelement,doggebibootsofthief
bango-only-name-pair,High Class Iron element,Doggebi Gloves of thief,highclassironelement,doggebiglovesofthief
bango-only-name-pair,High Class Iron element,Doggebi Hood of thief,highclassironelement,doggebihoodofthief
bango-only-name-pair,High Class Iron element,Doggebi suit of thief,highclassironelement,doggebisuitofthief
bango-only-name-pair,High Class Iron element,Doggebi suit Shorts of thief,highclassironelement,doggebisuitshortsofthief
bango-only-name-pair,High Class Iron element,element of iron,highclassironelement,elementofiron
bango-only-name-pair,High Class Iron element,Gloves of Doggebi,highclassironelement,glovesofdoggebi
bango-only-name-pair,High Class Iron element,Hair Decoration of Doggebi,highclassironelement,hairdecorationofdoggebi
bango-only-name-pair,High Class Iron element,Helmet of Doggebi,highclassironelement,helmetofdoggebi
bango-only-name-pair,High Class Iron element,Imperfect element of iron,highclassironelement,imperfectelementofiron
bango-only-name-pair,High Class Iron element,Pure Dew-Tea of Geum-Oh Mountain,highclassironelement,puredewteaofgeumohmountain
bango-only-name-pair,High Class Iron element,Scaled Armor of Doggebi,highclassironelement,scaledarmorofdoggebi
bango-only-name-pair,High Class Iron element,Scaled Gloves of Doggebi,highclassironelement,scaledglovesofdoggebi
bango-only-name-pair,High Class Iron element,Scaled Helmet of Doggebi,highclassironelement,scaledhelmetofdoggebi
bango-only-name-pair,High Class Iron element,Scaled Shoes of Doggebi,highclassironelement,scaledshoesofdoggebi
bango-only-name-pair,High Class Iron element,Scaled Shorts of Doggebi,highclassironelement,scaledshortsofdoggebi
bango-only-name-pair,High Class Iron element,Shoes of Doggebi,highclassironelement,shoesofdoggebi
bango-only-name-pair,High Class Iron element,Shorts of Doggebi,highclassironelement,shortsofdoggebi
bango-only-name-pair,High Class Iron element,Stone of Lightening,highclassironelement,stoneoflightening
bango-only-name-pair,High Class Iron element,Talisman of Intensification,highclassironelement,talismanofintensification
bango-only-name-pair,High Class Iron element,Zamogeon,highclassironelement,zamogeon
bango-only-name-pair,High Class Security guard of the priest,Armor of Doggebi,highclasssecurityguardofthepriest,armorofdoggebi
bango-only-name-pair,High Class Security guard of the priest,Baked Carp with silver scales of Geum-Oh Valley,highclasssecurityguardofthepriest,bakedcarpwithsilverscalesofgeumohvalley
bango-only-name-pair,High Class Security guard of the priest,Blood Dragon's Armor Gloves,highclasssecurityguardofthepriest,blooddragonsarmorgloves
bango-only-name-pair,High Class Security guard of the priest,Blood Dragon's Armor Helmet,highclasssecurityguardofthepriest,blooddragonsarmorhelmet
bango-only-name-pair,High Class Security guard of the priest,Blood Dragon's Armor Shoes,highclasssecurityguardofthepriest,blooddragonsarmorshoes
bango-only-name-pair,High Class Security guard of the priest,Blood Dragon's Boots of thief,highclasssecurityguardofthepriest,blooddragonsbootsofthief
bango-only-name-pair,High Class Security guard of the priest,Blood Dragon's DaeChangEau Gloves,highclasssecurityguardofthepriest,blooddragonsdaechangeaugloves
bango-only-name-pair,High Class Security guard of the priest,Blood Dragon's DaeChangEau Hair Decoration,highclasssecurityguardofthepriest,blooddragonsdaechangeauhairdecoration
bango-only-name-pair,High Class Security guard of the priest,Blood Dragon's DaeChangEau Shoes,highclasssecurityguardofthepriest,blooddragonsdaechangeaushoes
bango-only-name-pair,High Class Security guard of the priest,Blood Dragon's Gloves of thief,highclasssecurityguardofthepriest,blooddragonsglovesofthief
bango-only-name-pair,High Class Security guard of the priest,Blood Dragon's Hood of thief,highclasssecurityguardofthepriest,blooddragonshoodofthief
bango-only-name-pair,High Class Security guard of the priest,Blood Dragon's Scaled Armor Gloves,highclasssecurityguardofthepriest,blooddragonsscaledarmorgloves
bango-only-name-pair,High Class Security guard of the priest,Blood Dragon's Scaled Armor Helmet,highclasssecurityguardofthepriest,blooddragonsscaledarmorhelmet
bango-only-name-pair,High Class Security guard of the priest,Blood Dragon's Scaled Armor Shoes,highclasssecurityguardofthepriest,blooddragonsscaledarmorshoes
bango-only-name-pair,High Class Security guard of the priest,DaeChangEau Gloves of Doggebi,highclasssecurityguardofthepriest,daechangeauglovesofdoggebi
bango-only-name-pair,High Class Security guard of the priest,DaeChangEau of Doggebi,highclasssecurityguardofthepriest,daechangeauofdoggebi
bango-only-name-pair,High Class Security guard of the priest,DaeChangEau Shoes of Doggebi,highclasssecurityguardofthepriest,daechangeaushoesofdoggebi
bango-only-name-pair,High Class Security guard of the priest,DaeChangEau Shorts of Doggebi,highclasssecurityguardofthepriest,daechangeaushortsofdoggebi
bango-only-name-pair,High Class Security guard of the priest,Doggebi Boots of thief,highclasssecurityguardofthepriest,doggebibootsofthief
bango-only-name-pair,High Class Security guard of the priest,Doggebi Gloves of thief,highclasssecurityguardofthepriest,doggebiglovesofthief
bango-only-name-pair,High Class Security guard of the priest,Doggebi Hood of thief,highclasssecurityguardofthepriest,doggebihoodofthief
bango-only-name-pair,High Class Security guard of the priest,Doggebi suit of thief,highclasssecurityguardofthepriest,doggebisuitofthief
bango-only-name-pair,High Class Security guard of the priest,Doggebi suit Shorts of thief,highclasssecurityguardofthepriest,doggebisuitshortsofthief
bango-only-name-pair,High Class Security guard of the priest,Gloves of Doggebi,highclasssecurityguardofthepriest,glovesofdoggebi
bango-only-name-pair,High Class Security guard of the priest,Hair Decoration of Doggebi,highclasssecurityguardofthepriest,hairdecorationofdoggebi
bango-only-name-pair,High Class Security guard of the priest,Helmet of Doggebi,highclasssecurityguardofthepriest,helmetofdoggebi
bango-only-name-pair,High Class Security guard of the priest,Imperfect element of fire,highclasssecurityguardofthepriest,imperfectelementoffire
bango-only-name-pair,High Class Security guard of the priest,Imperfect element of ground,highclasssecurityguardofthepriest,imperfectelementofground
bango-only-name-pair,High Class Security guard of the priest,Imperfect element of iron,highclasssecurityguardofthepriest,imperfectelementofiron
bango-only-name-pair,High Class Security guard of the priest,Imperfect element of water,highclasssecurityguardofthepriest,imperfectelementofwater
bango-only-name-pair,High Class Security guard of the priest,Imperfect element of wood,highclasssecurityguardofthepriest,imperfectelementofwood
bango-only-name-pair,High Class Security guard of the priest,Pure Dew-Tea of Geum-Oh Mountain,highclasssecurityguardofthepriest,puredewteaofgeumohmountain
bango-only-name-pair,High Class Security guard of the priest,Scaled Armor of Doggebi,highclasssecurityguardofthepriest,scaledarmorofdoggebi
bango-only-name-pair,High Class Security guard of the priest,Scaled Gloves of Doggebi,highclasssecurityguardofthepriest,scaledglovesofdoggebi
bango-only-name-pair,High Class Security guard of the priest,Scaled Helmet of Doggebi,highclasssecurityguardofthepriest,scaledhelmetofdoggebi
bango-only-name-pair,High Class Security guard of the priest,Scaled Shoes of Doggebi,highclasssecurityguardofthepriest,scaledshoesofdoggebi
bango-only-name-pair,High Class Security guard of the priest,Scaled Shorts of Doggebi,highclasssecurityguardofthepriest,scaledshortsofdoggebi
bango-only-name-pair,High Class Security guard of the priest,Shoes of Doggebi,highclasssecurityguardofthepriest,shoesofdoggebi
bango-only-name-pair,High Class Security guard of the priest,Shorts of Doggebi,highclasssecurityguardofthepriest,shortsofdoggebi
bango-only-name-pair,High Class Security guard of the priest,Stone of Strength,highclasssecurityguardofthepriest,stoneofstrength
bango-only-name-pair,High Class Security guard of the priest,Talisman of Intensification,highclasssecurityguardofthepriest,talismanofintensification
bango-only-name-pair,High Class Security guard of the priest,Zamogeon,highclasssecurityguardofthepriest,zamogeon
bango-only-name-pair,High Class Water element,Armor of Doggebi,highclasswaterelement,armorofdoggebi
bango-only-name-pair,High Class Water element,Baked Carp with silver scales of Geum-Oh Valley,highclasswaterelement,bakedcarpwithsilverscalesofgeumohvalley
bango-only-name-pair,High Class Water element,DaeChangEau Gloves of Doggebi,highclasswaterelement,daechangeauglovesofdoggebi
bango-only-name-pair,High Class Water element,DaeChangEau of Doggebi,highclasswaterelement,daechangeauofdoggebi
bango-only-name-pair,High Class Water element,DaeChangEau Shoes of Doggebi,highclasswaterelement,daechangeaushoesofdoggebi
bango-only-name-pair,High Class Water element,DaeChangEau Shorts of Doggebi,highclasswaterelement,daechangeaushortsofdoggebi
bango-only-name-pair,High Class Water element,Doggebi Boots of thief,highclasswaterelement,doggebibootsofthief
bango-only-name-pair,High Class Water element,Doggebi Gloves of thief,highclasswaterelement,doggebiglovesofthief
bango-only-name-pair,High Class Water element,Doggebi Hood of thief,highclasswaterelement,doggebihoodofthief
bango-only-name-pair,High Class Water element,Doggebi suit of thief,highclasswaterelement,doggebisuitofthief
bango-only-name-pair,High Class Water element,Doggebi suit Shorts of thief,highclasswaterelement,doggebisuitshortsofthief
bango-only-name-pair,High Class Water element,element of water,highclasswaterelement,elementofwater
bango-only-name-pair,High Class Water element,Gloves of Doggebi,highclasswaterelement,glovesofdoggebi
bango-only-name-pair,High Class Water element,Hair Decoration of Doggebi,highclasswaterelement,hairdecorationofdoggebi
bango-only-name-pair,High Class Water element,Helmet of Doggebi,highclasswaterelement,helmetofdoggebi
bango-only-name-pair,High Class Water element,Imperfect element of water,highclasswaterelement,imperfectelementofwater
bango-only-name-pair,High Class Water element,Pure Dew-Tea of Geum-Oh Mountain,highclasswaterelement,puredewteaofgeumohmountain
bango-only-name-pair,High Class Water element,Scaled Armor of Doggebi,highclasswaterelement,scaledarmorofdoggebi
bango-only-name-pair,High Class Water element,Scaled Gloves of Doggebi,highclasswaterelement,scaledglovesofdoggebi
bango-only-name-pair,High Class Water element,Scaled Helmet of Doggebi,highclasswaterelement,scaledhelmetofdoggebi
bango-only-name-pair,High Class Water element,Scaled Shoes of Doggebi,highclasswaterelement,scaledshoesofdoggebi
bango-only-name-pair,High Class Water element,Scaled Shorts of Doggebi,highclasswaterelement,scaledshortsofdoggebi
bango-only-name-pair,High Class Water element,Shoes of Doggebi,highclasswaterelement,shoesofdoggebi
bango-only-name-pair,High Class Water element,Shorts of Doggebi,highclasswaterelement,shortsofdoggebi
bango-only-name-pair,High Class Water element,Stone of Ice,highclasswaterelement,stoneofice
bango-only-name-pair,High Class Water element,Talisman of Intensification,highclasswaterelement,talismanofintensification
bango-only-name-pair,High Class Water element,Zamogeon,highclasswaterelement,zamogeon
bango-only-name-pair,High Class Wood element,Armor of Doggebi,highclasswoodelement,armorofdoggebi
bango-only-name-pair,High Class Wood element,Baked Carp with silver scales of Geum-Oh Valley,highclasswoodelement,bakedcarpwithsilverscalesofgeumohvalley
bango-only-name-pair,High Class Wood element,DaeChangEau Gloves of Doggebi,highclasswoodelement,daechangeauglovesofdoggebi
bango-only-name-pair,High Class Wood element,DaeChangEau of Doggebi,highclasswoodelement,daechangeauofdoggebi
bango-only-name-pair,High Class Wood element,DaeChangEau Shoes of Doggebi,highclasswoodelement,daechangeaushoesofdoggebi
bango-only-name-pair,High Class Wood element,DaeChangEau Shorts of Doggebi,highclasswoodelement,daechangeaushortsofdoggebi
bango-only-name-pair,High Class Wood element,Doggebi Boots of thief,highclasswoodelement,doggebibootsofthief
bango-only-name-pair,High Class Wood element,Doggebi Gloves of thief,highclasswoodelement,doggebiglovesofthief
bango-only-name-pair,High Class Wood element,Doggebi Hood of thief,highclasswoodelement,doggebihoodofthief
bango-only-name-pair,High Class Wood element,Doggebi suit of thief,highclasswoodelement,doggebisuitofthief
bango-only-name-pair,High Class Wood element,Doggebi suit Shorts of thief,highclasswoodelement,doggebisuitshortsofthief
bango-only-name-pair,High Class Wood element,element of wood,highclasswoodelement,elementofwood
bango-only-name-pair,High Class Wood element,Gloves of Doggebi,highclasswoodelement,glovesofdoggebi
bango-only-name-pair,High Class Wood element,Hair Decoration of Doggebi,highclasswoodelement,hairdecorationofdoggebi
bango-only-name-pair,High Class Wood element,Helmet of Doggebi,highclasswoodelement,helmetofdoggebi
bango-only-name-pair,High Class Wood element,Imperfect element of wood,highclasswoodelement,imperfectelementofwood
bango-only-name-pair,High Class Wood element,Pure Dew-Tea of Geum-Oh Mountain,highclasswoodelement,puredewteaofgeumohmountain
bango-only-name-pair,High Class Wood element,Scaled Armor of Doggebi,highclasswoodelement,scaledarmorofdoggebi
bango-only-name-pair,High Class Wood element,Scaled Gloves of Doggebi,highclasswoodelement,scaledglovesofdoggebi
bango-only-name-pair,High Class Wood element,Scaled Helmet of Doggebi,highclasswoodelement,scaledhelmetofdoggebi
bango-only-name-pair,High Class Wood element,Scaled Shoes of Doggebi,highclasswoodelement,scaledshoesofdoggebi
bango-only-name-pair,High Class Wood element,Scaled Shorts of Doggebi,highclasswoodelement,scaledshortsofdoggebi
bango-only-name-pair,High Class Wood element,Shoes of Doggebi,highclasswoodelement,shoesofdoggebi
bango-only-name-pair,High Class Wood element,Shorts of Doggebi,highclasswoodelement,shortsofdoggebi
bango-only-name-pair,High Class Wood element,Stone of Paralysis,highclasswoodelement,stoneofparalysis
bango-only-name-pair,High Class Wood element,Talisman of Protection,highclasswoodelement,talismanofprotection
bango-only-name-pair,High Class Wood element,Zamogeon,highclasswoodelement,zamogeon
bango-only-name-pair,Hook of Shadow Troop,Baek Dae Steel Bow,hookofshadowtroop,baekdaesteelbow
bango-only-name-pair,Hook of Shadow Troop,BeeDan DaeChangEau,hookofshadowtroop,beedandaechangeau
bango-only-name-pair,Hook of Shadow Troop,BeeDan DaeChangEau Gloves,hookofshadowtroop,beedandaechangeaugloves
bango-only-name-pair,Hook of Shadow Troop,BeeDan DaeChangEau Hair Decoration,hookofshadowtroop,beedandaechangeauhairdecoration
bango-only-name-pair,Hook of Shadow Troop,BeeDan DaeChangEau Shoes,hookofshadowtroop,beedandaechangeaushoes
bango-only-name-pair,Hook of Shadow Troop,BeeDan DaeChangEau Shorts,hookofshadowtroop,beedandaechangeaushorts
bango-only-name-pair,Hook of Shadow Troop,Black Golden Treasure Sword,hookofshadowtroop,blackgoldentreasuresword
bango-only-name-pair,Hook of Shadow Troop,Butterfly-Shaped dagger,hookofshadowtroop,butterflyshapeddagger
bango-only-name-pair,Hook of Shadow Troop,Butterfly-Shaped Giant Sword,hookofshadowtroop,butterflyshapedgiantsword
bango-only-name-pair,Hook of Shadow Troop,Butterfly-Shaped Treasure Sword,hookofshadowtroop,butterflyshapedtreasuresword
bango-only-name-pair,Hook of Shadow Troop,Diamond Armor,hookofshadowtroop,diamondarmor
bango-only-name-pair,Hook of Shadow Troop,Diamond Boots of thief,hookofshadowtroop,diamondbootsofthief
bango-only-name-pair,Hook of Shadow Troop,Diamond Bow,hookofshadowtroop,diamondbow
bango-only-name-pair,Hook of Shadow Troop,Diamond Giant Sword,hookofshadowtroop,diamondgiantsword
bango-only-name-pair,Hook of Shadow Troop,Diamond Gloves,hookofshadowtroop,diamondgloves
bango-only-name-pair,Hook of Shadow Troop,Diamond Gloves of thief,hookofshadowtroop,diamondglovesofthief
bango-only-name-pair,Hook of Shadow Troop,Diamond Helmet,hookofshadowtroop,diamondhelmet
bango-only-name-pair,Hook of Shadow Troop,Diamond Hood of thief,hookofshadowtroop,diamondhoodofthief
bango-only-name-pair,Hook of Shadow Troop,Diamond Scaled Armor,hookofshadowtroop,diamondscaledarmor
bango-only-name-pair,Hook of Shadow Troop,Diamond Scaled Gloves,hookofshadowtroop,diamondscaledgloves
bango-only-name-pair,Hook of Shadow Troop,Diamond Scaled Helmet,hookofshadowtroop,diamondscaledhelmet
bango-only-name-pair,Hook of Shadow Troop,Diamond Scaled Shoes,hookofshadowtroop,diamondscaledshoes
bango-only-name-pair,Hook of Shadow Troop,Diamond Scaled Shorts,hookofshadowtroop,diamondscaledshorts
bango-only-name-pair,Hook of Shadow Troop,Diamond Shoes,hookofshadowtroop,diamondshoes
bango-only-name-pair,Hook of Shadow Troop,Diamond Shorts,hookofshadowtroop,diamondshorts
bango-only-name-pair,Hook of Shadow Troop,Diamond Stick,hookofshadowtroop,diamondstick
bango-only-name-pair,Hook of Shadow Troop,Diamond suit of thief,hookofshadowtroop,diamondsuitofthief
bango-only-name-pair,Hook of Shadow Troop,Diamond suit Shorts of thief,hookofshadowtroop,diamondsuitshortsofthief
bango-only-name-pair,Hook of Shadow Troop,Diamond Treasure Sword,hookofshadowtroop,diamondtreasuresword
bango-only-name-pair,Hook of Shadow Troop,General of Ancient Tribal Mac's Bow,hookofshadowtroop,generalofancienttribalmacsbow
bango-only-name-pair,Hook of Shadow Troop,General's dagger,hookofshadowtroop,generalsdagger
bango-only-name-pair,Hook of Shadow Troop,General's Giant Sword,hookofshadowtroop,generalsgiantsword
bango-only-name-pair,Hook of Shadow Troop,General's Stick,hookofshadowtroop,generalsstick
bango-only-name-pair,Hook of Shadow Troop,General's Treasure Sword,hookofshadowtroop,generalstreasuresword
bango-only-name-pair,Hook of Shadow Troop,Giant Sword,hookofshadowtroop,giantsword
bango-only-name-pair,Hook of Shadow Troop,Golden Treasure dagger,hookofshadowtroop,goldentreasuredagger
bango-only-name-pair,Hook of Shadow Troop,Golden Treasure Sword,hookofshadowtroop,goldentreasuresword
bango-only-name-pair,Hook of Shadow Troop,Hwandoo Saehyung Big Sword with Pattern of Leaf,hookofshadowtroop,hwandoosaehyungbigswordwithpatternofleaf
bango-only-name-pair,Hook of Shadow Troop,Intensified Steel Armor,hookofshadowtroop,intensifiedsteelarmor
bango-only-name-pair,Hook of Shadow Troop,Intensified Steel Gloves,hookofshadowtroop,intensifiedsteelgloves
bango-only-name-pair,Hook of Shadow Troop,Intensified Steel Helmet,hookofshadowtroop,intensifiedsteelhelmet
bango-only-name-pair,Hook of Shadow Troop,Intensified Steel Shoes,hookofshadowtroop,intensifiedsteelshoes
bango-only-name-pair,Hook of Shadow Troop,Intensified Steel Shorts,hookofshadowtroop,intensifiedsteelshorts
bango-only-name-pair,Hook of Shadow Troop,Joong Bang Chairperson's Single Stick,hookofshadowtroop,joongbangchairpersonssinglestick
bango-only-name-pair,Hook of Shadow Troop,Joong Bang Chairperson's WhiteStick,hookofshadowtroop,joongbangchairpersonswhitestick
bango-only-name-pair,Hook of Shadow Troop,Line Pattern Stick with Black Crow's Feather,hookofshadowtroop,linepatternstickwithblackcrowsfeather
bango-only-name-pair,Hook of Shadow Troop,MaeGak Hwandoo SaeHyung Big Sword,hookofshadowtroop,maegakhwandoosaehyungbigsword
bango-only-name-pair,Hook of Shadow Troop,Medium Medicine,hookofshadowtroop,mediummedicine
bango-only-name-pair,Hook of Shadow Troop,Revengeful dagger,hookofshadowtroop,revengefuldagger
bango-only-name-pair,Hook of Shadow Troop,Revengeful Sword,hookofshadowtroop,revengefulsword
bango-only-name-pair,Hook of Shadow Troop,Sea Bream with Blood,hookofshadowtroop,seabreamwithblood
bango-only-name-pair,Hook of Shadow Troop,SinGak DooSukLin Armor,hookofshadowtroop,singakdoosuklinarmor
bango-only-name-pair,Hook of Shadow Troop,SinGak DooSukLin Gloves,hookofshadowtroop,singakdoosuklingloves
bango-only-name-pair,Hook of Shadow Troop,SinGak DooSukLin Hood,hookofshadowtroop,singakdoosuklinhood
bango-only-name-pair,Hook of Shadow Troop,SinGak DooSukLin Shoes,hookofshadowtroop,singakdoosuklinshoes
bango-only-name-pair,Hook of Shadow Troop,SinGak DooSukLin Shorts,hookofshadowtroop,singakdoosuklinshorts
bango-only-name-pair,Hook of Shadow Troop,Steel Bow,hookofshadowtroop,steelbow
bango-only-name-pair,Hook of Shadow Troop,Steel Bow with Crow's Feather,hookofshadowtroop,steelbowwithcrowsfeather
bango-only-name-pair,Hook of Shadow Troop,Steel Bow with Golden Crow's Feather,hookofshadowtroop,steelbowwithgoldencrowsfeather
bango-only-name-pair,Hook of Shadow Troop,Stick with Black Crow's Feather,hookofshadowtroop,stickwithblackcrowsfeather
bango-only-name-pair,Hook of Shadow Troop,Stick with Blue Crow's Feather,hookofshadowtroop,stickwithbluecrowsfeather
bango-only-name-pair,Hook of Shadow Troop,Stone of Chance,hookofshadowtroop,stoneofchance
bango-only-name-pair,Hook of Shadow Troop,Stone of Flame,hookofshadowtroop,stoneofflame
bango-only-name-pair,Hook of Shadow Troop,Stone of Holy,hookofshadowtroop,stoneofholy
bango-only-name-pair,Hook of Shadow Troop,Stone of Ice,hookofshadowtroop,stoneofice
bango-only-name-pair,Hook of Shadow Troop,Stone of Lightening,hookofshadowtroop,stoneoflightening
bango-only-name-pair,Hook of Shadow Troop,Stone of Paralysis,hookofshadowtroop,stoneofparalysis
bango-only-name-pair,Hook of Shadow Troop,Stone of Poison,hookofshadowtroop,stoneofpoison
bango-only-name-pair,Hook of Shadow Troop,Stone of Shadow,hookofshadowtroop,stoneofshadow
bango-only-name-pair,Hook of Shadow Troop,Stone of Skill,hookofshadowtroop,stoneofskill
bango-only-name-pair,Hook of Shadow Troop,Stone of Strength,hookofshadowtroop,stoneofstrength
bango-only-name-pair,Hook of Shadow Troop,Talisman of Intensification,hookofshadowtroop,talismanofintensification
bango-only-name-pair,Hook of Shadow Troop,Talisman of Protection,hookofshadowtroop,talismanofprotection
bango-only-name-pair,Hook of Shadow Troop,Talisman of Wonder,hookofshadowtroop,talismanofwonder
bango-only-name-pair,Hook of Shadow Troop,White DaeChangEau,hookofshadowtroop,whitedaechangeau
bango-only-name-pair,Hook of Shadow Troop,White DaeChangEau Gloves,hookofshadowtroop,whitedaechangeaugloves
bango-only-name-pair,Hook of Shadow Troop,White DaeChangEau Hair Decoration,hookofshadowtroop,whitedaechangeauhairdecoration
bango-only-name-pair,Hook of Shadow Troop,White DaeChangEau Shoes,hookofshadowtroop,whitedaechangeaushoes
bango-only-name-pair,Hook of Shadow Troop,White DaeChangEau Shorts,hookofshadowtroop,whitedaechangeaushorts
bango-only-name-pair,Hook of Shadow Troop,Yeon Lin Steel Bow,hookofshadowtroop,yeonlinsteelbow
bango-only-name-pair,Hook of Shadow Troop,Zamogeon,hookofshadowtroop,zamogeon
legacy-only-name-pair,hookofshadowtroop1,ablazehealthy,hookofshadowtroop1,ablazehealthy
legacy-only-name-pair,hookofshadowtroop1,absolutekeen,hookofshadowtroop1,absolutekeen
legacy-only-name-pair,hookofshadowtroop1,baekdaesteelbow,hookofshadowtroop1,baekdaesteelbow
legacy-only-name-pair,hookofshadowtroop1,beedandaechangeauboots,hookofshadowtroop1,beedandaechangeauboots
legacy-only-name-pair,hookofshadowtroop1,beedandaechangeauclothes,hookofshadowtroop1,beedandaechangeauclothes
legacy-only-name-pair,hookofshadowtroop1,beedandaechangeaugloves,hookofshadowtroop1,beedandaechangeaugloves
legacy-only-name-pair,hookofshadowtroop1,beedandaechangeauhairdecoration,hookofshadowtroop1,beedandaechangeauhairdecoration
legacy-only-name-pair,hookofshadowtroop1,beedandaechangeaushorts,hookofshadowtroop1,beedandaechangeaushorts
legacy-only-name-pair,hookofshadowtroop1,breakthroughsstrongestmans,hookofshadowtroop1,breakthroughsstrongestmans
legacy-only-name-pair,hookofshadowtroop1,dashyagile,hookofshadowtroop1,dashyagile
legacy-only-name-pair,hookofshadowtroop1,decisionaldashy,hookofshadowtroop1,decisionaldashy
