pre_azon,attribute_ordinal,attribute,values_json,provenance,source_file,source_line
3176,2,hp,"[""576""]",bango-file,prefix.dat,763
3177,1,hp,"[""1200""]",bango-file,prefix.dat,765
3178,1,mp,"[""600""]",bango-file,prefix.dat,766
3179,1,attack,"[""192"",""192""]",bango-file,prefix.dat,767
3179,2,magic,"[""192"",""192""]",bango-file,prefix.dat,767
3180,1,str,"[""30""]",bango-file,prefix.dat,768
3181,1,dex,"[""30""]",bango-file,prefix.dat,769
3182,1,int,"[""30""]",bango-file,prefix.dat,770
3183,1,wis,"[""30""]",bango-file,prefix.dat,771
3184,1,Hth,"[""30""]",bango-file,prefix.dat,772
