sk_megn,sk_type,sk_poz,sk_desc,sk_order,sk_pic,sk_lvl,sk_pre,sk_form,sk_pars,sk_maxpars,sk_mana,sk_charge,sk_coold,sk_range,sk_lasting,sk_honor,bango_key,bango_definition_ordinal,bango_limit_json,bango_action_json,bango_level_json,bango_grade_json,bango_maxlevel_json,bango_type_json,bango_property_json,bango_parameters_json,bango_parameter_rpn_json,bango_compares_json,bango_mana_rpn_json,bango_range_rpn_json,bango_cast_ms_rpn_json,bango_cooldown_ms_rpn_json,bango_compare_label_status_json,bango_conditions_json,bango_record_json,provenance,source_file,source_line
천占쏙옙占\xbd? 占싱뱄옙占쏙옙,,,#n占쎄레占쏙옙,,,,,,,,,,,,,,monster-60,1,"[""monster""]","[""60""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-60""],[""name"",""천占쏙옙占\\xbd? 占싱뱄옙占쏙옙""],[""desc"",""#n占쎄레占쏙옙""],[""limit"",""monster""],[""action"",""60""],[""motion"",""5"",""6"",""none""]]",bango-file,jobsystem.dat,6384
천占쏙옙占\xbd? 占싱뱄옙占쏙옙,,,#n占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-61,1,"[""monster""]","[""61""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-61""],[""name"",""천占쏙옙占\\xbd? 占싱뱄옙占쏙옙""],[""desc"",""#n占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""61""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6393
占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,#n占쏙옙占쏙옙占\xbd?,,,,,,,,,,,,,,monster-62,1,"[""monster""]","[""62""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-62""],[""name"",""占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""desc"",""#n占쏙옙占쏙옙占\\xbd?""],[""limit"",""monster""],[""action"",""62""],[""motion"",""5"",""6"",""none""]]",bango-file,jobsystem.dat,6402
占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,#n占쏙옙환,,,,,,,,,,,,,,monster-64,1,"[""monster""]","[""64""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-64""],[""name"",""占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""desc"",""#n占쏙옙환""],[""limit"",""monster""],[""action"",""64""],[""motion"",""3"",""4"",""none""]]",bango-file,jobsystem.dat,6421
占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,#n占쏙옙첩 占쏙옙 占싱쇽옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-65,1,"[""monster""]","[""65""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-65""],[""name"",""占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""desc"",""#n占쏙옙첩 占쏙옙 占싱쇽옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""65""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6430
占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,#n占쏙옙첩 占쏙옙 HP 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-66,1,"[""monster""]","[""66""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-66""],[""name"",""占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""desc"",""#n占쏙옙첩 占쏙옙 HP 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""66""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6439
占쏙옙 占쏙옙풍,,,A,,,,,,,,,,,,,,monster-67,1,"[""monster""]","[""67""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-67""],[""name"",""占쏙옙 占쏙옙풍""],[""desc"",""A""],[""limit"",""monster""],[""action"",""67""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6449
占쏙옙占쏙옙占\xbd? 占쌕댐옙 占쏙옙占\xbd?,,,B,,,,,,,,,,,,,,monster-68,1,"[""monster""]","[""68""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-68""],[""name"",""占쏙옙占쏙옙占\\xbd? 占쌕댐옙 占쏙옙占\\xbd?""],[""desc"",""B""],[""limit"",""monster""],[""action"",""68""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6450
占쏙옙占쏙옙 占쏙옙占쏙옙占\xbd? 占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙치占쏙옙,,,C,,,,,,,,,,,,,,monster-69,1,"[""monster""]","[""69""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-69""],[""name"",""占쏙옙占쏙옙 占쏙옙占쏙옙占\\xbd? 占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙치占쏙옙""],[""desc"",""C""],[""limit"",""monster""],[""action"",""69""],[""motion"",""3"",""4"",""none""]]",bango-file,jobsystem.dat,6451
占썰병 占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙환,,,D,,,,,,,,,,,,,,monster-70,1,"[""monster""]","[""70""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-70""],[""name"",""占썰병 占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙환""],[""desc"",""D""],[""limit"",""monster""],[""action"",""70""],[""motion"",""5"",""6"",""none""]]",bango-file,jobsystem.dat,6452
占쏙옙占쏙옙 환占쌥쇽옙,,,E,,,,,,,,,,,,,,monster-71,1,"[""monster""]","[""71""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-71""],[""name"",""占쏙옙占쏙옙 환占쌥쇽옙""],[""desc"",""E""],[""limit"",""monster""],[""action"",""71""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6453
占쏙옙占쏙옙 占싸신쇽옙,,,F,,,,,,,,,,,,,,monster-72,1,"[""monster""]","[""72""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-72""],[""name"",""占쏙옙占쏙옙 占싸신쇽옙""],[""desc"",""F""],[""limit"",""monster""],[""action"",""72""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6454
황占쏙옙 占쏙옙치 占쏙옙占쏙옙치占쏙옙,,,G,,,,,,,,,,,,,,monster-73,1,"[""monster""]","[""73""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-73""],[""name"",""황占쏙옙 占쏙옙치 占쏙옙占쏙옙치占쏙옙""],[""desc"",""G""],[""limit"",""monster""],[""action"",""73""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6455
占쏙옙침 占쏙옙占쏙옙,,,H,,,,,,,,,,,,,,monster-74,1,"[""monster""]","[""74""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-74""],[""name"",""占쏙옙침 占쏙옙占쏙옙""],[""desc"",""H""],[""limit"",""monster""],[""action"",""74""],[""motion"",""3"",""4"",""none""]]",bango-file,jobsystem.dat,6456
占쏙옙占\xbd? 占썲군 占쏙옙환,,,I,,,,,,,,,,,,,,monster-75,1,"[""monster""]","[""75""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-75""],[""name"",""占쏙옙占\\xbd? 占썲군 占쏙옙환""],[""desc"",""I""],[""limit"",""monster""],[""action"",""75""],[""motion"",""5"",""6"",""none""]]",bango-file,jobsystem.dat,6457
占쏙옙占쏙옙 占쏙옙占쏙옙 창,,,J,,,,,,,,,,,,,,monster-76,1,"[""monster""]","[""76""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-76""],[""name"",""占쏙옙占쏙옙 占쏙옙占쏙옙 창""],[""desc"",""J""],[""limit"",""monster""],[""action"",""76""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6458
占썩마占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙창,,,K,,,,,,,,,,,,,,monster-77,1,"[""monster""]","[""77""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-77""],[""name"",""占썩마占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙창""],[""desc"",""K""],[""limit"",""monster""],[""action"",""77""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6459
占썩마占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙 ,,,L,,,,,,,,,,,,,,monster-78,1,"[""monster""]","[""78""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-78""],[""name"",""占썩마占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙 ""],[""desc"",""L""],[""limit"",""monster""],[""action"",""78""],[""motion"",""5"",""6"",""none""]]",bango-file,jobsystem.dat,6460
占썩마占쏙옙 占쏙옙占쏙옙 화占쏙옙 占쏙옙,,,M,,,,,,,,,,,,,,monster-79,1,"[""monster""]","[""79""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-79""],[""name"",""占썩마占쏙옙 占쏙옙占쏙옙 화占쏙옙 占쏙옙""],[""desc"",""M""],[""limit"",""monster""],[""action"",""79""],[""motion"",""3"",""4"",""none""]]",bango-file,jobsystem.dat,6461
占쏙옙창 占쏙옙환,,,A,,,,,,,,,,,,,,monster-80,1,"[""monster""]","[""80""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-80""],[""name"",""占쏙옙창 占쏙옙환""],[""desc"",""A""],[""limit"",""monster""],[""action"",""80""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6464
占쌀용돌占쏙옙,,,B,,,,,,,,,,,,,,monster-81,1,"[""monster""]","[""81""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-81""],[""name"",""占쌀용돌占쏙옙""],[""desc"",""B""],[""limit"",""monster""],[""action"",""81""],[""motion"",""3"",""4"",""none""]]",bango-file,jobsystem.dat,6465
천占쏙옙占쏙옙 占쏙옙환,,,C,,,,,,,,,,,,,,monster-82,1,"[""monster""]","[""82""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-82""],[""name"",""천占쏙옙占쏙옙 占쏙옙환""],[""desc"",""C""],[""limit"",""monster""],[""action"",""82""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6466
占쌩쏙옙회占쏙옙,,,D,,,,,,,,,,,,,,monster-83,1,"[""monster""]","[""83""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-83""],[""name"",""占쌩쏙옙회占쏙옙""],[""desc"",""D""],[""limit"",""monster""],[""action"",""83""],[""motion"",""3"",""4"",""none""]]",bango-file,jobsystem.dat,6467
占쏙옙占썸섬,,,E,,,,,,,,,,,,,,monster-84,1,"[""monster""]","[""84""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-84""],[""name"",""占쏙옙占썸섬""],[""desc"",""E""],[""limit"",""monster""],[""action"",""84""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6468
占쏙옙占썅선,,,F,,,,,,,,,,,,,,monster-85,1,"[""monster""]","[""85""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-85""],[""name"",""占쏙옙占썅선""],[""desc"",""F""],[""limit"",""monster""],[""action"",""85""],[""motion"",""3"",""4"",""none""]]",bango-file,jobsystem.dat,6469
占쏙옙占쏙옙풍,,,A,,,,,,,,,,,,,,monster-86,1,"[""monster""]","[""86""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-86""],[""name"",""占쏙옙占쏙옙풍""],[""desc"",""A""],[""limit"",""monster""],[""action"",""86""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6472
占쌀븝옙占쏙옙,,,B,,,,,,,,,,,,,,monster-87,1,"[""monster""]","[""87""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-87""],[""name"",""占쌀븝옙占쏙옙""],[""desc"",""B""],[""limit"",""monster""],[""action"",""87""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6473
占쏙옙占쏙옙占쏙옙,,,C,,,,,,,,,,,,,,monster-88,1,"[""monster""]","[""88""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-88""],[""name"",""占쏙옙占쏙옙占쏙옙""],[""desc"",""C""],[""limit"",""monster""],[""action"",""88""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6474
천占쌌븝옙占쏙옙,,,D,,,,,,,,,,,,,,monster-89,1,"[""monster""]","[""89""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-89""],[""name"",""천占쌌븝옙占쏙옙""],[""desc"",""D""],[""limit"",""monster""],[""action"",""89""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6475
占쏙옙占쏙옙 占싼몌옙,,,E,,,,,,,,,,,,,,monster-90,1,"[""monster""]","[""90""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-90""],[""name"",""占쏙옙占쏙옙 占싼몌옙""],[""desc"",""E""],[""limit"",""monster""],[""action"",""90""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6476
화占쏙옙占\xbd?,,,A,,,,,,,,,,,,,,monster-231,1,"[""monster""]","[""91""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-231""],[""name"",""화占쏙옙占\\xbd?""],[""desc"",""A""],[""limit"",""monster""],[""action"",""91""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6480
화占쏙옙占싻삼옙,,,B,,,,,,,,,,,,,,monster-232,1,"[""monster""]","[""92""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-232""],[""name"",""화占쏙옙占싻삼옙""],[""desc"",""B""],[""limit"",""monster""],[""action"",""92""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6481
占쏙옙占쏙옙占쏙옙占쏙옙,,,C,,,,,,,,,,,,,,monster-233,1,"[""monster""]","[""93""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-233""],[""name"",""占쏙옙占쏙옙占쏙옙占쏙옙""],[""desc"",""C""],[""limit"",""monster""],[""action"",""93""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6482
占쏙옙占쏙옙占쏙옙占쏙옙,,,占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-96,1,"[""monster""]","[""96""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-96""],[""name"",""占쏙옙占쏙옙占쏙옙占쏙옙""],[""desc"",""占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""96""],[""motion"",""5"",""6"",""none""]]",bango-file,jobsystem.dat,6485
占쏙옙占쏙옙풍,,,占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-97,1,"[""monster""]","[""97""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-97""],[""name"",""占쏙옙占쏙옙풍""],[""desc"",""占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""97""],[""motion"",""3"",""4"",""none""]]",bango-file,jobsystem.dat,6486
占쏙옙占쏙옙풍,,,占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-98,1,"[""monster""]","[""98""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-98""],[""name"",""占쏙옙占쏙옙풍""],[""desc"",""占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""98""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6487
화占쏙옙占쏙옙풍,,,占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-99,1,"[""monster""]","[""99""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-99""],[""name"",""화占쏙옙占쏙옙풍""],[""desc"",""占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""99""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6489
占쌀바댐옙,,,占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-100,1,"[""monster""]","[""100""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-100""],[""name"",""占쌀바댐옙""],[""desc"",""占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""100""],[""motion"",""5"",""6"",""none""]]",bango-file,jobsystem.dat,6490
占쏙옙占쏙옙占쏙옙화占쏙옙占쏙옙,,,占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-101,1,"[""monster""]","[""101""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-101""],[""name"",""占쏙옙占쏙옙占쏙옙화占쏙옙占쏙옙""],[""desc"",""占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""101""],[""motion"",""3"",""4"",""none""]]",bango-file,jobsystem.dat,6491
占쏙옙占쏙옙占쏙옙풍,,,占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-102,1,"[""monster""]","[""102""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-102""],[""name"",""占쏙옙占쏙옙占쏙옙풍""],[""desc"",""占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""102""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6493
占쏙옙占쏙옙화占쏙옙,,,占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-103,1,"[""monster""]","[""103""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-103""],[""name"",""占쏙옙占쏙옙화占쏙옙""],[""desc"",""占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""103""],[""motion"",""3"",""4"",""none""]]",bango-file,jobsystem.dat,6494
占쌈뱄옙,,,占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-104,1,"[""monster""]","[""104""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-104""],[""name"",""占쌈뱄옙""],[""desc"",""占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""104""],[""motion"",""5"",""6"",""none""]]",bango-file,jobsystem.dat,6495
占쏙옙占쏙옙占쏙옙풍,,,占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-105,1,"[""monster""]","[""105""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-105""],[""name"",""占쏙옙占쏙옙占쏙옙풍""],[""desc"",""占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""105""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6497
占쏙옙占쏙옙占쏙옙占쏙옙,,,占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-106,1,"[""monster""]","[""106""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-106""],[""name"",""占쏙옙占쏙옙占쏙옙占쏙옙""],[""desc"",""占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""106""],[""motion"",""3"",""4"",""none""]]",bango-file,jobsystem.dat,6498
占쏙옙占쏙옙占쏙옙,,,占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-107,1,"[""monster""]","[""107""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-107""],[""name"",""占쏙옙占쏙옙占쏙옙""],[""desc"",""占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""107""],[""motion"",""5"",""6"",""none""]]",bango-file,jobsystem.dat,6499
占싼몌옙占쏙옙占쏙옙,,,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-108,1,"[""monster""]","[""108""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-108""],[""name"",""占싼몌옙占쏙옙占쏙옙""],[""desc"",""占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""108""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6501
占싼몌옙채占쏙옙,,,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-109,1,"[""monster""]","[""109""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-109""],[""name"",""占싼몌옙채占쏙옙""],[""desc"",""占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""109""],[""motion"",""3"",""4"",""none""]]",bango-file,jobsystem.dat,6502
占싱속곤옙占쏙옙,,,占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-110,1,"[""monster""]","[""110""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-110""],[""name"",""占싱속곤옙占쏙옙""],[""desc"",""占쏙옙占쏙옙占쏙옙 占쏙옙占쏙옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""110""],[""motion"",""5"",""6"",""none""]]",bango-file,jobsystem.dat,6503
占쏙옙占쏙옙 占쏙옙占쏙옙,,,占쏙옙占\xbd? 占쌔곤옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-111,1,"[""monster""]","[""111""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-111""],[""name"",""占쏙옙占쏙옙 占쏙옙占쏙옙""],[""desc"",""占쏙옙占\\xbd? 占쌔곤옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""111""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6505
占쏙옙청占쏙옙,,,占쌔곤옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-112,1,"[""monster""]","[""112""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-112""],[""name"",""占쏙옙청占쏙옙""],[""desc"",""占쌔곤옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""112""],[""motion"",""1"",""2"",""none""]]",bango-file,jobsystem.dat,6507
占쏙옙占쏙림,,,占쌔곤옙 占쏙옙占쏙옙,,,,,,,,,,,,,,monster-113,1,"[""monster""]","[""113""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-113""],[""name"",""占쏙옙占쏙림""],[""desc"",""占쌔곤옙 占쏙옙占쏙옙""],[""limit"",""monster""],[""action"",""113""],[""motion"",""0"",""3"",""none""]]",bango-file,jobsystem.dat,6508
占쏙옙占쏙옙占\xbd? 占쏙옙占쏙옙,,,占쏙옙占싱쏙옙,,,,,,,,,,,,,,monster-114,1,"[""monster""]","[""114""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-114""],[""name"",""占쏙옙占쏙옙占\\xbd? 占쏙옙占쏙옙""],[""desc"",""占쏙옙占싱쏙옙""],[""limit"",""monster""],[""action"",""114""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6510
占쏙옙占쏙옙,,,占쏙옙占싱쏙옙,,,,,,,,,,,,,,monster-115,1,"[""monster""]","[""115""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-115""],[""name"",""占쏙옙占쏙옙""],[""desc"",""占쏙옙占싱쏙옙""],[""limit"",""monster""],[""action"",""115""],[""motion"",""0"",""2"",""none""]]",bango-file,jobsystem.dat,6511
占쏙옙占쏙옙,,,占싹띰옙占싱억옙占쏙옙 占쏙옙호占쏙옙,,,,,,,,,,,,,,monster-116,1,"[""monster""]","[""116""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-116""],[""name"",""占쏙옙占쏙옙""],[""desc"",""占싹띰옙占싱억옙占쏙옙 占쏙옙호占쏙옙""],[""limit"",""monster""],[""action"",""116""],[""motion"",""0"",""1"",""none""]]",bango-file,jobsystem.dat,6513
占쏙옙占쏙림,,,占싹띰옙占싱억옙占쏙옙 占쏙옙호占쏙옙,,,,,,,,,,,,,,monster-117,1,"[""monster""]","[""117""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-117""],[""name"",""占쏙옙占쏙림""],[""desc"",""占싹띰옙占싱억옙占쏙옙 占쏙옙호占쏙옙""],[""limit"",""monster""],[""action"",""117""],[""motion"",""0"",""2"",""none""]]",bango-file,jobsystem.dat,6514
占쏙옙占쏙옙占\xbd? 占쏙옙占쏙옙,,,占싹띰옙占싱억옙占쏙옙 占쏙옙호占쏙옙,,,,,,,,,,,,,,monster-118,1,"[""monster""]","[""118""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-118""],[""name"",""占쏙옙占쏙옙占\\xbd? 占쏙옙占쏙옙""],[""desc"",""占싹띰옙占싱억옙占쏙옙 占쏙옙호占쏙옙""],[""limit"",""monster""],[""action"",""118""],[""motion"",""0"",""3"",""none""]]",bango-file,jobsystem.dat,6515
占쏙옙占쏙옙,,,占싹띰옙占싱억옙占쏙옙 占쏙옙호占쏙옙,,,,,,,,,,,,,,monster-119,1,"[""monster""]","[""119""]",[],[],[],[],[],[],[],[],[],[],[],[],{},[],"[""skill"",[""key"",""monster-119""],[""name"",""占쏙옙占쏙옙""],[""desc"",""占싹띰옙占싱억옙占쏙옙 占쏙옙호占쏙옙""],[""limit"",""monster""],[""action"",""119""],[""motion"",""0"",""4"",""none""]]",bango-file,jobsystem.dat,6516
