ita_azon,ita_itype,ita_grade,ita_class,ita_type,ita_name,ita_lvllim,ita_rev,ita_price,ita_pic,ita_pic2,ita_3d,bango_name_id,bango_description,bango_image,bango_action_json,bango_class_json,bango_code_json,bango_country_json,bango_limit_json,bango_sell,bango_endurance,bango_specialty_json,bango_record_json,provenance,source_file,source_line
1281,,,,,Hairy Fish,,,0,,,,2541,These are Fish that live only in crystal clear water. #n They taste better when bigger. ,item354,[],"[""quest"",""fish""]","[""4"",""10"",""0"",""0""]","[""2""]",[],0,,[],"[""item"",[""name"",""2541""],[""Index"",""1281""],[""Image"",""item354""],[""desc"",""500""],[""class"",""quest"",""fish""],[""code"",""4"",""10"",""0"",""0""],[""country"",""2""],[""buy"",""0""],[""sell"",""0""]]",bango-file,inititem.dat,3731
1282,,,,,Anchovy,,,0,,,,2542,These are Fish that live only in crystal clear water. #n They taste better when bigger. ,item355,[],"[""quest"",""fish""]","[""4"",""10"",""0"",""0""]","[""2""]",[],0,,[],"[""item"",[""name"",""2542""],[""Index"",""1282""],[""Image"",""item355""],[""desc"",""501""],[""class"",""quest"",""fish""],[""code"",""4"",""10"",""0"",""0""],[""country"",""2""],[""buy"",""0""],[""sell"",""0""]]",bango-file,inititem.dat,3734
1283,,,,,Bamboo,,,0,,,,2543,This item will be deleted after the event ends.,item356,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""2""]",[],0,,[],"[""item"",[""name"",""2543""],[""Index"",""1283""],[""Image"",""item356""],[""desc"",""502""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""2""],[""buy"",""0""],[""sell"",""0""]]",bango-file,inititem.dat,3737
1284,,,,,Paper,,,0,,,,2544,This item will be deleted after the event ends.,item357,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""2""]",[],0,,[],"[""item"",[""name"",""2544""],[""Index"",""1284""],[""Image"",""item357""],[""desc"",""503""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""2""],[""buy"",""0""],[""sell"",""0""]]",bango-file,inititem.dat,3740
1285,,,,,String,,,0,,,,2545,This item will be deleted after the event ends.,item358,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""2""]",[],0,,[],"[""item"",[""name"",""2545""],[""Index"",""1285""],[""Image"",""item358""],[""desc"",""504""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""2""],[""buy"",""0""],[""sell"",""0""]]",bango-file,inititem.dat,3743
1286,,,,,Reel,,,0,,,,2546,This item will be deleted after the event ends.,item359,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""2""]",[],0,,[],"[""item"",[""name"",""2546""],[""Index"",""1286""],[""Image"",""item359""],[""desc"",""505""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""2""],[""buy"",""0""],[""sell"",""0""]]",bango-file,inititem.dat,3746
1287,,,,,Butterfly Kite,,,0,,,,2547,This item will be deleted after the event ends.,item360,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""2""]",[],0,,"[""specialty"",[""buff"",""164"",""3600"",""0""]]","[""item"",[""name"",""2547""],[""Index"",""1287""],[""Image"",""item360""],[""desc"",""506""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""2""],[""use"",""1""],[""cooltime"",""1300""],[""buy"",""0""],[""sell"",""0""],[""specialty"",[""buff"",""164"",""3600"",""0""]]]",bango-file,inititem.dat,3749
1288,,,,,Ray Kite,,,0,,,,2548,This item will be deleted after the event ends.,item361,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""2""]",[],0,,"[""specialty"",[""buff"",""165"",""3600"",""0""]]","[""item"",[""name"",""2548""],[""Index"",""1288""],[""Image"",""item361""],[""desc"",""507""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""2""],[""use"",""1""],[""cooltime"",""1300""],[""buy"",""0""],[""sell"",""0""],[""specialty"",[""buff"",""165"",""3600"",""0""]]]",bango-file,inititem.dat,3752
1289,,,,,Shield Kite,,,0,,,,2549,This item will be deleted after the event ends.,item362,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""2""]",[],0,,"[""specialty"",[""buff"",""166"",""3600"",""0""]]","[""item"",[""name"",""2549""],[""Index"",""1289""],[""Image"",""item362""],[""desc"",""508""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""2""],[""use"",""1""],[""cooltime"",""1300""],[""buy"",""0""],[""sell"",""0""],[""specialty"",[""buff"",""166"",""3600"",""0""]]]",bango-file,inititem.dat,3755
1290,,,,,Saving Scroll of Location,,,0,,,,709,"Save the current location.#nOnce it saved, it keeps forever#nand you can use the Moving Scroll of Location to teleport.#nPress [.] button for saving location.",shop018,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""2""]",[],,,[],"[""item"",[""name"",""709""],[""Index"",""1290""],[""Image"",""shop018""],[""desc"",""256""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""2""],[""plural"",""1""],[""pay"",""1""],[""buy"",""0""],[""type"",""SaveLocation""]]",bango-file,inititem.dat,3758
1291,,,,,Moving Scroll of Location,,,0,,,,711,You need Moving Scroll of Location #nto teleport to the saved loction.#nIt cosumes 1 Moving Scroll of Location for each time you teleport.#nPress [.] button to teleport.,shop019,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""2""]",[],,,[],"[""item"",[""name"",""711""],[""Index"",""1291""],[""Image"",""shop019""],[""desc"",""258""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""2""],[""plural"",""1""],[""pay"",""1""],[""buy"",""0""],[""type"",""MoveLocation""]]",bango-file,inititem.dat,3761
1292,,,,,Horn of Spirit,,,0,,,,715,Send your message to all players in the server#nby using the Horn of Spirit.#nUse [/shout content] or [/s content] as a command.,shop021,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""2""]",[],,,[],"[""item"",[""name"",""715""],[""Index"",""1292""],[""Image"",""shop021""],[""desc"",""262""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""2""],[""plural"",""1""],[""pay"",""1""],[""buy"",""0""],[""effect"",""17""]]",bango-file,inititem.dat,3764
1293,,,,,Demon's Sword,,,0,,,,2215,It's collected from the battle field.#nThis can't be used by humans.#nBut it can be used on mixing weapons.,shop054,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""2""]",[],0,,[],"[""item"",[""name"",""2215""],[""Index"",""1293""],[""Image"",""shop054""],[""desc"",""393""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""2""],[""plural"",""1""],[""pay"",""1""],[""buy"",""0""],[""sell"",""0""]]",bango-file,inititem.dat,3767
1294,,,,,Stone of EXP - 1 day,,,0,,,,669,Gathering of EXP from monsters is increased by 30%.#n[This item is good for 1 day.],shop001,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""2""]",[],,,"[""specialty"",[""buff"",""30"",""86400"",""0""]]","[""item"",[""name"",""669""],[""Index"",""1294""],[""Image"",""shop001""],[""desc"",""216""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""2""],[""use"",""1""],[""plural"",""1""],[""pay"",""1""],[""cooltime"",""2000""],[""buy"",""0""],[""effect"",""19""],[""specialty"",[""buff"",""30"",""86400"",""0""]]]",bango-file,inititem.dat,3770
1295,,,,,Stone of Wealth - 1 day,,,0,,,,673,Gathering of money from monsters is increased by 20%.#nBut it's not effective when you're in a party.#nIt only effects to the one who used.#n[This item is good for 1 day.],shop005,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""2""]",[],,,"[""specialty"",[""buff"",""31"",""86400"",""0""]]","[""item"",[""name"",""673""],[""Index"",""1295""],[""Image"",""shop005""],[""desc"",""220""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""2""],[""use"",""1""],[""plural"",""1""],[""pay"",""1""],[""cooltime"",""2000""],[""buy"",""0""],[""effect"",""20""],[""specialty"",[""buff"",""31"",""86400"",""0""]]]",bango-file,inititem.dat,3773
1296,,G60,Knight,,Golden Scaled Armor Gloves,56,,0,,,,2434,,Def171,"[""10"",""1""]","[""defense"",""gauntlet""]","[""2"",""3"",""5"",""0""]","[""2""]","[""Knight"",""56""]",200000,10,"[""specialty"",[""Str"",""3""],[""defense"",""59""],[""dodge"",""10""],[""absorb"",""3""]]","[""item"",[""name"",""2434""],[""Index"",""1296""],[""Image"",""Def171""],[""Action"",""10"",""1""],[""class"",""defense"",""gauntlet""],[""code"",""2"",""3"",""5"",""0""],[""country"",""2""],[""level"",""60""],[""wear"",""1""],[""limit"",""Knight"",""56""],[""buy"",""0""],[""sell"",""200000""],[""endurance"",""10""],[""specialty"",[""Str"",""3""],[""defense"",""59""],[""dodge"",""10""],[""absorb"",""3""]]]",bango-file,inititem.dat,3778
1297,,G60,Archer,,Golden Armor Gloves,56,,0,,,,2439,,Def176,"[""10"",""1""]","[""defense"",""gauntlet""]","[""2"",""3"",""5"",""0""]","[""2""]","[""archer"",""56""]",200000,10,"[""specialty"",[""Str"",""3""],[""defense"",""38""],[""dodge"",""13""],[""absorb"",""3""]]","[""item"",[""name"",""2439""],[""Index"",""1297""],[""Image"",""Def176""],[""Action"",""10"",""1""],[""class"",""defense"",""gauntlet""],[""code"",""2"",""3"",""5"",""0""],[""country"",""2""],[""level"",""60""],[""wear"",""1""],[""limit"",""archer"",""56""],[""buy"",""0""],[""sell"",""200000""],[""endurance"",""10""],[""specialty"",[""Str"",""3""],[""defense"",""38""],[""dodge"",""13""],[""absorb"",""3""]]]",bango-file,inititem.dat,3781
1298,,G60,Mage,,Golden DaeChangEau Gloves,56,,0,,,,2444,,Def181,"[""10"",""1""]","[""defense"",""gauntlet""]","[""2"",""3"",""5"",""0""]","[""2""]","[""mage"",""56""]",200000,10,"[""specialty"",[""Int"",""1""],[""Wis"",""2""],[""defense"",""33""],[""dodge"",""14""],[""resistfire"",""6""],[""resistice"",""6""],[""resistlitning"",""6""],[""resistcurse"",""4""],[""resistpalsy"",""4""]]","[""item"",[""name"",""2444""],[""Index"",""1298""],[""Image"",""Def181""],[""Action"",""10"",""1""],[""class"",""defense"",""gauntlet""],[""code"",""2"",""3"",""5"",""0""],[""country"",""2""],[""level"",""60""],[""wear"",""1""],[""limit"",""mage"",""56""],[""buy"",""0""],[""sell"",""200000""],[""endurance"",""10""],[""specialty"",[""Int"",""1""],[""Wis"",""2""],[""defense"",""33""],[""dodge"",""14""],[""resistfire"",""6""],[""resistice"",""6""],[""resistlitning"",""6""],[""resistcurse"",""4""],[""resistpalsy"",""4""]]]",bango-file,inititem.dat,3784
1299,,G10,,,Mission letters,,,450,,,,2550,Collect 25 Big Handed Inhabitant's dead bodies.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5001"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1299""],[""Image"",""item063""],[""desc"",""509""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""10""],[""use"",""1""],[""buy"",""450""],[""sell"",""0""],[""specialty"",[""quest"",""5001"",""1""]],[""taskquest"",""1""]]",bango-file,inititem.dat,3788
1300,,G12,,,Mission letters,,,360,,,,2550,Collect 15 Big Handed Warrior's dead bodies.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5002"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1300""],[""Image"",""item063""],[""desc"",""510""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""12""],[""use"",""1""],[""buy"",""360""],[""sell"",""0""],[""specialty"",[""quest"",""5002"",""1""]],[""taskquest"",""2""]]",bango-file,inititem.dat,3789
1301,,G14,,,Mission letters,,,300,,,,2550,Collect 10 Deamon soldier's heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5003"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1301""],[""Image"",""item063""],[""desc"",""511""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""14""],[""use"",""1""],[""buy"",""300""],[""sell"",""0""],[""specialty"",[""quest"",""5003"",""1""]],[""taskquest"",""3""]]",bango-file,inititem.dat,3790
1302,,G16,,,Mission letters,,,300,,,,2550,Collect 10 Demon Throwing Soldier's Heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5004"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1302""],[""Image"",""item063""],[""desc"",""512""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""16""],[""use"",""1""],[""buy"",""300""],[""sell"",""0""],[""specialty"",[""quest"",""5004"",""1""]],[""taskquest"",""4""]]",bango-file,inititem.dat,3791
1303,,G17,,,Mission letters,,,330,,,,2550,Collect 10 Wild Demon Soldier's Heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5005"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1303""],[""Image"",""item063""],[""desc"",""513""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""17""],[""use"",""1""],[""buy"",""330""],[""sell"",""0""],[""specialty"",[""quest"",""5005"",""1""]],[""taskquest"",""5""]]",bango-file,inititem.dat,3792
1304,,G18,,,Mission letters,,,360,,,,2550,Collect 10 Demon Shock Trooper's Heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5006"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1304""],[""Image"",""item063""],[""desc"",""514""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""18""],[""use"",""1""],[""buy"",""360""],[""sell"",""0""],[""specialty"",[""quest"",""5006"",""1""]],[""taskquest"",""6""]]",bango-file,inititem.dat,3793
1305,,G19,,,Mission letters,,,360,,,,2550,Collect 10 Demon Flag Bearer's Heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5007"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1305""],[""Image"",""item063""],[""desc"",""515""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""19""],[""use"",""1""],[""buy"",""360""],[""sell"",""0""],[""specialty"",[""quest"",""5007"",""1""]],[""taskquest"",""7""]]",bango-file,inititem.dat,3794
1306,,G20,,,Mission letters,,,390,,,,2550,Collect 10 Demon Band's Heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5008"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1306""],[""Image"",""item063""],[""desc"",""516""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""20""],[""use"",""1""],[""buy"",""390""],[""sell"",""0""],[""specialty"",[""quest"",""5008"",""1""]],[""taskquest"",""8""]]",bango-file,inititem.dat,3795
1307,,G21,,,Mission letters,,,375,,,,2550,Collect 10 Water Dragons' heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5009"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1307""],[""Image"",""item063""],[""desc"",""517""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""21""],[""use"",""1""],[""buy"",""375""],[""sell"",""0""],[""specialty"",[""quest"",""5009"",""1""]],[""taskquest"",""9""]]",bango-file,inititem.dat,3796
1308,,G23,,,Mission letters,,,420,,,,2550,Collect 10 Demon Armored Knight's Heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5010"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1308""],[""Image"",""item063""],[""desc"",""518""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""23""],[""use"",""1""],[""buy"",""420""],[""sell"",""0""],[""specialty"",[""quest"",""5010"",""1""]],[""taskquest"",""10""]]",bango-file,inititem.dat,3797
1309,,G25,,,Mission letters,,,450,,,,2550,Collect 10 Demon Mad Knight's heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5011"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1309""],[""Image"",""item063""],[""desc"",""519""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""25""],[""use"",""1""],[""buy"",""450""],[""sell"",""0""],[""specialty"",[""quest"",""5011"",""1""]],[""taskquest"",""11""]]",bango-file,inititem.dat,3798
1310,,G29,,,Mission letters,,,500,,,,2550,Collect 5 Demon Commander's Heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5012"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1310""],[""Image"",""item063""],[""desc"",""520""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""29""],[""use"",""1""],[""buy"",""500""],[""sell"",""0""],[""specialty"",[""quest"",""5012"",""1""]],[""taskquest"",""12""]]",bango-file,inititem.dat,3799
1311,,G29,,,Mission letters,,,750,,,,2550,Collect 20 Devil Soldier's heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5013"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1311""],[""Image"",""item063""],[""desc"",""521""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""29""],[""use"",""1""],[""buy"",""750""],[""sell"",""0""],[""specialty"",[""quest"",""5013"",""1""]],[""taskquest"",""13""]]",bango-file,inititem.dat,3800
1312,,G31,,,Mission letters,,,825,,,,2550,Collect 10 Devil Soldier Twin Blades' Heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5014"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1312""],[""Image"",""item063""],[""desc"",""522""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""31""],[""use"",""1""],[""buy"",""825""],[""sell"",""0""],[""specialty"",[""quest"",""5014"",""1""]],[""taskquest"",""14""]]",bango-file,inititem.dat,3801
1313,,G32,,,Mission letters,,,907,,,,2550,Collect 10 Devil Soldier Bow's Heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5015"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1313""],[""Image"",""item063""],[""desc"",""523""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""32""],[""use"",""1""],[""buy"",""907""],[""sell"",""0""],[""specialty"",[""quest"",""5015"",""1""]],[""taskquest"",""15""]]",bango-file,inititem.dat,3802
1314,,G33,,,Mission letters,,,997,,,,2550,Collect 5 Devil Soldier Sword's Heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5016"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1314""],[""Image"",""item063""],[""desc"",""524""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""33""],[""use"",""1""],[""buy"",""997""],[""sell"",""0""],[""specialty"",[""quest"",""5016"",""1""]],[""taskquest"",""16""]]",bango-file,inititem.dat,3803
1315,,G34,,,Mission letters,,,1096,,,,2550,Collect 5 Devil Soldier Spear's Heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5017"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1315""],[""Image"",""item063""],[""desc"",""525""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""34""],[""use"",""1""],[""buy"",""1096""],[""sell"",""0""],[""specialty"",[""quest"",""5017"",""1""]],[""taskquest"",""17""]]",bango-file,inititem.dat,3804
1316,,G42,,,Mission letters,,,2344,,,,2550,Collect 10 Devil Soldier Sub-boss' Heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5018"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1316""],[""Image"",""item063""],[""desc"",""526""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""42""],[""use"",""1""],[""buy"",""2344""],[""sell"",""0""],[""specialty"",[""quest"",""5018"",""1""]],[""taskquest"",""18""]]",bango-file,inititem.dat,3805
1317,,G42,,,Mission letters,,,2344,,,,2550,Collect 5 Devil Soldier Boss' Heads.,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5019"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1317""],[""Image"",""item063""],[""desc"",""527""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""42""],[""use"",""1""],[""buy"",""2344""],[""sell"",""0""],[""specialty"",[""quest"",""5019"",""1""]],[""taskquest"",""19""]]",bango-file,inititem.dat,3806
1318,,,,,Small Magic Potion,,,0,,,,2551,Recovers Magic Point by 300,item363,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""2""]",[],0,,"[""specialty"",[""refresh"",""mp"",""300""]]","[""item"",[""name"",""2551""],[""Index"",""1318""],[""Image"",""item363""],[""desc"",""528""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""2""],[""use"",""1""],[""plural"",""1""],[""pay"",""1""],[""cooltime"",""1300"",""2""],[""buy"",""0""],[""sell"",""0""],[""effect"",""17""],[""specialty"",[""refresh"",""mp"",""300""]]]",bango-file,inititem.dat,3811
1319,,,,,Medium Magic Potion,,,0,,,,2552,Recovers Magic Point by 500,item364,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""2""]",[],0,,"[""specialty"",[""refresh"",""mp"",""500""]]","[""item"",[""name"",""2552""],[""Index"",""1319""],[""Image"",""item364""],[""desc"",""529""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""2""],[""use"",""1""],[""plural"",""1""],[""pay"",""1""],[""cooltime"",""1300"",""2""],[""buy"",""0""],[""sell"",""0""],[""effect"",""17""],[""specialty"",[""refresh"",""mp"",""500""]]]",bango-file,inititem.dat,3814
1320,,G60,Knight,,Golden Shield,60,,0,,,,2553,It's made out of gold. #nOnly the one who get recognized by the king can get this shield.#nIt can be bought with Reward points.#nReward Point 300000,Def184,"[""5"",""2""]","[""defense"",""shield""]","[""2"",""3"",""8"",""0""]","[""2""]","[""Knight"",""60""]",0,15,"[""specialty"",[""defense"",""34""],[""dodge"",""10""],[""absorb"",""2""]]","[""item"",[""name"",""2553""],[""Index"",""1320""],[""Image"",""Def184""],[""Action"",""5"",""2""],[""desc"",""530""],[""class"",""defense"",""shield""],[""code"",""2"",""3"",""8"",""0""],[""country"",""2""],[""level"",""60""],[""wear"",""1""],[""limit"",""Knight"",""60""],[""buy"",""0""],[""sell"",""0""],[""endurance"",""15""],[""specialty"",[""defense"",""34""],[""dodge"",""10""],[""absorb"",""2""]]]",bango-file,inititem.dat,3819
1321,,,,,Pine (The South Gate Restoration Event),,,0,,,,2554,This item will disappear when the event is finished.,item365,[],"[""quest"",""common""]","[""4"",""10"",""0"",""0""]","[""2""]",[],0,,[],"[""item"",[""name"",""2554""],[""Index"",""1321""],[""Image"",""item365""],[""desc"",""531""],[""class"",""quest"",""common""],[""code"",""4"",""10"",""0"",""0""],[""country"",""2""],[""plural"",""1""],[""buy"",""0""],[""sell"",""0""]]",bango-file,inititem.dat,3824
1322,,,,,Tile (The South Gate Restoration Event),,,0,,,,2555,This item will disappear when the event is finished.,item366,[],"[""quest"",""common""]","[""4"",""10"",""0"",""0""]","[""2""]",[],0,,[],"[""item"",[""name"",""2555""],[""Index"",""1322""],[""Image"",""item366""],[""desc"",""531""],[""class"",""quest"",""common""],[""code"",""4"",""10"",""0"",""0""],[""country"",""2""],[""plural"",""1""],[""buy"",""0""],[""sell"",""0""]]",bango-file,inititem.dat,3827
1323,,,,,Doggebi Mask,,,150000,,,,2556,This can make you invisible for certain period of time.#nYou will not be able to attack or attacked from#nopponent.,item367,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""2""]",[],0,,"[""specialty"",[""buff"",""303"",""10000""]]","[""item"",[""name"",""2556""],[""Index"",""1323""],[""Image"",""item367""],[""desc"",""532""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""2""],[""use"",""1""],[""plural"",""1""],[""cooltime"",""900000""],[""buy"",""150000""],[""sell"",""0""],[""specialty"",[""buff"",""303"",""10000""]]]",bango-file,inititem.dat,3830
1324,,,,,Encampment Building Scroll,,,50000,,,,2557,"This is the scroll that has the method of Encampment Building.#nYou will need a wood, a leather and a hammer.#nYou can only use this at Suffering Valley.",item368,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""2""]",[],0,,"[""specialty""]","[""item"",[""name"",""2557""],[""Index"",""1324""],[""Image"",""item368""],[""desc"",""533""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""2""],[""use"",""1""],[""cooltime"",""900000""],[""buy"",""50000""],[""sell"",""0""],[""specialty""]]",bango-file,inititem.dat,3833
1325,,,,,Wood(Encampment Building),,,20000,,,,2558,"You need materials for Encampment Building.#na wood, a leather and a hammer..",item369,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""2""]",[],0,,[],"[""item"",[""name"",""2558""],[""Index"",""1325""],[""Image"",""item369""],[""desc"",""534""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""2""],[""plural"",""1""],[""buy"",""20000""],[""sell"",""0""]]",bango-file,inititem.dat,3836
1326,,,,,Leather(Encampment Building Scroll),,,20000,,,,2559,"You need materials for Encampment Building.#na wood, a leather and a hammer..",item370,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""2""]",[],0,,[],"[""item"",[""name"",""2559""],[""Index"",""1326""],[""Image"",""item370""],[""desc"",""534""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""2""],[""plural"",""1""],[""buy"",""20000""],[""sell"",""0""]]",bango-file,inititem.dat,3839
