drp_azon,drp_group1,drp_group2,drp_chance1,drp_chance2,drp_item,drp_monst,drp_rev,bango_item_name,bango_monster_name,bango_value,bango_flag,provenance,source_file,source_line
11635,,,,,331,281,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11883
11636,,,,,523,281,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11884
11637,,,,,446,281,,Sea Bream with Blood,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11885
11638,,,,,993,281,,Doggebi's Fixing Tool,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11886
11639,,,,,895,282,,Stone of Shadow,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11888
11640,,,,,896,282,,Stone of Holy,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11889
11641,,,,,897,282,,Stone of Flame,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11890
11642,,,,,898,282,,Stone of Ice,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11891
11643,,,,,899,282,,Stone of Lightening,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11892
11644,,,,,900,282,,Stone of Poison,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11893
11645,,,,,901,282,,Stone of Paralysis,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11894
11646,,,,,902,282,,Stone of Strength,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11895
11647,,,,,903,282,,Stone of Skill,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11896
11648,,,,,31,282,,Zamogeon,High Class Doggebi with a Mask of Black Panther,314,n,bango-file,droplist.dat,11897
11649,,,,,646,282,,Six Piece of Bronze Mirror,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11898
11650,,,,,647,282,,Seventh Piece of Bronze Mirror,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11899
11651,,,,,372,282,,Diamond Scaled Armor,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11900
11652,,,,,373,282,,Diamond Scaled Helmet,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11901
11653,,,,,374,282,,Diamond Scaled Gloves,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11902
11654,,,,,375,282,,Diamond Scaled Shoes,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11903
11655,,,,,376,282,,Diamond Scaled Shorts,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11904
11656,,,,,377,282,,Diamond Armor,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11905
11657,,,,,378,282,,Diamond Helmet,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11906
11658,,,,,379,282,,Diamond Gloves,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11907
11659,,,,,380,282,,Diamond Shoes,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11908
11660,,,,,381,282,,Diamond Shorts,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11909
11661,,,,,382,282,,White DaeChangEau,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11910
11662,,,,,383,282,,White DaeChangEau Hair Decoration,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11911
11663,,,,,384,282,,White DaeChangEau Gloves,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11912
11664,,,,,385,282,,White DaeChangEau Shoes,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11913
11665,,,,,386,282,,White DaeChangEau Shorts,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11914
11666,,,,,431,282,,Iron Shield With Gong,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11915
11667,,,,,457,282,,Diamond Treasure Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11916
11668,,,,,458,282,,Diamond Sword of Pain,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11917
11669,,,,,459,282,,Diamond Sword of Phantom,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11918
11670,,,,,460,282,,Diamond Giant Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11919
11671,,,,,461,282,,Diamond Giant Sword of Pain,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11920
11672,,,,,462,282,,Diamond Giant Sword of Phantom,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11921
11673,,,,,463,282,,Diamond Bow,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11922
11674,,,,,464,282,,Diamond Bow of Pain,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11923
11675,,,,,465,282,,Diamond Bow of Phantom,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11924
11676,,,,,466,282,,Diamond Stick,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11925
11677,,,,,467,282,,Diamond Stick of Pain,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11926
11678,,,,,468,282,,Diamond Stick of Phantom,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11927
11679,,,,,560,282,,Ancient Treasure Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11928
11680,,,,,561,282,,General's Treasure Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11929
11681,,,,,562,282,,Ancient Dynasty's Treasure Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11930
11682,,,,,563,282,,Ancient Giant Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11931
11683,,,,,564,282,,General's Giant Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11932
11684,,,,,565,282,,Ancient Dynasty's Giant Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11933
11685,,,,,566,282,,Ancient Tribal Mac's Bow,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11934
11686,,,,,567,282,,General of Ancient Tribal Mac's Bow,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11935
11687,,,,,568,282,,Ancient Dynasty of Tribal Mac's Bow,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11936
11688,,,,,569,282,,Ancient Stick,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11937
11689,,,,,570,282,,General's Stick,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11938
11690,,,,,571,282,,Ancient Dynasty's Stick,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11939
11691,,,,,1423,282,,Diamond dagger,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11940
11692,,,,,1424,282,,Diamond dagger of Pain,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11941
11693,,,,,1425,282,,Diamond dagger of Phantom,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11942
11694,,,,,1426,282,,Ancient dagger,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11943
11695,,,,,1427,282,,General's dagger,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11944
11696,,,,,1428,282,,Ancient Dynasty's dagger,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11945
11697,,,,,276,282,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11946
11698,,,,,277,282,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11947
11699,,,,,284,282,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11948
11700,,,,,285,282,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11949
11701,,,,,292,282,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11950
11702,,,,,293,282,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11951
11703,,,,,300,282,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11952
11704,,,,,301,282,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11953
11705,,,,,308,282,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11954
11706,,,,,309,282,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11955
11707,,,,,316,282,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11956
11708,,,,,318,282,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11957
11709,,,,,282,282,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11958
11710,,,,,290,282,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11959
11711,,,,,298,282,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11960
11712,,,,,306,282,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11961
11713,,,,,314,282,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11962
11714,,,,,322,282,,Talisman of Protection,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11963
11715,,,,,323,282,,Talisman of Protection,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11964
11716,,,,,324,282,,Talisman of Protection,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11965
11717,,,,,325,282,,Talisman of Protection,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11966
11718,,,,,326,282,,Talisman of Protection,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11967
11719,,,,,327,282,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11968
11720,,,,,328,282,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11969
11721,,,,,329,282,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11970
11722,,,,,330,282,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11971
11723,,,,,331,282,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11972
11724,,,,,523,282,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11973
11725,,,,,446,282,,Sea Bream with Blood,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11974
11726,,,,,993,282,,Doggebi's Fixing Tool,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11975
11727,,,,,895,283,,Stone of Shadow,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11977
11728,,,,,896,283,,Stone of Holy,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11978
11729,,,,,897,283,,Stone of Flame,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11979
11730,,,,,898,283,,Stone of Ice,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11980
11731,,,,,899,283,,Stone of Lightening,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11981
11732,,,,,900,283,,Stone of Poison,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11982
11733,,,,,901,283,,Stone of Paralysis,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11983
11734,,,,,902,283,,Stone of Strength,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11984
11735,,,,,903,283,,Stone of Skill,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11985
11736,,,,,31,283,,Zamogeon,High Class Doggebi with a Mask of Black Panther,316,n,bango-file,droplist.dat,11986
11737,,,,,646,283,,Six Piece of Bronze Mirror,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11987
11738,,,,,647,283,,Seventh Piece of Bronze Mirror,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11988
11739,,,,,372,283,,Diamond Scaled Armor,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11989
11740,,,,,373,283,,Diamond Scaled Helmet,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11990
11741,,,,,374,283,,Diamond Scaled Gloves,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11991
11742,,,,,375,283,,Diamond Scaled Shoes,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11992
11743,,,,,376,283,,Diamond Scaled Shorts,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11993
11744,,,,,377,283,,Diamond Armor,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11994
11745,,,,,378,283,,Diamond Helmet,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11995
11746,,,,,379,283,,Diamond Gloves,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11996
11747,,,,,380,283,,Diamond Shoes,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11997
11748,,,,,381,283,,Diamond Shorts,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11998
11749,,,,,382,283,,White DaeChangEau,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,11999
11750,,,,,383,283,,White DaeChangEau Hair Decoration,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12000
11751,,,,,384,283,,White DaeChangEau Gloves,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12001
11752,,,,,385,283,,White DaeChangEau Shoes,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12002
11753,,,,,386,283,,White DaeChangEau Shorts,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12003
11754,,,,,431,283,,Iron Shield With Gong,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12004
11755,,,,,457,283,,Diamond Treasure Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12005
11756,,,,,458,283,,Diamond Sword of Pain,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12006
11757,,,,,459,283,,Diamond Sword of Phantom,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12007
11758,,,,,460,283,,Diamond Giant Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12008
11759,,,,,461,283,,Diamond Giant Sword of Pain,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12009
11760,,,,,462,283,,Diamond Giant Sword of Phantom,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12010
11761,,,,,463,283,,Diamond Bow,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12011
11762,,,,,464,283,,Diamond Bow of Pain,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12012
11763,,,,,465,283,,Diamond Bow of Phantom,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12013
11764,,,,,466,283,,Diamond Stick,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12014
11765,,,,,467,283,,Diamond Stick of Pain,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12015
11766,,,,,468,283,,Diamond Stick of Phantom,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12016
11767,,,,,560,283,,Ancient Treasure Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12017
11768,,,,,561,283,,General's Treasure Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12018
11769,,,,,562,283,,Ancient Dynasty's Treasure Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12019
11770,,,,,563,283,,Ancient Giant Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12020
11771,,,,,564,283,,General's Giant Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12021
11772,,,,,565,283,,Ancient Dynasty's Giant Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12022
11773,,,,,566,283,,Ancient Tribal Mac's Bow,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12023
11774,,,,,567,283,,General of Ancient Tribal Mac's Bow,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12024
11775,,,,,568,283,,Ancient Dynasty of Tribal Mac's Bow,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12025
11776,,,,,569,283,,Ancient Stick,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12026
11777,,,,,570,283,,General's Stick,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12027
11778,,,,,571,283,,Ancient Dynasty's Stick,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12028
11779,,,,,1423,283,,Diamond dagger,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12029
11780,,,,,1424,283,,Diamond dagger of Pain,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12030
11781,,,,,1425,283,,Diamond dagger of Phantom,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12031
11782,,,,,1426,283,,Ancient dagger,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12032
11783,,,,,1427,283,,General's dagger,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12033
11784,,,,,1428,283,,Ancient Dynasty's dagger,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12034
11785,,,,,276,283,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12035
11786,,,,,277,283,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12036
11787,,,,,284,283,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12037
11788,,,,,285,283,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12038
11789,,,,,292,283,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12039
11790,,,,,293,283,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12040
11791,,,,,300,283,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12041
11792,,,,,301,283,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12042
11793,,,,,308,283,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12043
11794,,,,,309,283,,Talisman of Wonder,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12044
11795,,,,,316,283,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12045
11796,,,,,318,283,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12046
11797,,,,,282,283,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12047
11798,,,,,290,283,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12048
11799,,,,,298,283,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12049
11800,,,,,306,283,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12050
11801,,,,,314,283,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12051
11802,,,,,322,283,,Talisman of Protection,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12052
11803,,,,,323,283,,Talisman of Protection,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12053
11804,,,,,324,283,,Talisman of Protection,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12054
11805,,,,,325,283,,Talisman of Protection,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12055
11806,,,,,326,283,,Talisman of Protection,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12056
11807,,,,,327,283,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12057
11808,,,,,328,283,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12058
11809,,,,,329,283,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12059
11810,,,,,330,283,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12060
11811,,,,,331,283,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12061
11812,,,,,523,283,,Talisman of Intensification,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12062
11813,,,,,446,283,,Sea Bream with Blood,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12063
11814,,,,,993,283,,Doggebi's Fixing Tool,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12064
11815,,,,,665,283,,Golden Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12065
11816,,,,,666,283,,Golden Giant Sword,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12066
11817,,,,,667,283,,Golden Bow,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12067
11818,,,,,668,283,,Golden Stick,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12068
11819,,,,,1431,283,,Golden dagger,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12069
11820,,,,,2461,283,,Health Necklace,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12070
11821,,,,,2462,283,,Mana Necklace,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12071
11822,,,,,2463,283,,Trinity Necklace,High Class Doggebi with a Mask of Black Panther,1,n,bango-file,droplist.dat,12072
11823,,,,,895,284,,Stone of Shadow,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12074
11824,,,,,896,284,,Stone of Holy,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12075
11825,,,,,897,284,,Stone of Flame,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12076
11826,,,,,898,284,,Stone of Ice,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12077
11827,,,,,899,284,,Stone of Lightening,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12078
11828,,,,,900,284,,Stone of Poison,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12079
11829,,,,,901,284,,Stone of Paralysis,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12080
11830,,,,,902,284,,Stone of Strength,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12081
11831,,,,,903,284,,Stone of Skill,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12082
11832,,,,,31,284,,Zamogeon,High Class Giant Doggebi,314,n,bango-file,droplist.dat,12083
11833,,,,,647,284,,Seventh Piece of Bronze Mirror,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12084
11834,,,,,648,284,,Eighth Piece of Bronze Mirror,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12085
11835,,,,,372,284,,Diamond Scaled Armor,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12086
11836,,,,,373,284,,Diamond Scaled Helmet,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12087
11837,,,,,374,284,,Diamond Scaled Gloves,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12088
11838,,,,,375,284,,Diamond Scaled Shoes,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12089
11839,,,,,376,284,,Diamond Scaled Shorts,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12090
11840,,,,,377,284,,Diamond Armor,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12091
11841,,,,,378,284,,Diamond Helmet,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12092
11842,,,,,379,284,,Diamond Gloves,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12093
11843,,,,,380,284,,Diamond Shoes,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12094
11844,,,,,381,284,,Diamond Shorts,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12095
11845,,,,,382,284,,White DaeChangEau,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12096
11846,,,,,383,284,,White DaeChangEau Hair Decoration,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12097
11847,,,,,384,284,,White DaeChangEau Gloves,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12098
11848,,,,,385,284,,White DaeChangEau Shoes,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12099
11849,,,,,386,284,,White DaeChangEau Shorts,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12100
11850,,,,,431,284,,Iron Shield With Gong,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12101
11851,,,,,457,284,,Diamond Treasure Sword,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12102
11852,,,,,458,284,,Diamond Sword of Pain,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12103
11853,,,,,459,284,,Diamond Sword of Phantom,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12104
11854,,,,,460,284,,Diamond Giant Sword,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12105
11855,,,,,461,284,,Diamond Giant Sword of Pain,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12106
11856,,,,,462,284,,Diamond Giant Sword of Phantom,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12107
11857,,,,,463,284,,Diamond Bow,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12108
11858,,,,,464,284,,Diamond Bow of Pain,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12109
11859,,,,,465,284,,Diamond Bow of Phantom,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12110
11860,,,,,466,284,,Diamond Stick,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12111
11861,,,,,467,284,,Diamond Stick of Pain,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12112
11862,,,,,468,284,,Diamond Stick of Phantom,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12113
11863,,,,,560,284,,Ancient Treasure Sword,High Class Giant Doggebi,1,n,bango-file,droplist.dat,12114
