normalized_name,legacy_name,bango_name,bango_key,bango_definition_ordinal,skill_class,legacy_positions,match_basis,field,meaning,unit,compare_index,label_verification,bango_level_json,bango_grade_json,legacy_rpn,bango_prefix_json,bango_rpn_json,legacy_canonical_json,bango_canonical_json,verdict,attribution,notes
souldestruction,Soul Destruction,Soul Destruction,mage-39,1,mage,4,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""52"",""57"",""62"",""67"",""72"",""0""]","[""11"",""0""]",29 sk_lvl 8 * +,"[[""plus"",""18"",[""mul"",""skill_level"",""22""]]]","[""18 skill_level 22 * +""]","[""add"",[""multiply"",[""number"",""8""],[""variable"",""skill_level""]],[""number"",""29""]]","[[""add"",[""multiply"",[""number"",""22""],[""variable"",""skill_level""]],[""number"",""18""]]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
souldestruction,Soul Destruction,Soul Destruction,mage-39,1,mage,4,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""52"",""57"",""62"",""67"",""72"",""0""]","[""11"",""0""]",150,"[""150""]","[""150""]","[""number"",""150""]","[[""number"",""150""]]",same,,Canonical arithmetic expressions are semantically identical.
souldestruction,Soul Destruction,Soul Destruction,mage-39,1,mage,4,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""52"",""57"",""62"",""67"",""72"",""0""]","[""11"",""0""]",1200,"[""700""]","[""700""]","[""number"",""1200""]","[[""number"",""700""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
souldestruction,Soul Destruction,Soul Destruction,mage-39,1,mage,4,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""52"",""57"",""62"",""67"",""72"",""0""]","[""11"",""0""]",6000,"[""600""]","[""600""]","[""number"",""6000""]","[[""number"",""600""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
chainlightning,Chain Lightning,Chain Lightning,mage-40,1,mage,3,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""59"",""0""]","[""7"",""0""]",174,"[""174""]","[""174""]","[""number"",""174""]","[[""number"",""174""]]",same,,Canonical arithmetic expressions are semantically identical.
chainlightning,Chain Lightning,Chain Lightning,mage-40,1,mage,3,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""59"",""0""]","[""7"",""0""]",190,"[""190""]","[""190""]","[""number"",""190""]","[[""number"",""190""]]",same,,Canonical arithmetic expressions are semantically identical.
chainlightning,Chain Lightning,Chain Lightning,mage-40,1,mage,3,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""59"",""0""]","[""7"",""0""]",2200,"[""2200""]","[""2200""]","[""number"",""2200""]","[[""number"",""2200""]]",same,,Canonical arithmetic expressions are semantically identical.
chainlightning,Chain Lightning,Chain Lightning,mage-40,1,mage,3,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""59"",""0""]","[""7"",""0""]",300,"[""300""]","[""300""]","[""number"",""300""]","[[""number"",""300""]]",same,,Canonical arithmetic expressions are semantically identical.
thunder,Thunder,Thunder,mage-41,1,mage,3,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""63"",""66"",""0""]","[""7"",""0""]",40 sk_lvl 8 * +,"[[""plus"",""30"",[""mul"",""skill_level"",""8""]]]","[""30 skill_level 8 * +""]","[""add"",[""multiply"",[""number"",""8""],[""variable"",""skill_level""]],[""number"",""40""]]","[[""add"",[""multiply"",[""number"",""8""],[""variable"",""skill_level""]],[""number"",""30""]]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
thunder,Thunder,Thunder,mage-41,1,mage,3,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""63"",""66"",""0""]","[""7"",""0""]",190,"[""190""]","[""190""]","[""number"",""190""]","[[""number"",""190""]]",same,,Canonical arithmetic expressions are semantically identical.
thunder,Thunder,Thunder,mage-41,1,mage,3,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""63"",""66"",""0""]","[""7"",""0""]",1000,"[""1000""]","[""1000""]","[""number"",""1000""]","[[""number"",""1000""]]",same,,Canonical arithmetic expressions are semantically identical.
thunder,Thunder,Thunder,mage-41,1,mage,3,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""63"",""66"",""0""]","[""7"",""0""]",600,"[""600""]","[""600""]","[""number"",""600""]","[[""number"",""600""]]",same,,Canonical arithmetic expressions are semantically identical.
thunderstorm,Thunder Storm,Thunder Storm,mage-42,1,mage,3,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""65"",""0""]","[""7"",""0""]",352,"[""352""]","[""352""]","[""number"",""352""]","[[""number"",""352""]]",same,,Canonical arithmetic expressions are semantically identical.
thunderstorm,Thunder Storm,Thunder Storm,mage-42,1,mage,3,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""65"",""0""]","[""7"",""0""]",190,"[""190""]","[""190""]","[""number"",""190""]","[[""number"",""190""]]",same,,Canonical arithmetic expressions are semantically identical.
thunderstorm,Thunder Storm,Thunder Storm,mage-42,1,mage,3,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""65"",""0""]","[""7"",""0""]",4000,"[""2000""]","[""2000""]","[""number"",""4000""]","[[""number"",""2000""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
thunderstorm,Thunder Storm,Thunder Storm,mage-42,1,mage,3,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""65"",""0""]","[""7"",""0""]",180000,"[""120000""]","[""120000""]","[""number"",""180000""]","[[""number"",""120000""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
icerestriction,Ice Restriction,Ice Restriction,mage-43,1,mage,3,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""56"",""0""]","[""7"",""0""]",126,"[""126""]","[""126""]","[""number"",""126""]","[[""number"",""126""]]",same,,Canonical arithmetic expressions are semantically identical.
icerestriction,Ice Restriction,Ice Restriction,mage-43,1,mage,3,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""56"",""0""]","[""7"",""0""]",190,"[""190""]","[""190""]","[""number"",""190""]","[[""number"",""190""]]",same,,Canonical arithmetic expressions are semantically identical.
icerestriction,Ice Restriction,Ice Restriction,mage-43,1,mage,3,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""56"",""0""]","[""7"",""0""]",800,"[""800""]","[""800""]","[""number"",""800""]","[[""number"",""800""]]",same,,Canonical arithmetic expressions are semantically identical.
icerestriction,Ice Restriction,Ice Restriction,mage-43,1,mage,3,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""56"",""0""]","[""7"",""0""]",600,"[""600""]","[""600""]","[""number"",""600""]","[[""number"",""600""]]",same,,Canonical arithmetic expressions are semantically identical.
icestorm,Ice Storm,Ice Storm,mage-44,1,mage,3,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""65"",""0""]","[""7"",""0""]",392,"[""396""]","[""396""]","[""number"",""392""]","[[""number"",""396""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
icestorm,Ice Storm,Ice Storm,mage-44,1,mage,3,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""65"",""0""]","[""7"",""0""]",190,"[""190""]","[""190""]","[""number"",""190""]","[[""number"",""190""]]",same,,Canonical arithmetic expressions are semantically identical.
icestorm,Ice Storm,Ice Storm,mage-44,1,mage,3,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""65"",""0""]","[""7"",""0""]",4000,"[""2000""]","[""2000""]","[""number"",""4000""]","[[""number"",""2000""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
icestorm,Ice Storm,Ice Storm,mage-44,1,mage,3,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""65"",""0""]","[""7"",""0""]",180000,"[""120000""]","[""120000""]","[""number"",""180000""]","[[""number"",""120000""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
explosion,Explosion,Explosion,mage-45,1,mage,3,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""62"",""68"",""0""]","[""7"",""0""]",32 sk_lvl 4 * +,"[[""plus"",""32"",[""mul"",""skill_level"",""4""]]]","[""32 skill_level 4 * +""]","[""add"",[""multiply"",[""number"",""4""],[""variable"",""skill_level""]],[""number"",""32""]]","[[""add"",[""multiply"",[""number"",""4""],[""variable"",""skill_level""]],[""number"",""32""]]]",same,,Canonical arithmetic expressions are semantically identical.
explosion,Explosion,Explosion,mage-45,1,mage,3,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""62"",""68"",""0""]","[""7"",""0""]",180,"[""180""]","[""180""]","[""number"",""180""]","[[""number"",""180""]]",same,,Canonical arithmetic expressions are semantically identical.
explosion,Explosion,Explosion,mage-45,1,mage,3,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""62"",""68"",""0""]","[""7"",""0""]",1400,"[""1400""]","[""1400""]","[""number"",""1400""]","[[""number"",""1400""]]",same,,Canonical arithmetic expressions are semantically identical.
explosion,Explosion,Explosion,mage-45,1,mage,3,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""62"",""68"",""0""]","[""7"",""0""]",600,"[""600""]","[""600""]","[""number"",""600""]","[[""number"",""600""]]",same,,Canonical arithmetic expressions are semantically identical.
explosiveburst,Explosive Burst,Explosive Burst,mage-46,1,mage,3,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""64"",""0""]","[""7"",""0""]",142,"[""142""]","[""142""]","[""number"",""142""]","[[""number"",""142""]]",same,,Canonical arithmetic expressions are semantically identical.
explosiveburst,Explosive Burst,Explosive Burst,mage-46,1,mage,3,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""64"",""0""]","[""7"",""0""]",180,"[""180""]","[""180""]","[""number"",""180""]","[[""number"",""180""]]",same,,Canonical arithmetic expressions are semantically identical.
explosiveburst,Explosive Burst,Explosive Burst,mage-46,1,mage,3,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""64"",""0""]","[""7"",""0""]",1800,"[""1800""]","[""1800""]","[""number"",""1800""]","[[""number"",""1800""]]",same,,Canonical arithmetic expressions are semantically identical.
explosiveburst,Explosive Burst,Explosive Burst,mage-46,1,mage,3,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""64"",""0""]","[""7"",""0""]",2200,"[""2200""]","[""2200""]","[""number"",""2200""]","[[""number"",""2200""]]",same,,Canonical arithmetic expressions are semantically identical.
firestorm,Fire Storm,Fire Storm,mage-47,1,mage,3,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""65"",""0""]","[""7"",""0""]",327,"[""327""]","[""327""]","[""number"",""327""]","[[""number"",""327""]]",same,,Canonical arithmetic expressions are semantically identical.
firestorm,Fire Storm,Fire Storm,mage-47,1,mage,3,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""65"",""0""]","[""7"",""0""]",180,"[""180""]","[""180""]","[""number"",""180""]","[[""number"",""180""]]",same,,Canonical arithmetic expressions are semantically identical.
firestorm,Fire Storm,Fire Storm,mage-47,1,mage,3,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""65"",""0""]","[""7"",""0""]",4000,"[""2000""]","[""2000""]","[""number"",""4000""]","[[""number"",""2000""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
firestorm,Fire Storm,Fire Storm,mage-47,1,mage,3,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""65"",""0""]","[""7"",""0""]",180000,"[""120000""]","[""120000""]","[""number"",""180000""]","[[""number"",""120000""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
blessingofstrength,Blessing of Strength,Blessing of Strength,mage-48,1,mage,4,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""54"",""63"",""0""]","[""11"",""0""]",64 sk_lvl 32 * +,"[[""plus"",""64"",[""mul"",""32"",""skill_level""]]]","[""64 32 skill_level * +""]","[""add"",[""multiply"",[""number"",""32""],[""variable"",""skill_level""]],[""number"",""64""]]","[[""add"",[""multiply"",[""number"",""32""],[""variable"",""skill_level""]],[""number"",""64""]]]",same,,Canonical arithmetic expressions are semantically identical.
blessingofstrength,Blessing of Strength,Blessing of Strength,mage-48,1,mage,4,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""54"",""63"",""0""]","[""11"",""0""]",94,"[""94""]","[""94""]","[""number"",""94""]","[[""number"",""94""]]",same,,Canonical arithmetic expressions are semantically identical.
blessingofstrength,Blessing of Strength,Blessing of Strength,mage-48,1,mage,4,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""54"",""63"",""0""]","[""11"",""0""]",2000,"[""2000""]","[""2000""]","[""number"",""2000""]","[[""number"",""2000""]]",same,,Canonical arithmetic expressions are semantically identical.
blessingofstrength,Blessing of Strength,Blessing of Strength,mage-48,1,mage,4,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""54"",""63"",""0""]","[""11"",""0""]",5000,"[""5000""]","[""5000""]","[""number"",""5000""]","[[""number"",""5000""]]",same,,Canonical arithmetic expressions are semantically identical.
blessingofhealth,Blessing of Health,Blessing of Health,mage-49,1,mage,4,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""54"",""64"",""0""]","[""11"",""0""]",60 sk_lvl 27 * +,"[[""plus"",""60"",[""mul"",""27"",""skill_level""]]]","[""60 27 skill_level * +""]","[""add"",[""multiply"",[""number"",""27""],[""variable"",""skill_level""]],[""number"",""60""]]","[[""add"",[""multiply"",[""number"",""27""],[""variable"",""skill_level""]],[""number"",""60""]]]",same,,Canonical arithmetic expressions are semantically identical.
blessingofhealth,Blessing of Health,Blessing of Health,mage-49,1,mage,4,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""54"",""64"",""0""]","[""11"",""0""]",94,"[""94""]","[""94""]","[""number"",""94""]","[[""number"",""94""]]",same,,Canonical arithmetic expressions are semantically identical.
blessingofhealth,Blessing of Health,Blessing of Health,mage-49,1,mage,4,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""54"",""64"",""0""]","[""11"",""0""]",2000,"[""2000""]","[""2000""]","[""number"",""2000""]","[[""number"",""2000""]]",same,,Canonical arithmetic expressions are semantically identical.
blessingofhealth,Blessing of Health,Blessing of Health,mage-49,1,mage,4,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""54"",""64"",""0""]","[""11"",""0""]",5000,"[""5000""]","[""5000""]","[""number"",""5000""]","[[""number"",""5000""]]",same,,Canonical arithmetic expressions are semantically identical.
blessingofagility,Blessing of Agility,Blessing of Agility,mage-50,1,mage,4,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""55"",""64"",""0""]","[""11"",""0""]",67 sk_lvl 26 * +,"[[""plus"",""67"",[""mul"",""26"",""skill_level""]]]","[""67 26 skill_level * +""]","[""add"",[""multiply"",[""number"",""26""],[""variable"",""skill_level""]],[""number"",""67""]]","[[""add"",[""multiply"",[""number"",""26""],[""variable"",""skill_level""]],[""number"",""67""]]]",same,,Canonical arithmetic expressions are semantically identical.
blessingofagility,Blessing of Agility,Blessing of Agility,mage-50,1,mage,4,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""55"",""64"",""0""]","[""11"",""0""]",94,"[""94""]","[""94""]","[""number"",""94""]","[[""number"",""94""]]",same,,Canonical arithmetic expressions are semantically identical.
blessingofagility,Blessing of Agility,Blessing of Agility,mage-50,1,mage,4,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""55"",""64"",""0""]","[""11"",""0""]",2000,"[""2000""]","[""2000""]","[""number"",""2000""]","[[""number"",""2000""]]",same,,Canonical arithmetic expressions are semantically identical.
blessingofagility,Blessing of Agility,Blessing of Agility,mage-50,1,mage,4,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""55"",""64"",""0""]","[""11"",""0""]",5000,"[""5000""]","[""5000""]","[""number"",""5000""]","[[""number"",""5000""]]",same,,Canonical arithmetic expressions are semantically identical.
blessingofintelligence,Blessing of Intelligence,Blessing of Intelligence,mage-51,1,mage,4,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""56"",""65"",""0""]","[""11"",""0""]",64 sk_lvl 32 * +,"[[""plus"",""64"",[""mul"",""36"",""skill_level""]]]","[""64 36 skill_level * +""]","[""add"",[""multiply"",[""number"",""32""],[""variable"",""skill_level""]],[""number"",""64""]]","[[""add"",[""multiply"",[""number"",""36""],[""variable"",""skill_level""]],[""number"",""64""]]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
blessingofintelligence,Blessing of Intelligence,Blessing of Intelligence,mage-51,1,mage,4,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""56"",""65"",""0""]","[""11"",""0""]",94,"[""94""]","[""94""]","[""number"",""94""]","[[""number"",""94""]]",same,,Canonical arithmetic expressions are semantically identical.
blessingofintelligence,Blessing of Intelligence,Blessing of Intelligence,mage-51,1,mage,4,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""56"",""65"",""0""]","[""11"",""0""]",2000,"[""2000""]","[""2000""]","[""number"",""2000""]","[[""number"",""2000""]]",same,,Canonical arithmetic expressions are semantically identical.
blessingofintelligence,Blessing of Intelligence,Blessing of Intelligence,mage-51,1,mage,4,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""56"",""65"",""0""]","[""11"",""0""]",5000,"[""5000""]","[""5000""]","[""number"",""5000""]","[[""number"",""5000""]]",same,,Canonical arithmetic expressions are semantically identical.
purification,Purification,Purification,mage-53,1,mage,4,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""50"",""0""]","[""11"",""0""]",74,"[""74""]","[""74""]","[""number"",""74""]","[[""number"",""74""]]",same,,Canonical arithmetic expressions are semantically identical.
purification,Purification,Purification,mage-53,1,mage,4,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""50"",""0""]","[""11"",""0""]",170,"[""170""]","[""170""]","[""number"",""170""]","[[""number"",""170""]]",same,,Canonical arithmetic expressions are semantically identical.
purification,Purification,Purification,mage-53,1,mage,4,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""50"",""0""]","[""11"",""0""]",2000,"[""2000""]","[""2000""]","[""number"",""2000""]","[[""number"",""2000""]]",same,,Canonical arithmetic expressions are semantically identical.
purification,Purification,Purification,mage-53,1,mage,4,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""50"",""0""]","[""11"",""0""]",5000,"[""5000""]","[""5000""]","[""number"",""5000""]","[[""number"",""5000""]]",same,,Canonical arithmetic expressions are semantically identical.
perfectcure,Perfect Cure,Perfect Cure,mage-54,1,mage,4,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""52"",""62"",""69"",""0""]","[""11"",""0""]",190 sk_lvl 30 * +,"[[""plus"",""190"",[""mul"",""skill_level"",""30""]]]","[""190 skill_level 30 * +""]","[""add"",[""multiply"",[""number"",""30""],[""variable"",""skill_level""]],[""number"",""190""]]","[[""add"",[""multiply"",[""number"",""30""],[""variable"",""skill_level""]],[""number"",""190""]]]",same,,Canonical arithmetic expressions are semantically identical.
perfectcure,Perfect Cure,Perfect Cure,mage-54,1,mage,4,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""52"",""62"",""69"",""0""]","[""11"",""0""]",180,"[""180""]","[""180""]","[""number"",""180""]","[[""number"",""180""]]",same,,Canonical arithmetic expressions are semantically identical.
perfectcure,Perfect Cure,Perfect Cure,mage-54,1,mage,4,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""52"",""62"",""69"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
perfectcure,Perfect Cure,Perfect Cure,mage-54,1,mage,4,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""52"",""62"",""69"",""0""]","[""11"",""0""]",900000,"[""90000""]","[""90000""]","[""number"",""900000""]","[[""number"",""90000""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
increaseoftargetrange,Increase of Target Range,Increase of Target Range,mage-55,1,mage,4,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""53"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
increaseoftargetrange,Increase of Target Range,Increase of Target Range,mage-55,1,mage,4,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""53"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
increaseoftargetrange,Increase of Target Range,Increase of Target Range,mage-55,1,mage,4,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""53"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
increaseoftargetrange,Increase of Target Range,Increase of Target Range,mage-55,1,mage,4,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""53"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
groupcure2,Group Cure 2,Group Cure 2,mage-56,1,mage,4,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""58"",""67"",""0""]","[""11"",""0""]",72 sk_lvl 12 * +,"[[""plus"",""72"",[""mul"",""skill_level"",""15""]]]","[""72 skill_level 15 * +""]","[""add"",[""multiply"",[""number"",""12""],[""variable"",""skill_level""]],[""number"",""72""]]","[[""add"",[""multiply"",[""number"",""15""],[""variable"",""skill_level""]],[""number"",""72""]]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
groupcure2,Group Cure 2,Group Cure 2,mage-56,1,mage,4,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""58"",""67"",""0""]","[""11"",""0""]",128,"[""128""]","[""128""]","[""number"",""128""]","[[""number"",""128""]]",same,,Canonical arithmetic expressions are semantically identical.
groupcure2,Group Cure 2,Group Cure 2,mage-56,1,mage,4,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""58"",""67"",""0""]","[""11"",""0""]",1300,"[""1300""]","[""1300""]","[""number"",""1300""]","[[""number"",""1300""]]",same,,Canonical arithmetic expressions are semantically identical.
groupcure2,Group Cure 2,Group Cure 2,mage-56,1,mage,4,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""58"",""67"",""0""]","[""11"",""0""]",600,"[""600""]","[""600""]","[""number"",""600""]","[[""number"",""600""]]",same,,Canonical arithmetic expressions are semantically identical.
perfectgroupcure2,Perfect Group Cure 2,Perfect Group Cure 2,mage-57,1,mage,4,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""59"",""69"",""0""]","[""11"",""0""]",400 sk_lvl 40 * +,"[[""plus"",""400"",[""mul"",""skill_level"",""40""]]]","[""400 skill_level 40 * +""]","[""add"",[""multiply"",[""number"",""40""],[""variable"",""skill_level""]],[""number"",""400""]]","[[""add"",[""multiply"",[""number"",""40""],[""variable"",""skill_level""]],[""number"",""400""]]]",same,,Canonical arithmetic expressions are semantically identical.
perfectgroupcure2,Perfect Group Cure 2,Perfect Group Cure 2,mage-57,1,mage,4,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""59"",""69"",""0""]","[""11"",""0""]",128,"[""128""]","[""128""]","[""number"",""128""]","[[""number"",""128""]]",same,,Canonical arithmetic expressions are semantically identical.
perfectgroupcure2,Perfect Group Cure 2,Perfect Group Cure 2,mage-57,1,mage,4,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""59"",""69"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
perfectgroupcure2,Perfect Group Cure 2,Perfect Group Cure 2,mage-57,1,mage,4,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""59"",""69"",""0""]","[""11"",""0""]",900000,"[""900000""]","[""900000""]","[""number"",""900000""]","[[""number"",""900000""]]",same,,Canonical arithmetic expressions are semantically identical.
perfecthealing,Perfect Healing,Perfect Healing,mage-58,1,mage,4,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""68"",""0""]","[""11"",""0""]",596,"[""596""]","[""596""]","[""number"",""596""]","[[""number"",""596""]]",same,,Canonical arithmetic expressions are semantically identical.
perfecthealing,Perfect Healing,Perfect Healing,mage-58,1,mage,4,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""68"",""0""]","[""11"",""0""]",210,"[""210""]","[""210""]","[""number"",""210""]","[[""number"",""210""]]",same,,Canonical arithmetic expressions are semantically identical.
perfecthealing,Perfect Healing,Perfect Healing,mage-58,1,mage,4,normalized-name-and-class,sk_charge,cast_time,milliseconds,3,gitbook-verified-for-class,"[""68"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
perfecthealing,Perfect Healing,Perfect Healing,mage-58,1,mage,4,normalized-name-and-class,sk_coold,cooldown,milliseconds,4,gitbook-verified-for-class,"[""68"",""0""]","[""11"",""0""]",1800000,"[""600000""]","[""600000""]","[""number"",""1800000""]","[[""number"",""600000""]]",differs,bango-differs-from-legacy,Value or formula differs; source-version attribution remains open.
distancecontrol,Distance Control,Distance Control,mage-59,1,mage,4,normalized-name-and-class,sk_mana,mana_or_energy,game_units,1,verified-ability-text-and-gitbook,"[""58"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
distancecontrol,Distance Control,Distance Control,mage-59,1,mage,4,normalized-name-and-class,sk_range,range,game_units,2,gitbook-verified-for-class,"[""58"",""0""]","[""11"",""0""]",0,"[""0""]","[""0""]","[""number"",""0""]","[[""number"",""0""]]",same,,Canonical arithmetic expressions are semantically identical.
