ita_azon,attribute_ordinal,attribute,values_json,provenance,source_file,source_line
1047,1,Int,"[""3""]",bango-file,inititem.dat,3021
1047,2,Wis,"[""3""]",bango-file,inititem.dat,3021
1048,1,Int,"[""3""]",bango-file,inititem.dat,3024
1048,2,Wis,"[""3""]",bango-file,inititem.dat,3024
1049,1,Hth,"[""3""]",bango-file,inititem.dat,3027
1049,2,Int,"[""3""]",bango-file,inititem.dat,3027
1050,1,Hth,"[""3""]",bango-file,inititem.dat,3030
1050,2,Int,"[""3""]",bango-file,inititem.dat,3030
1051,1,Int,"[""3""]",bango-file,inititem.dat,3033
1051,2,Dex,"[""3""]",bango-file,inititem.dat,3033
1052,1,Int,"[""3""]",bango-file,inititem.dat,3036
1052,2,Dex,"[""3""]",bango-file,inititem.dat,3036
1053,1,Wis,"[""3""]",bango-file,inititem.dat,3039
1053,2,Dex,"[""3""]",bango-file,inititem.dat,3039
1054,1,Wis,"[""3""]",bango-file,inititem.dat,3042
1054,2,Dex,"[""3""]",bango-file,inititem.dat,3042
1055,1,Hth,"[""3""]",bango-file,inititem.dat,3045
1055,2,Dex,"[""3""]",bango-file,inititem.dat,3045
1056,1,Hth,"[""3""]",bango-file,inititem.dat,3048
1056,2,Dex,"[""3""]",bango-file,inititem.dat,3048
1059,1,charming,"[""xattack""]",bango-file,inititem.dat,3059
1060,1,charming,"[""xattack""]",bango-file,inititem.dat,3062
1061,1,charming,"[""xattack""]",bango-file,inititem.dat,3065
1062,1,protect,[],bango-file,inititem.dat,3068
1088,1,defense,"[""27""]",bango-file,inititem.dat,3153
1088,2,dodge,"[""9""]",bango-file,inititem.dat,3153
1088,3,absorb,"[""1""]",bango-file,inititem.dat,3153
1092,1,Hth,"[""3""]",bango-file,inititem.dat,3158
1092,2,Wis,"[""3""]",bango-file,inititem.dat,3158
1093,1,Hth,"[""3""]",bango-file,inititem.dat,3161
1093,2,Wis,"[""3""]",bango-file,inititem.dat,3161
1094,1,charming,"[""xattack""]",bango-file,inititem.dat,3164
1095,1,charming,"[""xattack""]",bango-file,inititem.dat,3167
1117,1,refresh,[],bango-file,inititem.dat,3221
1118,1,refresh,[],bango-file,inititem.dat,3224
1119,1,refresh,[],bango-file,inititem.dat,3227
1120,1,refresh,[],bango-file,inititem.dat,3230
1121,1,refresh,[],bango-file,inititem.dat,3233
1122,1,refresh,[],bango-file,inititem.dat,3236
1123,1,refresh,[],bango-file,inititem.dat,3239
1124,1,Str,"[""6""]",bango-file,inititem.dat,3243
1124,2,Hth,"[""3""]",bango-file,inititem.dat,3243
1124,3,defense,"[""60""]",bango-file,inititem.dat,3243
1124,4,dodge,"[""21""]",bango-file,inititem.dat,3243
1124,5,absorb,"[""7""]",bango-file,inititem.dat,3243
1125,1,Str,"[""1""]",bango-file,inititem.dat,3246
1125,2,Hth,"[""2""]",bango-file,inititem.dat,3246
1125,3,defense,"[""58""]",bango-file,inititem.dat,3246
1125,4,dodge,"[""13""]",bango-file,inititem.dat,3246
1125,5,absorb,"[""4""]",bango-file,inititem.dat,3246
1126,1,Str,"[""3""]",bango-file,inititem.dat,3249
1126,2,defense,"[""59""]",bango-file,inititem.dat,3249
1126,3,dodge,"[""10""]",bango-file,inititem.dat,3249
1126,4,absorb,"[""3""]",bango-file,inititem.dat,3249
1127,1,Hth,"[""1""]",bango-file,inititem.dat,3252
1127,2,Dex,"[""2""]",bango-file,inititem.dat,3252
1127,3,defense,"[""45""]",bango-file,inititem.dat,3252
1127,4,dodge,"[""23""]",bango-file,inititem.dat,3252
1127,5,absorb,"[""3""]",bango-file,inititem.dat,3252
1128,1,Str,"[""1""]",bango-file,inititem.dat,3255
1128,2,Hth,"[""2""]",bango-file,inititem.dat,3255
1128,3,defense,"[""40""]",bango-file,inititem.dat,3255
1128,4,dodge,"[""23""]",bango-file,inititem.dat,3255
1128,5,absorb,"[""5""]",bango-file,inititem.dat,3255
1129,1,Str,"[""2""]",bango-file,inititem.dat,3258
1129,2,Hth,"[""3""]",bango-file,inititem.dat,3258
1129,3,Dex,"[""4""]",bango-file,inititem.dat,3258
1129,4,defense,"[""62""]",bango-file,inititem.dat,3258
1129,5,dodge,"[""22""]",bango-file,inititem.dat,3258
1129,6,absorb,"[""5""]",bango-file,inititem.dat,3258
1130,1,Str,"[""1""]",bango-file,inititem.dat,3261
1130,2,Hth,"[""2""]",bango-file,inititem.dat,3261
1130,3,defense,"[""40""]",bango-file,inititem.dat,3261
1130,4,dodge,"[""14""]",bango-file,inititem.dat,3261
1130,5,absorb,"[""3""]",bango-file,inititem.dat,3261
1131,1,Str,"[""3""]",bango-file,inititem.dat,3264
1131,2,defense,"[""38""]",bango-file,inititem.dat,3264
1131,3,dodge,"[""13""]",bango-file,inititem.dat,3264
1131,4,absorb,"[""3""]",bango-file,inititem.dat,3264
1132,1,Hth,"[""1""]",bango-file,inititem.dat,3267
1132,2,Dex,"[""2""]",bango-file,inititem.dat,3267
1132,3,defense,"[""36""]",bango-file,inititem.dat,3267
1132,4,dodge,"[""42""]",bango-file,inititem.dat,3267
1132,5,absorb,"[""2""]",bango-file,inititem.dat,3267
1133,1,Str,"[""1""]",bango-file,inititem.dat,3270
1133,2,Hth,"[""2""]",bango-file,inititem.dat,3270
1133,3,defense,"[""25""]",bango-file,inititem.dat,3270
1133,4,dodge,"[""46""]",bango-file,inititem.dat,3270
1133,5,absorb,"[""3""]",bango-file,inititem.dat,3270
1134,1,Hth,"[""3""]",bango-file,inititem.dat,3273
1134,2,Int,"[""6""]",bango-file,inititem.dat,3273
1134,3,defense,"[""41""]",bango-file,inititem.dat,3273
1134,4,dodge,"[""31""]",bango-file,inititem.dat,3273
1134,5,resistfire,"[""8""]",bango-file,inititem.dat,3273
1134,6,resistice,"[""8""]",bango-file,inititem.dat,3273
1134,7,resistlitning,"[""8""]",bango-file,inititem.dat,3273
1134,8,resistcurse,"[""5""]",bango-file,inititem.dat,3273
1134,9,resistpalsy,"[""5""]",bango-file,inititem.dat,3273
1135,1,Hth,"[""2""]",bango-file,inititem.dat,3276
1135,2,Int,"[""1""]",bango-file,inititem.dat,3276
1135,3,defense,"[""33""]",bango-file,inititem.dat,3276
1135,4,dodge,"[""16""]",bango-file,inititem.dat,3276
1135,5,resistfire,"[""7""]",bango-file,inititem.dat,3276
1135,6,resistice,"[""7""]",bango-file,inititem.dat,3276
1135,7,resistlitning,"[""7""]",bango-file,inititem.dat,3276
1135,8,resistcurse,"[""4""]",bango-file,inititem.dat,3276
1135,9,resistpalsy,"[""4""]",bango-file,inititem.dat,3276
1136,1,Int,"[""1""]",bango-file,inititem.dat,3279
1136,2,Wis,"[""2""]",bango-file,inititem.dat,3279
1136,3,defense,"[""33""]",bango-file,inititem.dat,3279
1136,4,dodge,"[""14""]",bango-file,inititem.dat,3279
1136,5,resistfire,"[""6""]",bango-file,inititem.dat,3279
1136,6,resistice,"[""6""]",bango-file,inititem.dat,3279
1136,7,resistlitning,"[""6""]",bango-file,inititem.dat,3279
1136,8,resistcurse,"[""4""]",bango-file,inititem.dat,3279
1136,9,resistpalsy,"[""4""]",bango-file,inititem.dat,3279
1137,1,Int,"[""1""]",bango-file,inititem.dat,3282
1137,2,Wis,"[""2""]",bango-file,inititem.dat,3282
1137,3,defense,"[""38""]",bango-file,inititem.dat,3282
1137,4,dodge,"[""27""]",bango-file,inititem.dat,3282
1137,5,resistfire,"[""4""]",bango-file,inititem.dat,3282
1137,6,resistice,"[""4""]",bango-file,inititem.dat,3282
1137,7,resistlitning,"[""4""]",bango-file,inititem.dat,3282
1137,8,resistcurse,"[""5""]",bango-file,inititem.dat,3282
1137,9,resistpalsy,"[""5""]",bango-file,inititem.dat,3282
1138,1,Hth,"[""2""]",bango-file,inititem.dat,3285
1138,2,Int,"[""1""]",bango-file,inititem.dat,3285
1138,3,defense,"[""29""]",bango-file,inititem.dat,3285
1138,4,dodge,"[""35""]",bango-file,inititem.dat,3285
1138,5,resistfire,"[""4""]",bango-file,inititem.dat,3285
1138,6,resistice,"[""4""]",bango-file,inititem.dat,3285
1138,7,resistlitning,"[""4""]",bango-file,inititem.dat,3285
1138,8,resistcurse,"[""4""]",bango-file,inititem.dat,3285
1138,9,resistpalsy,"[""4""]",bango-file,inititem.dat,3285
1139,1,buff,"[""30"",""1296000"",""0""]",bango-file,inititem.dat,3290
1140,1,buff,"[""31"",""1296000"",""0""]",bango-file,inititem.dat,3293
1141,1,buff,"[""32"",""1296000"",""0""]",bango-file,inititem.dat,3296
1142,1,buff,"[""60"",""3600"",""5""]",bango-file,inititem.dat,3299
1143,1,buff,"[""61"",""3600"",""10""]",bango-file,inititem.dat,3302
1144,1,buff,"[""62"",""3600"",""5""]",bango-file,inititem.dat,3305
1145,1,buff,"[""63"",""3600"",""10""]",bango-file,inititem.dat,3308
1146,1,buff,"[""64"",""3600"",""5""]",bango-file,inititem.dat,3311
1147,1,revival,"[""100""]",bango-file,inititem.dat,3314
1150,1,buff,"[""51"",""3600"",""0""]",bango-file,inititem.dat,3323
1151,1,buff,"[""52"",""3600"",""0""]",bango-file,inititem.dat,3326
1152,1,buff,"[""54"",""3600"",""0""]",bango-file,inititem.dat,3329
1153,1,buff,"[""56"",""3600"",""0""]",bango-file,inititem.dat,3332
1154,1,buff,"[""57"",""3600"",""0""]",bango-file,inititem.dat,3335
1155,1,buff,"[""58"",""500"",""0""]",bango-file,inititem.dat,3338
1156,1,buff,"[""59"",""500"",""0""]",bango-file,inititem.dat,3341
1159,1,protect,[],bango-file,inititem.dat,3354
1161,1,buff,"[""99"",""604800"",""0""]",bango-file,inititem.dat,3360
1162,1,buff,"[""101"",""604800"",""0""]",bango-file,inititem.dat,3363
1165,1,Str,"[""0""]",bango-file,inititem.dat,3375
1165,2,Int,"[""0""]",bango-file,inititem.dat,3375
1165,3,Dex,"[""0""]",bango-file,inititem.dat,3375
1169,1,buff,"[""30"",""86400"",""0""]",bango-file,inititem.dat,3391
1170,1,buff,"[""31"",""86400"",""0""]",bango-file,inititem.dat,3394
1172,1,protect,[],bango-file,inititem.dat,3400
1173,1,buff,"[""147"",""172800"",""0""]",bango-file,inititem.dat,3403
1174,1,buff,"[""148"",""172800"",""0""]",bango-file,inititem.dat,3406
1175,1,buff,"[""149"",""172800"",""0""]",bango-file,inititem.dat,3409
1184,1,Str,"[""6""]",bango-file,inititem.dat,3438
1184,2,Hth,"[""3""]",bango-file,inititem.dat,3438
1184,3,defense,"[""60""]",bango-file,inititem.dat,3438
1184,4,dodge,"[""21""]",bango-file,inititem.dat,3438
1184,5,absorb,"[""7""]",bango-file,inititem.dat,3438
1185,1,Str,"[""1""]",bango-file,inititem.dat,3441
1185,2,Hth,"[""2""]",bango-file,inititem.dat,3441
1185,3,defense,"[""58""]",bango-file,inititem.dat,3441
1185,4,dodge,"[""13""]",bango-file,inititem.dat,3441
1185,5,absorb,"[""4""]",bango-file,inititem.dat,3441
1186,1,Str,"[""3""]",bango-file,inititem.dat,3444
1186,2,defense,"[""59""]",bango-file,inititem.dat,3444
1186,3,dodge,"[""10""]",bango-file,inititem.dat,3444
1186,4,absorb,"[""3""]",bango-file,inititem.dat,3444
1187,1,Hth,"[""1""]",bango-file,inititem.dat,3447
1187,2,Dex,"[""2""]",bango-file,inititem.dat,3447
1187,3,defense,"[""45""]",bango-file,inititem.dat,3447
1187,4,dodge,"[""23""]",bango-file,inititem.dat,3447
1187,5,absorb,"[""3""]",bango-file,inititem.dat,3447
1188,1,Str,"[""1""]",bango-file,inititem.dat,3450
1188,2,Hth,"[""2""]",bango-file,inititem.dat,3450
1188,3,defense,"[""40""]",bango-file,inititem.dat,3450
1188,4,dodge,"[""23""]",bango-file,inititem.dat,3450
1188,5,absorb,"[""5""]",bango-file,inititem.dat,3450
1189,1,Str,"[""2""]",bango-file,inititem.dat,3453
1189,2,Hth,"[""3""]",bango-file,inititem.dat,3453
1189,3,Dex,"[""4""]",bango-file,inititem.dat,3453
1189,4,defense,"[""62""]",bango-file,inititem.dat,3453
1189,5,dodge,"[""22""]",bango-file,inititem.dat,3453
1189,6,absorb,"[""5""]",bango-file,inititem.dat,3453
1190,1,Str,"[""1""]",bango-file,inititem.dat,3456
1190,2,Hth,"[""2""]",bango-file,inititem.dat,3456
1190,3,defense,"[""40""]",bango-file,inititem.dat,3456
1190,4,dodge,"[""14""]",bango-file,inititem.dat,3456
1190,5,absorb,"[""3""]",bango-file,inititem.dat,3456
1191,1,Str,"[""3""]",bango-file,inititem.dat,3459
1191,2,defense,"[""38""]",bango-file,inititem.dat,3459
1191,3,dodge,"[""13""]",bango-file,inititem.dat,3459
1191,4,absorb,"[""3""]",bango-file,inititem.dat,3459
1192,1,Hth,"[""1""]",bango-file,inititem.dat,3462
1192,2,Dex,"[""2""]",bango-file,inititem.dat,3462
1192,3,defense,"[""36""]",bango-file,inititem.dat,3462
1192,4,dodge,"[""42""]",bango-file,inititem.dat,3462
1192,5,absorb,"[""2""]",bango-file,inititem.dat,3462
1193,1,Str,"[""1""]",bango-file,inititem.dat,3465
1193,2,Hth,"[""2""]",bango-file,inititem.dat,3465
1193,3,defense,"[""25""]",bango-file,inititem.dat,3465
1193,4,dodge,"[""46""]",bango-file,inititem.dat,3465
1193,5,absorb,"[""3""]",bango-file,inititem.dat,3465
1194,1,Hth,"[""3""]",bango-file,inititem.dat,3468
1194,2,Int,"[""6""]",bango-file,inititem.dat,3468
1194,3,defense,"[""41""]",bango-file,inititem.dat,3468
1194,4,dodge,"[""31""]",bango-file,inititem.dat,3468
1194,5,resistfire,"[""8""]",bango-file,inititem.dat,3468
1194,6,resistice,"[""8""]",bango-file,inititem.dat,3468
1194,7,resistlitning,"[""8""]",bango-file,inititem.dat,3468
1194,8,resistcurse,"[""5""]",bango-file,inititem.dat,3468
1194,9,resistpalsy,"[""5""]",bango-file,inititem.dat,3468
1195,1,Hth,"[""2""]",bango-file,inititem.dat,3471
1195,2,Int,"[""1""]",bango-file,inititem.dat,3471
1195,3,defense,"[""33""]",bango-file,inititem.dat,3471
1195,4,dodge,"[""16""]",bango-file,inititem.dat,3471
1195,5,resistfire,"[""7""]",bango-file,inititem.dat,3471
1195,6,resistice,"[""7""]",bango-file,inititem.dat,3471
1195,7,resistlitning,"[""7""]",bango-file,inititem.dat,3471
1195,8,resistcurse,"[""4""]",bango-file,inititem.dat,3471
1195,9,resistpalsy,"[""4""]",bango-file,inititem.dat,3471
1196,1,Int,"[""1""]",bango-file,inititem.dat,3474
1196,2,Wis,"[""2""]",bango-file,inititem.dat,3474
1196,3,defense,"[""33""]",bango-file,inititem.dat,3474
1196,4,dodge,"[""14""]",bango-file,inititem.dat,3474
1196,5,resistfire,"[""6""]",bango-file,inititem.dat,3474
1196,6,resistice,"[""6""]",bango-file,inititem.dat,3474
1196,7,resistlitning,"[""6""]",bango-file,inititem.dat,3474
1196,8,resistcurse,"[""4""]",bango-file,inititem.dat,3474
1196,9,resistpalsy,"[""4""]",bango-file,inititem.dat,3474
1197,1,Int,"[""1""]",bango-file,inititem.dat,3477
1197,2,Wis,"[""2""]",bango-file,inititem.dat,3477
1197,3,defense,"[""38""]",bango-file,inititem.dat,3477
1197,4,dodge,"[""27""]",bango-file,inititem.dat,3477
1197,5,resistfire,"[""4""]",bango-file,inititem.dat,3477
1197,6,resistice,"[""4""]",bango-file,inititem.dat,3477
1197,7,resistlitning,"[""4""]",bango-file,inititem.dat,3477
1197,8,resistcurse,"[""5""]",bango-file,inititem.dat,3477
1197,9,resistpalsy,"[""5""]",bango-file,inititem.dat,3477
1198,1,Hth,"[""2""]",bango-file,inititem.dat,3480
1198,2,Int,"[""1""]",bango-file,inititem.dat,3480
1198,3,defense,"[""29""]",bango-file,inititem.dat,3480
1198,4,dodge,"[""35""]",bango-file,inititem.dat,3480
1198,5,resistfire,"[""4""]",bango-file,inititem.dat,3480
1198,6,resistice,"[""4""]",bango-file,inititem.dat,3480
1198,7,resistlitning,"[""4""]",bango-file,inititem.dat,3480
1198,8,resistcurse,"[""4""]",bango-file,inititem.dat,3480
1198,9,resistpalsy,"[""4""]",bango-file,inititem.dat,3480
1199,1,Str,"[""4""]",bango-file,inititem.dat,3485
1199,2,Hth,"[""3""]",bango-file,inititem.dat,3485
1199,3,defense,"[""52""]",bango-file,inititem.dat,3485
1199,4,dodge,"[""19""]",bango-file,inititem.dat,3485
1199,5,absorb,"[""6""]",bango-file,inititem.dat,3485
1200,1,Hth,"[""2""]",bango-file,inititem.dat,3488
1200,2,defense,"[""50""]",bango-file,inititem.dat,3488
1200,3,dodge,"[""11""]",bango-file,inititem.dat,3488
1200,4,absorb,"[""3""]",bango-file,inititem.dat,3488
1201,1,Str,"[""2""]",bango-file,inititem.dat,3491
1201,2,defense,"[""51""]",bango-file,inititem.dat,3491
1201,3,dodge,"[""8""]",bango-file,inititem.dat,3491
1201,4,absorb,"[""2""]",bango-file,inititem.dat,3491
1202,1,Dex,"[""2""]",bango-file,inititem.dat,3494
1202,2,defense,"[""37""]",bango-file,inititem.dat,3494
1202,3,dodge,"[""21""]",bango-file,inititem.dat,3494
1202,4,absorb,"[""2""]",bango-file,inititem.dat,3494
1203,1,Hth,"[""2""]",bango-file,inititem.dat,3497
1203,2,defense,"[""32""]",bango-file,inititem.dat,3497
1203,3,dodge,"[""21""]",bango-file,inititem.dat,3497
1203,4,absorb,"[""4""]",bango-file,inititem.dat,3497
1204,1,Hth,"[""3""]",bango-file,inititem.dat,3500
1204,2,Dex,"[""4""]",bango-file,inititem.dat,3500
1204,3,defense,"[""54""]",bango-file,inititem.dat,3500
1204,4,dodge,"[""19""]",bango-file,inititem.dat,3500
1204,5,absorb,"[""4""]",bango-file,inititem.dat,3500
1205,1,Hth,"[""2""]",bango-file,inititem.dat,3503
1205,2,defense,"[""35""]",bango-file,inititem.dat,3503
1205,3,dodge,"[""12""]",bango-file,inititem.dat,3503
1205,4,absorb,"[""2""]",bango-file,inititem.dat,3503
1206,1,Str,"[""2""]",bango-file,inititem.dat,3506
1206,2,defense,"[""33""]",bango-file,inititem.dat,3506
1206,3,dodge,"[""11""]",bango-file,inititem.dat,3506
1206,4,absorb,"[""2""]",bango-file,inititem.dat,3506
1207,1,Dex,"[""2""]",bango-file,inititem.dat,3509
1207,2,defense,"[""32""]",bango-file,inititem.dat,3509
1207,3,dodge,"[""34""]",bango-file,inititem.dat,3509
1207,4,absorb,"[""1""]",bango-file,inititem.dat,3509
1208,1,Hth,"[""2""]",bango-file,inititem.dat,3512
1208,2,defense,"[""22""]",bango-file,inititem.dat,3512
1208,3,dodge,"[""39""]",bango-file,inititem.dat,3512
1208,4,absorb,"[""2""]",bango-file,inititem.dat,3512
1209,1,Hth,"[""3""]",bango-file,inititem.dat,3515
1209,2,Int,"[""4""]",bango-file,inititem.dat,3515
1209,3,defense,"[""35""]",bango-file,inititem.dat,3515
1209,4,dodge,"[""27""]",bango-file,inititem.dat,3515
1209,5,resistfire,"[""7""]",bango-file,inititem.dat,3515
1209,6,resistice,"[""7""]",bango-file,inititem.dat,3515
1209,7,resistlitning,"[""7""]",bango-file,inititem.dat,3515
1209,8,resistcurse,"[""4""]",bango-file,inititem.dat,3515
1209,9,resistpalsy,"[""4""]",bango-file,inititem.dat,3515
1210,1,Hth,"[""2""]",bango-file,inititem.dat,3518
1210,2,defense,"[""28""]",bango-file,inititem.dat,3518
1210,3,dodge,"[""14""]",bango-file,inititem.dat,3518
1210,4,resistfire,"[""6""]",bango-file,inititem.dat,3518
1210,5,resistice,"[""6""]",bango-file,inititem.dat,3518
1210,6,resistlitning,"[""6""]",bango-file,inititem.dat,3518
1210,7,resistcurse,"[""3""]",bango-file,inititem.dat,3518
1210,8,resistpalsy,"[""3""]",bango-file,inititem.dat,3518
1211,1,Wis,"[""2""]",bango-file,inititem.dat,3521
1211,2,defense,"[""28""]",bango-file,inititem.dat,3521
1211,3,dodge,"[""12""]",bango-file,inititem.dat,3521
1211,4,resistfire,"[""5""]",bango-file,inititem.dat,3521
1211,5,resistice,"[""5""]",bango-file,inititem.dat,3521
1211,6,resistlitning,"[""5""]",bango-file,inititem.dat,3521
1211,7,resistcurse,"[""3""]",bango-file,inititem.dat,3521
1211,8,resistpalsy,"[""3""]",bango-file,inititem.dat,3521
1212,1,Wis,"[""2""]",bango-file,inititem.dat,3524
1212,2,defense,"[""32""]",bango-file,inititem.dat,3524
1212,3,dodge,"[""24""]",bango-file,inititem.dat,3524
1212,4,resistfire,"[""3""]",bango-file,inititem.dat,3524
1212,5,resistice,"[""3""]",bango-file,inititem.dat,3524
1212,6,resistlitning,"[""3""]",bango-file,inititem.dat,3524
1212,7,resistcurse,"[""4""]",bango-file,inititem.dat,3524
1212,8,resistpalsy,"[""4""]",bango-file,inititem.dat,3524
1213,1,Hth,"[""2""]",bango-file,inititem.dat,3527
1213,2,defense,"[""25""]",bango-file,inititem.dat,3527
1213,3,dodge,"[""30""]",bango-file,inititem.dat,3527
1213,4,resistfire,"[""3""]",bango-file,inititem.dat,3527
1213,5,resistice,"[""3""]",bango-file,inititem.dat,3527
1213,6,resistlitning,"[""3""]",bango-file,inititem.dat,3527
1213,7,resistcurse,"[""3""]",bango-file,inititem.dat,3527
1213,8,resistpalsy,"[""3""]",bango-file,inititem.dat,3527
1214,1,aspeed,"[""700""]",bango-file,inititem.dat,3532
1214,2,Str,"[""5""]",bango-file,inititem.dat,3532
1214,3,Hth,"[""4""]",bango-file,inititem.dat,3532
1214,4,Dex,"[""1""]",bango-file,inititem.dat,3532
1214,5,Attack,"[""300"",""370""]",bango-file,inititem.dat,3532
1214,6,hp,"[""450""]",bango-file,inititem.dat,3532
1214,7,hit,"[""83""]",bango-file,inititem.dat,3532
1215,1,aspeed,"[""1400""]",bango-file,inititem.dat,3535
1215,2,Str,"[""7""]",bango-file,inititem.dat,3535
1215,3,Hth,"[""3""]",bango-file,inititem.dat,3535
1215,4,Attack,"[""560"",""620""]",bango-file,inititem.dat,3535
1215,5,hp,"[""400""]",bango-file,inititem.dat,3535
1215,6,hit,"[""82""]",bango-file,inititem.dat,3535
1216,1,aspeed,"[""800""]",bango-file,inititem.dat,3538
1216,2,Str,"[""1""]",bango-file,inititem.dat,3538
1216,3,Hth,"[""2""]",bango-file,inititem.dat,3538
1216,4,Dex,"[""7""]",bango-file,inititem.dat,3538
1216,5,Attack,"[""280"",""360""]",bango-file,inititem.dat,3538
1216,6,hp,"[""400""]",bango-file,inititem.dat,3538
1216,7,hit,"[""81""]",bango-file,inititem.dat,3538
1217,1,aspeed,"[""1000""]",bango-file,inititem.dat,3541
1217,2,Int,"[""7""]",bango-file,inititem.dat,3541
1217,3,Wis,"[""3""]",bango-file,inititem.dat,3541
1217,4,Attack,"[""189"",""199""]",bango-file,inititem.dat,3541
1217,5,Magic,"[""350"",""420""]",bango-file,inititem.dat,3541
1217,6,hp,"[""250""]",bango-file,inititem.dat,3541
1217,7,mp,"[""150""]",bango-file,inititem.dat,3541
1217,8,hit,"[""72""]",bango-file,inititem.dat,3541
1218,1,aspeed,"[""700""]",bango-file,inititem.dat,3544
1218,2,Str,"[""4""]",bango-file,inititem.dat,3544
1218,3,Hth,"[""3""]",bango-file,inititem.dat,3544
1218,4,Dex,"[""1""]",bango-file,inititem.dat,3544
1218,5,Attack,"[""220"",""275""]",bango-file,inititem.dat,3544
1218,6,hp,"[""350""]",bango-file,inititem.dat,3544
1218,7,hit,"[""79""]",bango-file,inititem.dat,3544
1219,1,aspeed,"[""700""]",bango-file,inititem.dat,3547
1219,2,Str,"[""6""]",bango-file,inititem.dat,3547
1219,3,Hth,"[""2""]",bango-file,inititem.dat,3547
1219,4,Attack,"[""245"",""300""]",bango-file,inititem.dat,3547
1219,5,hp,"[""300""]",bango-file,inititem.dat,3547
1219,6,hit,"[""76""]",bango-file,inititem.dat,3547
1220,1,aspeed,"[""700""]",bango-file,inititem.dat,3550
1220,2,Str,"[""2""]",bango-file,inititem.dat,3550
1220,3,Hth,"[""4""]",bango-file,inititem.dat,3550
1220,4,Wis,"[""1""]",bango-file,inititem.dat,3550
1220,5,Dex,"[""2""]",bango-file,inititem.dat,3550
1220,6,Attack,"[""210"",""260""]",bango-file,inititem.dat,3550
1220,7,hp,"[""250""]",bango-file,inititem.dat,3550
1220,8,mp,"[""150""]",bango-file,inititem.dat,3550
1220,9,hit,"[""82""]",bango-file,inititem.dat,3550
1221,1,aspeed,"[""1400""]",bango-file,inititem.dat,3553
1221,2,Str,"[""6""]",bango-file,inititem.dat,3553
1221,3,Hth,"[""2""]",bango-file,inititem.dat,3553
1221,4,Attack,"[""440"",""530""]",bango-file,inititem.dat,3553
1221,5,hp,"[""300""]",bango-file,inititem.dat,3553
1221,6,hit,"[""79""]",bango-file,inititem.dat,3553
1222,1,aspeed,"[""1400""]",bango-file,inititem.dat,3556
1222,2,Str,"[""8""]",bango-file,inititem.dat,3556
1222,3,Attack,"[""490"",""570""]",bango-file,inititem.dat,3556
1222,4,hp,"[""250""]",bango-file,inititem.dat,3556
1222,5,hit,"[""74""]",bango-file,inititem.dat,3556
1223,1,aspeed,"[""1400""]",bango-file,inititem.dat,3559
1223,2,Str,"[""4""]",bango-file,inititem.dat,3559
1223,3,Hth,"[""3""]",bango-file,inititem.dat,3559
1223,4,Wis,"[""1""]",bango-file,inititem.dat,3559
1223,5,Dex,"[""1""]",bango-file,inititem.dat,3559
1223,6,Attack,"[""420"",""510""]",bango-file,inititem.dat,3559
1223,7,hp,"[""200""]",bango-file,inititem.dat,3559
1223,8,mp,"[""100""]",bango-file,inititem.dat,3559
1223,9,hit,"[""80""]",bango-file,inititem.dat,3559
1224,1,aspeed,"[""800""]",bango-file,inititem.dat,3562
1224,2,Str,"[""1""]",bango-file,inititem.dat,3562
1224,3,Hth,"[""1""]",bango-file,inititem.dat,3562
1224,4,Dex,"[""6""]",bango-file,inititem.dat,3562
1224,5,Attack,"[""200"",""250""]",bango-file,inititem.dat,3562
1224,6,hp,"[""300""]",bango-file,inititem.dat,3562
1224,7,hit,"[""77""]",bango-file,inititem.dat,3562
1225,1,aspeed,"[""800""]",bango-file,inititem.dat,3565
1225,2,Str,"[""4""]",bango-file,inititem.dat,3565
1225,3,Dex,"[""4""]",bango-file,inititem.dat,3565
1225,4,Attack,"[""225"",""275""]",bango-file,inititem.dat,3565
1225,5,hp,"[""250""]",bango-file,inititem.dat,3565
1225,6,hit,"[""75""]",bango-file,inititem.dat,3565
1226,1,aspeed,"[""800""]",bango-file,inititem.dat,3568
1226,2,Hth,"[""1""]",bango-file,inititem.dat,3568
1226,3,Wis,"[""2""]",bango-file,inititem.dat,3568
1226,4,Dex,"[""5""]",bango-file,inititem.dat,3568
1226,5,Attack,"[""190"",""240""]",bango-file,inititem.dat,3568
1226,6,hp,"[""200""]",bango-file,inititem.dat,3568
1226,7,mp,"[""100""]",bango-file,inititem.dat,3568
1226,8,hit,"[""79""]",bango-file,inititem.dat,3568
1227,1,aspeed,"[""1000""]",bango-file,inititem.dat,3571
1227,2,Int,"[""6""]",bango-file,inititem.dat,3571
1227,3,Wis,"[""2""]",bango-file,inititem.dat,3571
1227,4,Attack,"[""151"",""161""]",bango-file,inititem.dat,3571
1227,5,Magic,"[""270"",""360""]",bango-file,inititem.dat,3571
1227,6,hp,"[""150""]",bango-file,inititem.dat,3571
1227,7,mp,"[""100""]",bango-file,inititem.dat,3571
1227,8,hit,"[""69""]",bango-file,inititem.dat,3571
1228,1,aspeed,"[""1000""]",bango-file,inititem.dat,3574
1228,2,Int,"[""8""]",bango-file,inititem.dat,3574
1228,3,Attack,"[""169"",""179""]",bango-file,inititem.dat,3574
1228,4,Magic,"[""290"",""380""]",bango-file,inititem.dat,3574
1228,5,mp,"[""300""]",bango-file,inititem.dat,3574
