pre_azon,status,legacy_name,bango_name,name_equal_normalized,legacy_pre_rev,bango_stats_json
3121,bango-only-id,,<unresolved prefixname:3121>,,,"[[""hp"",""160""],[""attack"",""12"",""12""],[""magic"",""12"",""12""]]"
3122,bango-only-id,,<unresolved prefixname:3122>,,,"[[""mp"",""60""],[""int"",""4""]]"
3123,bango-only-id,,<unresolved prefixname:3123>,,,"[[""attack"",""12"",""12""],[""magic"",""12"",""12""],[""str"",""4""]]"
3124,bango-only-id,,<unresolved prefixname:3124>,,,"[[""str"",""4""],[""Hth"",""4""]]"
3125,bango-only-id,,<unresolved prefixname:3125>,,,"[[""dex"",""4""],[""str"",""4""]]"
3126,bango-only-id,,<unresolved prefixname:3126>,,,"[[""int"",""4""],[""attack"",""12"",""12""],[""magic"",""12"",""12""]]"
3127,bango-only-id,,<unresolved prefixname:3127>,,,"[[""wis"",""4""],[""int"",""4""]]"
3128,bango-only-id,,<unresolved prefixname:3128>,,,"[[""Hth"",""4""],[""hp"",""160""]]"
3129,bango-only-id,,<unresolved prefixname:3129>,,,"[[""hp"",""258""],[""attack"",""24"",""24""],[""magic"",""24"",""24""]]"
3130,bango-only-id,,<unresolved prefixname:3130>,,,"[[""mp"",""120""],[""int"",""6""]]"
3131,bango-only-id,,<unresolved prefixname:3131>,,,"[[""attack"",""24"",""24""],[""magic"",""24"",""24""],[""str"",""6""]]"
3132,bango-only-id,,<unresolved prefixname:3132>,,,"[[""str"",""6""],[""Hth"",""6""]]"
3133,bango-only-id,,<unresolved prefixname:3133>,,,"[[""dex"",""6""],[""str"",""6""]]"
3134,bango-only-id,,<unresolved prefixname:3134>,,,"[[""int"",""6""],[""attack"",""24"",""24""],[""magic"",""24"",""24""]]"
3135,bango-only-id,,<unresolved prefixname:3135>,,,"[[""wis"",""6""],[""int"",""6""]]"
3136,bango-only-id,,<unresolved prefixname:3136>,,,"[[""Hth"",""6""],[""hp"",""258""]]"
3137,bango-only-id,,<unresolved prefixname:3137>,,,"[[""hp"",""400""],[""attack"",""64"",""64""],[""magic"",""64"",""64""]]"
3138,bango-only-id,,<unresolved prefixname:3138>,,,"[[""mp"",""200""],[""int"",""10""]]"
3139,bango-only-id,,<unresolved prefixname:3139>,,,"[[""attack"",""64"",""64""],[""magic"",""64"",""64""],[""str"",""10""]]"
3140,bango-only-id,,<unresolved prefixname:3140>,,,"[[""str"",""10""],[""Hth"",""10""]]"
3141,bango-only-id,,<unresolved prefixname:3141>,,,"[[""dex"",""10""],[""str"",""10""]]"
3142,bango-only-id,,<unresolved prefixname:3142>,,,"[[""int"",""10""],[""attack"",""64"",""64""],[""magic"",""64"",""64""]]"
3143,bango-only-id,,<unresolved prefixname:3143>,,,"[[""wis"",""10""],[""int"",""10""]]"
3144,bango-only-id,,<unresolved prefixname:3144>,,,"[[""Hth"",""10""],[""hp"",""400""]]"
3145,bango-only-id,,<unresolved prefixname:3145>,,,"[[""hp"",""800""]]"
3146,bango-only-id,,<unresolved prefixname:3146>,,,"[[""mp"",""400""]]"
3147,bango-only-id,,<unresolved prefixname:3147>,,,"[[""attack"",""128"",""128""],[""magic"",""128"",""128""]]"
3148,bango-only-id,,<unresolved prefixname:3148>,,,"[[""str"",""20""]]"
3149,bango-only-id,,<unresolved prefixname:3149>,,,"[[""dex"",""20""]]"
3150,bango-only-id,,<unresolved prefixname:3150>,,,"[[""int"",""20""]]"
3151,bango-only-id,,<unresolved prefixname:3151>,,,"[[""wis"",""20""]]"
3152,bango-only-id,,<unresolved prefixname:3152>,,,"[[""Hth"",""20""]]"
3153,bango-only-id,,<unresolved prefixname:3153>,,,"[[""hp"",""220""],[""attack"",""18"",""18""],[""magic"",""18"",""18""]]"
3154,bango-only-id,,<unresolved prefixname:3154>,,,"[[""mp"",""84""],[""int"",""6""]]"
3155,bango-only-id,,<unresolved prefixname:3155>,,,"[[""str"",""6""],[""attack"",""18"",""18""],[""magic"",""18"",""18""]]"
3156,bango-only-id,,<unresolved prefixname:3156>,,,"[[""str"",""6""],[""Hth"",""6""]]"
3157,bango-only-id,,<unresolved prefixname:3157>,,,"[[""dex"",""6""],[""str"",""6""]]"
3158,bango-only-id,,<unresolved prefixname:3158>,,,"[[""int"",""6""],[""attack"",""18"",""18""],[""magic"",""18"",""18""]]"
3159,bango-only-id,,<unresolved prefixname:3159>,,,"[[""wis"",""6""],[""int"",""6""]]"
3160,bango-only-id,,<unresolved prefixname:3160>,,,"[[""Hth"",""6""],[""hp"",""220""]]"
3161,bango-only-id,,<unresolved prefixname:3161>,,,"[[""hp"",""366""],[""attack"",""34"",""34""],[""magic"",""34"",""34""]]"
3162,bango-only-id,,<unresolved prefixname:3162>,,,"[[""mp"",""170""],[""int"",""10""]]"
3163,bango-only-id,,<unresolved prefixname:3163>,,,"[[""str"",""10""],[""attack"",""34"",""34""],[""magic"",""34"",""34""]]"
3164,bango-only-id,,<unresolved prefixname:3164>,,,"[[""str"",""10""],[""Hth"",""10""]]"
3165,bango-only-id,,<unresolved prefixname:3165>,,,"[[""dex"",""10""],[""str"",""10""]]"
3166,bango-only-id,,<unresolved prefixname:3166>,,,"[[""int"",""10""],[""attack"",""34"",""34""],[""magic"",""34"",""34""]]"
3167,bango-only-id,,<unresolved prefixname:3167>,,,"[[""wis"",""10""],[""int"",""10""]]"
3168,bango-only-id,,<unresolved prefixname:3168>,,,"[[""Hth"",""10""],[""hp"",""366""]]"
3169,bango-only-id,,<unresolved prefixname:3169>,,,"[[""hp"",""576""],[""attack"",""92"",""92""],[""magic"",""92"",""92""]]"
3170,bango-only-id,,<unresolved prefixname:3170>,,,"[[""mp"",""288""],[""int"",""16""]]"
3171,bango-only-id,,<unresolved prefixname:3171>,,,"[[""str"",""16""],[""attack"",""92"",""92""],[""magic"",""92"",""92""]]"
3172,bango-only-id,,<unresolved prefixname:3172>,,,"[[""str"",""16""],[""Hth"",""16""]]"
3173,bango-only-id,,<unresolved prefixname:3173>,,,"[[""dex"",""16""],[""str"",""16""]]"
3174,bango-only-id,,<unresolved prefixname:3174>,,,"[[""int"",""16""],[""attack"",""92"",""92""],[""magic"",""92"",""92""]]"
3175,bango-only-id,,<unresolved prefixname:3175>,,,"[[""wis"",""16""],[""int"",""16""]]"
3176,bango-only-id,,<unresolved prefixname:3176>,,,"[[""Hth"",""16""],[""hp"",""576""]]"
3177,bango-only-id,,<unresolved prefixname:3177>,,,"[[""hp"",""1200""]]"
3178,bango-only-id,,<unresolved prefixname:3178>,,,"[[""mp"",""600""]]"
3179,bango-only-id,,<unresolved prefixname:3179>,,,"[[""attack"",""192"",""192""],[""magic"",""192"",""192""]]"
3180,bango-only-id,,<unresolved prefixname:3180>,,,"[[""str"",""30""]]"
3181,bango-only-id,,<unresolved prefixname:3181>,,,"[[""dex"",""30""]]"
3182,bango-only-id,,<unresolved prefixname:3182>,,,"[[""int"",""30""]]"
3183,bango-only-id,,<unresolved prefixname:3183>,,,"[[""wis"",""30""]]"
3184,bango-only-id,,<unresolved prefixname:3184>,,,"[[""Hth"",""30""]]"
