namespace,message_id,text,definition_ordinal,provenance,source_file,source_line
itemdesc,27,Talisman that is lost by Wa-Ryu,1,bango-file,message.dat,8472
itemdesc,28,Gold that is taken by demon soldier from Joo-Nong,1,bango-file,message.dat,8473
itemdesc,29,Gold that is donated by Ja-Gan,1,bango-file,message.dat,8474
itemdesc,30,Piece of bamboo pole that demon troops movement is written on,1,bango-file,message.dat,8475
itemdesc,31,Piece of statue that protects Geum-Oh Mine,1,bango-file,message.dat,8476
itemdesc,32,Demon bearer's flag that are requested by the commander Sae-Won,1,bango-file,message.dat,8477
itemdesc,33,Demon Water Dragon's Head ,1,bango-file,message.dat,8478
itemdesc,34,Demon Mad Knight's Head,1,bango-file,message.dat,8479
itemdesc,35,Demon Water Dragon Predator's skin for winter clothes?? material ,1,bango-file,message.dat,8480
itemdesc,36,Demon Band's drum that are requested by commander Sae-Won,1,bango-file,message.dat,8481
itemdesc,37,Demon Armored Knight's armor that is requested by the Chief guard Guh-SoSun,1,bango-file,message.dat,8482
itemdesc,38,Missing soldiers' clothes that are requested by the guard Won-Jung,1,bango-file,message.dat,8483
itemdesc,39,Demon Water Dragon Commander for curing Joong-Gwon's disease,1,bango-file,message.dat,8484
itemdesc,40,Stirrup that is lost by Chun-SooIn. It came from the West #n and it is decorated with variety of jewels.,1,bango-file,message.dat,8485
itemdesc,41,Demon Escort Soldier's Head,1,bango-file,message.dat,8486
itemdesc,42,Big Handed Inhabitant's Head,1,bango-file,message.dat,8487
itemdesc,43,It's general In-Pill's stingy scabbard. General In-Pill gave this #n to the Demon busters but they were all destroyed #n and lost the scabbard.,1,bango-file,message.dat,8488
itemdesc,44,Big Handed Inhabitant's Head who paint blue and red dyes on their bodies,1,bango-file,message.dat,8489
itemdesc,45,Demon Infantry's Head,1,bango-file,message.dat,8490
itemdesc,46,Demon Throwing Soldier's Head,1,bango-file,message.dat,8491
itemdesc,47,Wild Demon Soldier's Head,1,bango-file,message.dat,8492
itemdesc,48,Demon Shock Trooper's Head,1,bango-file,message.dat,8493
itemdesc,49,Demon Flag Bearer's Head,1,bango-file,message.dat,8494
itemdesc,50,Demon Band's Head,1,bango-file,message.dat,8495
itemdesc,51,Demon Armored Knight's Head,1,bango-file,message.dat,8496
itemdesc,52,Demon Commander's Head. The demon commander is a leader #n of BanGo??s general.,1,bango-file,message.dat,8497
itemdesc,53,Goo-Ryung was looking for this map. Marked area on this map #n located the royal tomb.#n This is a proof that the demons plan to #n attack the royal tomb.,1,bango-file,message.dat,8498
itemdesc,54,It's the drum which is called as Ja-MyungGo it sounds itself #n when the enemy troops are coming. The tale about Ja-MyungGo said it has a story #n that the prince and the princess of opponent country.,1,bango-file,message.dat,8499
itemdesc,55,It's Pan armor which is only made in South Coast country. #n This armor which is called Pan armor of GuemGwan is made of metal plate. #n But it can't be used #n because it's rusty.,1,bango-file,message.dat,8500
itemdesc,56,"The black crow is more like a symbol that connects #n the sky and humans. Since the ancient times, #n the kings has the black crow next to him for showing off #n that they are the son of the sky.",1,bango-file,message.dat,8501
itemdesc,57,This crown with drawing of the black crow #n is the most precious stuff in the world. #n It's rusty now but #n its nobility can't be compared with anything.,1,bango-file,message.dat,8502
itemdesc,58,"Moving to Narootuh. #n If it's used by the leader of the party, whole party will move #n and if one of the member uses, only that member will move.",1,bango-file,message.dat,8503
itemdesc,59,"Moving to Jook-Suh Cargo Station. #n If it's used by the leader of the party, whole party will move #n and if one of the member uses, only that member will move.",1,bango-file,message.dat,8504
itemdesc,60,"Moving to Geum-Oh Mine.#n If it's used by the leader of the party, whole party will move #n and if one of the member uses, only that member will move.",1,bango-file,message.dat,8505
itemdesc,61,"Moving to the Pub of the Giant Bird.#n If it's used by the leader of the party, whole party will move #n and if one of the member uses, only that member will move.",1,bango-file,message.dat,8506
itemdesc,62,"Moving to the Temporary Fort of Geum-Ohee Castle.#n If it's used by the leader of the party, whole party will move #n and if one of the member uses, only that member will move.",1,bango-file,message.dat,8507
itemdesc,63,Moving to Narootuh.#n only the user will move.#nYou can also use /naro command.,1,bango-file,message.dat,8508
itemdesc,64,Moving to Jook-Suh Cargo Station.#n only the user will move.#nYou can also use /cargo command.,1,bango-file,message.dat,8509
itemdesc,65,Moving to Geum-Oh Mine.#n only the user will move.#nYou can also use /mine command.,1,bango-file,message.dat,8510
itemdesc,66,Moving to the Pub of the Giant Bird.#n only the user will move.#nYou can also use /bird command.,1,bango-file,message.dat,8511
itemdesc,67,Moving to Temporary Fort of Geum-Ohee Castle.#n only the user will move.#nYou can also use /fort command.,1,bango-file,message.dat,8512
itemdesc,68,Material of chrysanthemum wine. #n Chrysanthemum wine is good remedy for healthiness and headache #n Especially for one who has cold body.,1,bango-file,message.dat,8513
itemdesc,69,"Material of Chinese Bellflower wine. #n Chinese Bellflower wine is good remedy for asthma, tuberculosis, and tonsillitis. #n So it's good as wine #n and as medicine.",1,bango-file,message.dat,8514
itemdesc,70,"Material of Lance asiabell wine. #n Lance asiabell win is good remedy for costiveness, heart disease, sore throat #n and it makes lung and kidney #n stronger.",1,bango-file,message.dat,8515
itemdesc,71,"Material of Dandelion wine. #n Dandelion wine is good remedy for urination, suppression, and stomach #n and it's also good for improvement of appetite #n so have a drink when you lost your appetite.",1,bango-file,message.dat,8516
itemdesc,72,"Material of Peony wine. #n Peony wine is good remedy for women's diseases, fatigue, and #n improvement of appetite.",1,bango-file,message.dat,8517
itemdesc,73,MoonHee's Doll which is the cause of the fire,1,bango-file,message.dat,8518
itemdesc,74,Necklace which is worn by the descendants of the wolves #n that is made of wolf's tooth,1,bango-file,message.dat,8519
itemdesc,75,A bead with the power of magic for making #n dead man's soul to malignant spirit,1,bango-file,message.dat,8520
itemdesc,76,A bead with the power of magic for making #n dead man's soul to malignant spirit,1,bango-file,message.dat,8521
itemdesc,77,A bead with the power of magic for making #n dead guard's soul to malignant spirit,1,bango-file,message.dat,8522
itemdesc,78,A bead with the power of magic for making #n dead man's soul to malignant spirit,1,bango-file,message.dat,8523
itemdesc,79,A bead with the power of magic for making #n dead man's soul to malignant spirit,1,bango-file,message.dat,8524
itemdesc,80,Bow that is used by the Devil Soldier Bow,1,bango-file,message.dat,8525
itemdesc,81,Spear that is used by the Devil Soldier Spear,1,bango-file,message.dat,8526
itemdesc,82,Talisman that is used on the bead of malignant spirit for purification,1,bango-file,message.dat,8527
itemdesc,83,Enchanting is only possible on items that are 40 level or above #n and only on the weapons #n Enchanting on the weapon items to improve #n its attacking power,1,bango-file,message.dat,8528
itemdesc,84,Enchanting is only possible on items that are 40 level or above #n and only on the weapons #n Enchanting on the weapon items to improve #n its magical power,1,bango-file,message.dat,8529
itemdesc,85,Enchanting is only possible on items that are 40 level or above #n and only on the weapons #n Enchanting on the weapon items to improve #n its accuracy,1,bango-file,message.dat,8530
itemdesc,86,Enchanting is only possible on items that are 40 level or above #n and only on the armors #n Enchanting on the armor items to improve #n its defense,1,bango-file,message.dat,8531
itemdesc,87,Enchanting is only possible on items that are 40 level or above #n and only on the armors #n Enchanting on the armor items to improve #n its evasion,1,bango-file,message.dat,8532
itemdesc,88,"By using a fixing tool, the damaged item can be repaired #n its endurance by 1 point",1,bango-file,message.dat,8533
itemdesc,89,"By using a fixing tool, the damaged item can be repaired #n its endurance by 1 point #n Fixing tool is much cheaper #n in Geum-Oh Mine than #n any other village",1,bango-file,message.dat,8534
itemdesc,90,There're many talismans in the keg#nUsing the talismans to#nseal the spirits in the keg#nfrom Jin-Haerang.,1,bango-file,message.dat,8535
itemdesc,91,It's a talisman that sealed with spirits#nIt must be filled with spirits#nand give it to Jin-Haerang,1,bango-file,message.dat,8536
itemdesc,92,Devil Soldier's Head,1,bango-file,message.dat,8537
itemdesc,93,Devil Soldier twin Blades' Head,1,bango-file,message.dat,8538
itemdesc,94,Devil Soldier Bow's Head,1,bango-file,message.dat,8539
itemdesc,95,Devil Soldier Sword's Head,1,bango-file,message.dat,8540
itemdesc,96,Devil Soldier Spear's Head,1,bango-file,message.dat,8541
itemdesc,97,Devil Soldier Sub-boss's Head,1,bango-file,message.dat,8542
itemdesc,98,Devil Soldier Boss's Head,1,bango-file,message.dat,8543
itemdesc,99,Petition of farmer who lost his farmland#nby demons' attack#nThey lost their places by the long war#nbetween the demons and humans#nWhat they really want is that #nthe war ends soon,1,bango-file,message.dat,8544
itemdesc,100,It's a smith's petition#nHe was a blacksmith from Geum-Ohee Castle#nThis smith lost his family from the demon soldiers#nand finally he lost his sight#nPeople are so tired of long war#nThey just hope and want to #nthe war end soon.,1,bango-file,message.dat,8545
itemdesc,101,"Their only son forced to enter war#nand have no response#nThe parents so worried#nTheir son's news is more important#nthan the war for them#nAs it is, the war only gives to the people#na pain and nothing more",1,bango-file,message.dat,8546
itemdesc,102,It's seen very often#nIt recovers 300 health points,1,bango-file,message.dat,8547
itemdesc,103,Instrument for catching fish,1,bango-file,message.dat,8548
itemdesc,104,It's seen frequently#nIt recovers 300 health points,1,bango-file,message.dat,8549
itemdesc,105,Salmons go for laying eggs.#nIt may be seen frequently#nBut they're not caught often.#nIt recovers 300 health points.,1,bango-file,message.dat,8550
itemdesc,106,Eels are not seen often#nBut sometimes some of them are cough#nwhen it's lucky day.#nIt recovers 300 health points.,1,bango-file,message.dat,8551
itemdesc,107,Baked Mackerel in Soy Sauce#nrecovers 100 points of health.,1,bango-file,message.dat,8552
itemdesc,108,Baked Mackerel with Spicy Sauce #nrecovers 200 points of health.,1,bango-file,message.dat,8553
itemdesc,109,Hard-boiled Mackerel #nrecovers 300 points of health.,1,bango-file,message.dat,8554
itemdesc,110,Smoked Salmon#nrecovers 400 points of health.,1,bango-file,message.dat,8555
itemdesc,111,Hard-boiled Salmon with Bean Paste#nrecovers 500 points of health.,1,bango-file,message.dat,8556
itemdesc,112,Baked Eel increases #n10% of attack point for 1 hour.,1,bango-file,message.dat,8557
itemdesc,113,Eel Soup increases#n10% of magic attack point for 1 hour.,1,bango-file,message.dat,8558
itemdesc,118,The one who takes the medicine and meats #nfor Hyun-Woong's father.#nHyun-Woong will be so happy#nif he sees this head.,1,bango-file,message.dat,8565
itemdesc,119,Chang's talisman keg#nChang need this talisman for taking care of Ancient Animals#nBut Doggebi stole it.,1,bango-file,message.dat,8566
itemdesc,120,King of the war#nIt's good at Closed combat.,1,bango-file,message.dat,8567
itemdesc,121,The bird that rules the sky#nIt's good at using magic.,1,bango-file,message.dat,8568
itemdesc,122,Shadow of death with quickness#nIt's good at speedy combat.,1,bango-file,message.dat,8569
itemdesc,123,A secret message to Ma-Yong.,1,bango-file,message.dat,8570
itemdesc,124,"Assassin, Heuk-Yong's Head#nbut it's surprise that he was a demon.",1,bango-file,message.dat,8571
itemdesc,125,"Assassin, Dae-Ill's Head#nbut it's surprise that he was a demon.",1,bango-file,message.dat,8572
itemdesc,126,"Assassin, Goon-Sangji's Head#nbut it's surprise that he was a demon.",1,bango-file,message.dat,8573
itemdesc,127,"Assassin, Yoo's Head#nbut it's surprise that he was a demon.",1,bango-file,message.dat,8574
itemdesc,128,"Assassin, Ma-Gwang's Head#nbut it's surprise that he was a demon.",1,bango-file,message.dat,8575
itemdesc,129,Devil Troop of Pain's Mask#nSpoils from the operation of Eliminating the Devil Troop.,1,bango-file,message.dat,8577
itemdesc,130,Devil Troop of Greed's Mask#nSpoils from the operation of Eliminating the Devil Troop.,1,bango-file,message.dat,8578
itemdesc,131,Devil Troop of Jealousy's Mask#nSpoils from the operation of Eliminating the Devil Troop.,1,bango-file,message.dat,8579
itemdesc,132,Devil Troop of Hatred's Mask#nSpoils from the operation of Eliminating the Devil Troop.,1,bango-file,message.dat,8580
itemdesc,133,Devil Troop of Madness's Mask#nSpoils from the operation of Eliminating the Devil Troop.,1,bango-file,message.dat,8581
itemdesc,139,Doggebi's mask that is fixed by Gill-Jun#nIt's now all fixed.,1,bango-file,message.dat,8591
itemdesc,140,Head Skin of Yong-Chun,1,bango-file,message.dat,8592
itemdesc,141,Secret Letter,1,bango-file,message.dat,8593
itemdesc,142,The rope that Hak-Goo looked for,1,bango-file,message.dat,8594
itemdesc,143,"For using poison arrow,#nPoison bag is needed.",1,bango-file,message.dat,8595
itemdesc,144,Give this stone to the Prophet#nfor getting a chance #n to reset your status point.,1,bango-file,message.dat,8596
itemdesc,145,Give this stone to the Prophet#nfor getting a chance #n to reset your skill point.,1,bango-file,message.dat,8597
itemdesc,146,Fruit with good taste#nIt recovers your 120 of MP after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8598
itemdesc,147,Fruit with good taste#nIt recovers your 240 of MP after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8599
itemdesc,148,Fruit with good taste#nIt recovers your 510 of MP after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8600
itemdesc,149,Fruit with good taste#nIt recovers your 750 of MP after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8601
itemdesc,150,Fruit with good taste#nIt recovers your 990 of MP after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8602
itemdesc,152,Big Handed Inhabitant's Blood,1,bango-file,message.dat,8606
itemdesc,153,Demon Water Dragon's Blood,1,bango-file,message.dat,8607
itemdesc,154,Doggebi of Monster Face's Broomstick,1,bango-file,message.dat,8609
itemdesc,155,Doggebi with a Gong's Broomstick,1,bango-file,message.dat,8610
itemdesc,156,Drunken Doggebi's Broomstick,1,bango-file,message.dat,8611
itemdesc,157,Doggebi with a Mask of Black Crow's Broomstick,1,bango-file,message.dat,8612
itemdesc,158,Doggebi with a Mask of Black Panther's Broomstick,1,bango-file,message.dat,8613
itemdesc,159,Giant Doggebi's Broomstick,1,bango-file,message.dat,8614
itemdesc,160,Guardian of Doggebi's Stone,1,bango-file,message.dat,8616
itemdesc,161,Demon Vulgar's Head,1,bango-file,message.dat,8617
itemdesc,162,Demon Scout's Head,1,bango-file,message.dat,8618
itemdesc,163,Demon Spearhead's Head,1,bango-file,message.dat,8619
itemdesc,164,Small potato.#nIt recovers your 270 of health after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8620
itemdesc,165,Small potato.#nIt recovers your 330 of health after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8621
itemdesc,166,Big potato.#nIt recovers your 420 of health after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8622
itemdesc,167,Cooked potato.#nIt recovers your 540 of health after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8623
itemdesc,168,Small sweet potato.#nIt recovers your 690 of health after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8624
itemdesc,169,It's sweet potato.#nIt recovers your 840 of health after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8625
itemdesc,170,Big sweet potato.#nIt recovers your 1020 of health after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8626
itemdesc,171, It's a cooked sweet potato#nIt recovers your 1230 of health after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8627
itemdesc,172,It's small meat of wild animals.#nIt recovers your 1440 of health after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8628
itemdesc,173,It's medium meat of wild animals.#nIt recovers your 1650 of health after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8629
itemdesc,174,It's big meat of wild animals.#nIt recovers your 1890 of health after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8630
itemdesc,175,It's meat of wild animals.#nIt recovers your 2190 of health after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8631
itemdesc,176,It's pork leg of Geum-Oh Mountain. It recovers your 2490 of health after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8632
itemdesc,177,It's pork rib of Geum-Oh Mountain.#nIt recovers your 2820 of health after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8633
itemdesc,178,It's meat of tiger meat in Geum-Oh Mountain.#nIt recovers your 3150 of health after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8634
itemdesc,179,It's cold water from Geum-Oh Mountain.#nIt recovers your 90 of energy after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8635
itemdesc,180,It's cold water from Geum-Oh Mountain.#nIt recovers your 120 of energy after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8636
itemdesc,181,It's cold water from valley of Geum-Oh Mountain.#nIt recovers your 180 of energy after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8637
itemdesc,182,It's cold water from valley of Geum-Oh Mountain.#nIt recovers your 240 of energy after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8638
itemdesc,183,It's cold water from valley of Geum-Oh Mountain.#nIt recovers your 330 of energy after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8639
itemdesc,184,It's cold water from valley of Geum-Oh Mountain.#nIt recovers your 420 of energy after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8640
itemdesc,185,It's cold water from valley of Geum-Oh Mountain.#nIt recovers your 510 of energy after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8641
itemdesc,186,It's cold water from valley of Geum-Oh Mountain.#nIt recovers your 630 of energy after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8642
itemdesc,187,Refined water from clear water.#nIt recovers your 750 of energy after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8643
itemdesc,188,Refined water from clear water.#nIt recovers your 870 of energy after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8644
itemdesc,189,Refined water from clear water.#nIt recovers your 990 of energy after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8645
itemdesc,190,Refined water from clear water.#nIt recovers your 1170 of energy after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8646
itemdesc,191,Refined water in the deep mountain.#nIt recovers your 1350 of energy after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8647
itemdesc,192,Refined water in the deep mountain.#nIt recovers your 1560 of energy after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8648
itemdesc,193,Refined water in the deep mountain.#nIt recovers your 1770 of energy after 30 seconds#nwhen it's used.,1,bango-file,message.dat,8649
itemdesc,194,The Skeleton Warrior of the Royal Tomb's Skull#nIts spirit is in there.,1,bango-file,message.dat,8651
itemdesc,195,The Skeleton Warrior of the Royal Tomb's Ribs#nIts spirit is in there.,1,bango-file,message.dat,8652
itemdesc,196,The Minister of the Royal Tomb's Book#nIts spirit is in there.,1,bango-file,message.dat,8653
itemdesc,197,The Maid of Honor of the Royal Tomb's Lute#nIts spirit is in there.,1,bango-file,message.dat,8654
itemdesc,198,The Royal Tomb Keeper's Sword#nIts spirit is in there.,1,bango-file,message.dat,8655
itemdesc,199,The Royal Tomb Keeper's Shield#nIts spirit is in there.,1,bango-file,message.dat,8656
itemdesc,200,The Royal Tomb Keeper's Spear#nIts spirit is in there.,1,bango-file,message.dat,8657
itemdesc,201,The Royal Tomb Keeper's Iron Hammer#nIts spirit is in there.,1,bango-file,message.dat,8658
itemdesc,202,It's demon's blood and it's strong acid.,1,bango-file,message.dat,8660
itemdesc,203,Using for recovering 300 points of health.#nBut it also can be used for making speed-up medicines#nPlease be careful to use.,1,bango-file,message.dat,8661
itemdesc,204,A keg for filling solution.,1,bango-file,message.dat,8662
itemdesc,205,Using demon's blood to#nmelt sea bream for making#na material of Speed-up medicine.,1,bango-file,message.dat,8663
itemdesc,206,The efficacy is same as level 3 of Speed-up skill.#nSpeed increases for 30 min. when it used.,1,bango-file,message.dat,8664
itemdesc,207,Devil Troops are absorbing the power of Doggebi Forest.#nThis Crystal is taken from the Devil Troop.#nIt contains the power of Doggebi Forest.#nThis item does not affect the riding animal.,1,bango-file,message.dat,8666
itemdesc,208,It's a Spirit of Doggebi of Monster Face#nwho joined the Angry Doggebi Troop.,1,bango-file,message.dat,8667
itemdesc,209,It's a Spirit of Doggebi with a Gong#nwho joined the Angry Doggebi Troop.,1,bango-file,message.dat,8668
itemdesc,210,It's a Spirit of Drunken Doggebi#nwho joined the Angry Doggebi Troop.,1,bango-file,message.dat,8669
itemdesc,211,It's a Spirit of Doggebi with a Mask of Black Crow#nwho joined the Angry Doggebi Troop.,1,bango-file,message.dat,8670
itemdesc,212,It's a Spirit of Doggebi with a Mask of Black Panther#nwho joined the Angry Doggebi Troop.,1,bango-file,message.dat,8671
itemdesc,213,It's a Spirit of Giant Doggebi#nwho joined the Angry Doggebi Troop.,1,bango-file,message.dat,8672
itemdesc,214,It's a Spirit of Guardian of Doggebi#nwho joined the Angry Doggebi Troop.,1,bango-file,message.dat,8673
itemdesc,215,It's the Chief of Angry Doggebi Troop's dead body#nHe instigated all other Doggebis to attack people.#nBut he'll be returned with a new body.,1,bango-file,message.dat,8674
itemdesc,216,Gathering of EXP from monsters is increased by 30%.#n[This item is good for 1 day.],1,bango-file,message.dat,8676
itemdesc,217,Gathering of EXP from monsters is increased by 30%.#n[This item is good for 7 days.],1,bango-file,message.dat,8677
itemdesc,218,Gathering of EXP from monsters is increased by 30%.#n[This item is good for 15 days.],1,bango-file,message.dat,8678
itemdesc,219,Gathering of EXP from monsters is increased by 30%.#n[This item is good for 30 days.],1,bango-file,message.dat,8679
itemdesc,220,Gathering of money from monsters is increased by 20%.#nBut it's not effective when you're in a party.#nIt only effects to the one who used.#n[This item is good for 1 day.],1,bango-file,message.dat,8681
itemdesc,221,Gathering of money from monsters is increased by 20%.#nBut it's not effective when you're in a party.#nIt only effects to the one who used.#n[This item is good for 7 days.],1,bango-file,message.dat,8682
itemdesc,222,Gathering of money from monsters is increased by 20%.#nBut it's not effective when you're in a party.#nIt only effects to the one who used.#n[This item is good for 15 days.],1,bango-file,message.dat,8683
itemdesc,223,Gathering of money from monsters is increased by 20%.#nBut it's not effective when you're in a party.#nIt only effects to the one who used.#n[This item is good for 30 days.],1,bango-file,message.dat,8684
itemdesc,224,Speed of fishery is increased by 50%.#n[This item is good for 1 day.],1,bango-file,message.dat,8686
itemdesc,225,Speed of fishery is increased by 50%.#n[This item is good for 7 days.],1,bango-file,message.dat,8687
itemdesc,226,Speed of fishery is increased twice as much.#n[This item is good for 15 days.],1,bango-file,message.dat,8688
itemdesc,227,Speed of fishery is increased by 50%.#n[This item is good for 30 days.],1,bango-file,message.dat,8689
itemdesc,228,"When it used on an item,#nitem won't be destroyed even if it failed to enchant with talisman.",1,bango-file,message.dat,8691
itemdesc,229,You can revive from the place.#nwhere you got killed without any EXP loss.,1,bango-file,message.dat,8692
itemdesc,230,You can revive from the place#nwhere you got killed with 20% of EXP loss.,1,bango-file,message.dat,8693
itemdesc,231,Teleport to the City of Priest.#nFor all party members#nif the leader is used.,1,bango-file,message.dat,8695
itemdesc,232,Teleport to the City of Priest.#nOnly for individual.#nYou can also use /cop command.,1,bango-file,message.dat,8696
itemdesc,233,"Gathering of EXP is increased by 30% #n[This item lasts for 1 day from the moment you use it.]#n This item will be deleted on June 14, 2017.",1,bango-file,message.dat,8698
itemdesc,250,Increasing the combatants' Moving Speed.#n[Combatant]#nMoving Speed gets increased by 50%#n[Flag Bearer]#nPhysical Attack gets decreased by 50%#nMoving Speed gets increased by 50%,1,bango-file,message.dat,8718
itemdesc,251,Increasing the combatants' Physical Attack.#n[Combatant]#nPhysical Attack gets increased by 20%#n[Flag Bearer]#nHP gets increased by 100%#nAttack gets decreased by 50%#nMoving Speed gets decreased by 20%,1,bango-file,message.dat,8719
itemdesc,252,Increasing the combatants' Magic Attack.#n[Combatant]#nMagic Attack gets increased by 20%#n[Flag Bearer]#nHP gets increased by 100%#nAttack gets decreased by 50%#nMoving Speed gets decreased by 20%,1,bango-file,message.dat,8720
itemdesc,253,Increasing the combatants' Absorption Rate.#n[Combatant]#nAbsorption Rate gets increased by 30#n[Flag Bearer]#nHP gets increased by 100%#nAttack gets decreased by 50%#nMoving Speed gets decreased by 20%,1,bango-file,message.dat,8721
itemdesc,254,Increasing the combatants' Magic Defense.#n[Combatant]#nMagic Defense gets increased by 30#n[Flag Bearer]#nHP gets increased by 100%#nAttack gets decreased by  50%#nMoving Speed gets decreased by 20%,1,bango-file,message.dat,8722
itemdesc,255,Healing the combatants' HP by 100 per each sec.#n[Combatant]#nHealing HP by 100 per each second#n[Flag Bearer]#nHP gets increased by 100%#nAttack gets decreased by 50%#nMoving Speed gets decreased by 20%,1,bango-file,message.dat,8723
itemdesc,256,"Save the current location.#nOnce it saved, it keeps forever#nand you can use the Moving Scroll of Location to teleport.#nPress [.] button for saving location.",1,bango-file,message.dat,8725
itemdesc,258,You need Moving Scroll of Location #nto teleport to the saved loction.#nIt cosumes 1 Moving Scroll of Location for each time you teleport.#nPress [.] button to teleport.,1,bango-file,message.dat,8728
itemdesc,260,"By using the Horn, send your message to the people#ntwice much wider than normal.#nUse [/yell Content] or [/y Content] command.",1,bango-file,message.dat,8731
itemdesc,262,Send your message to all players in the server#nby using the Horn of Spirit.#nUse [/shout content] or [/s content] as a command.,1,bango-file,message.dat,8734
itemdesc,264,It supports to increase the percentage of success#nwhen upgrading the quality of weapon's additional damage.,1,bango-file,message.dat,8737
itemdesc,268,[Event Item]#nIt's locked with ancient magic.#nTalk to the Village Elder about this box.,1,bango-file,message.dat,8742
itemdesc,269,[Event Item]#nQuest Item#nyou can get some money when you sell this at the store.,1,bango-file,message.dat,8743
itemdesc,270,Final striking power(physical/magical) is increased by 10%.,1,bango-file,message.dat,8745
itemdesc,271,Final damage from the monster is decreased by 10%.,1,bango-file,message.dat,8746
itemdesc,272,Activity of Explosive Blow percentage is increased by 3%.,1,bango-file,message.dat,8747
itemdesc,273,Activity of Explosive Blow percentage is increased by 5%.,1,bango-file,message.dat,8748
itemdesc,274,Final On Target Point is increased by 10.,1,bango-file,message.dat,8749
itemdesc,275,Final Evasion Point is increased by 5.,1,bango-file,message.dat,8750
itemdesc,276,Absorbing the enemy's attack with 10% activity percentage.#nIt consumes one whenever the absorbing is activated.,1,bango-file,message.dat,8751
itemdesc,277,Absorbing the enemy's attack with 10% activity percentage.#nIt consumes one whenever the absorbing is activated.,1,bango-file,message.dat,8752
itemdesc,278,Absorbing the enemy's attack with 10% activity percentage.#nIt consumes one whenever the absorbing is activated.,1,bango-file,message.dat,8753
itemdesc,279,Strength is increased by 5,1,bango-file,message.dat,8754
itemdesc,280,Health is increased by 10,1,bango-file,message.dat,8755
itemdesc,281,Intelligence is increased by 5,1,bango-file,message.dat,8756
itemdesc,282,Wisdom is increased by 10,1,bango-file,message.dat,8757
itemdesc,283,Agility is increased by 5,1,bango-file,message.dat,8758
itemdesc,284,Draining the enemy's HP as much as your damage to the enemy#nwith 10% activity percentage.#nIt consumes one whenever the absorbing is activated.,1,bango-file,message.dat,8759
itemdesc,285,Draining the enemy's HP as much as your damage to the enemy#nwith 10% activity percentage.#nIt consumes one whenever the absorbing is activated.,1,bango-file,message.dat,8760
itemdesc,286,Draining the enemy's HP as much as your damage to the enemy#nwith 10% activity percentage.#nIt consumes one whenever the absorbing is activated.,1,bango-file,message.dat,8761
itemdesc,306,Lucky Necklace will be disappeared after the Event ends.,1,bango-file,message.dat,8784
itemdesc,307,1 Hour#nFinal striking power(physical/magical) is increased by 10%.,1,bango-file,message.dat,8785
itemdesc,309,1 Hour#nFinal damage from the monster is decreased by 10%.,1,bango-file,message.dat,8788
itemdesc,311,1 Hour#nActivity of Explosive Blow percentage is increased by 5%.,1,bango-file,message.dat,8791
itemdesc,313,1 Hour#nFinal On Target Point is increased by 10.,1,bango-file,message.dat,8794
itemdesc,315,1 Hour#nFinal Evasion Point is increased by 5.,1,bango-file,message.dat,8797
itemdesc,317,1 Hour#nStrength is increased by 5,1,bango-file,message.dat,8800
itemdesc,318,1 Hour#nHealth is increased by 10,1,bango-file,message.dat,8801
itemdesc,319,1 Hour#nIntelligence is increased by 5,1,bango-file,message.dat,8802
itemdesc,320,1 Hour#nWisdom is increased by 10,1,bango-file,message.dat,8803
itemdesc,321,1 Hour#nAgility is increased by 5,1,bango-file,message.dat,8804
