source_file,record_ordinal,source_line,record_type,record_json,source_kind,provenance
message.dat,3225,4191,sys,"[""sys"",""8012"",""It is a randomly obtained item when you open a box.""]",decoded-bytes-complete,bango-file
message.dat,3226,4192,sys,"[""sys"",""8013"",""Game closed""]",decoded-bytes-complete,bango-file
message.dat,3227,4194,sys,"[""sys"",""9000"",""/Dice""]",decoded-bytes-complete,bango-file
message.dat,3228,4195,sys,"[""sys"",""9001"",""%1 got a number %2!d!.""]",decoded-bytes-complete,bango-file
message.dat,3229,4196,sys,"[""sys"",""9002"",""A dice""]",decoded-bytes-complete,bango-file
message.dat,3230,4197,sys,"[""sys"",""9003"",""#n#nThrow dice.""]",decoded-bytes-complete,bango-file
message.dat,3231,4202,sys,"[""sys"",""9150"",""Obtained enchant stone box""]",decoded-bytes-complete,bango-file
message.dat,3232,4203,sys,"[""sys"",""9151"",""Needed enchant stone""]",decoded-bytes-complete,bango-file
message.dat,3233,4204,sys,"[""sys"",""9152"",""There is no item registered for enchant, so you can not insert an enchant stone. Please register an item first then try again.""]",decoded-bytes-complete,bango-file
message.dat,3234,4205,sys,"[""sys"",""9153"",""Costume enchant was canceled. Please try again.""]",decoded-bytes-complete,bango-file
message.dat,3235,4208,sys,"[""sys"",""9154"",""You will spend %2!d! zamogeons and %3 %4!d! %1 items for enchant. When an enchant fails, an equipment has a chance to destroy. If you spend jewels, your equipment will not destroy. Will you spend jewels?""]",decoded-bytes-complete,bango-file
message.dat,3236,4209,sys,"[""sys"",""9155"",""A failed a battle horse item enchant. Deducted an enchant material items only. ""]",decoded-bytes-complete,bango-file
message.dat,3237,4210,sys,"[""sys"",""9156"",""A failed a battle horse item enchant. Deducted an enchant material items and battle horse equipment together. ""]",decoded-bytes-complete,bango-file
message.dat,3238,4211,sys,"[""sys"",""9157"",""When you are riding on a battle horse, you cannot use %1 skill.""]",decoded-bytes-complete,bango-file
message.dat,3239,4212,sys,"[""sys"",""9158"",""A equipment stat %1 %% increase.""]",decoded-bytes-complete,bango-file
message.dat,3240,4213,sys,"[""sys"",""9159"",""Needed jewels for protect equipment : %1!d! (EA)""]",decoded-bytes-complete,bango-file
message.dat,3241,4215,sys,"[""sys"",""9160"",""Exceeded a maximum of possess %1!d! geons. #n This trade is canceled.""]",decoded-bytes-complete,bango-file
message.dat,3242,4217,sys,"[""sys"",""9161"",""Create a pet""]",decoded-bytes-complete,bango-file
message.dat,3243,4218,sys,"[""sys"",""9162"",""???? ????""]",decoded-bytes-complete,bango-file
message.dat,3244,4219,sys,"[""sys"",""9163"",""???? %1!d!???? ??? ??? ???? ???? ??????????#n(???? ?????? ???? ??????? ??????)""]",decoded-bytes-complete,bango-file
message.dat,3245,4220,sys,"[""sys"",""9164"",""Create a monster pet(shortcut key:L)""]",decoded-bytes-complete,bango-file
message.dat,3246,4221,sys,"[""sys"",""9165"",""Expiration""]",decoded-bytes-complete,bango-file
message.dat,3247,4222,sys,"[""sys"",""9166"",""%1!d!Day""]",decoded-bytes-complete,bango-file
message.dat,3248,4223,sys,"[""sys"",""9167"",""-""]",decoded-bytes-complete,bango-file
message.dat,3249,4224,sys,"[""sys"",""9168"",""VIP""]",decoded-bytes-complete,bango-file
message.dat,3250,4225,sys,"[""sys"",""9169"",""[EVENT]""]",decoded-bytes-complete,bango-file
message.dat,3251,4227,sys,"[""sys"",""9170"",""Needed Upgrade stone""]",decoded-bytes-complete,bango-file
message.dat,3252,4228,sys,"[""sys"",""9172"",""jewel: %1!d!EA""]",decoded-bytes-complete,bango-file
message.dat,3253,4231,sys,"[""sys"",""9173"",""300 ???? ??????? ?????? 5% ??? ??????????""]",decoded-bytes-complete,bango-file
message.dat,3254,4232,sys,"[""sys"",""9174"",""5???????? ?????? 30% ??? ?????????""]",decoded-bytes-complete,bango-file
message.dat,3255,4233,sys,"[""sys"",""9175"",""35???????? ??? ??????(200%/300%) ??? ??????????""]",decoded-bytes-complete,bango-file
message.dat,3256,4235,sys,"[""sys"",""9176"",""?????? ??? ?????? ?????? ????? ?? ???????.""]",decoded-bytes-complete,bango-file
message.dat,3257,4237,sys,"[""sys"",""9177"",""???? ????????????? ?????? ??? ?? ?? ???????.""]",decoded-bytes-complete,bango-file
message.dat,3258,4239,sys,"[""sys"",""9178"",""????????? ???  ??? ????? ?????? ??? ?? ?? ???????.""]",decoded-bytes-complete,bango-file
message.dat,3259,4241,sys,"[""sys"",""9179"",""???? ??????? ??? ?? ?? ??? ??? ?????? ????.""]",decoded-bytes-complete,bango-file
message.dat,3260,4244,sys,"[""sys"",""9180"",""??????: %1!d! %%""]",decoded-bytes-complete,bango-file
message.dat,3261,4245,sys,"[""sys"",""9181"",""????? ????: %1!d!???? %2!d!??""]",decoded-bytes-complete,bango-file
message.dat,3262,4246,sys,"[""sys"",""9182"",""????? ????: %1!d!??""]",decoded-bytes-complete,bango-file
message.dat,3263,4248,sys,"[""sys"",""9183"",""?????? ???????? ??? ????????.""]",decoded-bytes-complete,bango-file
message.dat,3264,4249,sys,"[""sys"",""9184"",""??????????? ??????? ???????? ??? ?? ?? ???????.""]",decoded-bytes-complete,bango-file
message.dat,3265,4250,sys,"[""sys"",""9185"",""?????? ??????? ???????? ??? ?? ?? ???????.""]",decoded-bytes-complete,bango-file
message.dat,3266,4252,sys,"[""sys"",""9186"",""Auto Pick#n It's not effective in Dungeon 1""]",decoded-bytes-complete,bango-file
message.dat,3267,4253,sys,"[""sys"",""9187"",""You got %2!d! of Explosive Blow from the %1""]",decoded-bytes-complete,bango-file
message.dat,3268,4254,sys,"[""sys"",""9188"",""You got %1!d! of damage from the enemy""]",decoded-bytes-complete,bango-file
message.dat,3269,4257,sys,"[""sys"",""9601"",""You are in Battlefield PVP.#nTo receive honor rewards, you need#nat least 60% active play time outside of safezone.""]",decoded-bytes-complete,bango-file
message.dat,3270,4258,sys,"[""sys"",""9602"",""Active Play Time: ""]",decoded-bytes-complete,bango-file
message.dat,3271,4259,sys,"[""sys"",""9603"",""Stun immunity""]",decoded-bytes-complete,bango-file
message.dat,3272,4260,sys,"[""sys"",""9604"",""Can't use skill while Doggebi Mask buff is active.""]",decoded-bytes-complete,bango-file
message.dat,3273,4261,sys,"[""sys"",""9605"",""Owner of the Suffering Valley.#n 10%% of Experience increase#nThis effect can be added with similar buffs.""]",decoded-bytes-complete,bango-file
message.dat,3274,4269,itemname,"[""itemname"",""256"",""Short Iron Sword""]",decoded-bytes-complete,bango-file
message.dat,3275,4270,itemname,"[""itemname"",""257"",""Short Steel Sword""]",decoded-bytes-complete,bango-file
message.dat,3276,4271,itemname,"[""itemname"",""258"",""Small Steel Sword""]",decoded-bytes-complete,bango-file
message.dat,3277,4272,itemname,"[""itemname"",""259"",""Iron Sword""]",decoded-bytes-complete,bango-file
message.dat,3278,4273,itemname,"[""itemname"",""260"",""Iron Red-blood Sword""]",decoded-bytes-complete,bango-file
message.dat,3279,4274,itemname,"[""itemname"",""261"",""SaSaEul Armor""]",decoded-bytes-complete,bango-file
message.dat,3280,4275,itemname,"[""itemname"",""262"",""SaSaEul Helmet""]",decoded-bytes-complete,bango-file
message.dat,3281,4276,itemname,"[""itemname"",""263"",""SaSaEul Gloves""]",decoded-bytes-complete,bango-file
message.dat,3282,4277,itemname,"[""itemname"",""264"",""SaSaEul Boots""]",decoded-bytes-complete,bango-file
message.dat,3283,4278,itemname,"[""itemname"",""265"",""SaSaEul Shorts""]",decoded-bytes-complete,bango-file
message.dat,3284,4279,itemname,"[""itemname"",""266"",""GyungBunGap Armor""]",decoded-bytes-complete,bango-file
message.dat,3285,4280,itemname,"[""itemname"",""267"",""GyungBunGap Helmet""]",decoded-bytes-complete,bango-file
message.dat,3286,4281,itemname,"[""itemname"",""268"",""GyungBunGap Gloves""]",decoded-bytes-complete,bango-file
message.dat,3287,4282,itemname,"[""itemname"",""269"",""GyungBunGap Boots""]",decoded-bytes-complete,bango-file
message.dat,3288,4283,itemname,"[""itemname"",""270"",""GyungBunGap Shorts""]",decoded-bytes-complete,bango-file
message.dat,3289,4284,itemname,"[""itemname"",""271"",""PanGap Armor""]",decoded-bytes-complete,bango-file
message.dat,3290,4285,itemname,"[""itemname"",""272"",""PanGap Helmet""]",decoded-bytes-complete,bango-file
message.dat,3291,4286,itemname,"[""itemname"",""273"",""PanGap Gloves""]",decoded-bytes-complete,bango-file
message.dat,3292,4287,itemname,"[""itemname"",""274"",""PanGap Boots""]",decoded-bytes-complete,bango-file
message.dat,3293,4288,itemname,"[""itemname"",""275"",""PanGap Shorts""]",decoded-bytes-complete,bango-file
message.dat,3294,4289,itemname,"[""itemname"",""276"",""Big Steel Sword""]",decoded-bytes-complete,bango-file
message.dat,3295,4290,itemname,"[""itemname"",""277"",""Birch Bow""]",decoded-bytes-complete,bango-file
message.dat,3296,4291,itemname,"[""itemname"",""278"",""Oak Bow""]",decoded-bytes-complete,bango-file
message.dat,3297,4292,itemname,"[""itemname"",""279"",""Big Oak Bow""]",decoded-bytes-complete,bango-file
message.dat,3298,4293,itemname,"[""itemname"",""280"",""YeonGak Bow""]",decoded-bytes-complete,bango-file
message.dat,3299,4294,itemname,"[""itemname"",""281"",""YeonHwang Bow""]",decoded-bytes-complete,bango-file
message.dat,3300,4295,itemname,"[""itemname"",""282"",""GangGak Bow""]",decoded-bytes-complete,bango-file
message.dat,3301,4296,itemname,"[""itemname"",""283"",""Small Iron Shield""]",decoded-bytes-complete,bango-file
message.dat,3302,4297,itemname,"[""itemname"",""284"",""Medium Iron Shield""]",decoded-bytes-complete,bango-file
message.dat,3303,4298,itemname,"[""itemname"",""285"",""Medium Steel Shield""]",decoded-bytes-complete,bango-file
message.dat,3304,4299,itemname,"[""itemname"",""286"",""Zamogeon""]",decoded-bytes-complete,bango-file
message.dat,3305,4300,itemname,"[""itemname"",""287"",""Leather Armor""]",decoded-bytes-complete,bango-file
message.dat,3306,4301,itemname,"[""itemname"",""288"",""Leather Armor Hood""]",decoded-bytes-complete,bango-file
message.dat,3307,4302,itemname,"[""itemname"",""289"",""Leather Armor Gloves""]",decoded-bytes-complete,bango-file
message.dat,3308,4303,itemname,"[""itemname"",""290"",""Leather Armor Boots""]",decoded-bytes-complete,bango-file
message.dat,3309,4304,itemname,"[""itemname"",""291"",""Leather Armor Shorts""]",decoded-bytes-complete,bango-file
message.dat,3310,4305,itemname,"[""itemname"",""292"",""DooJungPeeGap Armor""]",decoded-bytes-complete,bango-file
message.dat,3311,4306,itemname,"[""itemname"",""293"",""DooJungPeeGap Hood""]",decoded-bytes-complete,bango-file
message.dat,3312,4307,itemname,"[""itemname"",""294"",""DooJungPeeGap Gloves""]",decoded-bytes-complete,bango-file
message.dat,3313,4308,itemname,"[""itemname"",""295"",""DooJungPeeGap Boots""]",decoded-bytes-complete,bango-file
message.dat,3314,4309,itemname,"[""itemname"",""296"",""DooJungPeeGap Shorts""]",decoded-bytes-complete,bango-file
message.dat,3315,4310,itemname,"[""itemname"",""297"",""ShaeJaGap Armor""]",decoded-bytes-complete,bango-file
message.dat,3316,4311,itemname,"[""itemname"",""298"",""ShaeJaGap Hood""]",decoded-bytes-complete,bango-file
message.dat,3317,4312,itemname,"[""itemname"",""299"",""ShaeJaGap Gloves""]",decoded-bytes-complete,bango-file
message.dat,3318,4313,itemname,"[""itemname"",""300"",""ShaeJaGap Boots""]",decoded-bytes-complete,bango-file
message.dat,3319,4314,itemname,"[""itemname"",""301"",""ShaeJaGap Shorts""]",decoded-bytes-complete,bango-file
message.dat,3320,4315,itemname,"[""itemname"",""302"",""Small Medicine""]",decoded-bytes-complete,bango-file
message.dat,3321,4316,itemname,"[""itemname"",""303"",""Medium Medicine""]",decoded-bytes-complete,bango-file
message.dat,3322,4318,itemname,"[""itemname"",""304"",""Steel Armor""]",decoded-bytes-complete,bango-file
message.dat,3323,4319,itemname,"[""itemname"",""305"",""Steel Armor Helmet""]",decoded-bytes-complete,bango-file
message.dat,3324,4320,itemname,"[""itemname"",""306"",""Steel Armor Gloves""]",decoded-bytes-complete,bango-file
message.dat,3325,4321,itemname,"[""itemname"",""307"",""Steel Armor Boots""]",decoded-bytes-complete,bango-file
message.dat,3326,4322,itemname,"[""itemname"",""308"",""Steel Armor Shorts""]",decoded-bytes-complete,bango-file
message.dat,3327,4323,itemname,"[""itemname"",""309"",""Intensified ShaeJaGap Armor""]",decoded-bytes-complete,bango-file
message.dat,3328,4324,itemname,"[""itemname"",""310"",""Intensified ShaeJaGap Hood""]",decoded-bytes-complete,bango-file
message.dat,3329,4325,itemname,"[""itemname"",""311"",""Intensified ShaeJaGap Gloves""]",decoded-bytes-complete,bango-file
message.dat,3330,4326,itemname,"[""itemname"",""312"",""Intensified ShaeJaGap Boots""]",decoded-bytes-complete,bango-file
message.dat,3331,4327,itemname,"[""itemname"",""313"",""Intensified ShaeJaGap Shorts""]",decoded-bytes-complete,bango-file
message.dat,3332,4328,itemname,"[""itemname"",""314"",""Steel Sword""]",decoded-bytes-complete,bango-file
message.dat,3333,4329,itemname,"[""itemname"",""315"",""JuckAh Big Steel Sword""]",decoded-bytes-complete,bango-file
message.dat,3334,4330,itemname,"[""itemname"",""316"",""Big Steel Sword with Pattern of Leaf""]",decoded-bytes-complete,bango-file
message.dat,3335,4331,itemname,"[""itemname"",""317"",""SooWoo YeonGak Bow""]",decoded-bytes-complete,bango-file
message.dat,3336,4332,itemname,"[""itemname"",""318"",""SooWoo GangGak Bow""]",decoded-bytes-complete,bango-file
message.dat,3337,4333,itemname,"[""itemname"",""319"",""TaeWoon GangGak Bow""]",decoded-bytes-complete,bango-file
message.dat,3338,4334,itemname,"[""itemname"",""320"",""Forged Small Iron Shield""]",decoded-bytes-complete,bango-file
message.dat,3339,4335,itemname,"[""itemname"",""321"",""Forged Medium Iron Shield""]",decoded-bytes-complete,bango-file
message.dat,3340,4336,itemname,"[""itemname"",""322"",""Casted Mediuml Iron Shield""]",decoded-bytes-complete,bango-file
message.dat,3341,4337,itemname,"[""itemname"",""323"",""Forged Medium Steel Shield""]",decoded-bytes-complete,bango-file
message.dat,3342,4338,itemname,"[""itemname"",""324"",""Casted Medium Steel Shield""]",decoded-bytes-complete,bango-file
message.dat,3343,4339,itemname,"[""itemname"",""325"",""MyungJoo HakChangEau Clothes""]",decoded-bytes-complete,bango-file
message.dat,3344,4340,itemname,"[""itemname"",""326"",""MyungJoo HakChangEau Hair Decoration""]",decoded-bytes-complete,bango-file
message.dat,3345,4341,itemname,"[""itemname"",""327"",""MyungJoo HakChangEau Gloves""]",decoded-bytes-complete,bango-file
message.dat,3346,4342,itemname,"[""itemname"",""328"",""MyungJoo HakChangEau Boots""]",decoded-bytes-complete,bango-file
message.dat,3347,4343,itemname,"[""itemname"",""329"",""MyungJoo HakChangEau Shorts""]",decoded-bytes-complete,bango-file
message.dat,3348,4344,itemname,"[""itemname"",""330"",""BeeDan HakChangEau Clothes""]",decoded-bytes-complete,bango-file
message.dat,3349,4345,itemname,"[""itemname"",""331"",""BeeDan HakChangEau Hair Decoration""]",decoded-bytes-complete,bango-file
message.dat,3350,4346,itemname,"[""itemname"",""332"",""BeeDan HakChangEau Gloves""]",decoded-bytes-complete,bango-file
message.dat,3351,4347,itemname,"[""itemname"",""333"",""BeeDan HakChangEau Boots""]",decoded-bytes-complete,bango-file
message.dat,3352,4348,itemname,"[""itemname"",""334"",""BeeDan HakChangEau Shorts""]",decoded-bytes-complete,bango-file
message.dat,3353,4349,itemname,"[""itemname"",""335"",""MyungJoo SoChangEau Clothes""]",decoded-bytes-complete,bango-file
message.dat,3354,4350,itemname,"[""itemname"",""336"",""MyungJoo SoChangEau Hair Decoration""]",decoded-bytes-complete,bango-file
message.dat,3355,4351,itemname,"[""itemname"",""337"",""MyungJoo SoChangEau Gloves""]",decoded-bytes-complete,bango-file
message.dat,3356,4352,itemname,"[""itemname"",""338"",""MyungJoo SoChangEau Boots""]",decoded-bytes-complete,bango-file
message.dat,3357,4353,itemname,"[""itemname"",""339"",""MyungJoo SoChangEau Shorts""]",decoded-bytes-complete,bango-file
message.dat,3358,4354,itemname,"[""itemname"",""340"",""BeeDan SoChangEau Clothes""]",decoded-bytes-complete,bango-file
message.dat,3359,4355,itemname,"[""itemname"",""341"",""BeeDan SoChangEau Hair Decoration""]",decoded-bytes-complete,bango-file
message.dat,3360,4356,itemname,"[""itemname"",""342"",""BeeDan SoChangEau Gloves""]",decoded-bytes-complete,bango-file
message.dat,3361,4357,itemname,"[""itemname"",""343"",""BeeDan SoChangEau Boots""]",decoded-bytes-complete,bango-file
message.dat,3362,4358,itemname,"[""itemname"",""344"",""BeeDan SoChangEau Shorts""]",decoded-bytes-complete,bango-file
message.dat,3363,4359,itemname,"[""itemname"",""345"",""Bamboo Stick""]",decoded-bytes-complete,bango-file
message.dat,3364,4360,itemname,"[""itemname"",""346"",""Oak Stick""]",decoded-bytes-complete,bango-file
message.dat,3365,4361,itemname,"[""itemname"",""347"",""Oak Petal Stick""]",decoded-bytes-complete,bango-file
message.dat,3366,4362,itemname,"[""itemname"",""348"",""Iron Stick""]",decoded-bytes-complete,bango-file
message.dat,3367,4363,itemname,"[""itemname"",""349"",""Iron JuckMo Stick""]",decoded-bytes-complete,bango-file
message.dat,3368,4364,itemname,"[""itemname"",""350"",""BangChooHyung Iron Stick""]",decoded-bytes-complete,bango-file
message.dat,3369,4365,itemname,"[""itemname"",""351"",""HwanDoo Stick""]",decoded-bytes-complete,bango-file
message.dat,3370,4366,itemname,"[""itemname"",""352"",""YeongHwaHwanDoo Stick""]",decoded-bytes-complete,bango-file
message.dat,3371,4367,itemname,"[""itemname"",""353"",""HwanRaeHwanDoo Stick""]",decoded-bytes-complete,bango-file
message.dat,3372,4368,itemname,"[""itemname"",""354"",""HwanDoo Big Sword""]",decoded-bytes-complete,bango-file
message.dat,3373,4369,itemname,"[""itemname"",""355"",""Red HwanDoo Big Sword""]",decoded-bytes-complete,bango-file
message.dat,3374,4370,itemname,"[""itemname"",""356"",""White HwanDoo Big Sword""]",decoded-bytes-complete,bango-file
message.dat,3375,4371,itemname,"[""itemname"",""357"",""HwanDoo SaeHyung Big Sword""]",decoded-bytes-complete,bango-file
message.dat,3376,4372,itemname,"[""itemname"",""358"",""MaeGak Hwandoo SaeHyung Big Sword""]",decoded-bytes-complete,bango-file
message.dat,3377,4373,itemname,"[""itemname"",""359"",""Hwandoo Saehyung Big Sword with Pattern of Leaf""]",decoded-bytes-complete,bango-file
message.dat,3378,4374,itemname,"[""itemname"",""360"",""HoMee Gak Bow""]",decoded-bytes-complete,bango-file
message.dat,3379,4375,itemname,"[""itemname"",""361"",""Yellow Tiger Pattern Gak Bow""]",decoded-bytes-complete,bango-file
message.dat,3380,4376,itemname,"[""itemname"",""362"",""Red Tiger Pattern Gak Bow""]",decoded-bytes-complete,bango-file
message.dat,3381,4377,itemname,"[""itemname"",""363"",""ChulTae Bow""]",decoded-bytes-complete,bango-file
message.dat,3382,4378,itemname,"[""itemname"",""364"",""Baek Dae Steel Bow""]",decoded-bytes-complete,bango-file
message.dat,3383,4379,itemname,"[""itemname"",""365"",""Yeon Lin Steel Bow""]",decoded-bytes-complete,bango-file
message.dat,3384,4380,itemname,"[""itemname"",""366"",""SaeGum Chairperson's Stick""]",decoded-bytes-complete,bango-file
message.dat,3385,4381,itemname,"[""itemname"",""367"",""Sae Dan Chairperson's Stick""]",decoded-bytes-complete,bango-file
message.dat,3386,4382,itemname,"[""itemname"",""368"",""Sae Hak Chairperson's Stick""]",decoded-bytes-complete,bango-file
message.dat,3387,4383,itemname,"[""itemname"",""369"",""JoongBang Chairperson's Stick""]",decoded-bytes-complete,bango-file
message.dat,3388,4384,itemname,"[""itemname"",""370"",""Joong Bang Chairperson's WhiteStick""]",decoded-bytes-complete,bango-file
message.dat,3389,4385,itemname,"[""itemname"",""371"",""Joong Bang Chairperson's Single Stick""]",decoded-bytes-complete,bango-file
message.dat,3390,4386,itemname,"[""itemname"",""372"",""GangChulGap Armor""]",decoded-bytes-complete,bango-file
message.dat,3391,4387,itemname,"[""itemname"",""373"",""GangChulGap Armor Helmet""]",decoded-bytes-complete,bango-file
message.dat,3392,4388,itemname,"[""itemname"",""374"",""GangChulGap Armor Gloves""]",decoded-bytes-complete,bango-file
message.dat,3393,4389,itemname,"[""itemname"",""375"",""GangChulGap Armor Boots""]",decoded-bytes-complete,bango-file
message.dat,3394,4390,itemname,"[""itemname"",""376"",""GangChulGap Armor Shorts""]",decoded-bytes-complete,bango-file
message.dat,3395,4391,itemname,"[""itemname"",""377"",""DooSukLinGap Armor""]",decoded-bytes-complete,bango-file
message.dat,3396,4392,itemname,"[""itemname"",""378"",""DooSukLinGap Armor Hood""]",decoded-bytes-complete,bango-file
message.dat,3397,4393,itemname,"[""itemname"",""379"",""DooSukLin Gloves""]",decoded-bytes-complete,bango-file
message.dat,3398,4394,itemname,"[""itemname"",""380"",""DooSukLin Boots""]",decoded-bytes-complete,bango-file
message.dat,3399,4395,itemname,"[""itemname"",""381"",""DooSukLinGap Shorts""]",decoded-bytes-complete,bango-file
message.dat,3400,4396,itemname,"[""itemname"",""382"",""MyungJoo DaeChangEau""]",decoded-bytes-complete,bango-file
message.dat,3401,4397,itemname,"[""itemname"",""383"",""MyungJoo DaeChangEau Hair Decoration""]",decoded-bytes-complete,bango-file
message.dat,3402,4398,itemname,"[""itemname"",""384"",""MyungJoo DaeChangEau Gloves""]",decoded-bytes-complete,bango-file
message.dat,3403,4399,itemname,"[""itemname"",""385"",""MyungJoo DaeChangEau Boots""]",decoded-bytes-complete,bango-file
message.dat,3404,4400,itemname,"[""itemname"",""386"",""MyungJoo DaeChangEau Shorts""]",decoded-bytes-complete,bango-file
message.dat,3405,4401,itemname,"[""itemname"",""387"",""Gwang-Chun's Letter""]",decoded-bytes-complete,bango-file
message.dat,3406,4402,itemname,"[""itemname"",""388"",""Mak-AnSoo's Letter""]",decoded-bytes-complete,bango-file
message.dat,3407,4403,itemname,"[""itemname"",""389"",""Sae-Won General's Letter""]",decoded-bytes-complete,bango-file
message.dat,3408,4404,itemname,"[""itemname"",""390"",""Nou-Woong's Letter""]",decoded-bytes-complete,bango-file
message.dat,3409,4405,itemname,"[""itemname"",""391"",""Won-Jung's Letter""]",decoded-bytes-complete,bango-file
message.dat,3410,4406,itemname,"[""itemname"",""392"",""Yae-Jin's Letter""]",decoded-bytes-complete,bango-file
message.dat,3411,4407,itemname,"[""itemname"",""393"",""Yoo-An's Letter""]",decoded-bytes-complete,bango-file
message.dat,3412,4408,itemname,"[""itemname"",""394"",""Father's Letter""]",decoded-bytes-complete,bango-file
message.dat,3413,4409,itemname,"[""itemname"",""395"",""Shee-Geun's Message""]",decoded-bytes-complete,bango-file
message.dat,3414,4410,itemname,"[""itemname"",""396"",""Demon Troop's Confidential Document""]",decoded-bytes-complete,bango-file
message.dat,3415,4411,itemname,"[""itemname"",""397"",""MyungJoo""]",decoded-bytes-complete,bango-file
message.dat,3416,4412,itemname,"[""itemname"",""398"",""Nou-Woong's Money""]",decoded-bytes-complete,bango-file
message.dat,3417,4413,itemname,"[""itemname"",""399"",""SipJunDaeBoTang""]",decoded-bytes-complete,bango-file
message.dat,3418,4414,itemname,"[""itemname"",""400"",""Rice Wine""]",decoded-bytes-complete,bango-file
message.dat,3419,4415,itemname,"[""itemname"",""401"",""Demon's Strategic Map""]",decoded-bytes-complete,bango-file
message.dat,3420,4416,itemname,"[""itemname"",""402"",""Demon's Bow""]",decoded-bytes-complete,bango-file
message.dat,3421,4417,itemname,"[""itemname"",""403"",""Suicide Bomber's Oil""]",decoded-bytes-complete,bango-file
message.dat,3422,4418,itemname,"[""itemname"",""404"",""Big Handed Inhabitant's Tooth""]",decoded-bytes-complete,bango-file
message.dat,3423,4419,itemname,"[""itemname"",""405"",""Demon Soldier's Teeth""]",decoded-bytes-complete,bango-file
message.dat,3424,4420,itemname,"[""itemname"",""406"",""Straw Rice Bag""]",decoded-bytes-complete,bango-file
message.dat,3425,4421,itemname,"[""itemname"",""407"",""Demon's Carcass""]",decoded-bytes-complete,bango-file
message.dat,3426,4422,itemname,"[""itemname"",""408"",""White Peony""]",decoded-bytes-complete,bango-file
message.dat,3427,4423,itemname,"[""itemname"",""409"",""Milk Vetch""]",decoded-bytes-complete,bango-file
message.dat,3428,4424,itemname,"[""itemname"",""410"",""Rice Cake""]",decoded-bytes-complete,bango-file
message.dat,3429,4425,itemname,"[""itemname"",""411"",""Wa-Ryu's Talisman""]",decoded-bytes-complete,bango-file
message.dat,3430,4426,itemname,"[""itemname"",""412"",""Joo-Nong's Gold""]",decoded-bytes-complete,bango-file
message.dat,3431,4427,itemname,"[""itemname"",""413"",""Ja-Gan's Gold""]",decoded-bytes-complete,bango-file
message.dat,3432,4428,itemname,"[""itemname"",""414"",""Piece of Bamboo Pole""]",decoded-bytes-complete,bango-file
message.dat,3433,4429,itemname,"[""itemname"",""415"",""Statue""]",decoded-bytes-complete,bango-file
message.dat,3434,4430,itemname,"[""itemname"",""416"",""Red Flag""]",decoded-bytes-complete,bango-file
message.dat,3435,4431,itemname,"[""itemname"",""417"",""Demon Water Dragon's Head""]",decoded-bytes-complete,bango-file
message.dat,3436,4432,itemname,"[""itemname"",""418"",""Demon Mad Knight's Head""]",decoded-bytes-complete,bango-file
message.dat,3437,4433,itemname,"[""itemname"",""419"",""Demon Water Dragon's Skin""]",decoded-bytes-complete,bango-file
message.dat,3438,4434,itemname,"[""itemname"",""420"",""Demon's Drum""]",decoded-bytes-complete,bango-file
message.dat,3439,4435,itemname,"[""itemname"",""421"",""Demon's Armor""]",decoded-bytes-complete,bango-file
message.dat,3440,4436,itemname,"[""itemname"",""422"",""Bloodstained Clothes""]",decoded-bytes-complete,bango-file
message.dat,3441,4437,itemname,"[""itemname"",""423"",""Demon Water Dragon Commander's Skin""]",decoded-bytes-complete,bango-file
message.dat,3442,4438,itemname,"[""itemname"",""424"",""Chun-SooIn's Stirrup""]",decoded-bytes-complete,bango-file
message.dat,3443,4439,itemname,"[""itemname"",""425"",""Escort Soldier's Head""]",decoded-bytes-complete,bango-file
message.dat,3444,4440,itemname,"[""itemname"",""426"",""Big Handed Inhabitant's Head""]",decoded-bytes-complete,bango-file
message.dat,3445,4441,itemname,"[""itemname"",""427"",""In-Pill's Scabbard""]",decoded-bytes-complete,bango-file
message.dat,3446,4442,itemname,"[""itemname"",""428"",""Big Handed Warrior's Head""]",decoded-bytes-complete,bango-file
message.dat,3447,4443,itemname,"[""itemname"",""429"",""Demon Soldier's Head""]",decoded-bytes-complete,bango-file
message.dat,3448,4444,itemname,"[""itemname"",""430"",""Demon Throwing Soldier's Head""]",decoded-bytes-complete,bango-file
message.dat,3449,4445,itemname,"[""itemname"",""431"",""Wild Demon Soldier's Head""]",decoded-bytes-complete,bango-file
message.dat,3450,4446,itemname,"[""itemname"",""432"",""Demon Shock Trooper's Head""]",decoded-bytes-complete,bango-file
message.dat,3451,4447,itemname,"[""itemname"",""433"",""Demon Flag Bearer's Head""]",decoded-bytes-complete,bango-file
message.dat,3452,4448,itemname,"[""itemname"",""434"",""Demon Band's Head""]",decoded-bytes-complete,bango-file
message.dat,3453,4449,itemname,"[""itemname"",""435"",""Demon Armored Knight's Head""]",decoded-bytes-complete,bango-file
message.dat,3454,4450,itemname,"[""itemname"",""436"",""Demon Commander's Head""]",decoded-bytes-complete,bango-file
message.dat,3455,4451,itemname,"[""itemname"",""437"",""Map for Royal Tomb""]",decoded-bytes-complete,bango-file
message.dat,3456,4452,itemname,"[""itemname"",""438"",""Ancient Drum""]",decoded-bytes-complete,bango-file
message.dat,3457,4453,itemname,"[""itemname"",""439"",""Golden Armor""]",decoded-bytes-complete,bango-file
