que_id,que_type,que_lvl,que_name,que_monst,que_item,que_text,que_rew,que_pic1,que_pic2,que_pic3,bango_experience,bango_contribution,bango_skill_points,bango_prerequisite,bango_steps_raw,provenance,source_file,source_line
79,,77,Guard of D'evah,,,1. Dae-Gil has requested you to beat Guard of D'evah down. Beat them down and visit Dea-Gil.,Exp 84222881; Skill Point 1,,,,84222881,0,1,78,Dae-Gil has requested you to beat Guard of D'evah down. Beat them down and visit Dea-Gil.|,bango-file,questlist.dat,99
91,,77,Wild Boar's horn,,,1. Dae-Gil would be pleased if you bring Wild Boar's horns back to him.,Exp 84222881,,,,84222881,0,0,79,Dae-Gil would be pleased if you bring Wild Boar's horns back to him.|1783:50,bango-file,questlist.dat,100
20018,,77,[Event] Quality of the Mu-Geuk Warrior: Second Test,,,1. Hunt the Wild Boars and collect their fur. Bring it back to Soo-Ryun.,Exp 35092867,,,,35092867,0,0,20017,Hunt the Wild Boars and collect their fur. Bring it back to Soo-Ryun.|2647:100,bango-file,questlist.dat,101
76,,78,Goblin's attack,,,1. Soo-Ryun has requested you to bring the Goblin's strategy book to her. Bring it to Soo-Ryun. It can be obtained from Goblins' and Goblin Conjurators'.,Exp 96858680,,,,96858680,0,0,73,Soo-Ryun has requested you to bring the Goblin's strategy book to her. Bring it to Soo-Ryun. It can be obtained from Goblins' and Goblin Conjurators'.|1732:1,bango-file,questlist.dat,102
81,,78,Deciphering,,,1. Get in Goblins' hangout and bring Goblin's Decoder to Soo-Ryun. It can be obtained from Goblins' and Goblin Conjurators'.,Exp 96858680,,,,96858680,0,0,76,Get in Goblins' hangout and bring Goblin's Decoder to Soo-Ryun. It can be obtained from Goblins' and Goblin Conjurators'.|1772:1,bango-file,questlist.dat,103
86,,78,Participating in a competition,,,1. Go out toward Barren Soil and find out a Wolf Commander.,Exp 96858680,,,,96858680,0,0,75,Go out toward Barren Soil and find out a Wolf Commander.|1775:1,bango-file,questlist.dat,104
92,,78,Dae-Gil's anxiety,,,1. Obtain Degenarated Twisted Demon' jaws and visit Dae-Gil.,Exp 96858680,,,,96858680,0,0,91,Obtain Degenarated Twisted Demon' jaws and visit Dae-Gil.|2646:80,bango-file,questlist.dat,105
93,,78,The end of Demon tribe,,,1. Bring the outcome of experiment to Dae-Gil.,Exp 96858680,,,,96858680,0,0,92,"Bring the outcome of experiment to Dae-Gil.|1785:1,1786:50",bango-file,questlist.dat,106
20019,,78,[Event] Quality of the Mu-Geuk Warrior: Third Test,,,1. Talk to Elder Beom-Soo.,Exp 8422493,,,,8422493,0,0,20018,Talk to Elder Beom-Soo.|,bango-file,questlist.dat,107
20020,,78,[Event] Quality of the Mu-Geuk Warrior: Final Test,,,1. Galls can be collected by hunting the Bears. Bring them back to Beom-Soo.,Exp 33689975,,,,33689975,0,0,20019,Galls can be collected by hunting the Bears. Bring them back to Beom-Soo.|1730:10,bango-file,questlist.dat,108
82,,79,Block up Goblins' information interchange,,,1. Steal away Goblin's pocket and bring it to Soo-Ryun. It can be obtained from Goblins' and Goblin Conjurators'.,Exp 120887556,,,,120887556,0,0,81,Steal away Goblin's pocket and bring it to Soo-Ryun. It can be obtained from Goblins' and Goblin Conjurators'.|1795:10,bango-file,questlist.dat,109
83,,79,Source of Demons' power,,,"1. After finding out and destroying all stones, go back to Soo-Ryun.",Exp 120887556,,,,120887556,0,0,82,"After finding out and destroying all stones, go back to Soo-Ryun.|",bango-file,questlist.dat,110
87,,79,Making a complete suit of armor,,,1. Yun-Hwa has requested you to make a complete 10 suits of armor out of Scorpion Shell.,Exp 120887556,,,,120887556,0,0,86,Yun-Hwa has requested you to make a complete 10 suits of armor out of Scorpion Shell.|1776:10,bango-file,questlist.dat,111
88,,79,Restoring soldiers' health,,,"1. After getting 10 pieces of Brown Bear meat and removing its fur, bring them to Yun-Hwa.",Exp 120887556,,,,120887556,0,0,87,"After getting 10 pieces of Brown Bear meat and removing its fur, bring them to Yun-Hwa.|1794:10",bango-file,questlist.dat,112
94,,79,D'evah's suspicious activities,,,1. Bring the secret document to Dae-Gil.,Exp 120887556,,,,120887556,0,0,93,Bring the secret document to Dae-Gil.|1788:50,bango-file,questlist.dat,113
84,,80,Death of the chief of Crazy Demon Workers,,,1. Kill Crazy Demon Worker's Leader and bring his head back to Soo-Ryun.,Exp 145146642,,,,145146642,0,0,83,Kill Crazy Demon Worker's Leader and bring his head back to Soo-Ryun.|1773:1,bango-file,questlist.dat,114
85,,80,Wiping out the remnants of skeletons,,,1. Soo-Ryun has requested you to wipe out the remnants of skeletons with the pack containing skeleton's body ordors.,Exp 145146642,,,,145146642,0,0,84,Soo-Ryun has requested you to wipe out the remnants of skeletons with the pack containing skeleton's body ordors.|,bango-file,questlist.dat,115
89,,80,The Knoll's temporary fort,,,"1. After breaking down the four Knoll's forts and wiping Knolls out, visit Yun-Hwa.",Exp 145146642,,,,145146642,0,0,88,"After breaking down the four Knoll's forts and wiping Knolls out, visit Yun-Hwa.|",bango-file,questlist.dat,116
90,,80,An urgent session,,,"1. Bring the letter to Soo-Ryun and report a letter.
2. Bring the letter to Dae-Gil and report a letter.
3. Bring the letter to Lost Explorer and report a letter.",Exp 84668874,,,,84668874,0,0,89,Bring the letter to Soo-Ryun and report a letter.|;Bring the letter to Dae-Gil and report a letter.|;Bring the letter to Lost Explorer and report a letter.|,bango-file,questlist.dat,117
95,,80,Guard of D'evah's Commander,,,1. Remove Guard of D'evah's Command and visit Dae-Gil.,Exp 145146642,,,,145146642,0,0,94,Remove Guard of D'evah's Command and visit Dae-Gil.|1789:1,bango-file,questlist.dat,118
