pre_azon,pre_name,pre_rev,pre_grd,bango_level,bango_sell,bango_stats_json,bango_record_json,provenance,source_file,source_line
1422,<unresolved prefixname:1422>,,,0,1,"[[""attack"",""4"",""4""],[""magic"",""4"",""4""]]","[""prefix"",[""index"",""1422""],[""level"",""0""],[""sell"",""1""],[""attack"",""4"",""4""],[""magic"",""4"",""4""]]",bango-file,prefix.dat,303
1423,<unresolved prefixname:1423>,,,0,1,"[[""attack"",""5"",""5""],[""magic"",""5"",""5""]]","[""prefix"",[""index"",""1423""],[""level"",""0""],[""sell"",""1""],[""attack"",""5"",""5""],[""magic"",""5"",""5""]]",bango-file,prefix.dat,304
1424,<unresolved prefixname:1424>,,,0,1,"[[""attack"",""6"",""6""],[""magic"",""6"",""6""]]","[""prefix"",[""index"",""1424""],[""level"",""0""],[""sell"",""1""],[""attack"",""6"",""6""],[""magic"",""6"",""6""]]",bango-file,prefix.dat,305
1425,<unresolved prefixname:1425>,,,0,1,"[[""attack"",""7"",""7""],[""magic"",""7"",""7""]]","[""prefix"",[""index"",""1425""],[""level"",""0""],[""sell"",""1""],[""attack"",""7"",""7""],[""magic"",""7"",""7""]]",bango-file,prefix.dat,306
1426,<unresolved prefixname:1426>,,,0,1,"[[""attack"",""8"",""8""],[""magic"",""8"",""8""]]","[""prefix"",[""index"",""1426""],[""level"",""0""],[""sell"",""1""],[""attack"",""8"",""8""],[""magic"",""8"",""8""]]",bango-file,prefix.dat,307
1427,<unresolved prefixname:1427>,,,0,1,"[[""attack"",""9"",""9""],[""magic"",""9"",""9""]]","[""prefix"",[""index"",""1427""],[""level"",""0""],[""sell"",""1""],[""attack"",""9"",""9""],[""magic"",""9"",""9""]]",bango-file,prefix.dat,308
1428,<unresolved prefixname:1428>,,,0,1,"[[""attack"",""10"",""10""],[""magic"",""10"",""10""]]","[""prefix"",[""index"",""1428""],[""level"",""0""],[""sell"",""1""],[""attack"",""10"",""10""],[""magic"",""10"",""10""]]",bango-file,prefix.dat,309
1429,<unresolved prefixname:1429>,,,0,1,"[[""attack"",""11"",""11""],[""magic"",""11"",""11""]]","[""prefix"",[""index"",""1429""],[""level"",""0""],[""sell"",""1""],[""attack"",""11"",""11""],[""magic"",""11"",""11""]]",bango-file,prefix.dat,310
1430,<unresolved prefixname:1430>,,,0,1,"[[""attack"",""12"",""12""],[""magic"",""12"",""12""]]","[""prefix"",[""index"",""1430""],[""level"",""0""],[""sell"",""1""],[""attack"",""12"",""12""],[""magic"",""12"",""12""]]",bango-file,prefix.dat,311
1431,<unresolved prefixname:1431>,,,0,1,"[[""attack"",""13"",""13""],[""magic"",""13"",""13""]]","[""prefix"",[""index"",""1431""],[""level"",""0""],[""sell"",""1""],[""attack"",""13"",""13""],[""magic"",""13"",""13""]]",bango-file,prefix.dat,312
1432,<unresolved prefixname:1432>,,,0,1,"[[""attack"",""14"",""14""],[""magic"",""14"",""14""]]","[""prefix"",[""index"",""1432""],[""level"",""0""],[""sell"",""1""],[""attack"",""14"",""14""],[""magic"",""14"",""14""]]",bango-file,prefix.dat,313
1433,<unresolved prefixname:1433>,,,0,1,"[[""attack"",""15"",""15""],[""magic"",""15"",""15""]]","[""prefix"",[""index"",""1433""],[""level"",""0""],[""sell"",""1""],[""attack"",""15"",""15""],[""magic"",""15"",""15""]]",bango-file,prefix.dat,314
1434,<unresolved prefixname:1434>,,,0,1,"[[""attack"",""16"",""16""],[""magic"",""16"",""16""]]","[""prefix"",[""index"",""1434""],[""level"",""0""],[""sell"",""1""],[""attack"",""16"",""16""],[""magic"",""16"",""16""]]",bango-file,prefix.dat,315
1435,<unresolved prefixname:1435>,,,0,1,"[[""attack"",""17"",""17""],[""magic"",""17"",""17""]]","[""prefix"",[""index"",""1435""],[""level"",""0""],[""sell"",""1""],[""attack"",""17"",""17""],[""magic"",""17"",""17""]]",bango-file,prefix.dat,316
1441,<unresolved prefixname:1441>,,,0,1,"[[""attack"",""6"",""6""],[""magic"",""6"",""6""]]","[""prefix"",[""index"",""1441""],[""level"",""0""],[""sell"",""1""],[""attack"",""6"",""6""],[""magic"",""6"",""6""]]",bango-file,prefix.dat,318
1442,<unresolved prefixname:1442>,,,0,1,"[[""attack"",""9"",""9""],[""magic"",""9"",""9""]]","[""prefix"",[""index"",""1442""],[""level"",""0""],[""sell"",""1""],[""attack"",""9"",""9""],[""magic"",""9"",""9""]]",bango-file,prefix.dat,319
1443,<unresolved prefixname:1443>,,,0,1,"[[""attack"",""12"",""12""],[""magic"",""12"",""12""]]","[""prefix"",[""index"",""1443""],[""level"",""0""],[""sell"",""1""],[""attack"",""12"",""12""],[""magic"",""12"",""12""]]",bango-file,prefix.dat,320
1444,<unresolved prefixname:1444>,,,0,1,"[[""attack"",""15"",""15""],[""magic"",""15"",""15""]]","[""prefix"",[""index"",""1444""],[""level"",""0""],[""sell"",""1""],[""attack"",""15"",""15""],[""magic"",""15"",""15""]]",bango-file,prefix.dat,321
1445,<unresolved prefixname:1445>,,,0,1,"[[""attack"",""18"",""18""],[""magic"",""18"",""18""]]","[""prefix"",[""index"",""1445""],[""level"",""0""],[""sell"",""1""],[""attack"",""18"",""18""],[""magic"",""18"",""18""]]",bango-file,prefix.dat,322
1446,<unresolved prefixname:1446>,,,0,1,"[[""attack"",""20"",""20""],[""magic"",""20"",""20""]]","[""prefix"",[""index"",""1446""],[""level"",""0""],[""sell"",""1""],[""attack"",""20"",""20""],[""magic"",""20"",""20""]]",bango-file,prefix.dat,323
1447,<unresolved prefixname:1447>,,,0,1,"[[""attack"",""23"",""23""],[""magic"",""23"",""23""]]","[""prefix"",[""index"",""1447""],[""level"",""0""],[""sell"",""1""],[""attack"",""23"",""23""],[""magic"",""23"",""23""]]",bango-file,prefix.dat,324
1448,<unresolved prefixname:1448>,,,0,1,"[[""attack"",""26"",""26""],[""magic"",""26"",""26""]]","[""prefix"",[""index"",""1448""],[""level"",""0""],[""sell"",""1""],[""attack"",""26"",""26""],[""magic"",""26"",""26""]]",bango-file,prefix.dat,325
1449,<unresolved prefixname:1449>,,,0,1,"[[""attack"",""29"",""29""],[""magic"",""29"",""29""]]","[""prefix"",[""index"",""1449""],[""level"",""0""],[""sell"",""1""],[""attack"",""29"",""29""],[""magic"",""29"",""29""]]",bango-file,prefix.dat,326
1450,<unresolved prefixname:1450>,,,0,1,"[[""attack"",""32"",""32""],[""magic"",""32"",""32""]]","[""prefix"",[""index"",""1450""],[""level"",""0""],[""sell"",""1""],[""attack"",""32"",""32""],[""magic"",""32"",""32""]]",bango-file,prefix.dat,327
1451,<unresolved prefixname:1451>,,,0,1,"[[""attack"",""34"",""34""],[""magic"",""34"",""34""]]","[""prefix"",[""index"",""1451""],[""level"",""0""],[""sell"",""1""],[""attack"",""34"",""34""],[""magic"",""34"",""34""]]",bango-file,prefix.dat,328
1452,<unresolved prefixname:1452>,,,0,1,"[[""attack"",""37"",""37""],[""magic"",""37"",""37""]]","[""prefix"",[""index"",""1452""],[""level"",""0""],[""sell"",""1""],[""attack"",""37"",""37""],[""magic"",""37"",""37""]]",bango-file,prefix.dat,329
1453,<unresolved prefixname:1453>,,,0,1,"[[""attack"",""40"",""40""],[""magic"",""40"",""40""]]","[""prefix"",[""index"",""1453""],[""level"",""0""],[""sell"",""1""],[""attack"",""40"",""40""],[""magic"",""40"",""40""]]",bango-file,prefix.dat,330
1454,<unresolved prefixname:1454>,,,0,1,"[[""attack"",""43"",""43""],[""magic"",""43"",""43""]]","[""prefix"",[""index"",""1454""],[""level"",""0""],[""sell"",""1""],[""attack"",""43"",""43""],[""magic"",""43"",""43""]]",bango-file,prefix.dat,331
1455,<unresolved prefixname:1455>,,,0,1,"[[""attack"",""46"",""46""],[""magic"",""46"",""46""]]","[""prefix"",[""index"",""1455""],[""level"",""0""],[""sell"",""1""],[""attack"",""46"",""46""],[""magic"",""46"",""46""]]",bango-file,prefix.dat,332
1601,<unresolved prefixname:1601>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1601""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,338
1602,<unresolved prefixname:1602>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1602""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,339
1603,<unresolved prefixname:1603>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1603""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,340
1604,<unresolved prefixname:1604>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1604""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,341
1605,<unresolved prefixname:1605>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1605""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,342
1606,<unresolved prefixname:1606>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1606""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,343
1607,<unresolved prefixname:1607>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1607""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,344
1608,<unresolved prefixname:1608>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1608""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,345
1609,<unresolved prefixname:1609>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1609""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,346
1610,<unresolved prefixname:1610>,,,0,1,"[[""str"",""2""]]","[""prefix"",[""index"",""1610""],[""level"",""0""],[""sell"",""1""],[""str"",""2""]]",bango-file,prefix.dat,347
1611,<unresolved prefixname:1611>,,,0,1,"[[""str"",""2""]]","[""prefix"",[""index"",""1611""],[""level"",""0""],[""sell"",""1""],[""str"",""2""]]",bango-file,prefix.dat,348
1612,<unresolved prefixname:1612>,,,0,1,"[[""str"",""2""]]","[""prefix"",[""index"",""1612""],[""level"",""0""],[""sell"",""1""],[""str"",""2""]]",bango-file,prefix.dat,349
1613,<unresolved prefixname:1613>,,,0,1,"[[""str"",""2""]]","[""prefix"",[""index"",""1613""],[""level"",""0""],[""sell"",""1""],[""str"",""2""]]",bango-file,prefix.dat,350
1614,<unresolved prefixname:1614>,,,0,1,"[[""str"",""2""]]","[""prefix"",[""index"",""1614""],[""level"",""0""],[""sell"",""1""],[""str"",""2""]]",bango-file,prefix.dat,351
1615,<unresolved prefixname:1615>,,,0,1,"[[""str"",""2""]]","[""prefix"",[""index"",""1615""],[""level"",""0""],[""sell"",""1""],[""str"",""2""]]",bango-file,prefix.dat,352
1621,<unresolved prefixname:1621>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1621""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,354
1622,<unresolved prefixname:1622>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1622""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,355
1623,<unresolved prefixname:1623>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1623""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,356
1624,<unresolved prefixname:1624>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1624""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,357
1625,<unresolved prefixname:1625>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1625""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,358
1626,<unresolved prefixname:1626>,,,0,1,"[[""str"",""2""]]","[""prefix"",[""index"",""1626""],[""level"",""0""],[""sell"",""1""],[""str"",""2""]]",bango-file,prefix.dat,359
1627,<unresolved prefixname:1627>,,,0,1,"[[""str"",""2""]]","[""prefix"",[""index"",""1627""],[""level"",""0""],[""sell"",""1""],[""str"",""2""]]",bango-file,prefix.dat,360
1628,<unresolved prefixname:1628>,,,0,1,"[[""str"",""2""]]","[""prefix"",[""index"",""1628""],[""level"",""0""],[""sell"",""1""],[""str"",""2""]]",bango-file,prefix.dat,361
1629,<unresolved prefixname:1629>,,,0,1,"[[""str"",""2""]]","[""prefix"",[""index"",""1629""],[""level"",""0""],[""sell"",""1""],[""str"",""2""]]",bango-file,prefix.dat,362
1630,<unresolved prefixname:1630>,,,0,1,"[[""str"",""3""]]","[""prefix"",[""index"",""1630""],[""level"",""0""],[""sell"",""1""],[""str"",""3""]]",bango-file,prefix.dat,363
1631,<unresolved prefixname:1631>,,,0,1,"[[""str"",""3""]]","[""prefix"",[""index"",""1631""],[""level"",""0""],[""sell"",""1""],[""str"",""3""]]",bango-file,prefix.dat,364
1632,<unresolved prefixname:1632>,,,0,1,"[[""str"",""3""]]","[""prefix"",[""index"",""1632""],[""level"",""0""],[""sell"",""1""],[""str"",""3""]]",bango-file,prefix.dat,365
1633,<unresolved prefixname:1633>,,,0,1,"[[""str"",""3""]]","[""prefix"",[""index"",""1633""],[""level"",""0""],[""sell"",""1""],[""str"",""3""]]",bango-file,prefix.dat,366
1634,<unresolved prefixname:1634>,,,0,1,"[[""str"",""4""]]","[""prefix"",[""index"",""1634""],[""level"",""0""],[""sell"",""1""],[""str"",""4""]]",bango-file,prefix.dat,367
1635,<unresolved prefixname:1635>,,,0,1,"[[""str"",""4""]]","[""prefix"",[""index"",""1635""],[""level"",""0""],[""sell"",""1""],[""str"",""4""]]",bango-file,prefix.dat,368
1641,<unresolved prefixname:1641>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1641""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,370
1642,<unresolved prefixname:1642>,,,0,1,"[[""str"",""1""]]","[""prefix"",[""index"",""1642""],[""level"",""0""],[""sell"",""1""],[""str"",""1""]]",bango-file,prefix.dat,371
1643,<unresolved prefixname:1643>,,,0,1,"[[""str"",""2""]]","[""prefix"",[""index"",""1643""],[""level"",""0""],[""sell"",""1""],[""str"",""2""]]",bango-file,prefix.dat,372
1644,<unresolved prefixname:1644>,,,0,1,"[[""str"",""2""]]","[""prefix"",[""index"",""1644""],[""level"",""0""],[""sell"",""1""],[""str"",""2""]]",bango-file,prefix.dat,373
1645,<unresolved prefixname:1645>,,,0,1,"[[""str"",""2""]]","[""prefix"",[""index"",""1645""],[""level"",""0""],[""sell"",""1""],[""str"",""2""]]",bango-file,prefix.dat,374
1646,<unresolved prefixname:1646>,,,0,1,"[[""str"",""3""]]","[""prefix"",[""index"",""1646""],[""level"",""0""],[""sell"",""1""],[""str"",""3""]]",bango-file,prefix.dat,375
1647,<unresolved prefixname:1647>,,,0,1,"[[""str"",""3""]]","[""prefix"",[""index"",""1647""],[""level"",""0""],[""sell"",""1""],[""str"",""3""]]",bango-file,prefix.dat,376
1648,<unresolved prefixname:1648>,,,0,1,"[[""str"",""4""]]","[""prefix"",[""index"",""1648""],[""level"",""0""],[""sell"",""1""],[""str"",""4""]]",bango-file,prefix.dat,377
1649,<unresolved prefixname:1649>,,,0,1,"[[""str"",""4""]]","[""prefix"",[""index"",""1649""],[""level"",""0""],[""sell"",""1""],[""str"",""4""]]",bango-file,prefix.dat,378
1650,<unresolved prefixname:1650>,,,0,1,"[[""str"",""5""]]","[""prefix"",[""index"",""1650""],[""level"",""0""],[""sell"",""1""],[""str"",""5""]]",bango-file,prefix.dat,379
1651,<unresolved prefixname:1651>,,,0,1,"[[""str"",""5""]]","[""prefix"",[""index"",""1651""],[""level"",""0""],[""sell"",""1""],[""str"",""5""]]",bango-file,prefix.dat,380
1652,<unresolved prefixname:1652>,,,0,1,"[[""str"",""6""]]","[""prefix"",[""index"",""1652""],[""level"",""0""],[""sell"",""1""],[""str"",""6""]]",bango-file,prefix.dat,381
1653,<unresolved prefixname:1653>,,,0,1,"[[""str"",""6""]]","[""prefix"",[""index"",""1653""],[""level"",""0""],[""sell"",""1""],[""str"",""6""]]",bango-file,prefix.dat,382
1654,<unresolved prefixname:1654>,,,0,1,"[[""str"",""7""]]","[""prefix"",[""index"",""1654""],[""level"",""0""],[""sell"",""1""],[""str"",""7""]]",bango-file,prefix.dat,383
1655,<unresolved prefixname:1655>,,,0,1,"[[""str"",""7""]]","[""prefix"",[""index"",""1655""],[""level"",""0""],[""sell"",""1""],[""str"",""7""]]",bango-file,prefix.dat,384
1801,<unresolved prefixname:1801>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1801""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,388
1802,<unresolved prefixname:1802>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1802""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,389
1803,<unresolved prefixname:1803>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1803""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,390
1804,<unresolved prefixname:1804>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1804""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,391
1805,<unresolved prefixname:1805>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1805""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,392
1806,<unresolved prefixname:1806>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1806""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,393
1807,<unresolved prefixname:1807>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1807""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,394
1808,<unresolved prefixname:1808>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1808""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,395
1809,<unresolved prefixname:1809>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1809""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,396
1810,<unresolved prefixname:1810>,,,0,1,"[[""dex"",""2""]]","[""prefix"",[""index"",""1810""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""]]",bango-file,prefix.dat,397
1811,<unresolved prefixname:1811>,,,0,1,"[[""dex"",""2""]]","[""prefix"",[""index"",""1811""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""]]",bango-file,prefix.dat,398
1812,<unresolved prefixname:1812>,,,0,1,"[[""dex"",""2""]]","[""prefix"",[""index"",""1812""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""]]",bango-file,prefix.dat,399
1813,<unresolved prefixname:1813>,,,0,1,"[[""dex"",""2""]]","[""prefix"",[""index"",""1813""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""]]",bango-file,prefix.dat,400
1814,<unresolved prefixname:1814>,,,0,1,"[[""dex"",""2""]]","[""prefix"",[""index"",""1814""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""]]",bango-file,prefix.dat,401
1815,<unresolved prefixname:1815>,,,0,1,"[[""dex"",""2""]]","[""prefix"",[""index"",""1815""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""]]",bango-file,prefix.dat,402
1821,<unresolved prefixname:1821>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1821""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,404
1822,<unresolved prefixname:1822>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1822""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,405
1823,<unresolved prefixname:1823>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1823""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,406
1824,<unresolved prefixname:1824>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1824""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,407
1825,<unresolved prefixname:1825>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1825""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,408
1826,<unresolved prefixname:1826>,,,0,1,"[[""dex"",""2""]]","[""prefix"",[""index"",""1826""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""]]",bango-file,prefix.dat,409
1827,<unresolved prefixname:1827>,,,0,1,"[[""dex"",""2""]]","[""prefix"",[""index"",""1827""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""]]",bango-file,prefix.dat,410
1828,<unresolved prefixname:1828>,,,0,1,"[[""dex"",""2""]]","[""prefix"",[""index"",""1828""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""]]",bango-file,prefix.dat,411
1829,<unresolved prefixname:1829>,,,0,1,"[[""dex"",""2""]]","[""prefix"",[""index"",""1829""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""]]",bango-file,prefix.dat,412
1830,<unresolved prefixname:1830>,,,0,1,"[[""dex"",""3""]]","[""prefix"",[""index"",""1830""],[""level"",""0""],[""sell"",""1""],[""dex"",""3""]]",bango-file,prefix.dat,413
1831,<unresolved prefixname:1831>,,,0,1,"[[""dex"",""3""]]","[""prefix"",[""index"",""1831""],[""level"",""0""],[""sell"",""1""],[""dex"",""3""]]",bango-file,prefix.dat,414
1832,<unresolved prefixname:1832>,,,0,1,"[[""dex"",""3""]]","[""prefix"",[""index"",""1832""],[""level"",""0""],[""sell"",""1""],[""dex"",""3""]]",bango-file,prefix.dat,415
1833,<unresolved prefixname:1833>,,,0,1,"[[""dex"",""3""]]","[""prefix"",[""index"",""1833""],[""level"",""0""],[""sell"",""1""],[""dex"",""3""]]",bango-file,prefix.dat,416
1834,<unresolved prefixname:1834>,,,0,1,"[[""dex"",""4""]]","[""prefix"",[""index"",""1834""],[""level"",""0""],[""sell"",""1""],[""dex"",""4""]]",bango-file,prefix.dat,417
1835,<unresolved prefixname:1835>,,,0,1,"[[""dex"",""4""]]","[""prefix"",[""index"",""1835""],[""level"",""0""],[""sell"",""1""],[""dex"",""4""]]",bango-file,prefix.dat,418
1841,<unresolved prefixname:1841>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1841""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,420
1842,<unresolved prefixname:1842>,,,0,1,"[[""dex"",""1""]]","[""prefix"",[""index"",""1842""],[""level"",""0""],[""sell"",""1""],[""dex"",""1""]]",bango-file,prefix.dat,421
1843,<unresolved prefixname:1843>,,,0,1,"[[""dex"",""2""]]","[""prefix"",[""index"",""1843""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""]]",bango-file,prefix.dat,422
1844,<unresolved prefixname:1844>,,,0,1,"[[""dex"",""2""]]","[""prefix"",[""index"",""1844""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""]]",bango-file,prefix.dat,423
1845,<unresolved prefixname:1845>,,,0,1,"[[""dex"",""2""]]","[""prefix"",[""index"",""1845""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""]]",bango-file,prefix.dat,424
1846,<unresolved prefixname:1846>,,,0,1,"[[""dex"",""3""]]","[""prefix"",[""index"",""1846""],[""level"",""0""],[""sell"",""1""],[""dex"",""3""]]",bango-file,prefix.dat,425
1847,<unresolved prefixname:1847>,,,0,1,"[[""dex"",""3""]]","[""prefix"",[""index"",""1847""],[""level"",""0""],[""sell"",""1""],[""dex"",""3""]]",bango-file,prefix.dat,426
1848,<unresolved prefixname:1848>,,,0,1,"[[""dex"",""4""]]","[""prefix"",[""index"",""1848""],[""level"",""0""],[""sell"",""1""],[""dex"",""4""]]",bango-file,prefix.dat,427
1849,<unresolved prefixname:1849>,,,0,1,"[[""dex"",""4""]]","[""prefix"",[""index"",""1849""],[""level"",""0""],[""sell"",""1""],[""dex"",""4""]]",bango-file,prefix.dat,428
1850,<unresolved prefixname:1850>,,,0,1,"[[""dex"",""5""]]","[""prefix"",[""index"",""1850""],[""level"",""0""],[""sell"",""1""],[""dex"",""5""]]",bango-file,prefix.dat,429
1851,<unresolved prefixname:1851>,,,0,1,"[[""dex"",""5""]]","[""prefix"",[""index"",""1851""],[""level"",""0""],[""sell"",""1""],[""dex"",""5""]]",bango-file,prefix.dat,430
1852,<unresolved prefixname:1852>,,,0,1,"[[""dex"",""6""]]","[""prefix"",[""index"",""1852""],[""level"",""0""],[""sell"",""1""],[""dex"",""6""]]",bango-file,prefix.dat,431
1853,<unresolved prefixname:1853>,,,0,1,"[[""dex"",""6""]]","[""prefix"",[""index"",""1853""],[""level"",""0""],[""sell"",""1""],[""dex"",""6""]]",bango-file,prefix.dat,432
1854,<unresolved prefixname:1854>,,,0,1,"[[""dex"",""7""]]","[""prefix"",[""index"",""1854""],[""level"",""0""],[""sell"",""1""],[""dex"",""7""]]",bango-file,prefix.dat,433
1855,<unresolved prefixname:1855>,,,0,1,"[[""dex"",""7""]]","[""prefix"",[""index"",""1855""],[""level"",""0""],[""sell"",""1""],[""dex"",""7""]]",bango-file,prefix.dat,434
2001,<unresolved prefixname:2001>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2001""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,438
2002,<unresolved prefixname:2002>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2002""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,439
2003,<unresolved prefixname:2003>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2003""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,440
2004,<unresolved prefixname:2004>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2004""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,441
2005,<unresolved prefixname:2005>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2005""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,442
2006,<unresolved prefixname:2006>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2006""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,443
2007,<unresolved prefixname:2007>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2007""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,444
2008,<unresolved prefixname:2008>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2008""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,445
2009,<unresolved prefixname:2009>,,,0,1,"[[""int"",""1""]]","[""prefix"",[""index"",""2009""],[""level"",""0""],[""sell"",""1""],[""int"",""1""]]",bango-file,prefix.dat,446
2010,<unresolved prefixname:2010>,,,0,1,"[[""int"",""2""]]","[""prefix"",[""index"",""2010""],[""level"",""0""],[""sell"",""1""],[""int"",""2""]]",bango-file,prefix.dat,447
2011,<unresolved prefixname:2011>,,,0,1,"[[""int"",""2""]]","[""prefix"",[""index"",""2011""],[""level"",""0""],[""sell"",""1""],[""int"",""2""]]",bango-file,prefix.dat,448
2012,<unresolved prefixname:2012>,,,0,1,"[[""int"",""2""]]","[""prefix"",[""index"",""2012""],[""level"",""0""],[""sell"",""1""],[""int"",""2""]]",bango-file,prefix.dat,449
