ita_azon,ita_name,ita_class,ita_type,ita_grade,ita_lvllim,slot_index,stat_name,value,raw_vector
409,Diamond Bow of Phantom (Imperial),Archer,Bow,G53,53,4,Agility,3,2||||3|100||128|205|||74
409,Diamond Bow of Phantom (Imperial),Archer,Bow,G53,53,5,HP,100,2||||3|100||128|205|||74
409,Diamond Bow of Phantom (Imperial),Archer,Bow,G53,53,7,PDMin,128,2||||3|100||128|205|||74
409,Diamond Bow of Phantom (Imperial),Archer,Bow,G53,53,8,PDMax,205,2||||3|100||128|205|||74
409,Diamond Bow of Phantom (Imperial),Archer,Bow,G53,53,11,OTP,74,2||||3|100||128|205|||74
410,Diamond Stick of Pain (Imperial),Magician,Stick,G53,53,2,Intelligence,4,||4||||200|144|155|187|286|62
410,Diamond Stick of Pain (Imperial),Magician,Stick,G53,53,6,MP,200,||4||||200|144|155|187|286|62
410,Diamond Stick of Pain (Imperial),Magician,Stick,G53,53,7,PDMin,144,||4||||200|144|155|187|286|62
410,Diamond Stick of Pain (Imperial),Magician,Stick,G53,53,8,PDMax,155,||4||||200|144|155|187|286|62
410,Diamond Stick of Pain (Imperial),Magician,Stick,G53,53,9,MDMin,187,||4||||200|144|155|187|286|62
410,Diamond Stick of Pain (Imperial),Magician,Stick,G53,53,10,MDMax,286,||4||||200|144|155|187|286|62
410,Diamond Stick of Pain (Imperial),Magician,Stick,G53,53,11,OTP,62,||4||||200|144|155|187|286|62
411,Generals Treasure Sword (Imperial),Knight,Sw.1H,G56,56,0,Strength,4,4|1||||200||222|266|||73
411,Generals Treasure Sword (Imperial),Knight,Sw.1H,G56,56,1,Health,1,4|1||||200||222|266|||73
411,Generals Treasure Sword (Imperial),Knight,Sw.1H,G56,56,5,HP,200,4|1||||200||222|266|||73
411,Generals Treasure Sword (Imperial),Knight,Sw.1H,G56,56,7,PDMin,222,4|1||||200||222|266|||73
411,Generals Treasure Sword (Imperial),Knight,Sw.1H,G56,56,8,PDMax,266,4|1||||200||222|266|||73
411,Generals Treasure Sword (Imperial),Knight,Sw.1H,G56,56,11,OTP,73,4|1||||200||222|266|||73
412,Generals Giant Sword (Imperial),Knight,Sw.2H,G56,56,0,Strength,6,6|||||150||517|585|||71
412,Generals Giant Sword (Imperial),Knight,Sw.2H,G56,56,5,HP,150,6|||||150||517|585|||71
412,Generals Giant Sword (Imperial),Knight,Sw.2H,G56,56,7,PDMin,517,6|||||150||517|585|||71
412,Generals Giant Sword (Imperial),Knight,Sw.2H,G56,56,8,PDMax,585,6|||||150||517|585|||71
412,Generals Giant Sword (Imperial),Knight,Sw.2H,G56,56,11,OTP,71,6|||||150||517|585|||71
413,General of Ancient Tribal Macs Bow (Imperial),Archer,Bow,G56,56,0,Strength,1,1||||4|150|50|189|255|||72
413,General of Ancient Tribal Macs Bow (Imperial),Archer,Bow,G56,56,4,Agility,4,1||||4|150|50|189|255|||72
413,General of Ancient Tribal Macs Bow (Imperial),Archer,Bow,G56,56,5,HP,150,1||||4|150|50|189|255|||72
413,General of Ancient Tribal Macs Bow (Imperial),Archer,Bow,G56,56,6,MP,50,1||||4|150|50|189|255|||72
413,General of Ancient Tribal Macs Bow (Imperial),Archer,Bow,G56,56,7,PDMin,189,1||||4|150|50|189|255|||72
413,General of Ancient Tribal Macs Bow (Imperial),Archer,Bow,G56,56,8,PDMax,255,1||||4|150|50|189|255|||72
413,General of Ancient Tribal Macs Bow (Imperial),Archer,Bow,G56,56,11,OTP,72,1||||4|150|50|189|255|||72
414,Generals Stick (Imperial),Magician,Stick,G56,56,2,Intelligence,5,||5||||250|165|176|242|330|64
414,Generals Stick (Imperial),Magician,Stick,G56,56,6,MP,250,||5||||250|165|176|242|330|64
414,Generals Stick (Imperial),Magician,Stick,G56,56,7,PDMin,165,||5||||250|165|176|242|330|64
414,Generals Stick (Imperial),Magician,Stick,G56,56,8,PDMax,176,||5||||250|165|176|242|330|64
414,Generals Stick (Imperial),Magician,Stick,G56,56,9,MDMin,242,||5||||250|165|176|242|330|64
414,Generals Stick (Imperial),Magician,Stick,G56,56,10,MDMax,330,||5||||250|165|176|242|330|64
414,Generals Stick (Imperial),Magician,Stick,G56,56,11,OTP,64,||5||||250|165|176|242|330|64
415,Treasure Sword of High Class Doggebi (Imperial),Knight,Sw.1H,G59,59,0,Strength,6,6|2||||300||269|330|||76
415,Treasure Sword of High Class Doggebi (Imperial),Knight,Sw.1H,G59,59,1,Health,2,6|2||||300||269|330|||76
415,Treasure Sword of High Class Doggebi (Imperial),Knight,Sw.1H,G59,59,5,HP,300,6|2||||300||269|330|||76
415,Treasure Sword of High Class Doggebi (Imperial),Knight,Sw.1H,G59,59,7,PDMin,269,6|2||||300||269|330|||76
415,Treasure Sword of High Class Doggebi (Imperial),Knight,Sw.1H,G59,59,8,PDMax,330,6|2||||300||269|330|||76
415,Treasure Sword of High Class Doggebi (Imperial),Knight,Sw.1H,G59,59,11,OTP,76,6|2||||300||269|330|||76
416,Giant Sword of High Class Doggebi (Imperial),Knight,Sw.2H,G59,59,0,Strength,8,8|||||250||539|627|||74
416,Giant Sword of High Class Doggebi (Imperial),Knight,Sw.2H,G59,59,5,HP,250,8|||||250||539|627|||74
416,Giant Sword of High Class Doggebi (Imperial),Knight,Sw.2H,G59,59,7,PDMin,539,8|||||250||539|627|||74
416,Giant Sword of High Class Doggebi (Imperial),Knight,Sw.2H,G59,59,8,PDMax,627,8|||||250||539|627|||74
416,Giant Sword of High Class Doggebi (Imperial),Knight,Sw.2H,G59,59,11,OTP,74,8|||||250||539|627|||74
417,Bow of High Class Doggebi (Imperial),Archer,Bow,G59,59,0,Strength,4,4||||4|250||247|302|||75
417,Bow of High Class Doggebi (Imperial),Archer,Bow,G59,59,4,Agility,4,4||||4|250||247|302|||75
417,Bow of High Class Doggebi (Imperial),Archer,Bow,G59,59,5,HP,250,4||||4|250||247|302|||75
417,Bow of High Class Doggebi (Imperial),Archer,Bow,G59,59,7,PDMin,247,4||||4|250||247|302|||75
417,Bow of High Class Doggebi (Imperial),Archer,Bow,G59,59,8,PDMax,302,4||||4|250||247|302|||75
417,Bow of High Class Doggebi (Imperial),Archer,Bow,G59,59,11,OTP,75,4||||4|250||247|302|||75
418,Stick of High Class Doggebi (Imperial),Magician,Stick,G59,59,2,Intelligence,8,||8||||300|185|196|319|418|67
418,Stick of High Class Doggebi (Imperial),Magician,Stick,G59,59,6,MP,300,||8||||300|185|196|319|418|67
418,Stick of High Class Doggebi (Imperial),Magician,Stick,G59,59,7,PDMin,185,||8||||300|185|196|319|418|67
418,Stick of High Class Doggebi (Imperial),Magician,Stick,G59,59,8,PDMax,196,||8||||300|185|196|319|418|67
418,Stick of High Class Doggebi (Imperial),Magician,Stick,G59,59,9,MDMin,319,||8||||300|185|196|319|418|67
418,Stick of High Class Doggebi (Imperial),Magician,Stick,G59,59,10,MDMax,418,||8||||300|185|196|319|418|67
418,Stick of High Class Doggebi (Imperial),Magician,Stick,G59,59,11,OTP,67,||8||||300|185|196|319|418|67
419,Golden Sword (Imperial),Knight,Sw.1H,G62,60,0,Strength,5,5|4|||1|450||330|407|||83
419,Golden Sword (Imperial),Knight,Sw.1H,G62,60,1,Health,4,5|4|||1|450||330|407|||83
419,Golden Sword (Imperial),Knight,Sw.1H,G62,60,4,Agility,1,5|4|||1|450||330|407|||83
419,Golden Sword (Imperial),Knight,Sw.1H,G62,60,5,HP,450,5|4|||1|450||330|407|||83
419,Golden Sword (Imperial),Knight,Sw.1H,G62,60,7,PDMin,330,5|4|||1|450||330|407|||83
419,Golden Sword (Imperial),Knight,Sw.1H,G62,60,8,PDMax,407,5|4|||1|450||330|407|||83
419,Golden Sword (Imperial),Knight,Sw.1H,G62,60,11,OTP,83,5|4|||1|450||330|407|||83
420,Golden Giant Sword (Imperial),Knight,Sw.2H,G62,60,0,Strength,7,7|3||||400||615|686|||82
420,Golden Giant Sword (Imperial),Knight,Sw.2H,G62,60,1,Health,3,7|3||||400||615|686|||82
420,Golden Giant Sword (Imperial),Knight,Sw.2H,G62,60,5,HP,400,7|3||||400||615|686|||82
420,Golden Giant Sword (Imperial),Knight,Sw.2H,G62,60,7,PDMin,615,7|3||||400||615|686|||82
420,Golden Giant Sword (Imperial),Knight,Sw.2H,G62,60,8,PDMax,686,7|3||||400||615|686|||82
420,Golden Giant Sword (Imperial),Knight,Sw.2H,G62,60,11,OTP,82,7|3||||400||615|686|||82
421,Golden Bow (Imperial),Archer,Bow,G62,60,0,Strength,1,1|2|||7|400||308|396|||81
421,Golden Bow (Imperial),Archer,Bow,G62,60,1,Health,2,1|2|||7|400||308|396|||81
421,Golden Bow (Imperial),Archer,Bow,G62,60,4,Agility,7,1|2|||7|400||308|396|||81
421,Golden Bow (Imperial),Archer,Bow,G62,60,5,HP,400,1|2|||7|400||308|396|||81
421,Golden Bow (Imperial),Archer,Bow,G62,60,7,PDMin,308,1|2|||7|400||308|396|||81
421,Golden Bow (Imperial),Archer,Bow,G62,60,8,PDMax,396,1|2|||7|400||308|396|||81
421,Golden Bow (Imperial),Archer,Bow,G62,60,11,OTP,81,1|2|||7|400||308|396|||81
422,Golden Stick (Imperial),Magician,Stick,G62,60,2,Intelligence,7,||7|3||250|150|207|218|385|462|72
422,Golden Stick (Imperial),Magician,Stick,G62,60,3,Wisdom,3,||7|3||250|150|207|218|385|462|72
422,Golden Stick (Imperial),Magician,Stick,G62,60,5,HP,250,||7|3||250|150|207|218|385|462|72
422,Golden Stick (Imperial),Magician,Stick,G62,60,6,MP,150,||7|3||250|150|207|218|385|462|72
422,Golden Stick (Imperial),Magician,Stick,G62,60,7,PDMin,207,||7|3||250|150|207|218|385|462|72
422,Golden Stick (Imperial),Magician,Stick,G62,60,8,PDMax,218,||7|3||250|150|207|218|385|462|72
422,Golden Stick (Imperial),Magician,Stick,G62,60,9,MDMin,385,||7|3||250|150|207|218|385|462|72
422,Golden Stick (Imperial),Magician,Stick,G62,60,10,MDMax,462,||7|3||250|150|207|218|385|462|72
422,Golden Stick (Imperial),Magician,Stick,G62,60,11,OTP,72,||7|3||250|150|207|218|385|462|72
423,Stone of Shadow,,Stone,,0,0,Strength,2,"2||2||2|20||||||||||||||,3||3||3|50||||||||||||||"
423,Stone of Shadow,,Stone,,0,2,Intelligence,2,"2||2||2|20||||||||||||||,3||3||3|50||||||||||||||"
423,Stone of Shadow,,Stone,,0,4,Agility,2,"2||2||2|20||||||||||||||,3||3||3|50||||||||||||||"
423,Stone of Shadow,,Stone,,0,5,HP,20,"2||2||2|20||||||||||||||,3||3||3|50||||||||||||||"
423,Stone of Shadow,,Stone,,0,19,Curse,",3","2||2||2|20||||||||||||||,3||3||3|50||||||||||||||"
423,Stone of Shadow,,Stone,,0,21,Ice dmg,3,"2||2||2|20||||||||||||||,3||3||3|50||||||||||||||"
423,Stone of Shadow,,Stone,,0,23,Poison dmg,3,"2||2||2|20||||||||||||||,3||3||3|50||||||||||||||"
423,Stone of Shadow,,Stone,,0,24,Paralyzis,50,"2||2||2|20||||||||||||||,3||3||3|50||||||||||||||"
424,Stone of Holy,,Stone,,0,1,Health,2,"|2||2|||20|||||||||||||,|5||5|||50|||||||||||||"
424,Stone of Holy,,Stone,,0,3,Wisdom,2,"|2||2|||20|||||||||||||,|5||5|||50|||||||||||||"
424,Stone of Holy,,Stone,,0,6,MP,20,"|2||2|||20|||||||||||||,|5||5|||50|||||||||||||"
424,Stone of Holy,,Stone,,0,19,Curse,",","|2||2|||20|||||||||||||,|5||5|||50|||||||||||||"
424,Stone of Holy,,Stone,,0,20,Flame dmg,5,"|2||2|||20|||||||||||||,|5||5|||50|||||||||||||"
424,Stone of Holy,,Stone,,0,22,Lightning dmg,5,"|2||2|||20|||||||||||||,|5||5|||50|||||||||||||"
424,Stone of Holy,,Stone,,0,25,HP%,50,"|2||2|||20|||||||||||||,|5||5|||50|||||||||||||"
425,Stone of Flame,,Stone,,0,20,Flame dmg,5,"||||||||||||||||||||5|||||||,||||||||||||||||||||10|||||||"
425,Stone of Flame,,Stone,,0,27,slot27,",","||||||||||||||||||||5|||||||,||||||||||||||||||||10|||||||"
425,Stone of Flame,,Stone,,0,47,slot47,10,"||||||||||||||||||||5|||||||,||||||||||||||||||||10|||||||"
427,Stone of Lightening,,Stone,,0,22,Lightning dmg,5,"||||||||||||||||||||||5|||-10||,||||||||||||||||||||||10|||-10||"
427,Stone of Lightening,,Stone,,0,25,HP%,-10,"||||||||||||||||||||||5|||-10||,||||||||||||||||||||||10|||-10||"
427,Stone of Lightening,,Stone,,0,27,slot27,",","||||||||||||||||||||||5|||-10||,||||||||||||||||||||||10|||-10||"
427,Stone of Lightening,,Stone,,0,49,slot49,10,"||||||||||||||||||||||5|||-10||,||||||||||||||||||||||10|||-10||"
427,Stone of Lightening,,Stone,,0,52,slot52,-10,"||||||||||||||||||||||5|||-10||,||||||||||||||||||||||10|||-10||"
428,Stone of Poison,,Stone,,0,23,Poison dmg,5,"|||||||||||||||||||||||5||||,|||||||||||||||||||||||10||||"
428,Stone of Poison,,Stone,,0,27,slot27,",","|||||||||||||||||||||||5||||,|||||||||||||||||||||||10||||"
428,Stone of Poison,,Stone,,0,50,slot50,10,"|||||||||||||||||||||||5||||,|||||||||||||||||||||||10||||"
429,Stone of Paralyzis,,Stone,,0,24,Paralyzis,5,"||||||||||||||||||||||||5|||,||||||||||||||||||||||||10|||"
429,Stone of Paralyzis,,Stone,,0,27,slot27,",","||||||||||||||||||||||||5|||,||||||||||||||||||||||||10|||"
429,Stone of Paralyzis,,Stone,,0,51,slot51,10,"||||||||||||||||||||||||5|||,||||||||||||||||||||||||10|||"
430,Stone of Strength,,Stone,,0,26,Mana%,10,"||||||||||||||||||||||||||10|-5,||||||||||||||||||||||||||20|-10"
430,Stone of Strength,,Stone,,0,27,slot27,"-5,","||||||||||||||||||||||||||10|-5,||||||||||||||||||||||||||20|-10"
430,Stone of Strength,,Stone,,0,53,slot53,20,"||||||||||||||||||||||||||10|-5,||||||||||||||||||||||||||20|-10"
430,Stone of Strength,,Stone,,0,54,slot54,-10,"||||||||||||||||||||||||||10|-5,||||||||||||||||||||||||||20|-10"
431,Stone of Skill,,Stone,,0,26,Mana%,-5,"||||||||||||||||||||||||||-5|10,||||||||||||||||||||||||||-10|20"
431,Stone of Skill,,Stone,,0,27,slot27,"10,","||||||||||||||||||||||||||-5|10,||||||||||||||||||||||||||-10|20"
431,Stone of Skill,,Stone,,0,53,slot53,-10,"||||||||||||||||||||||||||-5|10,||||||||||||||||||||||||||-10|20"
431,Stone of Skill,,Stone,,0,54,slot54,20,"||||||||||||||||||||||||||-5|10,||||||||||||||||||||||||||-10|20"
432,Stone of Mystery,,Stone,,0,28,slot28,",","||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,|||||||50|50|50|50|||||||||"
432,Stone of Mystery,,Stone,,0,56,slot56,",","||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,|||||||50|50|50|50|||||||||"
432,Stone of Mystery,,Stone,,0,63,slot63,50,"||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,|||||||50|50|50|50|||||||||"
432,Stone of Mystery,,Stone,,0,64,slot64,50,"||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,|||||||50|50|50|50|||||||||"
432,Stone of Mystery,,Stone,,0,65,slot65,50,"||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,|||||||50|50|50|50|||||||||"
432,Stone of Mystery,,Stone,,0,66,slot66,50,"||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,|||||||50|50|50|50|||||||||"
433,Stone of Demons Blood,,Stone,,0,28,slot28,",","||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,6|10|6|10|6|50|50|||||||||||||"
433,Stone of Demons Blood,,Stone,,0,56,slot56,",6","||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,6|10|6|10|6|50|50|||||||||||||"
433,Stone of Demons Blood,,Stone,,0,57,slot57,10,"||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,6|10|6|10|6|50|50|||||||||||||"
433,Stone of Demons Blood,,Stone,,0,58,slot58,6,"||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,6|10|6|10|6|50|50|||||||||||||"
433,Stone of Demons Blood,,Stone,,0,59,slot59,10,"||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,6|10|6|10|6|50|50|||||||||||||"
433,Stone of Demons Blood,,Stone,,0,60,slot60,6,"||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,6|10|6|10|6|50|50|||||||||||||"
433,Stone of Demons Blood,,Stone,,0,61,slot61,50,"||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,6|10|6|10|6|50|50|||||||||||||"
433,Stone of Demons Blood,,Stone,,0,62,slot62,50,"||||||||||||||||||||||||||||,||||||||||||||||||||||||||||,6|10|6|10|6|50|50|||||||||||||"
434,Ghost Shaped Steel Shield,Knight,Shield,G55,55,12,Evasion,9,||||||||||||9|27|1
434,Ghost Shaped Steel Shield,Knight,Shield,G55,55,13,Defense,27,||||||||||||9|27|1
434,Ghost Shaped Steel Shield,Knight,Shield,G55,55,14,Absorb,1,||||||||||||9|27|1
467,Golden Armor,Archer,All,G60,56,0,Strength,7,7|8|||6||||||||137|201|16
467,Golden Armor,Archer,All,G60,56,1,Health,8,7|8|||6||||||||137|201|16
467,Golden Armor,Archer,All,G60,56,4,Agility,6,7|8|||6||||||||137|201|16
467,Golden Armor,Archer,All,G60,56,12,Evasion,137,7|8|||6||||||||137|201|16
467,Golden Armor,Archer,All,G60,56,13,Defense,201,7|8|||6||||||||137|201|16
467,Golden Armor,Archer,All,G60,56,14,Absorb,16,7|8|||6||||||||137|201|16
468,Golden Armor,Archer,Armor,G60,60,0,Strength,2,2|3|||4||||||||22|62|5
468,Golden Armor,Archer,Armor,G60,60,1,Health,3,2|3|||4||||||||22|62|5
468,Golden Armor,Archer,Armor,G60,60,4,Agility,4,2|3|||4||||||||22|62|5
468,Golden Armor,Archer,Armor,G60,60,12,Evasion,22,2|3|||4||||||||22|62|5
468,Golden Armor,Archer,Armor,G60,60,13,Defense,62,2|3|||4||||||||22|62|5
468,Golden Armor,Archer,Armor,G60,60,14,Absorb,5,2|3|||4||||||||22|62|5
469,Golden Boots,Archer,Boots,G60,57,1,Health,1,|1|||2||||||||42|36|2
469,Golden Boots,Archer,Boots,G60,57,4,Agility,2,|1|||2||||||||42|36|2
469,Golden Boots,Archer,Boots,G60,57,12,Evasion,42,|1|||2||||||||42|36|2
469,Golden Boots,Archer,Boots,G60,57,13,Defense,36,|1|||2||||||||42|36|2
469,Golden Boots,Archer,Boots,G60,57,14,Absorb,2,|1|||2||||||||42|36|2
470,Golden Gloves,Archer,Gloves,G60,56,0,Strength,3,3||||||||||||13|38|3
470,Golden Gloves,Archer,Gloves,G60,56,12,Evasion,13,3||||||||||||13|38|3
470,Golden Gloves,Archer,Gloves,G60,56,13,Defense,38,3||||||||||||13|38|3
470,Golden Gloves,Archer,Gloves,G60,56,14,Absorb,3,3||||||||||||13|38|3
471,Golden Helmet,Archer,Helmet,G60,58,0,Strength,1,1|2|||||||||||14|40|3
471,Golden Helmet,Archer,Helmet,G60,58,1,Health,2,1|2|||||||||||14|40|3
471,Golden Helmet,Archer,Helmet,G60,58,12,Evasion,14,1|2|||||||||||14|40|3
471,Golden Helmet,Archer,Helmet,G60,58,13,Defense,40,1|2|||||||||||14|40|3
471,Golden Helmet,Archer,Helmet,G60,58,14,Absorb,3,1|2|||||||||||14|40|3
472,Golden Shorts,Archer,Shorts,G60,59,0,Strength,1,1|2|||||||||||46|25|3
472,Golden Shorts,Archer,Shorts,G60,59,1,Health,2,1|2|||||||||||46|25|3
472,Golden Shorts,Archer,Shorts,G60,59,12,Evasion,46,1|2|||||||||||46|25|3
472,Golden Shorts,Archer,Shorts,G60,59,13,Defense,25,1|2|||||||||||46|25|3
472,Golden Shorts,Archer,Shorts,G60,59,14,Absorb,3,1|2|||||||||||46|25|3
473,Golden Scaled Armor,Knight,All,G60,56,0,Strength,12,12|7|||2||||||||89|262|22
473,Golden Scaled Armor,Knight,All,G60,56,1,Health,7,12|7|||2||||||||89|262|22
473,Golden Scaled Armor,Knight,All,G60,56,4,Agility,2,12|7|||2||||||||89|262|22
473,Golden Scaled Armor,Knight,All,G60,56,12,Evasion,89,12|7|||2||||||||89|262|22
473,Golden Scaled Armor,Knight,All,G60,56,13,Defense,262,12|7|||2||||||||89|262|22
473,Golden Scaled Armor,Knight,All,G60,56,14,Absorb,22,12|7|||2||||||||89|262|22
474,Golden Scaled Armor,Knight,Armor,G60,60,0,Strength,6,6|3|||||||||||21|60|7
474,Golden Scaled Armor,Knight,Armor,G60,60,1,Health,3,6|3|||||||||||21|60|7
474,Golden Scaled Armor,Knight,Armor,G60,60,12,Evasion,21,6|3|||||||||||21|60|7
474,Golden Scaled Armor,Knight,Armor,G60,60,13,Defense,60,6|3|||||||||||21|60|7
474,Golden Scaled Armor,Knight,Armor,G60,60,14,Absorb,7,6|3|||||||||||21|60|7
475,Golden Scaled Armor Boots,Knight,Boots,G60,57,1,Health,1,|1|||2||||||||23|45|3
475,Golden Scaled Armor Boots,Knight,Boots,G60,57,4,Agility,2,|1|||2||||||||23|45|3
475,Golden Scaled Armor Boots,Knight,Boots,G60,57,12,Evasion,23,|1|||2||||||||23|45|3
475,Golden Scaled Armor Boots,Knight,Boots,G60,57,13,Defense,45,|1|||2||||||||23|45|3
475,Golden Scaled Armor Boots,Knight,Boots,G60,57,14,Absorb,3,|1|||2||||||||23|45|3
476,Golden Scaled Armor Gloves,Knight,Gloves,G60,56,0,Strength,3,3||||||||||||10|59|3
476,Golden Scaled Armor Gloves,Knight,Gloves,G60,56,12,Evasion,10,3||||||||||||10|59|3
476,Golden Scaled Armor Gloves,Knight,Gloves,G60,56,13,Defense,59,3||||||||||||10|59|3
476,Golden Scaled Armor Gloves,Knight,Gloves,G60,56,14,Absorb,3,3||||||||||||10|59|3
477,Golden Scaled Armor Helmet,Knight,Helmet,G60,58,0,Strength,1,1|2|||||||||||13|58|4
477,Golden Scaled Armor Helmet,Knight,Helmet,G60,58,1,Health,2,1|2|||||||||||13|58|4
477,Golden Scaled Armor Helmet,Knight,Helmet,G60,58,12,Evasion,13,1|2|||||||||||13|58|4
477,Golden Scaled Armor Helmet,Knight,Helmet,G60,58,13,Defense,58,1|2|||||||||||13|58|4
477,Golden Scaled Armor Helmet,Knight,Helmet,G60,58,14,Absorb,4,1|2|||||||||||13|58|4
478,Golden Scaled Armor Shorts,Knight,Shorts,G60,59,0,Strength,1,1|2|||||||||||23|40|5
478,Golden Scaled Armor Shorts,Knight,Shorts,G60,59,1,Health,2,1|2|||||||||||23|40|5
478,Golden Scaled Armor Shorts,Knight,Shorts,G60,59,12,Evasion,23,1|2|||||||||||23|40|5
478,Golden Scaled Armor Shorts,Knight,Shorts,G60,59,13,Defense,40,1|2|||||||||||23|40|5
478,Golden Scaled Armor Shorts,Knight,Shorts,G60,59,14,Absorb,5,1|2|||||||||||23|40|5
479,Golden DaeChangEau,Magician,All,G60,56,1,Health,7,|7|10|4|||||||||123|169|0|29|29|29|22|22
479,Golden DaeChangEau,Magician,All,G60,56,2,Intelligence,10,|7|10|4|||||||||123|169|0|29|29|29|22|22
479,Golden DaeChangEau,Magician,All,G60,56,3,Wisdom,4,|7|10|4|||||||||123|169|0|29|29|29|22|22
479,Golden DaeChangEau,Magician,All,G60,56,12,Evasion,123,|7|10|4|||||||||123|169|0|29|29|29|22|22
479,Golden DaeChangEau,Magician,All,G60,56,13,Defense,169,|7|10|4|||||||||123|169|0|29|29|29|22|22
479,Golden DaeChangEau,Magician,All,G60,56,14,Absorb,0,|7|10|4|||||||||123|169|0|29|29|29|22|22
479,Golden DaeChangEau,Magician,All,G60,56,15,Fire,29,|7|10|4|||||||||123|169|0|29|29|29|22|22
479,Golden DaeChangEau,Magician,All,G60,56,16,Ice,29,|7|10|4|||||||||123|169|0|29|29|29|22|22
479,Golden DaeChangEau,Magician,All,G60,56,17,Lightening,29,|7|10|4|||||||||123|169|0|29|29|29|22|22
479,Golden DaeChangEau,Magician,All,G60,56,18,NonElemental,22,|7|10|4|||||||||123|169|0|29|29|29|22|22
479,Golden DaeChangEau,Magician,All,G60,56,19,Curse,22,|7|10|4|||||||||123|169|0|29|29|29|22|22
480,Golden DaeChangEau Clothes,Magician,Armor,G60,60,1,Health,3,|3|6||||||||||31|41|0|8|8|8|5|5
480,Golden DaeChangEau Clothes,Magician,Armor,G60,60,2,Intelligence,6,|3|6||||||||||31|41|0|8|8|8|5|5
480,Golden DaeChangEau Clothes,Magician,Armor,G60,60,12,Evasion,31,|3|6||||||||||31|41|0|8|8|8|5|5
480,Golden DaeChangEau Clothes,Magician,Armor,G60,60,13,Defense,41,|3|6||||||||||31|41|0|8|8|8|5|5
480,Golden DaeChangEau Clothes,Magician,Armor,G60,60,14,Absorb,0,|3|6||||||||||31|41|0|8|8|8|5|5
480,Golden DaeChangEau Clothes,Magician,Armor,G60,60,15,Fire,8,|3|6||||||||||31|41|0|8|8|8|5|5
480,Golden DaeChangEau Clothes,Magician,Armor,G60,60,16,Ice,8,|3|6||||||||||31|41|0|8|8|8|5|5
480,Golden DaeChangEau Clothes,Magician,Armor,G60,60,17,Lightening,8,|3|6||||||||||31|41|0|8|8|8|5|5
480,Golden DaeChangEau Clothes,Magician,Armor,G60,60,18,NonElemental,5,|3|6||||||||||31|41|0|8|8|8|5|5
480,Golden DaeChangEau Clothes,Magician,Armor,G60,60,19,Curse,5,|3|6||||||||||31|41|0|8|8|8|5|5
481,Golden DaeChangEau Boots,Magician,Boots,G60,57,2,Intelligence,1,||1|2|||||||||27|38|0|4|4|4|5|5
481,Golden DaeChangEau Boots,Magician,Boots,G60,57,3,Wisdom,2,||1|2|||||||||27|38|0|4|4|4|5|5
481,Golden DaeChangEau Boots,Magician,Boots,G60,57,12,Evasion,27,||1|2|||||||||27|38|0|4|4|4|5|5
481,Golden DaeChangEau Boots,Magician,Boots,G60,57,13,Defense,38,||1|2|||||||||27|38|0|4|4|4|5|5
481,Golden DaeChangEau Boots,Magician,Boots,G60,57,14,Absorb,0,||1|2|||||||||27|38|0|4|4|4|5|5
481,Golden DaeChangEau Boots,Magician,Boots,G60,57,15,Fire,4,||1|2|||||||||27|38|0|4|4|4|5|5
481,Golden DaeChangEau Boots,Magician,Boots,G60,57,16,Ice,4,||1|2|||||||||27|38|0|4|4|4|5|5
481,Golden DaeChangEau Boots,Magician,Boots,G60,57,17,Lightening,4,||1|2|||||||||27|38|0|4|4|4|5|5
481,Golden DaeChangEau Boots,Magician,Boots,G60,57,18,NonElemental,5,||1|2|||||||||27|38|0|4|4|4|5|5
481,Golden DaeChangEau Boots,Magician,Boots,G60,57,19,Curse,5,||1|2|||||||||27|38|0|4|4|4|5|5
482,Golden DaeChangEau Gloves,Magician,Gloves,G60,56,2,Intelligence,1,||1|2|||||||||14|33|0|6|6|6|4|4
482,Golden DaeChangEau Gloves,Magician,Gloves,G60,56,3,Wisdom,2,||1|2|||||||||14|33|0|6|6|6|4|4
482,Golden DaeChangEau Gloves,Magician,Gloves,G60,56,12,Evasion,14,||1|2|||||||||14|33|0|6|6|6|4|4
482,Golden DaeChangEau Gloves,Magician,Gloves,G60,56,13,Defense,33,||1|2|||||||||14|33|0|6|6|6|4|4
482,Golden DaeChangEau Gloves,Magician,Gloves,G60,56,14,Absorb,0,||1|2|||||||||14|33|0|6|6|6|4|4
482,Golden DaeChangEau Gloves,Magician,Gloves,G60,56,15,Fire,6,||1|2|||||||||14|33|0|6|6|6|4|4
482,Golden DaeChangEau Gloves,Magician,Gloves,G60,56,16,Ice,6,||1|2|||||||||14|33|0|6|6|6|4|4
