icon,source_file,width,height,channels,png_bytes
item193,item193.bmp,32,32,4,2646
item194,item194.bmp,32,32,3,3142
item195,item195.bmp,32,32,3,3172
item196,item196.bmp,32,32,3,3172
item197,item197.bmp,32,32,3,3172
item198,item198.bmp,32,32,3,3172
item199,item199.bmp,32,32,3,2917
item200,item200.bmp,32,32,3,3038
item201,item201.bmp,32,32,3,3166
item215,item215.bmp,32,32,4,163
item216,item216.bmp,32,32,4,411
item217,item217.bmp,32,32,4,138
item218,item218.bmp,32,32,4,709
item219,item219.bmp,32,32,4,360
item220,item220.bmp,32,32,4,354
item221,item221.bmp,32,32,4,437
item222,item222.bmp,32,32,4,520
item223,item223.bmp,32,32,4,410
item224,item224.bmp,32,32,4,187
item225,item225.bmp,32,32,4,194
item226,item226.bmp,32,32,4,171
item227,item227.bmp,32,32,4,498
item228,item228.bmp,32,32,4,809
item229,item229.bmp,32,32,4,557
item230,item230.bmp,32,32,4,781
item231,item231.bmp,32,32,4,168
item232,item232.bmp,32,32,4,424
item233,item233.bmp,32,32,4,875
item234,item234.bmp,32,32,4,538
item235,item235.bmp,32,32,4,1273
item236,item236.bmp,32,32,4,732
item237,item237.bmp,32,32,4,1419
item238,item238.bmp,32,32,4,418
item239,item239.bmp,32,32,4,194
item240,item240.bmp,32,32,4,468
item241,item241.bmp,32,32,4,548
item242,item242.bmp,32,32,4,1100
item243,item243.bmp,32,32,4,623
item244,item244.bmp,32,32,4,166
item245,item245.bmp,32,32,4,496
item246,item246.bmp,32,32,4,918
item247,item247.bmp,32,32,3,3115
item248,item248.bmp,32,32,3,3136
item249,item249.bmp,32,32,3,3147
item250,item250.bmp,32,32,3,3125
item251,item251.bmp,32,32,3,3132
item252,item252.bmp,32,32,3,3136
item253,item253.bmp,32,32,3,3094
item254,item254.bmp,32,32,3,3139
item255,item255.bmp,32,32,3,3115
item256,item256.bmp,32,32,3,3143
item257,item257.bmp,32,32,3,3145
item258,item258.bmp,32,32,3,3129
item259,item259.bmp,32,32,3,3142
item260,item260.bmp,32,32,3,3136
item261,item261.bmp,32,32,3,3128
item293,item293.bmp,32,32,4,1987
item294,item294.bmp,32,32,3,1933
item295,item295.bmp,32,32,4,1709
item296,item296.bmp,32,32,4,1780
item297,item297.bmp,32,32,4,1845
item298,item298.bmp,32,32,4,1405
item299,item299.bmp,32,32,4,1274
item300,item300.bmp,32,32,4,1304
item301,item301.bmp,32,32,4,1865
item302,item302.bmp,32,32,4,1903
item303,item303.bmp,32,32,4,1823
item304,item304.bmp,32,32,4,1637
item305,item305.bmp,32,32,4,1394
item306,item306.bmp,32,32,4,2099
item307,item307.bmp,32,32,4,2043
item308,item308.bmp,32,32,4,1911
item309,item309.bmp,32,32,4,1537
item310,item310.bmp,32,32,3,3172
item311,item311.bmp,32,32,3,3172
item312,item312.bmp,32,32,3,3148
item313,item313.bmp,32,32,3,3152
item314,item314.bmp,32,32,3,2908
item315,item315.bmp,32,32,3,2840
item316,item316.bmp,32,32,3,3133
item317,item317.bmp,32,32,3,3121
item318,item318.bmp,32,32,3,3145
item319,item319.bmp,32,32,4,3192
item320,item320.bmp,32,32,3,3121
item321,item321.bmp,32,32,3,3172
item322,item322.bmp,32,32,3,3172
item323,item323.bmp,32,32,3,3172
item324,item324.bmp,32,32,3,3158
item325,item325.bmp,32,32,3,2991
item326,item326.bmp,32,32,3,2754
item327,item327.bmp,32,32,3,3042
item328,item328.bmp,32,32,3,2910
item329,item329.bmp,32,32,3,3156
item330,item330.bmp,32,32,3,3144
item331,item331.bmp,32,32,4,2289
item332,item332.bmp,32,32,4,2289
item333,item333.bmp,32,32,4,2300
item334,item334.bmp,32,32,4,2294
item335,item335.bmp,32,32,4,2281
item336,item336.bmp,32,32,4,2297
item337,item337.bmp,32,32,4,2234
item338,item338.bmp,32,32,4,2251
item339,item339.bmp,32,32,4,2317
item340,item340.bmp,32,32,4,2300
item341,item341.bmp,32,32,4,2295
item342,item342.bmp,32,32,4,2258
item343,item343.bmp,32,32,4,2274
item344,item344.bmp,32,32,4,2254
item345,item345.bmp,32,32,3,3162
item348,item348.bmp,32,32,3,3153
item349,item349.bmp,32,32,3,3111
item350,item350.bmp,32,32,4,1288
item351,item351.bmp,32,32,3,2989
item353,item353.bmp,32,32,3,1605
item354,item354.bmp,32,32,3,1719
item355,item355.bmp,32,32,3,1603
item356,item356.bmp,32,32,3,2968
item357,item357.bmp,32,32,3,2357
item358,item358.bmp,32,32,3,2662
item359,item359.bmp,32,32,3,2970
item360,item360.bmp,32,32,3,2954
item361,item361.bmp,32,32,3,3016
item362,item362.bmp,32,32,3,3023
item363,item363.bmp,32,32,4,1082
item364,item364.bmp,32,32,4,1570
item365,item365.bmp,32,32,3,2631
item366,item366.bmp,32,32,3,2905
item367,item367.bmp,32,32,3,2486
item368,item368.bmp,32,32,3,2281
item369,item369.bmp,32,32,3,2836
item370,item370.bmp,32,32,3,2942
item371,item371.bmp,32,32,3,2858
item372,item372.bmp,32,32,3,2916
item373,item373.bmp,32,32,3,2756
item374,item374.bmp,32,32,3,3009
item375,item375.bmp,32,32,3,2876
item376,item376.bmp,32,32,3,3090
item377,item377.bmp,32,32,3,2786
item378,item378.bmp,32,32,3,2807
item379,item379.bmp,32,32,3,2731
item380,item380.bmp,32,32,3,2907
item381,item381.bmp,32,32,3,2805
item382,item382.bmp,32,32,3,2699
item383,item383.bmp,32,32,3,2691
item384,item384.bmp,32,32,3,2765
item385,item385.bmp,32,32,3,2980
item386,item386.bmp,32,32,3,2865
item387,item387.bmp,32,32,3,2956
item388,item388.bmp,32,32,3,2865
item389,item389.bmp,32,32,3,2827
item390,item390.bmp,32,32,3,2882
item391,item391.bmp,32,32,3,2754
item392,item392.bmp,32,32,3,2885
item393,item393.bmp,32,32,3,2951
item394,item394.bmp,32,32,3,2754
item395,item395.bmp,32,32,4,3070
item396,item396.bmp,32,32,3,2855
item397,item397.bmp,32,32,3,2933
item398,item398.bmp,32,32,3,2754
item399,item399.bmp,32,32,4,3063
item400,item400.bmp,32,32,3,2864
item401,item401.bmp,32,32,4,3083
item402,item402.bmp,32,32,3,2754
item403,item403.bmp,32,32,4,3077
item404,item404.bmp,32,32,3,2875
item405,item405.bmp,32,32,3,3016
item406,item406.bmp,32,32,3,3016
item407,item407.bmp,32,32,3,3016
item408,item408.bmp,32,32,3,3016
item409,item409.bmp,32,32,3,3016
item410,item410.bmp,32,32,3,3064
item411,item411.bmp,32,32,3,1894
item412,item412.bmp,32,32,3,2146
item413,item413.bmp,32,32,3,2047
item414,item414.bmp,32,32,3,2846
item415,item415.bmp,32,32,3,2508
item416,item416.bmp,32,32,3,2245
item417,item417.bmp,32,32,3,2628
item418,item418.bmp,32,32,4,2887
item419,item419.bmp,32,32,3,2797
item420,item420.bmp,32,32,3,2715
item421,item421.bmp,32,32,3,3001
item422,item422.bmp,32,32,3,2835
item423,item423.bmp,32,32,3,3001
item424,item424.bmp,32,32,3,2735
item425,item425.bmp,32,32,3,2866
item426,item426.bmp,32,32,3,3040
item427,item427.bmp,32,32,3,3009
item428,item428.bmp,32,32,3,2007
item429,item429.bmp,32,32,4,2401
item430,item430.bmp,32,32,4,2761
item431,item431.bmp,32,32,3,2915
item432,item432.bmp,32,32,3,2897
item441,item441.bmp,32,32,4,899
item442,item442.bmp,32,32,4,1864
item442_01,item442_01.bmp,32,32,3,2212
item442_02,item442_02.bmp,32,32,3,2229
item442_03,item442_03.bmp,32,32,3,2248
item442_04,item442_04.bmp,32,32,3,2539
item443,item443.bmp,32,32,3,2946
item444,item444.bmp,32,32,3,3080
item445,item445.bmp,32,32,3,3077
item446,item446.bmp,32,32,3,3102
item447,item447.bmp,32,32,3,3077
item448,item448.bmp,32,32,3,3080
item455,item455.bmp,32,32,3,3116
item456,item456.bmp,32,32,3,2920
item457,item457.bmp,32,32,3,3081
item458,item458.bmp,32,32,3,2871
item459,item459.bmp,32,32,3,3144
item460,item460.bmp,32,32,3,3154
item461,item461.bmp,32,32,3,2916
item462,item462.bmp,32,32,3,3036
item463,item463.bmp,32,32,3,3041
item464,item464.bmp,32,32,3,2797
item465,item465.bmp,32,32,3,2947
item472,item472.bmp,32,32,3,3104
item473,item473.bmp,32,32,3,2922
item474,item474.bmp,32,32,3,3067
item475,item475.bmp,32,32,3,3066
item476,item476.bmp,32,32,3,2815
item477,item477.bmp,32,32,3,3088
item478,item478.bmp,32,32,3,3088
item479,item479.bmp,32,32,3,2838
item480,item480.bmp,32,32,3,3172
item481,item481.bmp,32,32,3,3093
item482,item482.bmp,32,32,3,3073
item483,item483.bmp,32,32,3,3040
item484,item484.bmp,32,32,3,2983
item485,item485.bmp,32,32,3,2897
item486,item486.bmp,32,32,3,3052
item487,item487.bmp,32,32,3,3161
item489,item489.bmp,32,32,3,3032
item490,item490.bmp,32,32,3,2944
item491,item491.bmp,32,32,3,2823
item492,item492.bmp,32,32,3,3084
item493,item493.bmp,32,32,3,2735
item494,item494.bmp,32,32,3,2999
item495,item495.bmp,32,32,3,2774
item496,item496.bmp,32,32,3,3050
item497,item497.bmp,32,32,3,2699
item498,item498.bmp,32,32,3,3051
item499,item499.bmp,32,32,3,2780
item500,item500.bmp,32,32,3,2920
item501,item501.bmp,32,32,3,3076
item502,item502.bmp,32,32,3,2995
item504,item504.bmp,32,32,3,3043
item505,item505.bmp,32,32,3,3076
item506,item506.bmp,32,32,3,2948
item507,item507.bmp,32,32,3,3172
item508,item508.bmp,32,32,3,2944
item509,item509.bmp,32,32,4,1781
item531,item531.bmp,32,32,3,2804
item535,item535.BMP,32,32,3,3128
item536,item536.BMP,32,32,3,3099
item537,item537.BMP,32,32,3,2952
item538,item538.bmp,32,32,3,2608
item539,item539.bmp,32,32,3,2538
item540,item540.bmp,32,32,3,2657
item541,item541.bmp,32,32,3,2959
item542,item542.bmp,32,32,3,3081
item543,item543.bmp,32,32,3,3093
item544,item544.bmp,32,32,3,1674
item545,item545.bmp,32,32,3,1684
item546,item546.bmp,32,32,3,1682
item5529,item5529.bmp,32,32,3,3129
item556,item556.bmp,32,32,4,2726
item557,item557.bmp,32,32,4,1706
item558,item558.bmp,32,32,4,1968
item559,item559.bmp,32,32,4,2459
item560,item560.bmp,32,32,4,971
item561,item561.bmp,32,32,4,1512
item562,item562.bmp,32,32,4,1695
item563,item563.bmp,32,32,4,1695
item564,item564.bmp,32,32,4,1690
item565,item565.bmp,32,32,4,878
item566,item566.bmp,32,32,4,996
item567,item567.bmp,32,32,4,2595
item568,item568.bmp,32,32,4,2355
item569,item569.bmp,32,32,4,2468
item570,item570.bmp,32,32,3,2104
item571,item571.bmp,32,32,4,2300
item572,item572.bmp,32,32,4,1531
item573,item573.bmp,32,32,3,3082
item574,item574.bmp,32,32,4,2609
item575,item575.bmp,32,32,4,1916
item576,item576.bmp,32,32,4,1605
item577,item577.bmp,32,32,4,1790
item578,item578.bmp,32,32,4,1306
item579,item579.bmp,32,32,4,2010
item580,item580.bmp,32,32,4,1997
item581,item581.bmp,32,32,4,1995
item582,item582.bmp,32,32,4,2043
item583,item583.bmp,32,32,4,1958
item584,item584.bmp,32,32,4,2027
item585,item585.bmp,32,32,4,1738
item586,item586.bmp,32,32,4,555
item587,item587.bmp,32,32,4,597
item588,item588.bmp,32,32,4,568
item615,item615.bmp,32,32,3,2866
item616,item616.bmp,32,32,3,2984
item626,item626.bmp,32,32,4,1839
item627,item627.bmp,32,32,4,1847
item629,item629.bmp,32,32,3,2748
item631,item631.bmp,32,32,4,1838
item632,item632.bmp,32,32,4,1832
item633,item633.bmp,32,32,4,1835
item740,item740.bmp,32,32,4,3410
item9821,item9821.bmp,32,32,3,2837
item_change-image_fix,item_change-image_fix.bmp,240,350,3,61914
item_change_confirm-image,item_change_confirm-image.bmp,292,155,4,46446
item_mixing,item_mixing.bmp,295,335,3,226481
join,join.bmp,52,52,4,493
loading-e,loading-e.bmp,491,67,4,10826
loading,loading.bmp,491,67,3,25118
lock,lock.BMP,16,16,4,473
loginbg,loginbg.bmp,275,307,4,145093
loginbg_larger,loginbg_larger.bmp,275,334,4,145457
loginbg_new,loginbg_new.bmp,315,307,4,145873
luckybagc,luckybagc.bmp,1,18,3,123
luckybagl,luckybagl.bmp,1,18,3,121
luckybagr,luckybagr.bmp,1,18,3,120
main_left,main_left.bmp,69,41,4,6461
main_right,main_right.bmp,14,42,3,1745
menu_guild,menu_guild.bmp,32,32,4,3630
menu_info,menu_info.bmp,32,32,4,3496
menu_inventory,menu_inventory.bmp,32,32,4,3612
menu_map,menu_map.bmp,32,32,4,3474
menu_option,menu_option.bmp,32,32,4,3672
menu_party,menu_party.bmp,32,32,4,3717
menu_script,menu_script.bmp,32,32,4,3655
menu_skill,menu_skill.bmp,32,32,4,3872
minimap_n,minimap_n.bmp,1024,1536,3,489075
mpc,mpc.bmp,400,7,3,117
mpl,mpl.bmp,1,7,3,78
mpr,mpr.bmp,1,7,3,77
npc,npc.bmp,200,200,3,95327
number_key000,number_key000.bmp,15,21,3,205
number_key001,number_key001.bmp,32,21,3,216
number_key002,number_key002.bmp,40,21,3,1563
number_key003,number_key003.bmp,49,21,3,1611
number_key004,number_key004.bmp,26,21,3,1406
passive001,passive001.bmp,32,32,4,3521
passive002,passive002.bmp,32,32,4,3942
passive003,passive003.bmp,32,32,4,3932
passive004,passive004.bmp,32,32,4,3858
passive005,passive005.bmp,32,32,4,3617
passive006,passive006.bmp,32,32,4,2873
passive007,passive007.BMP,32,32,4,1516
passive008,passive008.bmp,32,32,4,2121
passive009,passive009.BMP,32,32,4,2845
passive010,passive010.BMP,32,32,4,2519
passive011,passive011.BMP,32,32,4,1641
passive012,passive012.BMP,32,32,4,2692
passive013,passive013.BMP,32,32,4,1615
passive014,passive014.bmp,32,32,4,1615
passive015,passive015.BMP,32,32,4,1972
passive016,passive016.BMP,32,32,4,3083
passive017,passive017.bmp,32,32,4,2364
passive018,passive018.bmp,32,32,4,3255
passive019,passive019.bmp,32,32,4,3175
passive020,passive020.bmp,32,32,4,3192
passive021,passive021.bmp,32,32,4,3187
passive022,passive022.bmp,32,32,4,3120
passive023,passive023.bmp,32,32,4,3023
passive024,passive024.bmp,32,32,4,2967
passive025,passive025.bmp,32,32,4,2810
passive026,passive026.bmp,32,32,4,2998
passive027,passive027.bmp,32,32,4,2485
passive028,passive028.bmp,32,32,4,3089
passive029,passive029.bmp,32,32,4,3018
passive030,passive030.BMP,32,32,4,1516
passive031,passive031.BMP,32,32,4,1516
passive032,passive032.bmp,32,32,4,2763
passive033,passive033.bmp,32,32,4,3155
passive034,passive034.bmp,32,32,4,3157
passive035,passive035.bmp,32,32,4,3147
passive036,passive036.bmp,32,32,4,3036
passive037,passive037.bmp,32,32,4,3050
passive038,passive038.bmp,32,32,4,3236
passive039,passive039.bmp,32,32,4,3142
pattern_button_center,pattern_button_center.bmp,2,21,3,180
pattern_button_left,pattern_button_left.bmp,25,21,3,1129
pattern_button_right,pattern_button_right.bmp,48,21,3,2432
pattern_deco_center,pattern_deco_center.bmp,63,11,3,1735
pattern_deco_left,pattern_deco_left.bmp,37,11,3,1112
pattern_deco_right,pattern_deco_right.bmp,37,11,3,1139
pattern_title_center,pattern_title_center.bmp,2,21,3,180
pattern_title_left,pattern_title_left.bmp,76,21,3,3743
pattern_title_right,pattern_title_right.bmp,124,21,3,6353
pet001,pet001.bmp,32,32,3,2874
pet002,pet002.bmp,32,32,3,2952
pet003,pet003.bmp,32,32,3,3095
pet004,pet004.bmp,32,32,3,3063
pet005,pet005.bmp,32,32,3,2941
pet006,pet006.bmp,32,32,3,2986
pet007,pet007.bmp,32,32,3,2822
pet008,pet008.bmp,32,32,3,2871
pet009,pet009.bmp,32,32,3,2874
pet010,pet010.bmp,32,32,3,2952
pet011,pet011.bmp,32,32,3,3095
pet012,pet012.bmp,32,32,3,3063
pet013,pet013.bmp,32,32,3,2941
pet014,pet014.bmp,32,32,3,2986
pet015,pet015.bmp,32,32,3,2822
pet016,pet016.bmp,32,32,3,2871
pileskill_r,pileskill_r.bmp,37,24,4,1223
premium_shop_bango_001,premium_shop_bango_001.bmp,32,32,4,3973
premium_shop_bango_002,premium_shop_bango_002.bmp,32,32,3,2883
premium_shop_bango_003,premium_shop_bango_003.bmp,32,32,3,2883
quickslot_bottom,quickslot_bottom.bmp,41,11,3,1306
quickslot_top,quickslot_top.bmp,41,39,3,4048
red,red.bmp,65,31,4,1662
redeng,redENG.bmp,65,31,4,1462
red_0,red_0.bmp,21,31,4,1021
red_1,red_1.bmp,21,31,4,310
red_2,red_2.bmp,21,31,4,837
red_3,red_3.bmp,21,31,4,773
red_4,red_4.bmp,21,31,4,628
red_5,red_5.bmp,21,31,4,801
red_6,red_6.bmp,21,31,4,824
red_7,red_7.bmp,21,31,4,687
red_8,red_8.bmp,21,31,4,933
red_9,red_9.bmp,21,31,4,850
reduce,reduce.bmp,15,15,3,689
scoreblue_0,scoreblue_0.bmp,15,21,4,680
scoreblue_1,scoreblue_1.bmp,15,21,4,428
scoreblue_2,scoreblue_2.bmp,15,21,4,611
scoreblue_3,scoreblue_3.bmp,15,21,4,645
scoreblue_4,scoreblue_4.bmp,15,21,4,616
scoreblue_5,scoreblue_5.bmp,15,21,4,661
scoreblue_6,scoreblue_6.bmp,15,21,4,699
scoreblue_7,scoreblue_7.bmp,15,21,4,585
scoreblue_8,scoreblue_8.bmp,15,21,4,722
scoreblue_9,scoreblue_9.bmp,15,21,4,635
scoreblueminus,scoreblueminus.bmp,15,21,4,263
scorered_0,scorered_0.bmp,15,21,4,656
scorered_1,scorered_1.bmp,15,21,4,420
scorered_2,scorered_2.bmp,15,21,4,585
scorered_3,scorered_3.bmp,15,21,4,600
scorered_4,scorered_4.bmp,15,21,4,595
scorered_5,scorered_5.bmp,15,21,4,622
scorered_6,scorered_6.bmp,15,21,4,654
scorered_7,scorered_7.bmp,15,21,4,555
scorered_8,scorered_8.bmp,15,21,4,688
scorered_9,scorered_9.bmp,15,21,4,602
scoreredminus,scoreredminus.bmp,15,21,4,252
scroll_tab,scroll_tab.bmp,9,14,3,423
serverbg,serverbg.bmp,275,343,4,159864
shop001,shop001.BMP,32,32,3,2152
shop002,shop002.BMP,32,32,3,2772
shop003,shop003.BMP,32,32,3,3110
shop004,shop004.BMP,32,32,3,3128
shop005,shop005.BMP,32,32,3,2038
shop006,shop006.BMP,32,32,3,2689
shop007,shop007.BMP,32,32,3,3006
shop008,shop008.BMP,32,32,3,3129
shop009,shop009.BMP,32,32,3,2793
shop010,shop010.BMP,32,32,3,2912
shop011,shop011.BMP,32,32,3,3129
shop012,shop012.BMP,32,32,3,3136
shop013,shop013.BMP,32,32,3,3155
shop014,shop014.BMP,32,32,3,3157
shop015,shop015.bmp,32,32,3,2469
shop016,shop016.bmp,32,32,3,2977
shop017,shop017.bmp,32,32,3,3003
shop018,shop018.BMP,32,32,3,3160
shop019,shop019.BMP,32,32,3,3167
shop020,shop020.BMP,32,32,3,3120
shop021,shop021.BMP,32,32,3,2969
shop022,shop022.bmp,32,32,3,3102
shop023,shop023.bmp,32,32,4,3174
shop024,shop024.bmp,32,32,3,3013
shop025,shop025.bmp,32,32,3,3111
shop027,shop027.bmp,32,32,4,3305
shop028,shop028.bmp,32,32,4,3336
shop029,shop029.bmp,32,32,3,2897
shop030,shop030.bmp,32,32,3,3017
shop031,shop031.bmp,32,32,3,3075
shop032,shop032.bmp,32,32,4,1132
shop033,shop033.bmp,32,32,4,1326
shop034,shop034.bmp,32,32,4,1124
shop035,shop035.bmp,32,32,4,1128
shop036,shop036.bmp,32,32,4,1487
shop037,shop037.bmp,32,32,3,2819
shop038,shop038.bmp,32,32,3,3029
shop039,shop039.bmp,32,32,3,3124
shop040,shop040.bmp,32,32,4,3043
shop041,shop041.bmp,32,32,4,3092
shop042,shop042.bmp,32,32,4,2895
shop043,shop043.bmp,32,32,4,2856
shop044,shop044.bmp,32,32,4,979
shop045,shop045.bmp,32,32,4,973
shop046,shop046.bmp,32,32,3,3147
shop047,shop047.bmp,32,32,3,3050
shop048,shop048.bmp,32,32,3,3049
shop049,shop049.bmp,32,32,3,3133
shop050,shop050.bmp,32,32,3,3064
shop051,shop051.bmp,32,32,3,3025
shop052,shop052.bmp,32,32,3,3025
shop053,shop053.bmp,32,32,3,3103
shop054,shop054.bmp,32,32,3,3016
shop057,shop057.bmp,32,32,4,2546
shop058,shop058.bmp,32,32,3,3101
shop059,shop059.bmp,32,32,3,2976
shop060,shop060.bmp,32,32,3,2011
shop061,shop061.bmp,32,32,4,759
shop062,shop062.bmp,32,32,3,3128
shop063,shop063.bmp,32,32,3,3048
shop064,shop064.bmp,32,32,3,3023
shop065,shop065.bmp,32,32,3,3131
shop066,shop066.bmp,32,32,3,3157
shop067,shop067.bmp,32,32,3,2997
shop068,shop068.bmp,32,32,3,3058
shop069,shop069.bmp,32,32,3,3118
shop070,shop070.bmp,32,32,3,3093
shop071,shop071.bmp,32,32,3,3112
shop073,shop073.bmp,32,32,3,3113
shop074,shop074.bmp,32,32,3,3172
shop114,shop114.bmp,32,32,3,3161
shop115,shop115.bmp,32,32,3,3113
shop116,shop116.bmp,32,32,3,3083
shop124,shop124.bmp,32,32,3,2849
shop125,shop125.bmp,32,32,3,3080
shop126,shop126.bmp,32,32,3,1355
shop127,shop127.bmp,32,32,3,1679
shop128,shop128.bmp,32,32,3,1947
shop129,shop129.bmp,32,32,3,3049
shop134,shop134.bmp,32,32,4,2191
shopbuff_001,shopbuff_001.bmp,24,24,3,1820
shopbuff_002,shopbuff_002.bmp,24,24,3,1820
shopbuff_003,shopbuff_003.bmp,24,24,3,1820
shopbuff_004,shopbuff_004.bmp,24,24,3,1820
shopbuff_005,shopbuff_005.bmp,24,24,4,1924
shopbuff_006,shopbuff_006.bmp,24,24,3,1792
shopbuff_007,shopbuff_007.bmp,24,24,3,1820
shopbuff_008,shopbuff_008.bmp,24,24,4,2007
shopbuff_009,shopbuff_009.bmp,24,24,4,1993
shopbuff_010,shopbuff_010.bmp,24,24,3,1806
shopbuff_011,shopbuff_011.bmp,24,24,4,712
shopbuff_012,shopbuff_012.bmp,24,24,4,860
shopbuff_013,shopbuff_013.bmp,24,24,4,720
shopbuff_014,shopbuff_014.bmp,24,24,4,721
shopbuff_015,shopbuff_015.bmp,24,24,4,941
shopbuff_016,shopbuff_016.bmp,24,24,3,1820
shopbuff_017,shopbuff_017.bmp,24,24,3,1596
silverluckybagc,silverluckybagc.bmp,1,18,3,118
silverluckybagl,silverluckybagl.bmp,1,18,3,118
silverluckybagr,silverluckybagr.bmp,1,18,3,118
sinsu001,sinsu001.bmp,32,32,4,2634
sinsu002,sinsu002.bmp,32,32,4,2636
sinsu003,sinsu003.bmp,32,32,4,2635
sinsu004,sinsu004.bmp,32,32,3,2878
slotbg_boots,slotbg_boots.bmp,32,32,4,1114
slotbg_gauntlet,slotbg_gauntlet.bmp,32,32,4,1257
slotbg_helmet,slotbg_helmet.bmp,32,32,4,1065
slotbg_lower,slotbg_lower.bmp,32,32,4,1301
slotbg_pet,slotbg_pet.bmp,32,32,4,1729
slotbg_shield,slotbg_shield.bmp,32,32,4,1341
slotbg_upper,slotbg_upper.bmp,32,32,4,1419
slotbg_weapon,slotbg_weapon.bmp,32,32,4,1301
sloteffect005,sloteffect005.bmp,32,32,4,168
sloteffect007_new,sloteffect007_new.bmp,32,32,4,116
sloteffect007_old,sloteffect007_old.bmp,32,32,4,116
smallloading01,smallloading01.bmp,380,214,3,144573
smallloading02,smallloading02.bmp,380,214,3,130143
smallloading03,smallloading03.bmp,380,214,3,140583
smallloading04,smallloading04.bmp,380,214,3,172877
smallloading05,smallloading05.bmp,380,214,3,190278
smallloading06,smallloading06.bmp,380,214,3,185609
smallloading07,smallloading07.bmp,380,214,3,175815
smallloading08,smallloading08.bmp,380,214,3,132481
smallloading09,smallloading09.bmp,380,214,3,141660
smallloading10,smallloading10.bmp,380,214,3,143224
smallloading11,smallloading11.bmp,380,214,4,85112
smallloading12,smallloading12.bmp,380,214,3,207320
smallloading13,smallloading13.bmp,380,214,3,216560
sp_interface,sp_interface.bmp,227,120,4,34642
status_left,status_left.bmp,13,52,3,1920
status_right,status_right.bmp,96,53,4,12772
test_image,test_image.bmp,200,200,4,470
test_image2,test_image2.bmp,30,100,4,127
time10,time10.bmp,51,34,4,2194
time15,time15.bmp,51,33,4,2322
time5,time5.bmp,38,33,4,1693
time_0,time_0.bmp,12,17,4,444
time_1,time_1.bmp,12,17,4,280
time_2,time_2.bmp,12,17,4,425
time_3,time_3.bmp,12,17,4,416
time_4,time_4.bmp,12,17,4,417
time_5,time_5.bmp,12,17,4,441
time_6,time_6.bmp,12,17,4,440
time_7,time_7.bmp,12,17,4,389
time_8,time_8.bmp,12,17,4,475
time_9,time_9.bmp,12,17,4,412
time_sep,time_sep.bmp,12,17,4,196
timered_0,timered_0.bmp,12,17,4,340
timered_1,timered_1.bmp,12,17,4,224
timered_2,timered_2.bmp,12,17,4,322
timered_3,timered_3.bmp,12,17,4,308
timered_4,timered_4.bmp,12,17,4,318
timered_5,timered_5.bmp,12,17,4,332
timered_6,timered_6.bmp,12,17,4,320
timered_7,timered_7.bmp,12,17,4,291
timered_8,timered_8.bmp,12,17,4,349
timered_9,timered_9.bmp,12,17,4,307
timered_sep,timered_sep.bmp,12,17,4,168
tipsystem-1,tipsystem-1.bmp,32,32,4,2253
tournament,tournament.bmp,794,573,3,1053100
trash,trash.bmp,32,32,4,2985
tskill001,tskill001.bmp,32,32,4,2804
uibk,uibk.bmp,233,66,4,18712
uibk_2,uibk_2.bmp,300,100,4,25104
uibk_3,uibk_3.bmp,511,100,4,36263
unlock,unlock.BMP,16,16,4,506
vote-day-active-done,vote-day-active-done.bmp,128,128,4,23297
vote-day-active,vote-day-active.bmp,128,128,4,29955
vote-day-coming,vote-day-coming.bmp,128,128,4,9113
vote-day-passed-missed,vote-day-passed-missed.bmp,128,128,4,23730
wea007,wea007.bmp,32,32,4,1249
wea008,wea008.bmp,32,32,4,1178
wea017,wea017.bmp,32,32,4,1243
wea018,wea018.bmp,32,32,4,1128
wea021,wea021.bmp,32,32,4,1260
wea022,wea022.bmp,32,32,4,1044
wea023,wea023.bmp,32,32,4,916
wea024,wea024.bmp,32,32,4,1013
wea025,wea025.bmp,32,32,3,702
wea026,wea026.bmp,32,32,3,787
wea035,wea035.bmp,32,32,4,1007
wea036,wea036.bmp,32,32,4,1008
wea037,wea037.bmp,32,32,4,972
wea038,wea038.bmp,32,32,4,1012
wea039,wea039.bmp,32,32,4,1143
wea159,wea159.bmp,32,32,4,708
wea160,wea160.bmp,32,32,4,864
wea161,wea161.bmp,32,32,4,667
wea162,wea162.bmp,32,32,3,643
wea163,wea163.bmp,32,32,4,740
wea164,wea164.bmp,32,32,3,698
wea165,wea165.bmp,32,32,4,934
wea166,wea166.bmp,32,32,4,933
wea167,wea167.bmp,32,32,4,744
wea168,wea168.bmp,32,32,4,1185
worldmap_x,worldmap_x.bmp,39,39,4,110
xpc,xpc.bmp,100,7,3,100
xpl,xpl.bmp,1,7,3,78
xpr,xpr.bmp,1,7,3,78
